tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
794612036035,FEDEX_2_DAY,FedEx 2Day,2033-05-24,78209,80203,12.5,USD,46.19,https://fedex.example/labels/794612036035.pdf
794612036036,FEDEX_2_DAY,FedEx 2Day,2033-06-06,78209,80203,6.1,USD,39.20,https://fedex.example/labels/794612036036.pdf
794612036037,FEDEX_GROUND,FedEx Ground,2033-06-19,78209,80203,12.5,USD,59.34,https://fedex.example/labels/794612036037.pdf
794612036038,FEDEX_2_DAY,FedEx 2Day,2033-07-04,78209,80203,6.5,USD,34.20,https://fedex.example/labels/794612036038.pdf
794612036039,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2033-07-18,78209,80203,13.8,USD,51.85,https://fedex.example/labels/794612036039.pdf
794612036040,FEDEX_2_DAY,FedEx 2Day,2033-08-03,78209,80203,12.4,USD,49.30,https://fedex.example/labels/794612036040.pdf
794612036041,FEDEX_2_DAY,FedEx 2Day,2033-08-18,78209,80203,4.0,USD,23.52,https://fedex.example/labels/794612036041.pdf
794612036042,FEDEX_2_DAY,FedEx 2Day,2033-09-01,78209,80203,10.2,USD,54.97,https://fedex.example/labels/794612036042.pdf
794612036043,FEDEX_2_DAY,FedEx 2Day,2033-09-14,78209,80203,4.7,USD,24.26,https://fedex.example/labels/794612036043.pdf
794612036044,FEDEX_EXPRESS_SAVER,FedEx Express Saver,2033-09-29,78209,80203,3.6,USD,23.05,https://fedex.example/labels/794612036044.pdf
794612036045,FEDEX_2_DAY,FedEx 2Day,2033-10-14,78209,80203,8.1,USD,30.08,https://fedex.example/labels/794612036045.pdf
794612036046,FEDEX_2_DAY,FedEx 2Day,2033-10-26,78209,80203,13.1,USD,61.68,https://fedex.example/labels/794612036046.pdf
794612036047,FEDEX_GROUND,FedEx Ground,2033-11-08,78209,80203,4.9,USD,27.51,https://fedex.example/labels/794612036047.pdf
