tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
794612036029,IT,In transit,FDXG,FedEx Ground,2033-02-28,2033-03-04,Departed FedEx hub,"Memphis, TN",2033-03-04T10:00:00Z
794612036030,IT,In transit,FDXG,FedEx Ground,2033-03-14,2033-03-17,Departed FedEx hub,"Memphis, TN",2033-03-17T07:00:00Z
794612036031,IT,In transit,FDXE,FedEx 2Day,2033-03-27,2033-03-30,Departed FedEx hub,"Memphis, TN",2033-03-30T10:00:00Z
794612036032,IT,In transit,FDXG,FedEx Ground,2033-04-10,2033-04-13,Departed FedEx hub,"Memphis, TN",2033-04-13T20:00:00Z
794612036033,IT,In transit,FDXG,FedEx Ground,2033-04-26,2033-04-28,Departed FedEx hub,"Memphis, TN",2033-04-28T17:00:00Z
794612036034,IT,In transit,FDXE,FedEx 2Day,2033-05-09,2033-05-12,Departed FedEx hub,"Memphis, TN",2033-05-12T17:00:00Z
794612036035,IT,In transit,FDXE,FedEx 2Day,2033-05-24,2033-05-27,Departed FedEx hub,"Memphis, TN",2033-05-27T11:00:00Z
794612036036,IT,In transit,FDXE,FedEx 2Day,2033-06-06,2033-06-08,Departed FedEx hub,"Memphis, TN",2033-06-08T15:00:00Z
794612036037,IT,In transit,FDXG,FedEx Ground,2033-06-19,2033-06-23,Departed FedEx hub,"Memphis, TN",2033-06-23T16:00:00Z
794612036038,IT,In transit,FDXE,FedEx 2Day,2033-07-04,2033-07-07,Departed FedEx hub,"Memphis, TN",2033-07-07T18:00:00Z
794612036039,IT,In transit,FDXE,FedEx Express Saver,2033-07-18,2033-07-21,Departed FedEx hub,"Memphis, TN",2033-07-21T08:00:00Z
794612036040,IT,In transit,FDXE,FedEx 2Day,2033-08-03,2033-08-06,Departed FedEx hub,"Memphis, TN",2033-08-06T18:00:00Z
794612036041,IT,In transit,FDXE,FedEx 2Day,2033-08-18,2033-08-21,Departed FedEx hub,"Memphis, TN",2033-08-21T07:00:00Z
794612036042,IT,In transit,FDXE,FedEx 2Day,2033-09-01,2033-09-05,Departed FedEx hub,"Memphis, TN",2033-09-05T12:00:00Z
794612036043,IT,In transit,FDXE,FedEx 2Day,2033-09-14,2033-09-18,Departed FedEx hub,"Memphis, TN",2033-09-18T14:00:00Z
794612036044,IT,In transit,FDXE,FedEx Express Saver,2033-09-29,2033-10-02,Departed FedEx hub,"Memphis, TN",2033-10-02T09:00:00Z
794612036045,IT,In transit,FDXE,FedEx 2Day,2033-10-14,2033-10-18,Departed FedEx hub,"Memphis, TN",2033-10-18T08:00:00Z
794612036046,IT,In transit,FDXE,FedEx 2Day,2033-10-26,2033-10-29,Departed FedEx hub,"Memphis, TN",2033-10-29T06:00:00Z
794612036047,IT,In transit,FDXG,FedEx Ground,2033-11-08,2033-11-12,Departed FedEx hub,"Memphis, TN",2033-11-12T08:00:00Z
