sale_id,sale_at,sku,qty,unit_price_usd,payment_method,event_tag
SQ-000293,2025-12-27T20:01:00-07:00,CR-KIT-005,2,40.38,cash,winter_ops
SQ-000294,2025-12-17T18:34:00-07:00,CR-TOWEL-001,3,12.25,card,winter_ops
SQ-000295,2025-12-22T10:11:00-07:00,CR-PATCH-006,3,27.29,card,winter_ops
SQ-000296,2025-12-18T16:51:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000297,2025-12-05T18:13:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000298,2025-12-18T13:54:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000299,2025-12-17T13:23:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000300,2025-12-22T09:15:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000301,2025-12-26T13:42:00-07:00,CR-GI-001,3,17.93,cash,winter_ops
SQ-000302,2025-12-19T16:44:00-07:00,CR-KIT-004,2,7.42,card,winter_ops
SQ-000303,2025-12-18T17:13:00-07:00,CR-KIT-001,3,12.34,card,winter_ops
SQ-000304,2025-12-08T09:12:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000305,2025-12-05T18:35:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000306,2025-12-05T20:39:00-07:00,CR-PATCH-008,2,23.2,card,winter_ops
SQ-000307,2025-12-09T13:24:00-07:00,CR-PATCH-005,3,54.15,card,winter_ops
SQ-000308,2025-12-15T10:16:00-07:00,CR-KIT-005,3,40.38,cash,winter_ops
SQ-000309,2025-12-18T12:04:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000310,2025-12-23T19:12:00-07:00,CR-DROPIN,3,18.0,card,winter_ops
SQ-000311,2025-12-22T19:52:00-07:00,CR-PATCH-007,3,34.33,card,winter_ops
SQ-000312,2025-12-27T11:20:00-07:00,CR-PATCH-004,2,7.92,cash,winter_ops
SQ-000313,2025-12-20T12:04:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000314,2025-12-04T19:35:00-07:00,CR-PATCH-005,2,54.15,card,winter_ops
SQ-000315,2025-12-21T10:23:00-07:00,CR-KIT-002,2,52.47,card,winter_ops
SQ-000316,2025-12-28T12:17:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000317,2025-12-08T15:06:00-07:00,CR-KIT-005,1,40.38,card,winter_ops
SQ-000318,2025-12-24T13:37:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000319,2025-12-12T20:36:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000320,2025-12-04T09:10:00-07:00,CR-KIT-001,2,12.34,cash,winter_ops
SQ-000321,2025-12-12T20:43:00-07:00,CR-GI-004,3,14.2,cash,winter_ops
SQ-000322,2025-12-19T11:16:00-07:00,CR-PATCH-002,1,58.34,card,winter_ops
SQ-000323,2025-12-05T15:36:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000324,2025-12-24T19:23:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000325,2025-12-14T20:29:00-07:00,CR-KIT-001,1,12.34,cash,winter_ops
SQ-000326,2025-12-26T16:32:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000327,2025-12-17T20:56:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000328,2025-12-28T10:19:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000329,2025-12-21T10:04:00-07:00,CR-TOWEL-001,3,12.25,card,winter_ops
SQ-000330,2025-12-06T18:03:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000331,2025-12-16T09:27:00-07:00,CR-PATCH-005,3,54.15,card,winter_ops
SQ-000332,2025-12-16T17:43:00-07:00,CR-PATCH-002,3,58.34,card,winter_ops
SQ-000333,2025-12-01T18:12:00-07:00,CR-KIT-005,3,40.38,card,winter_ops
SQ-000334,2025-12-23T17:47:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000335,2025-12-22T18:02:00-07:00,CR-GI-001,3,17.93,cash,winter_ops
SQ-000336,2025-12-22T17:57:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000337,2025-12-12T11:32:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000338,2025-12-16T15:10:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000339,2025-12-22T12:53:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000340,2025-12-10T16:18:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000341,2025-12-24T19:36:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000342,2025-12-21T17:52:00-07:00,CR-TOWEL-002,1,34.16,cash,winter_ops
SQ-000343,2025-12-28T16:03:00-07:00,CR-KIT-001,2,12.34,card,winter_ops
SQ-000344,2025-12-15T14:19:00-07:00,CR-KIT-001,2,12.34,card,winter_ops
SQ-000345,2025-12-12T20:11:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000346,2025-12-14T16:12:00-07:00,CR-GI-002,1,39.31,card,winter_ops
SQ-000347,2025-12-04T16:00:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000348,2025-12-16T15:23:00-07:00,CR-GI-003,2,64.46,card,winter_ops
SQ-000349,2025-12-06T17:51:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000350,2025-12-22T16:10:00-07:00,CR-KIT-003,1,58.66,card,winter_ops
SQ-000351,2025-12-01T14:56:00-07:00,CR-PATCH-004,3,7.92,card,winter_ops
SQ-000352,2025-12-07T13:02:00-07:00,CR-GI-002,1,39.31,cash,winter_ops
SQ-000353,2025-12-24T14:57:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000354,2025-12-16T19:17:00-07:00,CR-PATCH-006,1,27.29,cash,winter_ops
SQ-000355,2025-12-18T16:51:00-07:00,CR-PATCH-002,3,58.34,card,winter_ops
SQ-000356,2025-12-25T15:32:00-07:00,CR-KIT-002,3,52.47,cash,winter_ops
SQ-000357,2025-12-04T10:50:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000358,2025-12-12T17:00:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000359,2025-12-22T14:27:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000360,2025-12-16T13:18:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000361,2025-12-08T18:09:00-07:00,CR-PATCH-004,3,7.92,card,winter_ops
SQ-000362,2025-12-09T10:55:00-07:00,CR-GI-003,2,64.46,card,winter_ops
SQ-000363,2025-12-07T16:45:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000364,2025-12-28T18:40:00-07:00,CR-PATCH-006,3,27.29,card,winter_ops
SQ-000365,2025-12-04T11:25:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000366,2025-12-05T15:01:00-07:00,CR-PATCH-006,3,27.29,card,winter_ops
SQ-000367,2025-12-28T09:24:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000368,2025-12-08T12:21:00-07:00,CR-DROPIN,2,18.0,cash,winter_ops
SQ-000369,2025-12-17T15:41:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000370,2025-12-09T14:17:00-07:00,CR-GI-002,2,39.31,cash,winter_ops
SQ-000371,2025-12-11T09:11:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000372,2025-12-22T20:20:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000373,2025-12-09T18:06:00-07:00,CR-PATCH-002,2,58.34,card,winter_ops
SQ-000374,2025-12-16T14:21:00-07:00,CR-PATCH-008,2,23.2,card,winter_ops
SQ-000375,2025-12-22T09:43:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000376,2025-12-12T20:51:00-07:00,CR-KIT-002,2,52.47,card,winter_ops
SQ-000377,2025-12-21T13:13:00-07:00,CR-GI-003,3,64.46,cash,winter_ops
SQ-000378,2025-12-04T11:40:00-07:00,CR-TOWEL-001,3,12.25,card,winter_ops
SQ-000379,2025-12-19T19:52:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000380,2025-12-04T10:34:00-07:00,CR-KIT-003,3,58.66,card,winter_ops
SQ-000381,2025-12-24T16:48:00-07:00,CR-TOWEL-002,1,34.16,card,winter_ops
SQ-000382,2025-12-05T12:26:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000383,2025-12-12T14:28:00-07:00,CR-PATCH-005,3,54.15,card,winter_ops
SQ-000384,2025-12-03T16:26:00-07:00,CR-PATCH-004,3,7.92,card,winter_ops
SQ-000385,2025-12-20T13:44:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000386,2025-12-19T09:50:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000387,2025-12-16T19:34:00-07:00,CR-KIT-005,3,40.38,card,winter_ops
SQ-000388,2025-12-15T17:24:00-07:00,CR-GI-004,3,14.2,cash,winter_ops
SQ-000389,2025-12-20T13:13:00-07:00,CR-KIT-005,1,40.38,card,winter_ops
SQ-000390,2025-12-19T12:37:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000391,2025-12-15T17:45:00-07:00,CR-GI-001,3,17.93,card,winter_ops
SQ-000392,2025-12-28T12:18:00-07:00,CR-TOWEL-002,3,34.16,card,winter_ops
SQ-000393,2025-12-04T11:14:00-07:00,CR-PATCH-005,1,54.15,card,winter_ops
SQ-000394,2025-12-02T19:09:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000395,2025-12-28T09:41:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000396,2025-12-04T09:41:00-07:00,CR-PATCH-005,2,54.15,card,winter_ops
SQ-000397,2025-12-03T20:56:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000398,2025-12-14T18:18:00-07:00,CR-KIT-004,2,7.42,card,winter_ops
SQ-000399,2025-12-27T09:52:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000400,2025-12-06T13:01:00-07:00,CR-PATCH-008,3,23.2,card,winter_ops
SQ-000401,2025-12-21T13:55:00-07:00,CR-KIT-005,3,40.38,card,winter_ops
SQ-000402,2025-12-08T14:17:00-07:00,CR-KIT-003,1,58.66,cash,winter_ops
SQ-000403,2025-12-15T12:46:00-07:00,CR-KIT-004,3,7.42,cash,winter_ops
SQ-000404,2025-12-05T16:05:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000405,2025-12-06T11:12:00-07:00,CR-KIT-003,3,58.66,cash,winter_ops
SQ-000406,2025-12-21T13:01:00-07:00,CR-GI-004,2,14.2,card,winter_ops
SQ-000407,2025-12-27T15:43:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000408,2025-12-05T10:27:00-07:00,CR-TOWEL-001,1,12.25,cash,winter_ops
SQ-000409,2025-12-13T10:46:00-07:00,CR-DROPIN,3,18.0,card,winter_ops
SQ-000410,2025-12-20T10:24:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000411,2025-12-27T09:48:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000412,2025-12-08T10:17:00-07:00,CR-KIT-004,1,7.42,card,winter_ops
SQ-000413,2025-12-26T10:34:00-07:00,CR-PATCH-003,3,41.1,card,winter_ops
SQ-000414,2025-12-07T11:30:00-07:00,CR-TOWEL-001,3,12.25,cash,winter_ops
SQ-000415,2025-12-10T14:30:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000416,2025-12-18T20:17:00-07:00,CR-TOWEL-003,3,29.52,card,winter_ops
SQ-000417,2025-12-27T09:06:00-07:00,CR-PATCH-003,3,41.1,card,winter_ops
SQ-000418,2025-12-17T15:09:00-07:00,CR-GI-002,1,39.31,card,winter_ops
SQ-000419,2025-12-08T15:24:00-07:00,CR-PATCH-003,1,41.1,card,winter_ops
SQ-000420,2025-12-10T12:58:00-07:00,CR-DROPIN,3,18.0,cash,winter_ops
SQ-000421,2025-12-16T11:07:00-07:00,CR-GI-002,1,39.31,card,winter_ops
SQ-000422,2025-12-12T10:39:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000423,2025-12-03T09:38:00-07:00,CR-PATCH-001,1,13.53,card,winter_ops
SQ-000424,2025-12-17T14:38:00-07:00,CR-PATCH-004,1,7.92,cash,winter_ops
SQ-000425,2025-12-22T19:19:00-07:00,CR-KIT-004,3,7.42,card,winter_ops
SQ-000426,2025-12-04T13:58:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000427,2025-12-26T20:51:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000428,2025-12-25T19:09:00-07:00,CR-KIT-004,2,7.42,card,winter_ops
SQ-000429,2025-12-15T20:50:00-07:00,CR-KIT-005,2,40.38,card,winter_ops
SQ-000430,2025-12-19T15:46:00-07:00,CR-GI-002,2,39.31,card,winter_ops
SQ-000431,2025-12-11T11:11:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000432,2025-12-16T15:30:00-07:00,CR-KIT-002,3,52.47,cash,winter_ops
SQ-000433,2025-12-26T19:21:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000434,2025-12-14T17:31:00-07:00,CR-KIT-005,3,40.38,cash,winter_ops
SQ-000435,2025-12-18T12:24:00-07:00,CR-PATCH-005,1,54.15,cash,winter_ops
SQ-000436,2025-12-19T20:51:00-07:00,CR-GI-001,3,17.93,card,winter_ops
SQ-000437,2025-12-08T14:00:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000438,2025-12-18T16:08:00-07:00,CR-PATCH-001,1,13.53,card,winter_ops
SQ-000439,2025-12-12T11:18:00-07:00,CR-PATCH-001,2,13.53,card,winter_ops
SQ-000440,2025-12-14T12:13:00-07:00,CR-PATCH-005,1,54.15,card,winter_ops
SQ-000441,2025-12-04T20:45:00-07:00,CR-KIT-004,1,7.42,cash,winter_ops
SQ-000442,2025-12-23T15:23:00-07:00,CR-PATCH-003,1,41.1,card,winter_ops
SQ-000443,2025-12-03T16:53:00-07:00,CR-PATCH-007,3,34.33,card,winter_ops
SQ-000444,2025-12-05T14:09:00-07:00,CR-PATCH-003,1,41.1,card,winter_ops
SQ-000445,2025-12-01T18:53:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000446,2025-12-16T20:08:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000447,2025-12-14T20:21:00-07:00,CR-PATCH-002,2,58.34,card,winter_ops
SQ-000448,2025-12-04T11:03:00-07:00,CR-TOWEL-002,3,34.16,card,winter_ops
SQ-000449,2025-12-25T11:32:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000450,2025-12-27T15:43:00-07:00,CR-KIT-005,2,40.38,card,winter_ops
SQ-000451,2025-12-17T13:45:00-07:00,CR-PATCH-007,1,34.33,cash,winter_ops
SQ-000452,2025-12-09T10:33:00-07:00,CR-GI-004,2,14.2,card,winter_ops
SQ-000453,2025-12-13T18:03:00-07:00,CR-PATCH-006,1,27.29,cash,winter_ops
SQ-000454,2025-12-27T20:35:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000455,2025-12-16T14:41:00-07:00,CR-KIT-003,3,58.66,cash,winter_ops
SQ-000456,2025-12-06T09:51:00-07:00,CR-KIT-005,2,40.38,cash,winter_ops
SQ-000457,2025-12-09T10:06:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000458,2025-12-25T14:01:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000459,2025-12-18T10:04:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000460,2025-12-07T17:12:00-07:00,CR-TOWEL-002,3,34.16,card,winter_ops
SQ-000461,2025-12-09T10:36:00-07:00,CR-GI-003,3,64.46,card,winter_ops
SQ-000462,2025-12-26T16:02:00-07:00,CR-PATCH-007,1,34.33,card,winter_ops
SQ-000463,2025-12-10T09:22:00-07:00,CR-TOWEL-001,2,12.25,cash,winter_ops
SQ-000464,2025-12-07T14:48:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000465,2025-12-23T19:06:00-07:00,CR-KIT-004,2,7.42,cash,winter_ops
SQ-000466,2025-12-04T17:51:00-07:00,CR-GI-001,1,17.93,card,winter_ops
SQ-000467,2025-12-26T15:30:00-07:00,CR-PATCH-007,3,34.33,card,winter_ops
SQ-000468,2025-12-06T11:43:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000469,2025-12-03T20:14:00-07:00,CR-DROPIN,1,18.0,card,winter_ops
SQ-000470,2025-12-17T17:46:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000471,2025-12-26T11:21:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000472,2025-12-28T15:02:00-07:00,CR-KIT-001,3,12.34,cash,winter_ops
SQ-000473,2025-12-07T18:38:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000474,2025-12-21T16:06:00-07:00,CR-PATCH-007,1,34.33,card,winter_ops
SQ-000475,2025-12-18T10:31:00-07:00,CR-TOWEL-002,1,34.16,cash,winter_ops
SQ-000476,2025-12-06T13:10:00-07:00,CR-KIT-002,1,52.47,card,winter_ops
SQ-000477,2025-12-12T14:05:00-07:00,CR-PATCH-007,1,34.33,card,winter_ops
SQ-000478,2025-12-09T16:16:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000479,2025-12-19T16:02:00-07:00,CR-GI-002,2,39.31,card,winter_ops
SQ-000480,2026-01-28T18:58:00-07:00,CR-PATCH-004,3,7.92,card,winter_ops
SQ-000481,2026-01-12T17:54:00-07:00,CR-KIT-003,3,58.66,card,winter_ops
SQ-000482,2026-01-03T19:26:00-07:00,CR-PATCH-001,3,13.53,cash,winter_ops
SQ-000483,2026-01-22T09:39:00-07:00,CR-PATCH-008,3,23.2,card,winter_ops
SQ-000484,2026-01-23T17:00:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000485,2026-01-13T11:36:00-07:00,CR-TOWEL-002,2,34.16,card,winter_ops
SQ-000486,2026-01-13T16:42:00-07:00,CR-GI-003,1,64.46,card,winter_ops
SQ-000487,2026-01-15T19:34:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000488,2026-01-06T20:06:00-07:00,CR-TOWEL-001,2,12.25,cash,winter_ops
SQ-000489,2026-01-13T14:04:00-07:00,CR-PATCH-006,2,27.29,card,winter_ops
SQ-000490,2026-01-16T12:44:00-07:00,CR-KIT-001,3,12.34,cash,winter_ops
SQ-000491,2026-01-09T16:02:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000492,2026-01-05T19:13:00-07:00,CR-PATCH-002,2,58.34,card,winter_ops
SQ-000493,2026-01-25T15:03:00-07:00,CR-KIT-001,2,12.34,cash,winter_ops
SQ-000494,2026-01-07T09:13:00-07:00,CR-PATCH-002,1,58.34,cash,winter_ops
SQ-000495,2026-01-09T19:11:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000496,2026-01-09T15:05:00-07:00,CR-TOWEL-001,2,12.25,cash,winter_ops
SQ-000497,2026-01-17T12:42:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000498,2026-01-03T15:21:00-07:00,CR-TOWEL-003,2,29.52,card,winter_ops
SQ-000499,2026-01-12T15:30:00-07:00,CR-PATCH-006,2,27.29,card,winter_ops
SQ-000500,2026-01-12T20:36:00-07:00,CR-PATCH-004,2,7.92,card,winter_ops
SQ-000501,2026-01-26T18:12:00-07:00,CR-PATCH-005,1,54.15,card,winter_ops
SQ-000502,2026-01-22T20:47:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000503,2026-01-05T16:59:00-07:00,CR-PATCH-003,1,41.1,cash,winter_ops
SQ-000504,2026-01-04T19:26:00-07:00,CR-KIT-002,2,52.47,card,winter_ops
SQ-000505,2026-01-27T11:40:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000506,2026-01-07T20:12:00-07:00,CR-TOWEL-003,2,29.52,card,winter_ops
SQ-000507,2026-01-13T12:22:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000508,2026-01-01T14:52:00-07:00,CR-PATCH-007,2,34.33,card,winter_ops
SQ-000509,2026-01-10T17:52:00-07:00,CR-TOWEL-002,1,34.16,cash,winter_ops
SQ-000510,2026-01-15T15:26:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000511,2026-01-14T17:48:00-07:00,CR-PATCH-005,2,54.15,card,winter_ops
SQ-000512,2026-01-15T15:23:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000513,2026-01-14T15:18:00-07:00,CR-PATCH-005,3,54.15,cash,winter_ops
SQ-000514,2026-01-10T20:39:00-07:00,CR-DROPIN,1,18.0,card,winter_ops
SQ-000515,2026-01-03T19:01:00-07:00,CR-GI-002,3,39.31,cash,winter_ops
SQ-000516,2026-01-16T20:48:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000517,2026-01-15T17:37:00-07:00,CR-DROPIN,1,18.0,card,winter_ops
SQ-000518,2026-01-07T12:49:00-07:00,CR-PATCH-004,2,7.92,cash,winter_ops
SQ-000519,2026-01-07T16:07:00-07:00,CR-GI-002,2,39.31,cash,winter_ops
SQ-000520,2026-01-27T19:45:00-07:00,CR-PATCH-004,3,7.92,cash,winter_ops
SQ-000521,2026-01-12T12:32:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000522,2026-01-10T15:43:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000523,2026-01-02T09:01:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000524,2026-01-27T20:38:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000525,2026-01-19T15:15:00-07:00,CR-GI-004,3,14.2,cash,winter_ops
SQ-000526,2026-01-20T19:25:00-07:00,CR-PATCH-006,1,27.29,cash,winter_ops
SQ-000527,2026-01-21T15:46:00-07:00,CR-KIT-004,1,7.42,cash,winter_ops
SQ-000528,2026-01-17T11:27:00-07:00,CR-KIT-002,1,52.47,card,winter_ops
SQ-000529,2026-01-17T10:40:00-07:00,CR-KIT-004,3,7.42,cash,winter_ops
SQ-000530,2026-01-09T17:10:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000531,2026-01-03T09:27:00-07:00,CR-TOWEL-001,1,12.25,card,winter_ops
SQ-000532,2026-01-20T20:34:00-07:00,CR-PATCH-003,1,41.1,cash,winter_ops
SQ-000533,2026-01-24T20:08:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000534,2026-01-08T19:57:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000535,2026-01-18T12:46:00-07:00,CR-PATCH-006,2,27.29,card,winter_ops
SQ-000536,2026-01-09T10:59:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000537,2026-01-19T10:07:00-07:00,CR-DROPIN,2,18.0,card,winter_ops
SQ-000538,2026-01-05T13:16:00-07:00,CR-GI-002,1,39.31,card,winter_ops
SQ-000539,2026-01-16T14:58:00-07:00,CR-TOWEL-001,1,12.25,cash,winter_ops
SQ-000540,2026-01-16T09:26:00-07:00,CR-GI-002,1,39.31,cash,winter_ops
SQ-000541,2026-01-03T12:43:00-07:00,CR-DROPIN,2,18.0,cash,winter_ops
SQ-000542,2026-01-21T16:51:00-07:00,CR-KIT-002,1,52.47,card,winter_ops
SQ-000543,2026-01-01T11:42:00-07:00,CR-TOWEL-002,3,34.16,card,winter_ops
SQ-000544,2026-01-11T14:30:00-07:00,CR-GI-002,3,39.31,card,winter_ops
SQ-000545,2026-01-17T20:16:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000546,2026-01-01T17:01:00-07:00,CR-KIT-001,3,12.34,card,winter_ops
SQ-000547,2026-01-28T14:07:00-07:00,CR-PATCH-006,1,27.29,card,winter_ops
SQ-000548,2026-01-05T12:05:00-07:00,CR-KIT-002,3,52.47,card,winter_ops
SQ-000549,2026-01-09T16:12:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000550,2026-01-21T13:29:00-07:00,CR-PATCH-005,3,54.15,cash,winter_ops
SQ-000551,2026-01-17T15:59:00-07:00,CR-PATCH-004,1,7.92,card,winter_ops
SQ-000552,2026-01-07T19:54:00-07:00,CR-GI-004,3,14.2,card,winter_ops
SQ-000553,2026-01-04T18:50:00-07:00,CR-KIT-005,3,40.38,card,winter_ops
SQ-000554,2026-01-26T12:46:00-07:00,CR-GI-004,2,14.2,cash,winter_ops
SQ-000555,2026-01-14T18:47:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000556,2026-01-04T18:24:00-07:00,CR-KIT-001,2,12.34,card,winter_ops
SQ-000557,2026-01-12T14:57:00-07:00,CR-PATCH-007,3,34.33,card,winter_ops
SQ-000558,2026-01-06T09:32:00-07:00,CR-KIT-003,2,58.66,cash,winter_ops
SQ-000559,2026-01-20T19:33:00-07:00,CR-TOWEL-002,2,34.16,cash,winter_ops
SQ-000560,2026-01-04T11:51:00-07:00,CR-PATCH-003,2,41.1,cash,winter_ops
SQ-000561,2026-01-12T12:04:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000562,2026-01-05T14:07:00-07:00,CR-PATCH-001,1,13.53,card,winter_ops
SQ-000563,2026-01-23T14:13:00-07:00,CR-PATCH-003,2,41.1,card,winter_ops
SQ-000564,2026-01-18T10:24:00-07:00,CR-GI-003,2,64.46,card,winter_ops
SQ-000565,2026-01-07T10:35:00-07:00,CR-GI-001,2,17.93,card,winter_ops
SQ-000566,2026-01-21T15:43:00-07:00,CR-PATCH-007,2,34.33,card,winter_ops
SQ-000567,2026-01-07T12:03:00-07:00,CR-KIT-002,2,52.47,cash,winter_ops
SQ-000568,2026-01-09T15:07:00-07:00,CR-TOWEL-003,1,29.52,cash,winter_ops
SQ-000569,2026-01-20T14:37:00-07:00,CR-GI-004,2,14.2,card,winter_ops
SQ-000570,2026-01-01T13:01:00-07:00,CR-PATCH-007,3,34.33,card,winter_ops
SQ-000571,2026-01-10T11:53:00-07:00,CR-KIT-003,2,58.66,card,winter_ops
SQ-000572,2026-01-17T09:21:00-07:00,CR-PATCH-005,3,54.15,card,winter_ops
SQ-000573,2026-01-16T10:53:00-07:00,CR-TOWEL-001,2,12.25,card,winter_ops
SQ-000574,2026-01-11T14:25:00-07:00,CR-PATCH-008,1,23.2,card,winter_ops
SQ-000575,2026-01-20T09:25:00-07:00,CR-PATCH-002,2,58.34,cash,winter_ops
SQ-000576,2026-01-28T19:58:00-07:00,CR-PATCH-002,1,58.34,card,winter_ops
SQ-000577,2026-01-04T09:14:00-07:00,CR-KIT-001,1,12.34,card,winter_ops
SQ-000578,2026-01-04T14:55:00-07:00,CR-KIT-004,3,7.42,cash,winter_ops
SQ-000579,2026-01-06T10:12:00-07:00,CR-GI-003,3,64.46,card,winter_ops
SQ-000580,2026-01-01T20:55:00-07:00,CR-PATCH-005,1,54.15,card,winter_ops
SQ-000581,2026-01-04T09:19:00-07:00,CR-TOWEL-003,1,29.52,card,winter_ops
SQ-000582,2026-01-23T18:50:00-07:00,CR-KIT-002,2,52.47,card,winter_ops
SQ-000583,2026-01-05T18:29:00-07:00,CR-GI-004,1,14.2,card,winter_ops
SQ-000584,2026-01-28T11:48:00-07:00,CR-KIT-002,3,52.47,cash,winter_ops
