charge_id,student_id,amount_usd,charge_date,status,tier
ch_000401,DROPIN,18.0,2025-12-01,succeeded,dropin_18
ch_000402,DROPIN,18.0,2025-12-11,succeeded,dropin_18
ch_000403,DROPIN,18.0,2025-12-13,succeeded,dropin_18
ch_000404,DROPIN,18.0,2025-12-21,succeeded,dropin_18
ch_000405,DROPIN,18.0,2025-12-18,succeeded,dropin_18
ch_000406,DROPIN,18.0,2025-12-27,succeeded,dropin_18
ch_000407,DROPIN,18.0,2025-12-06,succeeded,dropin_18
ch_000408,DROPIN,18.0,2025-12-19,succeeded,dropin_18
ch_000409,DROPIN,18.0,2025-12-20,succeeded,dropin_18
ch_000410,DROPIN,18.0,2025-12-13,succeeded,dropin_18
ch_000411,DROPIN,18.0,2025-12-06,succeeded,dropin_18
ch_000412,DROPIN,18.0,2025-12-20,succeeded,dropin_18
ch_000413,DROPIN,18.0,2025-12-04,succeeded,dropin_18
ch_000414,DROPIN,18.0,2025-12-28,succeeded,dropin_18
ch_000415,DROPIN,18.0,2025-12-26,succeeded,dropin_18
ch_000416,DROPIN,18.0,2025-12-25,succeeded,dropin_18
ch_000417,CR-00001,95.0,2026-01-01,succeeded,monthly_95
ch_000418,CR-00002,95.0,2026-01-02,succeeded,monthly_95
ch_000419,CR-00003,95.0,2026-01-03,succeeded,monthly_95
ch_000420,CR-00004,95.0,2026-01-01,succeeded,monthly_95
ch_000421,CR-00005,95.0,2026-01-02,succeeded,monthly_95
ch_000422,CR-00006,95.0,2026-01-01,succeeded,monthly_95
ch_000423,CR-00007,95.0,2026-01-02,succeeded,monthly_95
ch_000424,CR-00008,95.0,2026-01-05,succeeded,monthly_95
ch_000425,CR-00009,95.0,2026-01-01,succeeded,monthly_95
ch_000426,CR-00010,95.0,2026-01-02,succeeded,monthly_95
ch_000427,CR-00011,95.0,2026-01-04,succeeded,monthly_95
ch_000428,CR-00012,95.0,2026-01-01,succeeded,monthly_95
ch_000429,CR-00013,95.0,2026-01-05,succeeded,monthly_95
ch_000430,CR-00014,95.0,2026-01-01,succeeded,monthly_95
ch_000431,CR-00015,95.0,2026-01-03,succeeded,monthly_95
ch_000432,CR-00016,95.0,2026-01-02,succeeded,monthly_95
ch_000433,CR-00017,95.0,2026-01-03,succeeded,monthly_95
ch_000434,CR-00019,95.0,2026-01-01,succeeded,monthly_95
ch_000435,CR-00020,95.0,2026-01-01,succeeded,monthly_95
ch_000436,CR-00021,95.0,2026-01-05,failed,monthly_95
ch_000437,CR-00023,95.0,2026-01-05,succeeded,monthly_95
ch_000438,CR-00025,95.0,2026-01-02,succeeded,monthly_95
ch_000439,CR-00026,95.0,2026-01-05,succeeded,monthly_95
ch_000440,CR-00028,95.0,2026-01-05,succeeded,monthly_95
ch_000441,CR-00029,95.0,2026-01-01,succeeded,monthly_95
ch_000442,CR-00030,95.0,2026-01-01,succeeded,monthly_95
ch_000443,CR-00031,95.0,2026-01-04,succeeded,monthly_95
ch_000444,CR-00032,95.0,2026-01-05,succeeded,monthly_95
ch_000445,CR-00033,95.0,2026-01-04,succeeded,monthly_95
ch_000446,CR-00034,95.0,2026-01-02,succeeded,monthly_95
ch_000447,CR-00036,95.0,2026-01-05,succeeded,monthly_95
ch_000448,CR-00037,95.0,2026-01-04,succeeded,monthly_95
ch_000449,CR-00039,95.0,2026-01-04,succeeded,monthly_95
ch_000450,CR-00040,95.0,2026-01-04,succeeded,monthly_95
ch_000451,CR-00041,95.0,2026-01-02,succeeded,monthly_95
ch_000452,CR-00042,95.0,2026-01-03,succeeded,monthly_95
ch_000453,CR-00046,95.0,2026-01-03,succeeded,monthly_95
ch_000454,CR-00048,95.0,2026-01-04,succeeded,monthly_95
ch_000455,CR-00049,95.0,2026-01-01,succeeded,monthly_95
ch_000456,CR-00050,95.0,2026-01-02,succeeded,monthly_95
ch_000457,CR-00051,95.0,2026-01-05,succeeded,monthly_95
ch_000458,CR-00053,95.0,2026-01-01,succeeded,monthly_95
ch_000459,CR-00054,95.0,2026-01-03,succeeded,monthly_95
ch_000460,CR-00057,95.0,2026-01-04,succeeded,monthly_95
ch_000461,CR-00058,95.0,2026-01-02,succeeded,monthly_95
ch_000462,CR-00059,95.0,2026-01-03,succeeded,monthly_95
ch_000463,CR-EX-001,95.0,2026-01-05,succeeded,monthly_95
ch_000464,CR-EX-002,95.0,2026-01-04,succeeded,monthly_95
ch_000465,CR-EX-003,95.0,2026-01-03,succeeded,monthly_95
ch_000466,CR-EX-004,95.0,2026-01-02,succeeded,monthly_95
ch_000467,CR-EX-005,95.0,2026-01-01,succeeded,monthly_95
ch_000468,CR-EX-006,95.0,2026-01-05,succeeded,monthly_95
ch_000469,CR-EX-007,95.0,2026-01-01,succeeded,monthly_95
ch_000470,CR-EX-008,95.0,2026-01-04,succeeded,monthly_95
ch_000471,CR-EX-009,95.0,2026-01-01,succeeded,monthly_95
ch_000472,CR-EX-010,95.0,2026-01-02,succeeded,monthly_95
ch_000473,CR-EX-011,95.0,2026-01-04,succeeded,monthly_95
ch_000474,CR-EX-012,95.0,2026-01-01,succeeded,monthly_95
ch_000475,CR-EX-013,95.0,2026-01-05,succeeded,monthly_95
ch_000476,CR-EX-014,95.0,2026-01-04,succeeded,monthly_95
ch_000477,CR-EX-015,95.0,2026-01-01,succeeded,monthly_95
ch_000478,CR-EX-016,95.0,2026-01-02,succeeded,monthly_95
ch_000479,CR-EX-017,95.0,2026-01-01,succeeded,monthly_95
ch_000480,CR-EX-018,95.0,2026-01-02,succeeded,monthly_95
ch_000481,CR-EX-019,95.0,2026-01-03,succeeded,monthly_95
ch_000482,CR-EX-020,95.0,2026-01-05,succeeded,monthly_95
ch_000483,CR-EX-021,95.0,2026-01-02,succeeded,monthly_95
ch_000484,CR-EX-022,95.0,2026-01-03,succeeded,monthly_95
ch_000485,CR-EX-023,95.0,2026-01-03,succeeded,monthly_95
ch_000486,CR-EX-024,95.0,2026-01-04,succeeded,monthly_95
ch_000487,CR-EX-025,95.0,2026-01-03,succeeded,monthly_95
ch_000488,CR-EX-026,95.0,2026-01-05,succeeded,monthly_95
ch_000489,CR-EX-027,95.0,2026-01-05,failed,monthly_95
ch_000490,CR-EX-028,95.0,2026-01-02,succeeded,monthly_95
ch_000491,CR-EX-029,95.0,2026-01-01,succeeded,monthly_95
ch_000492,CR-EX-030,95.0,2026-01-05,succeeded,monthly_95
ch_000493,CR-EX-031,95.0,2026-01-01,succeeded,monthly_95
ch_000494,CR-EX-032,95.0,2026-01-03,succeeded,monthly_95
ch_000495,CR-EX-033,95.0,2026-01-03,succeeded,monthly_95
ch_000496,CR-EX-034,95.0,2026-01-02,succeeded,monthly_95
ch_000497,CR-EX-035,95.0,2026-01-05,succeeded,monthly_95
ch_000498,CR-EX-036,95.0,2026-01-03,succeeded,monthly_95
ch_000499,CR-EX-037,95.0,2026-01-04,succeeded,monthly_95
ch_000500,CR-EX-038,95.0,2026-01-05,succeeded,monthly_95
ch_000501,CR-EX-039,95.0,2026-01-02,succeeded,monthly_95
ch_000502,CR-EX-040,95.0,2026-01-02,succeeded,monthly_95
ch_000503,CR-EX-041,95.0,2026-01-03,succeeded,monthly_95
ch_000504,CR-EX-042,95.0,2026-01-02,succeeded,monthly_95
ch_000505,CR-EX-043,95.0,2026-01-02,succeeded,monthly_95
ch_000506,CR-EX-044,95.0,2026-01-01,succeeded,monthly_95
ch_000507,CR-EX-045,95.0,2026-01-02,succeeded,monthly_95
ch_000508,CR-EX-046,95.0,2026-01-04,succeeded,monthly_95
ch_000509,CR-EX-047,95.0,2026-01-02,succeeded,monthly_95
ch_000510,CR-EX-048,95.0,2026-01-04,succeeded,monthly_95
ch_000511,CR-EX-049,95.0,2026-01-05,succeeded,monthly_95
ch_000512,CR-EX-050,95.0,2026-01-05,succeeded,monthly_95
ch_000513,CR-EX-051,95.0,2026-01-05,succeeded,monthly_95
ch_000514,CR-EX-052,95.0,2026-01-04,succeeded,monthly_95
ch_000515,CR-EX-053,95.0,2026-01-02,succeeded,monthly_95
ch_000516,DROPIN,18.0,2026-01-14,succeeded,dropin_18
ch_000517,DROPIN,18.0,2026-01-20,succeeded,dropin_18
ch_000518,DROPIN,18.0,2026-01-01,succeeded,dropin_18
ch_000519,DROPIN,18.0,2026-01-19,succeeded,dropin_18
ch_000520,DROPIN,18.0,2026-01-16,succeeded,dropin_18
ch_000521,DROPIN,18.0,2026-01-28,succeeded,dropin_18
ch_000522,DROPIN,18.0,2026-01-24,succeeded,dropin_18
ch_000523,DROPIN,18.0,2026-01-08,succeeded,dropin_18
ch_000524,DROPIN,18.0,2026-01-23,succeeded,dropin_18
ch_000525,DROPIN,18.0,2026-01-17,succeeded,dropin_18
ch_000526,DROPIN,18.0,2026-01-09,succeeded,dropin_18
ch_000527,DROPIN,18.0,2026-01-14,succeeded,dropin_18
ch_000528,DROPIN,18.0,2026-01-18,succeeded,dropin_18
ch_000529,DROPIN,18.0,2026-01-19,succeeded,dropin_18
ch_000530,DROPIN,18.0,2026-01-12,succeeded,dropin_18
ch_000531,DROPIN,18.0,2026-01-02,succeeded,dropin_18
ch_000532,DROPIN,18.0,2026-01-02,succeeded,dropin_18
ch_000533,DROPIN,18.0,2026-01-19,succeeded,dropin_18
ch_000534,DROPIN,18.0,2026-01-16,succeeded,dropin_18
ch_000535,DROPIN,18.0,2026-01-23,succeeded,dropin_18
ch_000536,DROPIN,18.0,2026-01-12,succeeded,dropin_18
ch_000537,DROPIN,18.0,2026-01-04,succeeded,dropin_18
ch_000538,DROPIN,18.0,2026-01-19,succeeded,dropin_18
ch_000539,DROPIN,18.0,2026-01-16,succeeded,dropin_18
ch_000540,DROPIN,18.0,2026-01-23,succeeded,dropin_18
ch_000541,DROPIN,18.0,2026-01-03,succeeded,dropin_18
ch_000542,DROPIN,18.0,2026-01-05,succeeded,dropin_18
ch_000543,DROPIN,18.0,2026-01-24,succeeded,dropin_18
ch_000544,DROPIN,18.0,2026-01-24,succeeded,dropin_18
ch_000545,DROPIN,18.0,2026-01-17,succeeded,dropin_18
ch_000546,CR-00001,95.0,2026-03-03,succeeded,monthly_95
ch_000547,CR-00002,95.0,2026-03-05,succeeded,monthly_95
ch_000548,CR-00003,95.0,2026-03-01,succeeded,monthly_95
ch_000549,CR-00004,95.0,2026-03-05,succeeded,monthly_95
ch_000550,CR-00005,95.0,2026-03-03,succeeded,monthly_95
ch_000551,CR-00006,95.0,2026-03-04,succeeded,monthly_95
ch_000552,CR-00007,95.0,2026-03-03,succeeded,monthly_95
ch_000553,CR-00008,95.0,2026-03-03,succeeded,monthly_95
ch_000554,CR-00009,95.0,2026-03-05,succeeded,monthly_95
ch_000555,CR-00010,95.0,2026-03-05,succeeded,monthly_95
ch_000556,CR-00011,95.0,2026-03-05,succeeded,monthly_95
ch_000557,CR-00012,95.0,2026-03-03,succeeded,monthly_95
ch_000558,CR-00013,95.0,2026-03-03,succeeded,monthly_95
ch_000559,CR-00014,95.0,2026-03-01,succeeded,monthly_95
ch_000560,CR-00015,95.0,2026-03-02,succeeded,monthly_95
ch_000561,CR-00016,95.0,2026-03-03,succeeded,monthly_95
ch_000562,CR-00017,95.0,2026-03-01,failed,monthly_95
ch_000563,CR-00019,95.0,2026-03-02,succeeded,monthly_95
ch_000564,CR-00020,95.0,2026-03-02,succeeded,monthly_95
ch_000565,CR-00021,95.0,2026-03-04,succeeded,monthly_95
ch_000566,CR-00023,95.0,2026-03-01,succeeded,monthly_95
ch_000567,CR-00025,95.0,2026-03-02,succeeded,monthly_95
ch_000568,CR-00026,95.0,2026-03-04,succeeded,monthly_95
ch_000569,CR-00028,95.0,2026-03-04,succeeded,monthly_95
ch_000570,CR-00029,95.0,2026-03-02,succeeded,monthly_95
ch_000571,CR-00030,95.0,2026-03-03,succeeded,monthly_95
ch_000572,CR-00031,95.0,2026-03-01,succeeded,monthly_95
ch_000573,CR-00032,95.0,2026-03-04,succeeded,monthly_95
ch_000574,CR-00033,95.0,2026-03-05,succeeded,monthly_95
ch_000575,CR-00034,95.0,2026-03-04,succeeded,monthly_95
ch_000576,CR-00036,95.0,2026-03-04,succeeded,monthly_95
ch_000577,CR-00037,95.0,2026-03-04,failed,monthly_95
ch_000578,CR-00039,95.0,2026-03-05,succeeded,monthly_95
ch_000579,CR-00040,95.0,2026-03-05,succeeded,monthly_95
ch_000580,CR-00041,95.0,2026-03-04,succeeded,monthly_95
ch_000581,CR-00042,95.0,2026-03-03,succeeded,monthly_95
ch_000582,CR-00046,95.0,2026-03-01,succeeded,monthly_95
ch_000583,CR-00048,95.0,2026-03-04,succeeded,monthly_95
ch_000584,CR-00049,95.0,2026-03-05,succeeded,monthly_95
ch_000585,CR-00050,95.0,2026-03-02,succeeded,monthly_95
ch_000586,CR-00051,95.0,2026-03-01,succeeded,monthly_95
ch_000587,CR-00053,95.0,2026-03-01,succeeded,monthly_95
ch_000588,CR-00054,95.0,2026-03-03,succeeded,monthly_95
ch_000589,CR-00057,95.0,2026-03-02,succeeded,monthly_95
ch_000590,CR-00058,95.0,2026-03-01,succeeded,monthly_95
ch_000591,CR-00059,95.0,2026-03-02,succeeded,monthly_95
ch_000592,CR-EX-001,95.0,2026-03-01,succeeded,monthly_95
ch_000593,CR-EX-002,95.0,2026-03-01,succeeded,monthly_95
ch_000594,CR-EX-003,95.0,2026-03-05,succeeded,monthly_95
ch_000595,CR-EX-004,95.0,2026-03-05,succeeded,monthly_95
ch_000596,CR-EX-005,95.0,2026-03-02,succeeded,monthly_95
ch_000597,CR-EX-006,95.0,2026-03-02,succeeded,monthly_95
ch_000598,CR-EX-007,95.0,2026-03-04,succeeded,monthly_95
ch_000599,CR-EX-008,95.0,2026-03-01,succeeded,monthly_95
ch_000600,CR-EX-009,95.0,2026-03-03,succeeded,monthly_95
ch_000601,CR-EX-010,95.0,2026-03-03,succeeded,monthly_95
ch_000602,CR-EX-011,95.0,2026-03-01,succeeded,monthly_95
ch_000603,CR-EX-012,95.0,2026-03-01,succeeded,monthly_95
ch_000604,CR-EX-013,95.0,2026-03-03,succeeded,monthly_95
ch_000605,CR-EX-014,95.0,2026-03-03,succeeded,monthly_95
ch_000606,CR-EX-015,95.0,2026-03-03,succeeded,monthly_95
ch_000607,CR-EX-016,95.0,2026-03-01,succeeded,monthly_95
ch_000608,CR-EX-017,95.0,2026-03-02,succeeded,monthly_95
ch_000609,CR-EX-018,95.0,2026-03-02,succeeded,monthly_95
ch_000610,CR-EX-019,95.0,2026-03-01,succeeded,monthly_95
ch_000611,CR-EX-020,95.0,2026-03-04,succeeded,monthly_95
ch_000612,CR-EX-021,95.0,2026-03-01,succeeded,monthly_95
ch_000613,CR-EX-022,95.0,2026-03-03,succeeded,monthly_95
ch_000614,CR-EX-023,95.0,2026-03-01,succeeded,monthly_95
ch_000615,CR-EX-024,95.0,2026-03-03,succeeded,monthly_95
ch_000616,CR-EX-025,95.0,2026-03-01,succeeded,monthly_95
ch_000617,CR-EX-026,95.0,2026-03-02,succeeded,monthly_95
ch_000618,CR-EX-027,95.0,2026-03-01,succeeded,monthly_95
ch_000619,CR-EX-028,95.0,2026-03-04,succeeded,monthly_95
ch_000620,CR-EX-029,95.0,2026-03-03,succeeded,monthly_95
ch_000621,CR-EX-030,95.0,2026-03-05,succeeded,monthly_95
ch_000622,CR-EX-031,95.0,2026-03-04,failed,monthly_95
ch_000623,CR-EX-032,95.0,2026-03-04,succeeded,monthly_95
ch_000624,CR-EX-033,95.0,2026-03-01,succeeded,monthly_95
ch_000625,CR-EX-034,95.0,2026-03-01,succeeded,monthly_95
ch_000626,CR-EX-035,95.0,2026-03-04,succeeded,monthly_95
ch_000627,CR-EX-036,95.0,2026-03-05,succeeded,monthly_95
ch_000628,CR-EX-037,95.0,2026-03-03,succeeded,monthly_95
ch_000629,CR-EX-038,95.0,2026-03-03,succeeded,monthly_95
ch_000630,CR-EX-039,95.0,2026-03-01,succeeded,monthly_95
ch_000631,CR-EX-040,95.0,2026-03-03,succeeded,monthly_95
ch_000632,CR-EX-041,95.0,2026-03-04,succeeded,monthly_95
ch_000633,CR-EX-042,95.0,2026-03-03,succeeded,monthly_95
ch_000634,CR-EX-043,95.0,2026-03-02,succeeded,monthly_95
ch_000635,CR-EX-044,95.0,2026-03-04,succeeded,monthly_95
ch_000636,CR-EX-045,95.0,2026-03-03,succeeded,monthly_95
ch_000637,CR-EX-046,95.0,2026-03-01,succeeded,monthly_95
ch_000638,CR-EX-047,95.0,2026-03-03,succeeded,monthly_95
ch_000639,CR-EX-048,95.0,2026-03-04,succeeded,monthly_95
ch_000640,CR-EX-049,95.0,2026-03-02,succeeded,monthly_95
ch_000641,DROPIN,18.0,2026-03-07,succeeded,dropin_18
ch_000642,DROPIN,18.0,2026-03-01,succeeded,dropin_18
ch_000643,DROPIN,18.0,2026-03-24,succeeded,dropin_18
ch_000644,DROPIN,18.0,2026-03-19,succeeded,dropin_18
ch_000645,DROPIN,18.0,2026-03-08,succeeded,dropin_18
ch_000646,DROPIN,18.0,2026-03-16,succeeded,dropin_18
ch_000647,DROPIN,18.0,2026-03-13,succeeded,dropin_18
ch_000648,DROPIN,18.0,2026-03-03,succeeded,dropin_18
ch_000649,DROPIN,18.0,2026-03-26,succeeded,dropin_18
ch_000650,DROPIN,18.0,2026-03-18,succeeded,dropin_18
ch_000651,DROPIN,18.0,2026-03-21,succeeded,dropin_18
ch_000652,DROPIN,18.0,2026-03-10,succeeded,dropin_18
ch_000653,DROPIN,18.0,2026-03-16,succeeded,dropin_18
ch_000654,DROPIN,18.0,2026-03-18,succeeded,dropin_18
ch_000655,DROPIN,18.0,2026-03-27,succeeded,dropin_18
ch_000656,DROPIN,18.0,2026-03-26,succeeded,dropin_18
ch_000657,DROPIN,18.0,2026-03-15,succeeded,dropin_18
ch_000658,DROPIN,18.0,2026-03-01,succeeded,dropin_18
ch_000659,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000660,DROPIN,18.0,2026-03-11,succeeded,dropin_18
ch_000661,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000662,DROPIN,18.0,2026-03-11,succeeded,dropin_18
ch_000663,DROPIN,18.0,2026-03-26,succeeded,dropin_18
ch_000664,DROPIN,18.0,2026-03-24,succeeded,dropin_18
ch_000665,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000666,DROPIN,18.0,2026-03-13,succeeded,dropin_18
ch_000667,CR-00001,95.0,2026-03-05,succeeded,monthly_95
ch_000668,CR-00002,95.0,2026-03-05,succeeded,monthly_95
ch_000669,CR-00003,95.0,2026-03-01,succeeded,monthly_95
ch_000670,CR-00004,95.0,2026-03-01,succeeded,monthly_95
ch_000671,CR-00005,95.0,2026-03-01,succeeded,monthly_95
ch_000672,CR-00006,95.0,2026-03-01,succeeded,monthly_95
ch_000673,CR-00007,95.0,2026-03-03,succeeded,monthly_95
ch_000674,CR-00008,95.0,2026-03-05,succeeded,monthly_95
ch_000675,CR-00009,95.0,2026-03-01,succeeded,monthly_95
ch_000676,CR-00010,95.0,2026-03-05,succeeded,monthly_95
ch_000677,CR-00011,95.0,2026-03-04,succeeded,monthly_95
ch_000678,CR-00012,95.0,2026-03-04,succeeded,monthly_95
ch_000679,CR-00013,95.0,2026-03-05,succeeded,monthly_95
ch_000680,CR-00014,95.0,2026-03-02,succeeded,monthly_95
ch_000681,CR-00015,95.0,2026-03-03,succeeded,monthly_95
ch_000682,CR-00016,95.0,2026-03-04,succeeded,monthly_95
ch_000683,CR-00017,95.0,2026-03-02,succeeded,monthly_95
ch_000684,CR-00019,95.0,2026-03-01,succeeded,monthly_95
ch_000685,CR-00020,95.0,2026-03-05,succeeded,monthly_95
ch_000686,CR-00021,95.0,2026-03-04,succeeded,monthly_95
ch_000687,CR-00023,95.0,2026-03-01,refunded,monthly_95
ch_000688,CR-00025,95.0,2026-03-03,succeeded,monthly_95
ch_000689,CR-00026,95.0,2026-03-04,succeeded,monthly_95
ch_000690,CR-00028,95.0,2026-03-03,succeeded,monthly_95
ch_000691,CR-00029,95.0,2026-03-02,succeeded,monthly_95
ch_000692,CR-00030,95.0,2026-03-02,succeeded,monthly_95
ch_000693,CR-00031,95.0,2026-03-01,succeeded,monthly_95
ch_000694,CR-00032,95.0,2026-03-03,succeeded,monthly_95
ch_000695,CR-00033,95.0,2026-03-02,succeeded,monthly_95
ch_000696,CR-00034,95.0,2026-03-01,succeeded,monthly_95
ch_000697,CR-00036,95.0,2026-03-05,succeeded,monthly_95
ch_000698,CR-00037,95.0,2026-03-02,succeeded,monthly_95
ch_000699,CR-00039,95.0,2026-03-02,succeeded,monthly_95
ch_000700,CR-00040,95.0,2026-03-04,succeeded,monthly_95
ch_000701,CR-00041,95.0,2026-03-01,succeeded,monthly_95
ch_000702,CR-00042,95.0,2026-03-02,succeeded,monthly_95
ch_000703,CR-00046,95.0,2026-03-04,succeeded,monthly_95
ch_000704,CR-00048,95.0,2026-03-05,succeeded,monthly_95
ch_000705,CR-00049,95.0,2026-03-04,succeeded,monthly_95
ch_000706,CR-00050,95.0,2026-03-02,succeeded,monthly_95
ch_000707,CR-00051,95.0,2026-03-03,succeeded,monthly_95
ch_000708,CR-00053,95.0,2026-03-03,succeeded,monthly_95
ch_000709,CR-00054,95.0,2026-03-02,succeeded,monthly_95
ch_000710,CR-00057,95.0,2026-03-02,succeeded,monthly_95
ch_000711,CR-00058,95.0,2026-03-04,succeeded,monthly_95
ch_000712,CR-00059,95.0,2026-03-04,succeeded,monthly_95
ch_000713,CR-EX-001,95.0,2026-03-05,succeeded,monthly_95
ch_000714,CR-EX-002,95.0,2026-03-04,succeeded,monthly_95
ch_000715,CR-EX-003,95.0,2026-03-04,succeeded,monthly_95
ch_000716,CR-EX-004,95.0,2026-03-03,succeeded,monthly_95
ch_000717,CR-EX-005,95.0,2026-03-02,succeeded,monthly_95
ch_000718,CR-EX-006,95.0,2026-03-01,succeeded,monthly_95
ch_000719,CR-EX-007,95.0,2026-03-01,succeeded,monthly_95
ch_000720,CR-EX-008,95.0,2026-03-01,succeeded,monthly_95
ch_000721,CR-EX-009,95.0,2026-03-04,succeeded,monthly_95
ch_000722,CR-EX-010,95.0,2026-03-03,succeeded,monthly_95
ch_000723,CR-EX-011,95.0,2026-03-03,succeeded,monthly_95
ch_000724,CR-EX-012,95.0,2026-03-05,succeeded,monthly_95
ch_000725,CR-EX-013,95.0,2026-03-05,succeeded,monthly_95
ch_000726,CR-EX-014,95.0,2026-03-02,succeeded,monthly_95
ch_000727,CR-EX-015,95.0,2026-03-05,succeeded,monthly_95
ch_000728,CR-EX-016,95.0,2026-03-02,succeeded,monthly_95
ch_000729,CR-EX-017,95.0,2026-03-04,succeeded,monthly_95
ch_000730,CR-EX-018,95.0,2026-03-04,succeeded,monthly_95
ch_000731,CR-EX-019,95.0,2026-03-02,succeeded,monthly_95
ch_000732,CR-EX-020,95.0,2026-03-04,succeeded,monthly_95
ch_000733,CR-EX-021,95.0,2026-03-05,succeeded,monthly_95
ch_000734,CR-EX-022,95.0,2026-03-05,succeeded,monthly_95
ch_000735,CR-EX-023,95.0,2026-03-04,succeeded,monthly_95
ch_000736,CR-EX-024,95.0,2026-03-01,succeeded,monthly_95
ch_000737,CR-EX-025,95.0,2026-03-05,succeeded,monthly_95
ch_000738,CR-EX-026,95.0,2026-03-05,succeeded,monthly_95
ch_000739,CR-EX-027,95.0,2026-03-01,succeeded,monthly_95
ch_000740,CR-EX-028,95.0,2026-03-02,succeeded,monthly_95
ch_000741,CR-EX-029,95.0,2026-03-01,succeeded,monthly_95
ch_000742,CR-EX-030,95.0,2026-03-04,succeeded,monthly_95
ch_000743,CR-EX-031,95.0,2026-03-02,succeeded,monthly_95
ch_000744,CR-EX-032,95.0,2026-03-02,succeeded,monthly_95
ch_000745,CR-EX-033,95.0,2026-03-01,succeeded,monthly_95
ch_000746,CR-EX-034,95.0,2026-03-03,failed,monthly_95
ch_000747,CR-EX-035,95.0,2026-03-04,succeeded,monthly_95
ch_000748,CR-EX-036,95.0,2026-03-05,succeeded,monthly_95
ch_000749,CR-EX-037,95.0,2026-03-04,failed,monthly_95
ch_000750,CR-EX-038,95.0,2026-03-02,succeeded,monthly_95
ch_000751,CR-EX-039,95.0,2026-03-04,succeeded,monthly_95
ch_000752,CR-EX-040,95.0,2026-03-03,succeeded,monthly_95
ch_000753,CR-EX-041,95.0,2026-03-01,succeeded,monthly_95
ch_000754,CR-EX-042,95.0,2026-03-01,succeeded,monthly_95
ch_000755,CR-EX-043,95.0,2026-03-03,succeeded,monthly_95
ch_000756,CR-EX-044,95.0,2026-03-03,succeeded,monthly_95
ch_000757,CR-EX-045,95.0,2026-03-03,succeeded,monthly_95
ch_000758,DROPIN,18.0,2026-03-26,succeeded,dropin_18
ch_000759,DROPIN,18.0,2026-03-22,succeeded,dropin_18
ch_000760,DROPIN,18.0,2026-03-03,succeeded,dropin_18
ch_000761,DROPIN,18.0,2026-03-20,succeeded,dropin_18
ch_000762,DROPIN,18.0,2026-03-11,succeeded,dropin_18
ch_000763,DROPIN,18.0,2026-03-24,succeeded,dropin_18
ch_000764,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000765,DROPIN,18.0,2026-03-17,succeeded,dropin_18
ch_000766,DROPIN,18.0,2026-03-22,succeeded,dropin_18
ch_000767,DROPIN,18.0,2026-03-12,succeeded,dropin_18
ch_000768,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000769,DROPIN,18.0,2026-03-04,succeeded,dropin_18
ch_000770,DROPIN,18.0,2026-03-13,succeeded,dropin_18
ch_000771,DROPIN,18.0,2026-03-12,succeeded,dropin_18
ch_000772,DROPIN,18.0,2026-03-15,succeeded,dropin_18
ch_000773,DROPIN,18.0,2026-03-20,succeeded,dropin_18
ch_000774,DROPIN,18.0,2026-03-02,succeeded,dropin_18
ch_000775,DROPIN,18.0,2026-03-12,succeeded,dropin_18
ch_000776,DROPIN,18.0,2026-03-12,succeeded,dropin_18
ch_000777,DROPIN,18.0,2026-03-06,succeeded,dropin_18
ch_000778,DROPIN,18.0,2026-03-21,succeeded,dropin_18
ch_000779,DROPIN,18.0,2026-03-18,succeeded,dropin_18
ch_000780,DROPIN,18.0,2026-03-23,succeeded,dropin_18
ch_000781,DROPIN,18.0,2026-03-03,succeeded,dropin_18
ch_000782,DROPIN,18.0,2026-03-18,succeeded,dropin_18
ch_000783,DROPIN,18.0,2026-03-23,succeeded,dropin_18
ch_000784,DROPIN,18.0,2026-03-25,succeeded,dropin_18
ch_000785,DROPIN,18.0,2026-03-07,succeeded,dropin_18
ch_000786,DROPIN,18.0,2026-03-05,succeeded,dropin_18
ch_000787,DROPIN,18.0,2026-03-11,succeeded,dropin_18
ch_000788,DROPIN,18.0,2026-03-08,succeeded,dropin_18
ch_000789,CR-00001,95.0,2026-04-05,succeeded,monthly_95
ch_000790,CR-00002,95.0,2026-04-02,succeeded,monthly_95
ch_000791,CR-00003,95.0,2026-04-05,succeeded,monthly_95
ch_000792,CR-00004,95.0,2026-04-01,succeeded,monthly_95
ch_000793,CR-00005,95.0,2026-04-05,succeeded,monthly_95
ch_000794,CR-00006,95.0,2026-04-05,succeeded,monthly_95
ch_000795,CR-00007,95.0,2026-04-03,succeeded,monthly_95
ch_000796,CR-00008,95.0,2026-04-01,succeeded,monthly_95
ch_000797,CR-00009,95.0,2026-04-01,succeeded,monthly_95
ch_000798,CR-00010,95.0,2026-04-03,succeeded,monthly_95
ch_000799,CR-00011,95.0,2026-04-02,succeeded,monthly_95
ch_000800,CR-00012,95.0,2026-04-04,succeeded,monthly_95
ch_000801,CR-00013,95.0,2026-04-01,succeeded,monthly_95
ch_000802,CR-00014,95.0,2026-04-05,succeeded,monthly_95
