id,client_order_id,symbol,qty,filled_qty,side,type,time_in_force,limit_price,status,filled_avg_price,submitted_at,filled_at
ord_pa_0187,cli-ord_pa_0187,ABNB,1,1,buy,limit,day,,filled,44.49,2026-10-03T00:00:00Z,2026-10-03T00:00:59Z
ord_pa_0188,cli-ord_pa_0188,PLTR,12,12,buy,limit,day,,filled,179.21,2026-10-10T00:00:00Z,2026-10-10T00:00:03Z
ord_pa_0189,cli-ord_pa_0189,WMT,11,11,buy,limit,day,,filled,429.93,2026-10-11T00:00:00Z,2026-10-11T00:00:25Z
ord_pa_0190,cli-ord_pa_0190,MA,1,1,buy,market,day,,filled,381.76,2026-10-19T00:00:00Z,2026-10-19T00:01:48Z
ord_pa_0191,cli-ord_pa_0191,XOM,11,11,buy,market,day,,filled,157.85,2026-10-19T00:00:00Z,2026-10-19T00:02:03Z
ord_pa_0192,cli-ord_pa_0192,CVX,5,5,buy,market,day,,filled,305.93,2026-10-23T00:00:00Z,2026-10-23T00:01:08Z
ord_pa_0193,cli-ord_pa_0193,AMZN,2,2,sell,market,day,,filled,312.22,2026-10-25T00:00:00Z,2026-10-25T00:01:49Z
ord_pa_0194,cli-ord_pa_0194,GM,6,6,buy,limit,day,,filled,200.36,2026-10-27T00:00:00Z,2026-10-27T00:01:01Z
ord_pa_0195,cli-ord_pa_0195,AMZN,11,11,buy,limit,day,,filled,279.33,2026-10-29T00:00:00Z,2026-10-29T00:02:50Z
ord_pa_0196,cli-ord_pa_0196,SPY,4,4,buy,market,day,,filled,99.64,2026-10-29T00:00:00Z,2026-10-29T00:01:09Z
ord_pa_0197,cli-ord_pa_0197,JNJ,11,11,buy,market,day,,filled,272.92,2026-10-30T00:00:00Z,2026-10-30T00:01:04Z
ord_pa_0198,cli-ord_pa_0198,CAT,12,12,buy,limit,day,,filled,318.39,2026-11-03T00:00:00Z,2026-11-03T00:01:23Z
ord_pa_0199,cli-ord_pa_0199,PEP,5,5,buy,limit,day,,filled,212.36,2026-11-03T00:00:00Z,2026-11-03T00:01:11Z
ord_pa_0200,cli-ord_pa_0200,CVX,6,6,buy,market,day,,filled,322.47,2026-11-03T00:00:00Z,2026-11-03T00:02:36Z
ord_pa_0201,cli-ord_pa_0201,BAC,10,10,buy,market,day,,filled,448.38,2026-11-04T00:00:00Z,2026-11-04T00:01:35Z
ord_pa_0202,cli-ord_pa_0202,PEP,6,6,sell,limit,day,,filled,217.59,2026-11-04T00:00:00Z,2026-11-04T00:01:00Z
ord_pa_0203,cli-ord_pa_0203,PLTR,7,7,buy,limit,day,,filled,163.7,2026-11-05T00:00:00Z,2026-11-05T00:02:06Z
ord_pa_0204,cli-ord_pa_0204,SCHD,1,1,buy,market,day,,filled,34.6,2026-11-05T00:00:00Z,2026-11-05T00:00:09Z
ord_pa_0205,cli-ord_pa_0205,MU,10,10,buy,market,day,,filled,501.86,2026-11-06T00:00:00Z,2026-11-06T00:01:46Z
ord_pa_0206,cli-ord_pa_0206,META,4,4,buy,limit,day,,filled,415.79,2026-11-08T00:00:00Z,2026-11-08T00:01:07Z
ord_pa_0207,cli-ord_pa_0207,PEP,5,5,buy,market,day,,filled,170.25,2026-11-09T00:00:00Z,2026-11-09T00:02:52Z
ord_pa_0208,cli-ord_pa_0208,COST,9,9,buy,market,day,,filled,439.08,2026-11-09T00:00:00Z,2026-11-09T00:01:28Z
ord_pa_0209,cli-ord_pa_0209,AMZN,11,11,buy,market,day,,filled,252.88,2026-11-10T00:00:00Z,2026-11-10T00:00:39Z
ord_pa_0210,cli-ord_pa_0210,GM,6,6,buy,market,day,,filled,255.55,2026-11-12T00:00:00Z,2026-11-12T00:00:50Z
ord_pa_0211,cli-ord_pa_0211,NFLX,4,4,buy,market,day,,filled,449.61,2026-11-12T00:00:00Z,2026-11-12T00:01:17Z
ord_pa_0212,cli-ord_pa_0212,CAT,8,8,sell,market,day,,filled,303.46,2026-11-12T00:00:00Z,2026-11-12T00:01:42Z
ord_pa_0213,cli-ord_pa_0213,LOW,11,11,sell,market,day,,filled,221.35,2026-11-13T00:00:00Z,2026-11-13T00:02:43Z
ord_pa_0214,cli-ord_pa_0214,BA,1,1,buy,limit,day,,filled,128.12,2026-11-14T00:00:00Z,2026-11-14T00:01:31Z
ord_pa_0215,cli-ord_pa_0215,MU,7,7,buy,market,day,,filled,427.31,2026-11-14T00:00:00Z,2026-11-14T00:00:23Z
ord_pa_0216,cli-ord_pa_0216,MU,25,25,sell,market,day,,filled,465.81,2026-11-14T00:00:00Z,2026-11-14T00:02:30Z
ord_pa_0217,cli-ord_pa_0217,ORCL,10,10,buy,market,day,,filled,88.89,2026-11-16T00:00:00Z,2026-11-16T00:01:04Z
ord_pa_0218,cli-ord_pa_0218,JPM,8,8,buy,limit,day,,filled,501.62,2026-11-16T00:00:00Z,2026-11-16T00:00:28Z
ord_pa_0219,cli-ord_pa_0219,PFE,2,2,buy,market,day,,filled,420.68,2026-11-21T00:00:00Z,2026-11-21T00:02:13Z
ord_pa_0220,cli-ord_pa_0220,AMD,4,4,buy,market,day,,filled,222.21,2026-11-22T00:00:00Z,2026-11-22T00:01:11Z
ord_pa_0221,cli-ord_pa_0221,MSFT,8,8,buy,market,day,,filled,265.04,2026-11-22T00:00:00Z,2026-11-22T00:01:03Z
ord_pa_0222,cli-ord_pa_0222,SBUX,5,5,buy,limit,day,,filled,80.12,2026-11-23T00:00:00Z,2026-11-23T00:00:48Z
ord_pa_0223,cli-ord_pa_0223,HD,7,7,buy,market,day,,filled,231.26,2026-11-27T00:00:00Z,2026-11-27T00:01:34Z
ord_pa_0224,cli-ord_pa_0224,BAC,8,8,buy,market,day,,filled,448.06,2026-11-28T00:00:00Z,2026-11-28T00:01:38Z
ord_pa_0225,cli-ord_pa_0225,SPY,1,1,buy,market,day,,filled,110.69,2026-12-03T00:00:00Z,2026-12-03T00:02:42Z
ord_pa_0226,cli-ord_pa_0226,AMD,5,5,sell,limit,day,,filled,252.41,2026-12-05T00:00:00Z,2026-12-05T00:00:04Z
ord_pa_0227,cli-ord_pa_0227,SBUX,1,1,sell,market,day,,filled,63.27,2026-12-05T00:00:00Z,2026-12-05T00:02:42Z
ord_pa_0228,cli-ord_pa_0228,SCHD,10,10,sell,market,day,,filled,35.21,2026-12-06T00:00:00Z,2026-12-06T00:00:24Z
ord_pa_0229,cli-ord_pa_0229,GOOGL,5,5,buy,market,day,,filled,122.09,2026-12-07T00:00:00Z,2026-12-07T00:02:40Z
ord_pa_0230,cli-ord_pa_0230,WMT,10,10,buy,market,day,,filled,370.42,2026-12-10T00:00:00Z,2026-12-10T00:01:06Z
ord_pa_0231,cli-ord_pa_0231,COST,32,32,sell,limit,day,,filled,420.43,2026-12-17T00:00:00Z,2026-12-17T00:02:04Z
ord_pa_0232,cli-ord_pa_0232,CRM,10,10,buy,limit,day,,filled,139.49,2026-12-20T00:00:00Z,2026-12-20T00:01:02Z
ord_pa_0233,cli-ord_pa_0233,WMT,10,10,sell,market,day,,filled,366.93,2026-12-20T00:00:00Z,2026-12-20T00:00:15Z
ord_pa_0234,cli-ord_pa_0234,ABNB,9,9,buy,market,day,,filled,57.8,2026-12-23T00:00:00Z,2026-12-23T00:01:23Z
ord_pa_0235,cli-ord_pa_0235,KO,8,8,buy,market,day,,filled,266.35,2026-12-23T00:00:00Z,2026-12-23T00:01:27Z
ord_pa_0236,cli-ord_pa_0236,ADBE,12,12,buy,market,day,,filled,389.38,2026-12-27T00:00:00Z,2026-12-27T00:01:35Z
ord_pa_0237,cli-ord_pa_0237,GOOGL,3,3,sell,limit,day,,filled,128.09,2026-12-29T00:00:00Z,2026-12-29T00:00:44Z
