store_id,name,cuisine,rating,review_count,price_range,delivery_fee,eta_minutes,latitude,longitude,address,is_open
store-0232,Cocina Denver 104-x13,Italian,4.6,1350,$$,2.51,29,39.7082,-104.9611,1879 Federal St Denver,false
store-0233,Taqueria Denver 174-x14,American,4.1,1765,$,2.10,32,39.7212,-104.9367,461 Pearl St Denver,true
store-0234,Kitchen Denver 191-x15,American,4.6,2317,$,3.47,28,39.7218,-104.9627,1244 Broadway St Denver,true
store-0235,Cafe Denver 53-x16,American,4.3,640,$$$,1.62,39,39.7588,-104.9981,2781 Pearl St Denver,false
store-0236,Grill Denver 59-x17,American,4.6,1437,$$,3.92,25,39.7472,-104.9450,216 Pearl St Denver,true
store-0237,Kitchen Denver 98-x18,Latin,4.6,753,$,1.91,18,39.7148,-105.0194,1045 Colfax St Denver,true
store-0238,Cafe Denver 143-x19,Latin,4.1,423,$,1.07,22,39.7077,-104.9613,527 Broadway St Denver,true
store-0239,Kitchen Denver 149-x20,Latin,4.8,822,$$,2.05,38,39.7564,-105.0138,1431 Colfax St Denver,true
store-0240,Kitchen Denver 183-x21,Japanese,4.3,714,$$$,3.79,44,39.7413,-104.9857,1483 Broadway St Denver,true
store-0241,Cafe Denver 179-x22,Vietnamese,4.2,1321,$$,2.72,34,39.7132,-104.9474,575 Federal St Denver,true
store-0242,Kitchen Denver 38-x23,Italian,4.1,2021,$$$,3.20,40,39.7265,-105.0071,1395 Colfax St Denver,false
store-0243,Grill Denver 17-x24,Mexican,4.6,729,$$,2.50,34,39.7798,-105.0104,2549 Pearl St Denver,true
store-0244,Cafe Denver 153-x25,Cafe,4.3,2244,$$,2.92,32,39.7559,-104.9893,204 Pearl St Denver,true
store-0245,Bistro Denver 157-x26,Latin,4.5,2055,$$$,2.49,25,39.7518,-104.9688,417 Larimer St Denver,false
store-0246,Kitchen Denver 111-x27,Vietnamese,4.0,1269,$,3.92,30,39.7110,-105.0105,1062 Pearl St Denver,true
store-0247,Kitchen Denver 111-x28,Latin,4.3,1233,$$,1.00,24,39.7012,-104.9694,937 Pearl St Denver,false
store-0248,Cocina Denver 123-x29,Italian,4.7,936,$$$,3.94,18,39.7168,-104.9470,1899 Federal St Denver,false
store-0249,Taqueria Denver 79-x30,Japanese,4.4,1820,$$,4.63,41,39.7275,-104.9826,711 Colfax St Denver,false
store-0250,Taqueria Denver 188-x31,Latin,4.8,822,$$,2.05,38,39.7564,-105.0138,1431 Colfax St Denver,true
store-0251,Taqueria Denver 87-x32,Latin,4.1,748,$$,3.13,23,39.7547,-105.0034,2678 Larimer St Denver,true
store-0252,Grill Denver 63-x33,Vietnamese,4.3,821,$,2.00,24,39.7098,-104.9335,1379 Pearl St Denver,true
store-0253,City O' City-x34,Cafe,4.3,2244,$$,2.92,32,39.7559,-104.9893,204 Pearl St Denver,true
store-0254,Bistro Denver 211-x35,Latin,4.0,974,$$$,1.93,32,39.7052,-104.9729,1979 Colfax St Denver,true
store-0255,Taqueria Denver 29-x36,Latin,4.3,1124,$,4.08,30,39.7691,-105.0043,1261 Federal St Denver,false
store-0256,Cocina Denver 185-x37,Latin,4.3,1978,$,2.89,33,39.7303,-104.9753,501 Pearl St Denver,false
store-0257,Cafe Denver 165-x38,Latin,4.7,2125,$$,4.27,25,39.7082,-104.9850,2811 Federal St Denver,true
store-0258,Cafe Denver 148-x39,Japanese,4.8,613,$$,3.63,32,39.7627,-105.0182,1108 Colfax St Denver,true
store-0259,Bistro Denver 119-x40,Latin,4.2,637,$$,4.54,43,39.7662,-104.9333,1303 Broadway St Denver,true
store-0260,Bistro Denver 83-x41,Mexican,4.2,2336,$$,4.45,33,39.7626,-105.0009,2223 Pearl St Denver,true
store-0261,Cafe Denver 88-x42,American,4.0,484,$$$,2.79,45,39.7386,-104.9750,1594 Federal St Denver,true
store-0262,Bistro Denver 133-x43,Latin,4.8,995,$,1.87,30,39.7512,-104.9386,1857 Federal St Denver,true
store-0263,Taqueria Denver 109-x44,Latin,4.9,681,$$,1.63,18,39.7569,-105.0095,1888 Colfax St Denver,false
store-0264,Taqueria Denver 175-x45,Cafe,4.7,1536,$$,3.20,34,39.7362,-104.9313,689 Colfax St Denver,false
store-0265,Taqueria Denver 131-x46,Italian,4.3,1411,$$,1.18,23,39.7745,-104.9879,1274 Larimer St Denver,true
store-0266,Kitchen Denver 38-x47,Italian,4.1,1594,$$$,4.89,28,39.7670,-105.0128,921 Broadway St Denver,true
store-0267,Kitchen Denver 189-x48,Vietnamese,4.3,821,$,2.00,24,39.7098,-104.9335,1379 Pearl St Denver,true
