id,name,id_card,id_board,items
8pgz9cds3mkq68p5dgwcm2op,Milestone tasks,jresgoszjuzpyauebenw9b5c,4w2uqna7xvi1isiqq961yaok,[ ] Draft|[x] Defend|[ ] Revise|[ ] Nakamura review
roqsl5pjreasvfp0s34la7i4,Pre-flight,9nepa81tflbbu82aya8w8106,4w2uqna7xvi1isiqq961yaok,[x] Bounce final wav|[x] Ravi drops draft
da2vmy95sy81ehoqbo8e9w99,Sign-off,a9gp948lve7963n6n28uei9p,6fcfil1nh8a0hpnbe07pbgap,[x] Defend|[ ] Draft|[ ] Nakamura review
dk30va5547n520og6lruz86v,Pre-flight,kzadr28834w6fcq0oulrday7,6fcfil1nh8a0hpnbe07pbgap,[ ] Nakamura review|[ ] Draft|[ ] Defend|[ ] Revise
68q0ko4ccsme6y7xuop6rpk5,Sign-off,cw5lpj3o6yexx36gcjagwfkq,6fcfil1nh8a0hpnbe07pbgap,[x] Nakamura review|[ ] Revise|[x] Defend|[ ] Draft
imj7r5ase0gfgsaw8m6opril,Pre-flight,kgyqgs93v5jmn03bc02zp1ku,6fcfil1nh8a0hpnbe07pbgap,[x] Revise|[ ] Defend|[x] Draft
er5315nshvdoobdvy6hbiyrd,Milestone tasks,ifc9uj6qlmp5fqpwns4ej2cb,6fcfil1nh8a0hpnbe07pbgap,[ ] Nakamura review|[ ] Revise
rdk6gzaxwki2zpj5xnlu9g3b,Sign-off,74gjcxijsp9ek5o6lja3cv2r,kclmnk06yloze4jy7r8suyde,[ ] Tag in Airtable|[x] File in Notion|[ ] Cross-check with Trello|[ ] Add to weekly log
8biners8hpthxjc40ffl5hef,Delivery,8jzhx4es1t313k88ko4ke1z8,kclmnk06yloze4jy7r8suyde,[x] Tag in Airtable|[ ] Add to weekly log|[x] Cross-check with Trello|[ ] File in Notion
6dn44fcu8be8z9qayrk3bm23,Milestone tasks,xc8ib6zrtkrh262xs5lcy0f5,kclmnk06yloze4jy7r8suyde,[x] Cross-check with Trello|[ ] File in Notion
t5ers5ax46jf43nmj7knyvy3,Sign-off,n1enn3yfnytdv4rmwuw353i0,kclmnk06yloze4jy7r8suyde,[x] Add to weekly log|[ ] Cross-check with Trello
d2i90saz157ewe9r0qrsnldh,Pre-flight,ptfkqz0x2fxrpj6zb4a94zgy,kclmnk06yloze4jy7r8suyde,[x] File in Notion|[x] Cross-check with Trello|[ ] Add to weekly log|[x] Tag in Airtable
giua0t2l25kpas88lzb9nyxr,Steps,56m6ohkipj5jyhbtx30wgto8,8ycwu401izdblv2je0on3m07,[ ] Sentry LT-1247 verified|[ ] Booth 47 build sheet|[ ] Ch1-3 smoke tests|[ ] Press held for approval|[ ] Devlog draft ready
82y1ahatx7adt6qm15se4r47,Pre-flight,0kvyb5dgbuf5cvkjqpypq1pl,8ycwu401izdblv2je0on3m07,[ ] Add to calendar|[ ] Wrap
h4eceer04ea7i1ef5rjzlkw2,Sign-off,603ipeqznyvcgeuxudqrhs0l,8ycwu401izdblv2je0on3m07,[ ] Buy item|[ ] Bring to Bellevue|[x] Add to calendar|[ ] Wrap
5nciorlmu7we1psyv9137udl,Pre-flight,xy6kggv8dr0bjsovv5ffecgo,8ycwu401izdblv2je0on3m07,[ ] Buy item|[x] Wrap
pjm814jy3ulufn8ivr6176sd,Delivery,rlqh2drukydl7qo2vrf6h9iq,8ycwu401izdblv2je0on3m07,[x] Buy item|[ ] Bring to Bellevue|[ ] Add to calendar
gm5c6k8iz0cosklu9v49caeo,Pre-flight,4am5tqbbab841lp0jxt6x5p9,8ycwu401izdblv2je0on3m07,[x] Add to calendar|[ ] Buy item
rtayapdweg0b4d0tp6qa2ty0,Steps,76h9aumngxe1ph3r0e6d7ltc,zvuvwh3da9qckpz7ez86qczw,[x] Sentry LT-1247 verified|[ ] Ch1-3 smoke tests|[x] Build 0.62.3 tagged|[ ] Press held for approval|[ ] Booth 47 build sheet
a5ujjy0g7z0m6hbprgdqat4p,QA,pgr9nlgmu5bi6nktsdvq5xxr,zvuvwh3da9qckpz7ez86qczw,[ ] Devlog draft ready|[ ] Booth 47 build sheet|[x] Press held for approval|[x] Sentry LT-1247 verified
4tyrqtryjnocwbijgfx30c54,Pre-flight,tr79fyqhd9nsc6oxzm4hh2q9,zvuvwh3da9qckpz7ez86qczw,[ ] File in Notion|[x] Cross-check with Trello|[ ] Add to weekly log
7ejaohoz21o3brql16qdrcsi,Milestone tasks,6e32mqcjvzq8xqqc9jn9d7n9,zvuvwh3da9qckpz7ez86qczw,[x] Cross-check with Trello|[x] Add to weekly log|[ ] Tag in Airtable
4ti3z8uj47co2lsxdb03k193,Milestone tasks,ljvklgwz6dxxgd6kjtqtz7gj,zvuvwh3da9qckpz7ez86qczw,[ ] File in Notion|[ ] Cross-check with Trello
l2j3c52pc94ibxqlxvamtoqw,Steps,7tefboesptydya6cj3mgn69e,zvuvwh3da9qckpz7ez86qczw,[ ] Add to weekly log|[x] File in Notion
m0nyipxnp3vuh7wx60p314qa,Sign-off,qe5jyotd02p1s6blkv3xtudd,zvuvwh3da9qckpz7ez86qczw,[x] Cross-check with Trello|[ ] File in Notion
e0ycnotgknqiajfeefxyoze8,QA,z1u1bol87ka7eqro4sri2bc9,zvuvwh3da9qckpz7ez86qczw,[x] Ravi drops draft|[ ] Angela reviews|[ ] PR opened|[ ] Merge to main|[ ] Bounce final wav
tyafd94vvnm1xs8huv61evz9,QA,ls4we3lreaqtikx9a8x8re94,zvuvwh3da9qckpz7ez86qczw,[x] Log in Airtable|[x] Log in ActiveCampaign|[x] Held for approval
pdfp16h2f87yyaew2c8jb5uv,Delivery,n40zfhuikwxewfij19xa1m0m,9p4z2fgbfne0j87bxf554a9w,[x] Add to weekly log|[ ] File in Notion|[x] Tag in Airtable|[x] Cross-check with Trello
euel726d6fx4gk4u28yay6ge,Steps,9wramtfq957c70rjjcb1q81h,9p4z2fgbfne0j87bxf554a9w,[ ] Cross-check with Trello|[x] File in Notion|[x] Add to weekly log|[x] Tag in Airtable
b7jycruso3zhgtpjtknqblm5,Sign-off,ungzblt7uvds6rqp8wf5yk82,9p4z2fgbfne0j87bxf554a9w,[ ] Cross-check with Trello|[ ] File in Notion
0twksjjay4zmf0pe0gog5ua4,Delivery,xxwgc13vrzcc3pzz9qs696rz,9p4z2fgbfne0j87bxf554a9w,[ ] Cross-check with Trello|[x] Add to weekly log
b79izbfe2s7sddy7gzg84hvk,Steps,hx9ed3t90br8ry08gexd02lk,9p4z2fgbfne0j87bxf554a9w,[ ] Tag in Airtable|[ ] Add to weekly log|[x] File in Notion
uy10l2xosy48uwaeq2s96asu,Delivery,q6rk52t8v98dukuzm9c1x14m,9p4z2fgbfne0j87bxf554a9w,[ ] Tag in Airtable|[x] Cross-check with Trello|[ ] Add to weekly log|[ ] File in Notion
e1u2xi768t60utdnnzao9pyv,Milestone tasks,yd08e14vne6tmawkawtwa5aw,orj5g0d4cnxt8v7tvezxxubv,[x] File in Notion|[x] Cross-check with Trello
udpp4mdp2ubnteyzt7xmjcp0,QA,tukfl6j5d53xo8t0l5913fo8,orj5g0d4cnxt8v7tvezxxubv,[ ] File in Notion|[x] Tag in Airtable|[x] Add to weekly log
3xax617j81iphayr1qdq1qqo,Sign-off,og0xrs1c8bgoe4k2pp1ge3d9,orj5g0d4cnxt8v7tvezxxubv,[x] Tag in Airtable|[ ] Cross-check with Trello
st9f9m89tetaazy60mt0njhi,QA,v13qziavheaq37oxd805w4o5,orj5g0d4cnxt8v7tvezxxubv,[x] File in Notion|[ ] Add to weekly log
bagsa02gotzdqg2vs71gwmht,Milestone tasks,ybr4rn090ye3mmhr3for8dit,orj5g0d4cnxt8v7tvezxxubv,[ ] Tag in Airtable|[x] Cross-check with Trello
v0aa75qzwey7pouc1jclddt7,Milestone tasks,89yee9737oz5kiu2ee06c4i9,orj5g0d4cnxt8v7tvezxxubv,[ ] File in Notion|[x] Add to weekly log|[ ] Tag in Airtable
flwco27ri0cfvhh18d3zqxfb,Delivery,ue2wqtru43x1cumlferu17ga,rjfkz3c00bhzr8uttvoh5uup,[ ] Add to weekly log|[x] Cross-check with Trello|[ ] File in Notion
1qki1odh0qh176as17dkyykr,Steps,i2kuvfgzjzwzfdydfnr5s9n5,nd02l988lu483vdgn007c618,[ ] Add to weekly log|[ ] Tag in Airtable|[ ] Cross-check with Trello|[ ] File in Notion
0r71fm96us5q2ya81vxgui0l,Pre-flight,mxij7v5dhrcjdqitjghncxl2,y5ydagxoymm0xteo9cn2upmh,[ ] Add to weekly log|[ ] Tag in Airtable
prkfgbcakyb9ukffppnj7bs8,Steps,epr6xkyfqf0knxq18862c3io,f3hicyg3wpwtow41lvrzhvcf,[x] File in Notion|[x] Cross-check with Trello|[x] Add to weekly log|[ ] Tag in Airtable
drdov8zdz15xpe7vvd1z5hfv,Steps,jsx0w020doxpxph0qrss1qpx,8vv89nj1bfd3mz7cydbftzcx,[ ] Add to weekly log|[x] Cross-check with Trello|[ ] Tag in Airtable|[x] File in Notion
ln660gteubcz8jw1bjwhtafe,Sub-tasks,hnkz8zx2hjbwsizow39zupoz,firi1veiwp9vh1juvemulghy,[ ] Item A|[ ] Item B|[ ] Item C
cjm6ald8pw69itehkarr5zyq,Sub-tasks,hqtj13b4x1ncllpk8psasjq5,firi1veiwp9vh1juvemulghy,[ ] Item A|[ ] Item B|[ ] Item C
29dbd6wvden57ourk6qukur5,Sub-tasks,fn5co36yndqpe421c4pvsn09,firi1veiwp9vh1juvemulghy,[ ] Item A|[ ] Item B|[ ] Item C
4z8zmvdnft93aact6m467rw6,Sub-tasks,8q27pqn20koye9ajfk41zy3n,firi1veiwp9vh1juvemulghy,[ ] Item A|[ ] Item B|[ ] Item C
e1duuf3mzc8olqw9pi8t0dvn,Sub-tasks,dujj6wnnt64ufmc3hpv1s688,firi1veiwp9vh1juvemulghy,[ ] Item A|[ ] Item B|[ ] Item C
akukvb7efrw511x288l2xjje,Sub-tasks,qkbymdydoshtajz3d0wfzlo7,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
v9yslze7iqxhtu732p7r6btj,Sub-tasks,jrxvn90594grm4bs54arhtf9,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
j2d722f1qo1ur55iipfqz3r1,Sub-tasks,u9ahh8lznbqr7diu78j228jo,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
5yv80zx3r4jgsxhd7ovvxbec,Sub-tasks,d58ssto2xy2vrel46trlhnb2,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
fttd0xebmts5f0aa7qqv94ge,Sub-tasks,l4iejefltybo73mrvnpshlje,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
psdmj2i1e4ifn36r8vpa6jm8,Sub-tasks,8bvec71u252eydv4fmg78tlv,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
8fena5cp6m8xk1dix2vkud0d,Sub-tasks,v3hvjyk8wro7031pkv95a7k4,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
tpumtqpixxjia5htdewipybp,Sub-tasks,pk9d9uh3aqksqbfbn2cdsi78,jefy50uzo1jnef3z04qxlias,[ ] Item A|[ ] Item B|[ ] Item C
2ncsmcyyu0wkosc20xczh53n,Sub-tasks,irnzmrgalu7n17r2epdo9zvc,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
qhwhs474bpnqyv6mov7z4rux,Sub-tasks,szeafmugrbddyp4zx7m6knev,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
32qh7hzrokybmwf6379nwwvq,Sub-tasks,ian5k5595x482tr87s46uplj,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
7mduu8ig5a86nxyertbjdft4,Sub-tasks,0l754zz2zc4q7wfjb1whvr7f,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
5fwz0ln50wz4i7vekk0ehrfm,Sub-tasks,4npfa7pnco3mn7qqojsvu7in,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
186vhqcloryjzlpbetq7g583,Sub-tasks,6eqsyca8p2ehpkb93o3rrzp3,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
4lm4f4243i064qbz2l0dzj8z,Sub-tasks,2jyso1yt43orrhtsoafr2hag,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
l0i1m0vtqu25quivomhv0v4m,Sub-tasks,o14u5d4dyn562ephxvogsr8s,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
ko1n7k5rk7szqz5bl20vyh5m,Sub-tasks,269rwfeny1znja1x6u4n0h04,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
1k3oz06wubgngmlb4dmwua8f,Sub-tasks,x94mbooomwsvvhew80nybrwd,ocgt1dhcs0lthq34efze0oxn,[ ] Item A|[ ] Item B|[ ] Item C
modq1u1na5opdovjk9fhv1fz,Sub-tasks,ajzwmuq2j6mz7vyg816c8owe,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
80eieaos9b5201zo9fn36rty,Sub-tasks,8pch4a3yyv2i1f33x1ojchjy,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
fls4v3t7qh19mw12hxqm2ydb,Sub-tasks,jkdqteyho47ojdsjcfhkr4y9,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
v4zzpfd8som61sz0h9ku77uj,Sub-tasks,yaow875y7n6sc2kc31vxvean,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
0zwnxxdkdp7k02u54z1uew04,Sub-tasks,3oz59e3w0h4fm289ilk1ds59,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
n4jihoqdsomof2hg8mg95iud,Sub-tasks,3hnzc92z4ngeu700s8q6j1mi,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
s3cclrjdq4uxbux8qusb57x6,Sub-tasks,ug2i03yq6yz32j6uoictyrj8,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
efnw36ppwguhegpmko1xz6l3,Sub-tasks,03zsjgwco3ld3e1czzftoy4q,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
g4mfvl7xg086si5d62hn67ja,Sub-tasks,5k3ks30rpvm11qvvhfhf89i7,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
qcyba91aiyo4vy45izmg3qrc,Sub-tasks,nt2xx4uslipmc1d8uaa714mc,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
urzolribwpvyi0kw3wbfgrun,Sub-tasks,4ysf0eevywvd66pouuywfjkd,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
82kb4ujqxqn6okxxpeagrsmw,Sub-tasks,jm9q3p5u4uzm58vfvi99nlzm,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
x6r6mwcoi3rqg0uognypdklr,Sub-tasks,n6aw2fnlydkgogcddawz0175,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
1iel7ng17pibvl8gky0pwzb6,Sub-tasks,sdpysxnx77mb340nbgo0tala,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
yzhy4cimb4rq6liflbvplh6i,Sub-tasks,ahdboinlx2wzgu7r6kugw9ag,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
rnnu5mxznaz5ttb66zcghzw2,Sub-tasks,ewzdnecaley6jplh0qsz5vh7,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
12fxqangzv7j9nb27xd0xry8,Sub-tasks,9lu8th1rkf35z5ll9s2m2ls0,58yywnsu5wkii47asgukqgnw,[ ] Item A|[ ] Item B|[ ] Item C
yrr2ujanrs3drgsen1qgy2x5,Sub-tasks,wpvr1xt1d4ft49s1yscy08ak,4w2uqna7xvi1isiqq961yaok,[ ] Item A|[ ] Item B|[ ] Item C
