food_id,food_name,brand,serving_size,serving_unit,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g,potassium_mg,is_verified
rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw,rf3lb9lw
vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56,vtmufk56
jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8,jn8hakr8
nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv,nhp6gqhv
zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86,zk9bvg86
tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu,tzqa93nu
j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw,j0op98xw
u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy,u85bloiy
tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd,tp5ivdyd
vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu,vc5purdu
uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6,uosja0l6
egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe,egicswhe
ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55,ka1kgy55
8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn,8xavuivn
sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu,sd374qsu
43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt,43ipu8yt
gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd,gvlc1yrd
92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41,92wx3e41
qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d,qu63ww6d
rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti,rdzoupti
482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu,482g2ivu
1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s,1tocku1s
qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts,qb8lqhts
98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth,98tijkth
935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix,935938ix
q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a,q20wzl9a
xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6,xvcpmos6
rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz,rqbxekcz
8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h,8tj7j60h
ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp,ehtrnppp
m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu,m8y6ezyu
m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610,m1dkb610
85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco,85g3duco
hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz,hogfs1vz
87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9,87rsupk9
ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx,ys8kz6wx
