id,name,country,state,lat,lon,timezone
4514048,City 464,US,OH,39.6904,-84.1886,America/New_York
4514049,City 465,US,OH,39.6357,-84.2180,America/New_York
4514050,City 466,US,OH,39.6142,-84.1253,America/New_York
4514051,City 467,US,OH,39.6305,-84.2034,America/New_York
4514052,City 468,US,OH,39.6710,-84.1508,America/New_York
4514053,City 469,US,OH,39.6780,-84.2055,America/New_York
4514054,City 470,US,OH,39.6447,-84.2134,America/New_York
4514055,City 471,US,OH,39.6451,-84.1224,America/New_York
4514056,City 472,US,OH,39.6657,-84.1796,America/New_York
4514057,City 473,US,OH,39.6441,-84.1820,America/New_York
4514058,City 474,US,OH,39.6550,-84.2436,America/New_York
4514059,City 475,US,OH,39.6290,-84.1113,America/New_York
4514060,City 476,US,OH,39.6578,-84.1186,America/New_York
4514061,City 477,US,OH,39.6495,-84.1982,America/New_York
4514062,City 478,US,OH,39.6226,-84.2169,America/New_York
4514063,City 479,US,OH,39.6620,-84.2756,America/New_York
4514064,City 480,US,OH,39.6658,-84.1120,America/New_York
4514065,City 481,US,OH,39.6629,-84.1711,America/New_York
4514066,City 482,US,OH,39.6471,-84.2745,America/New_York
4514067,City 483,US,OH,39.6535,-84.2234,America/New_York
4514068,City 484,US,OH,39.6196,-84.1692,America/New_York
4514069,City 485,US,OH,39.6880,-84.1771,America/New_York
4514070,City 486,US,OH,39.6844,-84.1008,America/New_York
4514071,City 487,US,OH,39.6554,-84.1277,America/New_York
4514072,City 488,US,OH,39.6295,-84.1848,America/New_York
4514073,City 489,US,OH,39.6807,-84.2403,America/New_York
4514074,City 490,US,OH,39.6155,-84.2994,America/New_York
4514075,City 491,US,OH,39.6885,-84.1705,America/New_York
4514076,City 492,US,OH,39.6155,-84.2480,America/New_York
4514077,City 493,US,OH,39.6607,-84.2640,America/New_York
4514078,City 494,US,OH,39.6154,-84.1647,America/New_York
4514079,City 495,US,OH,39.6648,-84.2407,America/New_York
4514080,City 496,US,OH,39.6739,-84.2410,America/New_York
4514081,City 497,US,OH,39.6686,-84.1440,America/New_York
4514082,City 498,US,OH,39.6477,-84.2356,America/New_York
4514083,City 499,US,OH,39.6468,-84.2582,America/New_York
4514084,City 500,US,OH,39.6848,-84.1691,America/New_York
4514085,City 501,US,OH,39.6162,-84.2802,America/New_York
4514086,City 502,US,OH,39.6473,-84.1356,America/New_York
4514087,City 503,US,OH,39.6464,-84.1436,America/New_York
4514088,City 504,US,OH,39.6457,-84.2881,America/New_York
4514089,City 505,US,OH,39.6884,-84.2641,America/New_York
4514090,City 506,US,OH,39.6200,-84.2360,America/New_York
4514091,City 507,US,OH,39.6265,-84.2635,America/New_York
4514092,City 508,US,OH,39.6513,-84.1051,America/New_York
4514093,City 509,US,OH,39.6965,-84.2529,America/New_York
4514094,City 510,US,OH,39.6715,-84.2993,America/New_York
4514095,City 511,US,OH,39.6140,-84.1558,America/New_York
4514096,City 512,US,OH,39.6251,-84.1695,America/New_York
4514097,City 513,US,OH,39.6566,-84.2893,America/New_York
4514098,City 514,US,OH,39.6292,-84.2819,America/New_York
4514099,City 515,US,OH,39.6324,-84.2017,America/New_York
4514100,City 516,US,OH,39.6600,-84.2272,America/New_York
4514101,City 517,US,OH,39.6856,-84.1962,America/New_York
4514102,City 518,US,OH,39.6707,-84.2017,America/New_York
4514103,City 519,US,OH,39.6033,-84.1199,America/New_York
4514104,City 520,US,OH,39.6094,-84.1408,America/New_York
4514105,City 521,US,OH,39.6569,-84.1774,America/New_York
4514106,City 522,US,OH,39.6028,-84.1622,America/New_York
4514107,City 523,US,OH,39.6379,-84.1917,America/New_York
4514108,City 524,US,OH,39.6498,-84.2152,America/New_York
4514109,City 525,US,OH,39.6294,-84.1115,America/New_York
4514110,City 526,US,OH,39.6850,-84.1849,America/New_York
4514111,City 527,US,OH,39.6348,-84.2639,America/New_York
4514112,City 528,US,OH,39.6585,-84.2743,America/New_York
4514113,City 529,US,OH,39.6499,-84.1747,America/New_York
