zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
85000168,1494 Ogden St,Denver,CO,80206,39.7236,-104.9738,2,2.0,1104,1954,1929,MultiFamily,352116,349476,2626,FOR_SALE,23,agent-0116
85000169,289 Downing St Unit 2,Denver,CO,80206,39.7263,-104.9756,2,2.0,1131,1393,1923,MultiFamily,615461,602495,2334,FOR_SALE,66,agent-0139
85000170,1268 Downing St,Denver,CO,80206,39.7380,-104.9645,1,1.0,1185,2627,1966,MultiFamily,494913,501517,3127,OFF_MARKET,89,agent-0067
85000171,1069 Downing St Apt 3B,Denver,CO,80206,39.7415,-104.9668,3,2.0,1135,2518,2011,MultiFamily,705083,715325,1905,FOR_RENT,56,agent-0197
85000172,248 Corona St Unit 2,Denver,CO,80218,39.7382,-104.9862,3,1.5,1125,1387,1983,Apartment,415406,407312,2950,FOR_SALE,78,agent-0177
85000173,486 Clarkson St Apt 3B,Denver,CO,80203,39.7281,-104.9810,2,1.5,1383,324,1950,Apartment,618470,624485,2009,FOR_RENT,41,agent-0135
85000174,178 Logan St Unit 401,Denver,CO,80218,39.7467,-104.9739,2,1.5,657,1810,1936,MultiFamily,475975,485517,2904,OFF_MARKET,17,agent-0101
85000175,175 Clarkson St Apt 3B,Denver,CO,80203,39.7353,-104.9680,3,2.0,813,2704,2006,Condo,525490,535574,1535,FOR_RENT,34,agent-0151
85000176,1507 Logan St Unit 2,Denver,CO,80203,39.7499,-104.9722,1,1.5,1261,2047,1942,MultiFamily,332261,333720,2401,OFF_MARKET,90,agent-0001
85000177,460 Clarkson St Apt 3B,Denver,CO,80203,39.7336,-104.9884,2,1.0,954,1098,1976,Apartment,532206,522780,2092,FOR_RENT,46,agent-0120
85000178,1100 Downing St Unit 2,Denver,CO,80218,39.7274,-104.9763,1,1.0,1387,1947,1939,Townhouse,340018,335413,1707,FOR_SALE,34,agent-0024
85000179,1592 Clarkson St Unit 2,Denver,CO,80203,39.7333,-104.9702,2,1.0,1112,701,1980,MultiFamily,464458,474553,2012,OFF_MARKET,53,agent-0191
85000180,1274 Corona St Unit 2,Denver,CO,80206,39.7476,-104.9621,2,1.0,1227,2820,1958,Apartment,401637,400526,2036,FOR_SALE,31,agent-0077
85000181,795 Clarkson St Unit 401,Denver,CO,80203,39.7483,-104.9833,2,1.5,1289,808,2017,MultiFamily,712915,723077,2133,FOR_RENT,44,agent-0163
85000182,974 Clarkson St,Denver,CO,80218,39.7311,-104.9891,2,1.5,894,1702,2014,Townhouse,460125,445975,2977,FOR_SALE,29,agent-0156
85000183,1582 Logan St Unit 401,Denver,CO,80218,39.7266,-104.9649,2,1.0,758,1567,1991,Townhouse,348234,360383,2561,FOR_SALE,18,agent-0027
85000184,424 Pennsylvania St,Denver,CO,80218,39.7235,-104.9795,2,1.0,747,1421,1976,Condo,419350,415117,3106,FOR_RENT,24,agent-0031
85000185,761 Pearl St Unit 401,Denver,CO,80218,39.7475,-104.9639,2,1.0,1064,237,1997,Condo,472717,473843,2797,FOR_SALE,46,agent-0060
85000186,838 Clarkson St Unit 401,Denver,CO,80218,39.7306,-104.9837,1,1.0,1384,2832,2006,Condo,507372,519485,2554,FOR_SALE,26,agent-0037
85000187,584 Pearl St Unit 401,Denver,CO,80218,39.7476,-104.9679,1,1.5,837,1756,1949,Townhouse,357066,364376,3336,FOR_RENT,83,agent-0195
85000188,699 Clarkson St,Denver,CO,80203,39.7395,-104.9824,2,1.5,1017,2277,1941,Apartment,507641,521813,2074,OFF_MARKET,66,agent-0149
85000189,357 Corona St Apt 3B,Denver,CO,80203,39.7437,-104.9630,2,2.0,1169,2366,1990,Townhouse,366834,381442,1954,OFF_MARKET,13,agent-0192
85000190,556 Pennsylvania St Unit 2,Denver,CO,80218,39.7400,-104.9736,3,1.0,1026,2086,1981,Apartment,352038,370580,2314,FOR_SALE,27,agent-0169
85000191,1599 Pennsylvania St Unit 2,Denver,CO,80218,39.7259,-104.9822,1,1.5,860,1874,2005,Apartment,581480,586963,1599,OFF_MARKET,21,agent-0066
85000192,1396 Grant St Apt 3B,Denver,CO,80203,39.7237,-104.9740,1,1.0,1331,2943,1971,Condo,649908,645060,3285,FOR_SALE,36,agent-0065
85000193,110 Corona St Unit 2,Denver,CO,80218,39.7246,-104.9621,1,2.0,1108,68,1970,Townhouse,635151,645436,3171,FOR_RENT,60,agent-0091
85000194,340 Clarkson St Apt 3B,Denver,CO,80206,39.7346,-104.9715,2,1.0,1195,2888,1933,Townhouse,673834,685412,2972,OFF_MARKET,30,agent-0149
85000195,1349 Downing St Unit 401,Denver,CO,80206,39.7262,-104.9687,2,2.0,1200,713,1938,Apartment,619615,605378,2945,FOR_RENT,28,agent-0116
85000196,1018 Downing St Unit 2,Denver,CO,80206,39.7409,-104.9899,1,2.0,1212,2926,1924,MultiFamily,376425,376550,2544,FOR_RENT,80,agent-0183
85000197,1143 Ogden St,Denver,CO,80206,39.7489,-104.9606,2,1.0,1012,1814,1992,MultiFamily,656212,654556,2621,FOR_SALE,1,agent-0124
85000198,415 Corona St Unit 2,Denver,CO,80218,39.7490,-104.9709,3,2.0,1227,1549,2012,Townhouse,555825,557822,2924,FOR_SALE,82,agent-0052
85000199,1595 Corona St Unit 401,Denver,CO,80206,39.7486,-104.9816,1,1.5,1400,2387,1942,MultiFamily,550482,547594,2678,OFF_MARKET,18,agent-0146
85000200,422 Clarkson St Apt 3B,Denver,CO,80206,39.7412,-104.9676,2,1.5,711,1661,1922,Condo,380415,379588,1933,OFF_MARKET,29,agent-0189
85000201,1108 Corona St Unit 2,Denver,CO,80218,39.7395,-104.9695,3,2.0,1216,2757,1939,Apartment,416589,408043,2213,FOR_SALE,66,agent-0126
85000202,466 Corona St Unit 2,Denver,CO,80203,39.7254,-104.9725,2,1.5,867,1501,1981,Apartment,686935,693895,2841,FOR_SALE,59,agent-0145
85000203,1331 Corona St,Denver,CO,80206,39.7424,-104.9886,2,1.5,772,2180,1931,MultiFamily,695525,712755,2458,OFF_MARKET,57,agent-0067
85000204,982 Downing St Unit 401,Denver,CO,80218,39.7402,-104.9729,2,1.0,1073,1791,1965,Apartment,599554,588181,3146,OFF_MARKET,34,agent-0171
85000205,1342 Clarkson St Apt 3B,Denver,CO,80218,39.7337,-104.9794,2,1.5,1178,1508,1921,Condo,449205,446952,1953,FOR_SALE,3,agent-0087
85000206,1180 Ogden St,Denver,CO,80203,39.7301,-104.9797,3,2.0,775,1343,1932,Townhouse,552299,552336,3037,FOR_RENT,79,agent-0160
85000207,473 Clarkson St Unit 401,Denver,CO,80203,39.7346,-104.9684,2,1.0,1130,2103,1978,Condo,362736,373447,2699,FOR_RENT,27,agent-0004
85000208,1393 Logan St,Denver,CO,80206,39.7397,-104.9810,2,1.0,987,1545,1936,Townhouse,345462,340965,2057,FOR_RENT,57,agent-0102
85000209,671 Grant St Unit 401,Denver,CO,80218,39.7453,-104.9862,1,1.0,843,188,1978,Apartment,353430,359416,1838,FOR_RENT,6,agent-0124
85000210,1012 Pearl St Unit 2,Denver,CO,80206,39.7280,-104.9653,3,1.5,870,47,1998,Apartment,506834,516813,2149,FOR_RENT,89,agent-0162
85000211,298 Clarkson St Apt 3B,Denver,CO,80203,39.7433,-104.9883,2,1.0,1347,2217,1986,Condo,713811,711535,2104,FOR_SALE,77,agent-0189
85000212,116 Pearl St,Denver,CO,80206,39.7235,-104.9856,2,2.0,1199,2489,1954,MultiFamily,594202,601233,2712,FOR_RENT,42,agent-0020
85000213,1416 Ogden St,Denver,CO,80218,39.7466,-104.9695,2,2.0,1302,1235,1934,Apartment,325455,331314,3192,OFF_MARKET,83,agent-0182
85000214,335 Ogden St Unit 2,Denver,CO,80203,39.7460,-104.9783,2,2.0,789,2014,1948,Condo,342589,354335,3186,FOR_RENT,21,agent-0043
85000215,957 Pennsylvania St Unit 2,Denver,CO,80203,39.7221,-104.9613,1,1.0,949,147,2010,Townhouse,693019,685269,1840,FOR_SALE,28,agent-0187
85000216,863 Pennsylvania St Unit 401,Denver,CO,80218,39.7380,-104.9696,3,1.0,1172,2054,1949,MultiFamily,685986,677386,2896,OFF_MARKET,70,agent-0065
85000217,1314 Downing St Unit 2,Denver,CO,80203,39.7376,-104.9691,2,1.5,923,798,1975,Condo,388604,380471,2995,OFF_MARKET,35,agent-0162
85000218,239 Logan St,Denver,CO,80206,39.7477,-104.9604,2,1.5,1316,2205,1981,MultiFamily,374264,393174,1943,FOR_RENT,32,agent-0034
85000219,541 Clarkson St Apt 3B,Denver,CO,80218,39.7371,-104.9719,2,2.0,670,683,1938,Apartment,632215,646774,3028,FOR_RENT,8,agent-0033
85000220,867 Logan St,Denver,CO,80218,39.7485,-104.9751,2,1.5,1234,783,2008,Townhouse,665591,656421,2276,FOR_RENT,87,agent-0154
85000221,1165 Corona St Unit 2,Denver,CO,80218,39.7251,-104.9851,1,1.5,853,619,2014,Apartment,615642,628448,3123,FOR_SALE,84,agent-0016
85000222,1193 Pennsylvania St Unit 401,Denver,CO,80203,39.7484,-104.9869,2,1.0,884,1454,1920,Apartment,614286,604352,3069,OFF_MARKET,4,agent-0035
85000223,415 Corona St Unit 2,Denver,CO,80218,39.7490,-104.9709,3,2.0,1227,1549,2012,Townhouse,555825,557822,2924,FOR_SALE,82,agent-0052
85000224,289 Downing St Unit 2,Denver,CO,80206,39.7263,-104.9756,2,2.0,1131,1393,1923,MultiFamily,615461,602495,2334,FOR_SALE,66,agent-0139
85000225,777 Pearl St Unit 2,Denver,CO,80203,39.7489,-104.9726,3,1.5,995,807,2003,MultiFamily,328834,345447,3029,FOR_RENT,54,agent-0160
85000226,808 Grant St Unit 401,Denver,CO,80203,39.7263,-104.9616,2,1.5,1125,989,1933,MultiFamily,458009,473430,3164,OFF_MARKET,2,agent-0070
85000227,1132 Pearl St,Denver,CO,80206,39.7353,-104.9616,2,1.5,926,2945,1972,Condo,565992,555703,2420,FOR_RENT,37,agent-0117
85000228,1274 Corona St Unit 2,Denver,CO,80206,39.7476,-104.9621,2,1.0,1227,2820,1958,Apartment,401637,400526,2036,FOR_SALE,31,agent-0077
85000229,546 Clarkson St Unit 401,Denver,CO,80203,39.7228,-104.9793,2,1.5,709,2471,1972,Condo,592694,599147,2662,FOR_SALE,48,agent-0027
85000230,473 Clarkson St Unit 401,Denver,CO,80203,39.7346,-104.9684,2,1.0,1130,2103,1978,Condo,362736,373447,2699,FOR_RENT,27,agent-0004
85000231,465 Pearl St Apt 3B,Denver,CO,80206,39.7241,-104.9780,1,2.0,1006,1470,1927,Apartment,663565,656844,1541,FOR_RENT,35,agent-0027
85000232,1469 Downing St Unit 2,Denver,CO,80203,39.7258,-104.9730,2,2.0,673,1509,2018,Apartment,544970,553287,3135,FOR_RENT,88,agent-0016
85000233,621 Logan St Unit 2,Denver,CO,80206,39.7346,-104.9621,3,1.5,1395,1011,1938,Condo,665751,661412,3312,FOR_SALE,76,agent-0118
85000234,424 Pennsylvania St,Denver,CO,80218,39.7235,-104.9795,2,1.0,747,1421,1976,Condo,419350,415117,3106,FOR_RENT,24,agent-0031
85000235,264 Corona St Apt 3B,Denver,CO,80203,39.7224,-104.9814,2,2.0,825,643,2008,Condo,377610,370965,2650,FOR_SALE,44,agent-0057
85000236,1599 Pennsylvania St Unit 2,Denver,CO,80218,39.7259,-104.9822,1,1.5,860,1874,2005,Apartment,581480,586963,1599,OFF_MARKET,21,agent-0066
85000237,1314 Downing St Unit 2,Denver,CO,80203,39.7376,-104.9691,2,1.5,923,798,1975,Condo,388604,380471,2995,OFF_MARKET,35,agent-0162
85000238,340 Clarkson St Apt 3B,Denver,CO,80206,39.7346,-104.9715,2,1.0,1195,2888,1933,Townhouse,673834,685412,2972,OFF_MARKET,30,agent-0149
85000239,606 Ogden St Unit 401,Denver,CO,80206,39.7420,-104.9710,2,1.5,868,267,1936,MultiFamily,659676,663499,2819,FOR_SALE,62,agent-0092
85000240,1206 Logan St,Denver,CO,80206,39.7376,-104.9874,3,1.5,1118,1061,1947,Apartment,501230,517861,1959,FOR_RENT,13,agent-0083
85000241,681 Pearl St Unit 2,Denver,CO,80218,39.7497,-104.9755,2,1.0,669,797,1947,Townhouse,457298,473754,2936,FOR_SALE,52,agent-0148
85000242,584 Pearl St Unit 401,Denver,CO,80218,39.7476,-104.9679,1,1.5,837,1756,1949,Townhouse,357066,364376,3336,FOR_RENT,83,agent-0195
85000243,800 Grant St Apt 3B,Denver,CO,80206,39.7203,-104.9606,2,1.5,1319,105,1996,Condo,581987,578799,2288,FOR_RENT,1,agent-0155
85000244,231 Pennsylvania St,Denver,CO,80203,39.7399,-104.9766,2,1.5,1252,501,1939,Condo,395389,396489,2656,FOR_SALE,4,agent-0174
85000245,842 Clarkson St Apt 3B,Denver,CO,80218,39.7386,-104.9728,2,1.0,686,442,1936,Apartment,464881,456976,2115,OFF_MARKET,34,agent-0159
85000246,1124 Downing St Apt 3B,Denver,CO,80203,39.7323,-104.9638,2,2.0,674,2718,1925,MultiFamily,519640,510648,3164,FOR_RENT,52,agent-0164
85000247,711 Pearl St Apt 3B,Denver,CO,80203,39.7455,-104.9758,1,1.5,824,103,1969,MultiFamily,634353,619569,1882,OFF_MARKET,41,agent-0090
85000248,972 Clarkson St,Denver,CO,80203,39.7338,-104.9873,2,1.0,1075,2560,1982,Townhouse,678994,674338,2459,OFF_MARKET,43,agent-0150
85000249,699 Clarkson St,Denver,CO,80203,39.7395,-104.9824,2,1.5,1017,2277,1941,Apartment,507641,521813,2074,OFF_MARKET,66,agent-0149
