id,createdTime,Name,Status,Project,EstimateHours,Done
recTask0265,2026-09-15T08:00:00.000Z,Buy diesel,In Progress,GRE March 2027 ramp,1.34,false
recTask0266,2026-09-15T08:00:00.000Z,Pack trailer,Done,CBRA season travel budget,0.41,true
recTask0267,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,CBRA season travel budget,0.96,true
recTask0268,2026-09-15T08:00:00.000Z,Worm Sage,Done,GRE March 2027 ramp,1.25,true
recTask0269,2026-09-15T08:00:00.000Z,Tape race video for Kenji,In Progress,GRE March 2027 ramp,1.69,false
recTask0270,2026-09-15T08:00:00.000Z,GRE quant set,In Progress,GRE March 2027 ramp,2.09,false
recTask0271,2026-09-15T08:00:00.000Z,Schedule oil change,Done,Hikari conditioning block,1.6,true
recTask0272,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Done,CBRA season travel budget,3.26,true
recTask0273,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Blocked,Home maintenance,3.21,false
recTask0274,2026-09-15T08:00:00.000Z,Worm Sage,In Progress,Vaccine inventory audit,3.5,false
recTask0275,2026-09-15T08:00:00.000Z,Reconcile green notebook,Done,Hikari conditioning block,0.84,true
recTask0276,2026-09-15T08:00:00.000Z,Pay truck note,Done,CBRA season travel budget,3.37,true
recTask0277,2026-09-15T08:00:00.000Z,Pack trailer,Blocked,Home maintenance,2.18,false
recTask0278,2026-09-15T08:00:00.000Z,Muck stalls,To Do,CBRA season travel budget,1.67,false
recTask0279,2026-09-15T08:00:00.000Z,Pay truck note,In Progress,GRE March 2027 ramp,3.6,false
recTask0280,2026-09-15T08:00:00.000Z,Buy diesel,To Do,Hikari conditioning block,0.29,false
recTask0281,2026-09-15T08:00:00.000Z,Log Hikari vitals,Blocked,Hikari conditioning block,1.39,false
recTask0282,2026-09-15T08:00:00.000Z,Log Hikari vitals,Blocked,Vaccine inventory audit,1.85,false
recTask0283,2026-09-15T08:00:00.000Z,Log Hikari vitals,Done,GRE March 2027 ramp,1.06,true
recTask0284,2026-09-15T08:00:00.000Z,Update vaccine PO tracker,Done,Vaccine inventory audit,2.25,true
recTask0285,2026-09-15T08:00:00.000Z,Log Hikari vitals,Blocked,CBRA season travel budget,1.3,false
recTask0286,2026-09-15T08:00:00.000Z,GRE quant set,Blocked,Vaccine inventory audit,2.31,false
recTask0287,2026-09-15T08:00:00.000Z,Pay truck note,Blocked,CBRA season travel budget,1.04,false
recTask0288,2026-09-15T08:00:00.000Z,Buy diesel,Blocked,Vaccine inventory audit,1.46,false
recTask0289,2026-09-15T08:00:00.000Z,Tape race video for Kenji,Done,CBRA season travel budget,2.08,true
recTask0290,2026-09-15T08:00:00.000Z,Order joint supplement,In Progress,GRE March 2027 ramp,2.31,false
recTask0291,2026-09-15T08:00:00.000Z,Schedule oil change,To Do,Hikari conditioning block,2.92,false
recTask0292,2026-09-15T08:00:00.000Z,Call Kenji,In Progress,Hikari conditioning block,2.83,false
recTask0293,2026-09-15T08:00:00.000Z,Reconcile green notebook,Done,CBRA season travel budget,0.62,true
recTask0294,2026-09-15T08:00:00.000Z,Reconcile green notebook,To Do,Hikari conditioning block,0.92,false
recTask0295,2026-09-15T08:00:00.000Z,Schedule oil change,In Progress,Home maintenance,1.41,false
recTask0296,2026-09-15T08:00:00.000Z,Confirm farrier date,Blocked,Hikari conditioning block,2.83,false
recTask0297,2026-09-15T08:00:00.000Z,Draft bodywork invoice,Blocked,CBRA season travel budget,0.64,false
recTask0298,2026-09-15T08:00:00.000Z,Email Dr. Whitfield report,In Progress,CBRA season travel budget,3.17,false
recTask0299,2026-09-15T08:00:00.000Z,Pack trailer,Done,CBRA season travel budget,0.8,true
recTask0300,2026-09-15T08:00:00.000Z,Muck stalls,To Do,GRE March 2027 ramp,2.22,false
