zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
90000120,"12 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-05-17",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,299640,299640,0,SOLD,0,agent-001
90000121,"20 Acres + Horse Setup, Collingsworth County TX | improvements: Open ground, working pens, no home | sold 2024-12-04",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,275365,275365,0,SOLD,0,agent-001
90000122,"8 Acres + Horse Setup, Hemphill County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-11-16",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,254446,254446,0,SOLD,0,agent-001
90000123,"40 Acres + Horse Setup, Armstrong County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-03-30",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,418906,418906,0,SOLD,0,agent-001
90000124,"20 Acres + Horse Setup, Briscoe County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-03-22",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,416840,416840,0,SOLD,0,agent-001
90000125,"10 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-10-25",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,344211,344211,0,SOLD,0,agent-001
90000126,"20 Acres + Horse Setup, Briscoe County TX | improvements: Three-stall barn, round pen, home | sold 2024-01-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,293270,293270,0,SOLD,0,agent-001
90000127,"80 Acres + Horse Setup, Donley County TX | improvements: Open ground, working pens, no home | sold 2025-01-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1353200,1353200,0,SOLD,0,agent-001
90000128,"25 Acres + Horse Setup, Carson County TX | improvements: Three-stall barn, round pen, home | sold 2025-06-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,390827,390827,0,SOLD,0,agent-001
90000129,"20 Acres + Horse Setup, Briscoe County TX | improvements: Open ground, working pens, no home | sold 2024-09-30",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,412920,412920,0,SOLD,0,agent-001
90000130,"80 Acres + Horse Setup, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-07-17",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1053590,1053590,0,SOLD,0,agent-001
90000131,"4 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2025-01-28",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,110261,110261,0,SOLD,0,agent-001
90000132,"10 Acres + Horse Setup, Collingsworth County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-03-30",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,148107,148107,0,SOLD,0,agent-001
90000133,"80 Acres + Horse Setup, Donley County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-08-19",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,917890,917890,0,SOLD,0,agent-001
90000134,"20 Acres + Horse Setup, Armstrong County TX | improvements: Three-stall barn, round pen, home | sold 2025-02-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,406171,406171,0,SOLD,0,agent-001
90000135,"4 Acres + Horse Setup, Armstrong County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-03-15",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,205289,205289,0,SOLD,0,agent-001
90000136,"15 Acres + Horse Setup, Roberts County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-03-31",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,267421,267421,0,SOLD,0,agent-001
90000137,"25 Acres + Horse Setup, Donley County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-11-24",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,412613,412613,0,SOLD,0,agent-001
90000138,"10 Acres + Horse Setup, Gray County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-05-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,262616,262616,0,SOLD,0,agent-001
90000139,"5 Acres + Horse Setup, Potter County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-07-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,231784,231784,0,SOLD,0,agent-001
90000140,"60 Acres + Horse Setup, Hall County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-01-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,1129873,1129873,0,SOLD,0,agent-001
90000141,"8 Acres + Horse Setup, Carson County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-04-16",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,166917,166917,0,SOLD,0,agent-001
90000142,"40 Acres + Horse Setup, Randall County TX | improvements: Three-stall barn, round pen, home | sold 2026-06-14",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,327051,327051,0,SOLD,0,agent-001
90000143,"80 Acres + Horse Setup, Wheeler County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-04-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1477509,1477509,0,SOLD,0,agent-001
90000144,"25 Acres + Horse Setup, Donley County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-05-23",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,449818,449818,0,SOLD,0,agent-001
90000145,"15 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-04-05",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,166662,166662,0,SOLD,0,agent-001
90000146,"12 Acres + Horse Setup, Childress County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-01-20",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,359963,359963,0,SOLD,0,agent-001
90000147,"6 Acres + Horse Setup, Roberts County TX | improvements: Three-stall barn, round pen, home | sold 2025-08-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,271108,271108,0,SOLD,0,agent-001
90000148,"80 Acres + Horse Setup, Wheeler County TX | improvements: Three-stall barn, round pen, home | sold 2024-07-25",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1399083,1399083,0,SOLD,0,agent-001
90000149,"25 Acres + Horse Setup, Wheeler County TX | improvements: Three-stall barn, round pen, home | sold 2024-12-08",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,305822,305822,0,SOLD,0,agent-001
90000150,"6 Acres + Horse Setup, Hall County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-03-20",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,251890,251890,0,SOLD,0,agent-001
90000151,"25 Acres + Horse Setup, Potter County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-04-05",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,455232,455232,0,SOLD,0,agent-001
90000152,"6 Acres + Horse Setup, Armstrong County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-05-24",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,224216,224216,0,SOLD,0,agent-001
90000153,"80 Acres + Horse Setup, Carson County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-04-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,953043,953043,0,SOLD,0,agent-001
90000154,"12 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-06-04",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,340614,340614,0,SOLD,0,agent-001
90000155,"6 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2025-08-19",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,221333,221333,0,SOLD,0,agent-001
90000156,"60 Acres + Horse Setup, Carson County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-09-12",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,824737,824737,0,SOLD,0,agent-001
90000157,"25 Acres + Horse Setup, Donley County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2026-02-11",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,504822,504822,0,SOLD,0,agent-001
90000158,"25 Acres + Horse Setup, Donley County TX | improvements: Open ground, working pens, no home | sold 2025-12-26",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,261603,261603,0,SOLD,0,agent-001
90000159,"8 Acres + Horse Setup, Carson County TX | improvements: Open ground, working pens, no home | sold 2025-11-19",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,228657,228657,0,SOLD,0,agent-001
90000160,"20 Acres + Horse Setup, Armstrong County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-05-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,418013,418013,0,SOLD,0,agent-001
90000161,"5 Acres + Horse Setup, Hall County TX | improvements: Three-stall barn, round pen, home | sold 2025-01-27",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,226512,1990,SingleFamily,119023,119023,0,SOLD,0,agent-001
90000162,"60 Acres + Horse Setup, Roberts County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-08-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,918279,918279,0,SOLD,0,agent-001
90000163,"10 Acres + Horse Setup, Wheeler County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-10-20",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,186645,186645,0,SOLD,0,agent-001
90000164,"8 Acres + Horse Setup, Carson County TX | improvements: Three-stall barn, round pen, home | sold 2024-09-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,239152,239152,0,SOLD,0,agent-001
90000165,"80 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-07-31",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1307389,1307389,0,SOLD,0,agent-001
90000166,"15 Acres + Horse Setup, Briscoe County TX | improvements: Three-stall barn, round pen, home | sold 2024-01-21",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,407015,407015,0,SOLD,0,agent-001
90000167,"4 Acres + Horse Setup, Collingsworth County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-05-08",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,211711,211711,0,SOLD,0,agent-001
90000168,"12 Acres + Horse Setup, Wheeler County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-03-15",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,419778,419778,0,SOLD,0,agent-001
90000169,"2 Acres + Horse Setup, Briscoe County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-01-01",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,176756,176756,0,SOLD,0,agent-001
90000170,"10 Acres + Horse Setup, Briscoe County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-02-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,282411,282411,0,SOLD,0,agent-001
90000171,"25 Acres + Horse Setup, Collingsworth County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-04-15",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,330114,330114,0,SOLD,0,agent-001
90000172,"80 Acres + Horse Setup, Childress County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-02-28",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,949637,949637,0,SOLD,0,agent-001
90000173,"8 Acres + Horse Setup, Hall County TX | improvements: Open ground, working pens, no home | sold 2024-11-05",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,268530,268530,0,SOLD,0,agent-001
90000174,"6 Acres + Horse Setup, Collingsworth County TX | improvements: Open ground, working pens, no home | sold 2024-03-13",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,269433,269433,0,SOLD,0,agent-001
90000175,"80 Acres + Horse Setup, Gray County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2026-06-15",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,1622271,1622271,0,SOLD,0,agent-001
90000176,"20 Acres + Horse Setup, Donley County TX | improvements: Open ground, working pens, no home | sold 2024-06-04",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,255478,255478,0,SOLD,0,agent-001
90000177,"2 Acres + Horse Setup, Gray County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-01-19",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,191315,191315,0,SOLD,0,agent-001
90000178,"4 Acres + Horse Setup, Donley County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-07-24",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,212338,212338,0,SOLD,0,agent-001
90000179,"15 Acres + Horse Setup, Hall County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-02-10",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,262223,262223,0,SOLD,0,agent-001
90000180,"4 Acres + Horse Setup, Donley County TX | improvements: Three-stall barn, round pen, home | sold 2025-04-13",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,174240,1990,SingleFamily,180485,180485,0,SOLD,0,agent-001
90000181,"2 Acres + Horse Setup, Gray County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2024-03-31",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,222341,222341,0,SOLD,0,agent-001
90000182,"2 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2024-06-11",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,147936,147936,0,SOLD,0,agent-001
90000183,"12 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-05-17",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,311003,311003,0,SOLD,0,agent-001
90000184,"12 Acres + Horse Setup, Gray County TX | improvements: Three-stall barn, round pen, home | sold 2026-03-18",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,339747,339747,0,SOLD,0,agent-001
90000185,"60 Acres + Horse Setup, Roberts County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2024-08-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,1130484,1130484,0,SOLD,0,agent-001
90000186,"80 Acres + Horse Setup, Randall County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-07-09",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,3484800,1990,SingleFamily,485229,485229,0,SOLD,0,agent-001
90000187,"6 Acres + Horse Setup, Hemphill County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-07-21",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,243272,243272,0,SOLD,0,agent-001
90000188,"10 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2024-01-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,289718,289718,0,SOLD,0,agent-001
90000189,"40 Acres + Horse Setup, Randall County TX | improvements: Three-stall barn, round pen, home | sold 2025-12-19",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,371672,371672,0,SOLD,0,agent-001
90000190,"60 Acres + Horse Setup, Hall County TX | improvements: Three-stall barn, round pen, home | sold 2026-05-14",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,829590,829590,0,SOLD,0,agent-001
90000191,"2 Acres + Horse Setup, Wheeler County TX | improvements: Four-stall barn, two pens, lighted arena, three-bedroom modular | sold 2025-01-12",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,190815,190815,0,SOLD,0,agent-001
90000192,"6 Acres + Horse Setup, Gray County TX | improvements: Three-stall barn, round pen, home | sold 2024-07-12",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,205485,205485,0,SOLD,0,agent-001
90000193,"25 Acres + Horse Setup, Wheeler County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-03-08",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,458638,458638,0,SOLD,0,agent-001
90000194,"2 Acres + Horse Setup, Wheeler County TX | improvements: Three-stall barn, round pen, home | sold 2025-07-16",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,198176,198176,0,SOLD,0,agent-001
90000195,"8 Acres + Horse Setup, Hemphill County TX | improvements: Three-stall barn, round pen, home | sold 2025-02-21",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,143133,143133,0,SOLD,0,agent-001
90000196,"25 Acres + Horse Setup, Hall County TX | improvements: Three-stall barn, round pen, home | sold 2024-09-17",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1089000,1990,SingleFamily,283282,283282,0,SOLD,0,agent-001
90000197,"12 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2026-05-22",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,312602,312602,0,SOLD,0,agent-001
90000198,"15 Acres + Horse Setup, Hall County TX | improvements: Open ground, working pens, no home | sold 2024-07-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,255311,255311,0,SOLD,0,agent-001
90000199,"60 Acres + Horse Setup, Potter County TX | improvements: Open ground, working pens, no home | sold 2026-02-03",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,2613600,1990,SingleFamily,716956,716956,0,SOLD,0,agent-001
90000200,"12 Acres + Horse Setup, Hall County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-10-28",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,255619,255619,0,SOLD,0,agent-001
90000201,"15 Acres + Horse Setup, Wheeler County TX | improvements: Open ground, working pens, no home | sold 2026-02-27",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,653400,1990,SingleFamily,331675,331675,0,SOLD,0,agent-001
90000202,"8 Acres + Horse Setup, Donley County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-06-11",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,203939,203939,0,SOLD,0,agent-001
90000203,"6 Acres + Horse Setup, Donley County TX | improvements: Three-stall barn, round pen, home | sold 2025-06-13",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,261360,1990,SingleFamily,241936,241936,0,SOLD,0,agent-001
90000204,"8 Acres + Horse Setup, Gray County TX | improvements: Barndominium, two-stall stable, riding ring | sold 2025-07-17",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,348480,1990,SingleFamily,319086,319086,0,SOLD,0,agent-001
90000205,"20 Acres + Horse Setup, Gray County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-10-06",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,871200,1990,SingleFamily,197707,197707,0,SOLD,0,agent-001
90000206,"2 Acres + Horse Setup, Carson County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-11-18",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,101332,101332,0,SOLD,0,agent-001
90000207,"12 Acres + Horse Setup, Childress County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-05-21",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,522720,1990,SingleFamily,252214,252214,0,SOLD,0,agent-001
90000208,"40 Acres + Horse Setup, Gray County TX | improvements: Three-stall barn, round pen, home | sold 2026-06-27",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,1742400,1990,SingleFamily,369207,369207,0,SOLD,0,agent-001
90000209,"10 Acres + Horse Setup, Roberts County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2025-06-07",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,435600,1990,SingleFamily,311413,311413,0,SOLD,0,agent-001
90000210,"2 Acres + Horse Setup, Gray County TX | improvements: Two-stall lean-to, home, stock tanks | sold 2024-02-24",Amarillo,TX,79011,35.22,-101.83,3,2.0,1800,108900,1990,SingleFamily,95486,95486,0,SOLD,0,agent-001
