device_id,zone_id,zone_name,sensitivity,enabled,coordinates
dev_003,z399,Zone 396,5,enabled,"[(0,0),(130,187)]"
dev_003,z400,Zone 397,5,enabled,"[(0,0),(181,166)]"
dev_004,z401,Zone 398,5,enabled,"[(0,0),(93,116)]"
dev_002,z402,Zone 399,5,enabled,"[(0,0),(181,105)]"
dev_004,z403,Zone 400,5,enabled,"[(0,0),(116,174)]"
dev_002,z404,Zone 401,5,enabled,"[(0,0),(78,167)]"
dev_005,z405,Zone 402,5,enabled,"[(0,0),(148,50)]"
dev_003,z406,Zone 403,5,enabled,"[(0,0),(197,54)]"
dev_003,z407,Zone 404,5,enabled,"[(0,0),(61,112)]"
dev_003,z408,Zone 405,5,enabled,"[(0,0),(123,160)]"
dev_002,z409,Zone 406,5,enabled,"[(0,0),(173,194)]"
dev_001,z410,Zone 407,5,enabled,"[(0,0),(94,199)]"
dev_004,z411,Zone 408,5,enabled,"[(0,0),(118,152)]"
dev_002,z412,Zone 409,5,enabled,"[(0,0),(116,120)]"
dev_002,z413,Zone 410,5,enabled,"[(0,0),(120,153)]"
dev_001,z414,Zone 411,5,enabled,"[(0,0),(145,196)]"
dev_002,z415,Zone 412,5,enabled,"[(0,0),(86,144)]"
dev_004,z416,Zone 413,5,enabled,"[(0,0),(112,96)]"
dev_003,z417,Zone 414,5,enabled,"[(0,0),(56,174)]"
dev_002,z418,Zone 415,5,enabled,"[(0,0),(163,90)]"
dev_003,z419,Zone 416,5,enabled,"[(0,0),(119,166)]"
dev_002,z420,Zone 417,5,enabled,"[(0,0),(76,144)]"
dev_004,z421,Zone 418,5,enabled,"[(0,0),(153,146)]"
dev_003,z422,Zone 419,5,enabled,"[(0,0),(155,53)]"
dev_001,z423,Zone 420,5,enabled,"[(0,0),(193,186)]"
dev_002,z424,Zone 421,5,enabled,"[(0,0),(108,161)]"
dev_003,z425,Zone 422,5,enabled,"[(0,0),(134,143)]"
dev_003,z426,Zone 423,5,enabled,"[(0,0),(69,93)]"
dev_001,z427,Zone 424,5,enabled,"[(0,0),(198,185)]"
dev_003,z428,Zone 425,5,enabled,"[(0,0),(117,119)]"
dev_004,z429,Zone 426,5,enabled,"[(0,0),(55,83)]"
dev_002,z430,Zone 427,5,enabled,"[(0,0),(153,138)]"
dev_001,z431,Zone 428,5,enabled,"[(0,0),(109,195)]"
dev_005,z432,Zone 429,5,enabled,"[(0,0),(177,154)]"
dev_005,z433,Zone 430,5,enabled,"[(0,0),(173,143)]"
dev_002,z434,Zone 431,5,enabled,"[(0,0),(79,103)]"
dev_001,z435,Zone 432,5,enabled,"[(0,0),(119,197)]"
dev_001,z436,Zone 433,5,enabled,"[(0,0),(116,142)]"
dev_004,z437,Zone 434,5,enabled,"[(0,0),(164,116)]"
dev_001,z438,Zone 435,5,enabled,"[(0,0),(169,80)]"
dev_005,z439,Zone 436,5,enabled,"[(0,0),(92,142)]"
dev_003,z440,Zone 437,5,enabled,"[(0,0),(138,174)]"
dev_005,z441,Zone 438,5,enabled,"[(0,0),(168,190)]"
dev_004,z442,Zone 439,5,enabled,"[(0,0),(112,155)]"
dev_003,z443,Zone 440,5,enabled,"[(0,0),(56,88)]"
dev_005,z444,Zone 441,5,enabled,"[(0,0),(114,164)]"
dev_004,z445,Zone 442,5,enabled,"[(0,0),(108,58)]"
dev_002,z446,Zone 443,5,enabled,"[(0,0),(64,124)]"
dev_004,z447,Zone 444,5,enabled,"[(0,0),(78,72)]"
dev_005,z448,Zone 445,5,enabled,"[(0,0),(139,195)]"
dev_005,z449,Zone 446,5,enabled,"[(0,0),(123,159)]"
dev_003,z450,Zone 447,5,enabled,"[(0,0),(149,76)]"
dev_005,z451,Zone 448,5,enabled,"[(0,0),(52,188)]"
dev_002,z452,Zone 449,5,enabled,"[(0,0),(122,65)]"
dev_003,z453,Zone 450,5,enabled,"[(0,0),(175,180)]"
dev_002,z454,Zone 451,5,enabled,"[(0,0),(173,194)]"
dev_001,z455,Zone 452,5,enabled,"[(0,0),(110,102)]"
dev_002,z456,Zone 453,5,enabled,"[(0,0),(137,116)]"
dev_005,z457,Zone 454,5,enabled,"[(0,0),(106,90)]"
dev_004,z458,Zone 455,5,enabled,"[(0,0),(69,117)]"
dev_005,z459,Zone 456,5,enabled,"[(0,0),(113,57)]"
dev_002,z460,Zone 457,5,enabled,"[(0,0),(106,188)]"
dev_004,z461,Zone 458,5,enabled,"[(0,0),(143,118)]"
dev_002,z462,Zone 459,5,enabled,"[(0,0),(105,125)]"
dev_002,z463,Zone 460,5,enabled,"[(0,0),(67,180)]"
dev_004,z464,Zone 461,5,enabled,"[(0,0),(75,107)]"
dev_002,z465,Zone 462,5,enabled,"[(0,0),(112,108)]"
dev_003,z466,Zone 463,5,enabled,"[(0,0),(175,76)]"
dev_002,z467,Zone 464,5,enabled,"[(0,0),(53,146)]"
dev_004,z468,Zone 465,5,enabled,"[(0,0),(128,50)]"
dev_003,z469,Zone 466,5,enabled,"[(0,0),(180,80)]"
dev_003,z470,Zone 467,5,enabled,"[(0,0),(98,198)]"
dev_005,z471,Zone 468,5,enabled,"[(0,0),(188,134)]"
dev_004,z472,Zone 469,5,enabled,"[(0,0),(97,159)]"
dev_001,z473,Zone 470,5,enabled,"[(0,0),(97,100)]"
dev_005,z474,Zone 471,5,enabled,"[(0,0),(105,70)]"
dev_001,z475,Zone 472,5,enabled,"[(0,0),(55,115)]"
dev_002,z476,Zone 473,5,enabled,"[(0,0),(177,51)]"
dev_003,z477,Zone 474,5,enabled,"[(0,0),(62,171)]"
dev_003,z478,Zone 475,5,enabled,"[(0,0),(134,149)]"
dev_005,z479,Zone 476,5,enabled,"[(0,0),(67,60)]"
dev_001,z480,Zone 477,5,enabled,"[(0,0),(107,98)]"
dev_003,z481,Zone 478,5,enabled,"[(0,0),(107,174)]"
dev_004,z482,Zone 479,5,enabled,"[(0,0),(143,145)]"
dev_005,z483,Zone 480,5,enabled,"[(0,0),(75,175)]"
dev_005,z484,Zone 481,5,enabled,"[(0,0),(109,93)]"
dev_002,z485,Zone 482,5,enabled,"[(0,0),(141,112)]"
dev_003,z486,Zone 483,5,enabled,"[(0,0),(182,183)]"
dev_002,z487,Zone 484,5,enabled,"[(0,0),(68,67)]"
dev_003,z488,Zone 485,5,enabled,"[(0,0),(58,101)]"
dev_004,z489,Zone 486,5,enabled,"[(0,0),(117,116)]"
dev_001,z490,Zone 487,5,enabled,"[(0,0),(77,193)]"
dev_001,z491,Zone 488,5,enabled,"[(0,0),(157,166)]"
dev_001,z492,Zone 489,5,enabled,"[(0,0),(59,129)]"
dev_001,z493,Zone 490,5,enabled,"[(0,0),(83,85)]"
dev_002,z494,Zone 491,5,enabled,"[(0,0),(61,199)]"
dev_001,z495,Zone 492,5,enabled,"[(0,0),(149,173)]"
dev_001,z496,Zone 493,5,enabled,"[(0,0),(165,98)]"
dev_005,z497,Zone 494,5,enabled,"[(0,0),(103,198)]"
dev_002,z498,Zone 495,5,enabled,"[(0,0),(196,111)]"
dev_005,z499,Zone 496,5,enabled,"[(0,0),(75,145)]"
dev_001,z500,Zone 497,5,enabled,"[(0,0),(91,83)]"
dev_004,z501,Zone 498,5,enabled,"[(0,0),(70,140)]"
dev_003,z502,Zone 499,5,enabled,"[(0,0),(125,161)]"
dev_003,z503,Zone 500,5,enabled,"[(0,0),(63,150)]"
dev_005,z504,Zone 501,5,enabled,"[(0,0),(56,101)]"
dev_002,z505,Zone 502,5,enabled,"[(0,0),(83,154)]"
dev_002,z506,Zone 503,5,enabled,"[(0,0),(188,62)]"
dev_003,z507,Zone 504,5,enabled,"[(0,0),(160,150)]"
dev_002,z508,Zone 505,5,enabled,"[(0,0),(93,180)]"
dev_001,z509,Zone 506,5,enabled,"[(0,0),(119,109)]"
dev_005,z510,Zone 507,5,enabled,"[(0,0),(138,144)]"
dev_005,z511,Zone 508,5,enabled,"[(0,0),(64,89)]"
dev_004,z512,Zone 509,5,enabled,"[(0,0),(147,131)]"
dev_002,z513,Zone 510,5,enabled,"[(0,0),(199,157)]"
dev_004,z514,Zone 511,5,enabled,"[(0,0),(90,151)]"
dev_005,z515,Zone 512,5,enabled,"[(0,0),(117,178)]"
dev_004,z516,Zone 513,5,enabled,"[(0,0),(84,194)]"
dev_003,z517,Zone 514,5,enabled,"[(0,0),(55,62)]"
dev_004,z518,Zone 515,5,enabled,"[(0,0),(106,110)]"
dev_002,z519,Zone 516,5,enabled,"[(0,0),(172,57)]"
dev_005,z520,Zone 517,5,enabled,"[(0,0),(188,121)]"
dev_002,z521,Zone 518,5,enabled,"[(0,0),(129,102)]"
dev_003,z522,Zone 519,5,enabled,"[(0,0),(80,115)]"
dev_003,z523,Zone 520,5,enabled,"[(0,0),(54,73)]"
dev_005,z524,Zone 521,5,enabled,"[(0,0),(80,149)]"
dev_005,z525,Zone 522,5,enabled,"[(0,0),(136,182)]"
dev_001,z526,Zone 523,5,enabled,"[(0,0),(103,64)]"
dev_001,z527,Zone 524,5,enabled,"[(0,0),(84,123)]"
