id,guild_id,name,color,position,hoist,mentionable,permissions
R_AUTO_0294,G_CBRA_RIDERS_001,Sponsor,15277667,6,True,False,8589934591
R_AUTO_0295,G_HORSE_HEALTH_NW,Events Mod,5814783,7,False,False,8589934591
R_AUTO_0296,G_CBRA_RIDERS_001,Verified Pro,10038562,0,True,True,1071698660929
R_AUTO_0297,G_HORSE_HEALTH_NW,Vet Tech,10038562,1,False,True,1071698660929
R_AUTO_0298,G_CBRA_RIDERS_001,Open 4D,15277667,2,True,False,1071698660929
R_AUTO_0299,G_HORSE_HEALTH_NW,Senior 4D,15158332,3,False,False,1071698660929
R_AUTO_0300,G_CBRA_RIDERS_001,Vet Tech,15844367,4,True,False,1071698660929
R_AUTO_0301,G_CBRA_RIDERS_001,Youth,15158332,5,False,False,8589934591
R_AUTO_0302,G_CBRA_RIDERS_001,Youth,15277667,6,True,False,1071698660929
R_AUTO_0303,G_CBRA_RIDERS_001,Vet Tech,10181046,7,False,False,8589934591
R_AUTO_0304,G_HORSE_HEALTH_NW,Senior 4D,15158332,0,True,False,1071698660929
