product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
prod-00326,ret-0180,Organic Bananas,Maseca,Meat,1 gal,11.18,true,,
prod-00327,ret-0111,Mexican Chocolate,Lucerne,Dairy,1 lb,6.70,false,,
prod-00328,ret-0202,Black Beans,La Costena,Bakery,12 oz,9.55,true,,
prod-00329,ret-0157,Mexican Chocolate,Aurora Organics,Produce,dozen,8.99,false,,
prod-00330,ret-0074,Piloncillo,Maseca,Meat,dozen,7.82,false,,
prod-00331,ret-0144,Mexican Crema,365,Bakery,dozen,7.89,true,6.71,
prod-00332,ret-0081,Canela Sticks,Lucerne,Produce,1 gal,10.52,false,,
prod-00333,ret-0078,Epazote,La Costena,Pantry,1 gal,2.37,true,,
prod-00334,ret-0058,Canela Sticks,Lucerne,Produce,1 gal,4.54,true,,
prod-00335,ret-0116,Queso Fresco,La Costena,Dairy,2 lb,4.05,true,,
prod-00336,ret-0092,Mexican Crema,Maseca,Produce,2 lb,7.53,true,6.40,
prod-00337,ret-0159,Eggs Dozen,Lucerne,Pantry,16 oz,3.82,true,,
prod-00338,ret-0135,Hominy,Maseca,Dairy,16 oz,10.18,false,,
prod-00339,ret-0051,Limes,Maseca,Dairy,12 oz,10.51,false,,
prod-00340,ret-0027,Organic Bananas,Lucerne,Produce,1 lb,10.44,false,8.87,
prod-00341,ret-0163,Chile Ancho,Maseca,Meat,dozen,10.57,true,,
prod-00342,ret-0082,Greek Yogurt,La Costena,Produce,2 lb,9.26,true,,
prod-00343,ret-0157,Chicken Thighs,Aurora Organics,Dairy,16 oz,12.37,true,10.51,
prod-00344,ret-0106,Hominy,La Costena,Bakery,1 lb,8.31,false,,
prod-00345,ret-0129,Canela Sticks,Lucerne,Produce,dozen,10.72,true,,
prod-00346,ret-0141,Cilantro,Maseca,Bakery,1 lb,5.22,true,,
prod-00347,ret-0077,Whole Milk,365,Produce,dozen,12.08,false,,
prod-00348,ret-0007,Chicken Thighs,365,Bakery,1 lb,4.15,true,3.53,
prod-00349,ret-0076,Avocados,La Costena,Pantry,16 oz,3.80,false,,
prod-00350,ret-0083,Tomatillos,Aurora Organics,Pantry,16 oz,7.45,true,6.33,
prod-00351,ret-0146,Chicken Thighs,Aurora Organics,Meat,12 oz,10.87,true,,
prod-00352,ret-0199,Tomatillos,La Costena,Dairy,dozen,3.96,true,3.37,
prod-00353,ret-0047,Canela Sticks,Maseca,Produce,1 lb,7.13,false,,
prod-00354,ret-0052,Organic Bananas,Aurora Organics,Pantry,dozen,4.12,true,,
prod-00355,ret-0124,Cilantro,365,Pantry,12 oz,1.72,true,,
prod-00356,ret-0063,Corn Tortillas,Aurora Organics,Produce,16 oz,4.39,false,,
prod-00357,ret-0158,Corn Tortillas,Maseca,Meat,2 lb,11.76,false,,
prod-00358,ret-0052,Limes,365,Pantry,1 gal,7.40,true,,
prod-00359,ret-0063,Chile Ancho,Aurora Organics,Produce,2 lb,4.53,true,,
prod-00360,ret-0012,Black Beans,Aurora Organics,Pantry,16 oz,11.77,false,,
prod-00361,ret-0202,Black Beans,La Costena,Bakery,12 oz,9.55,true,,
prod-00362,ret-0039,Mexican Chocolate,Lucerne,Produce,1 lb,12.14,true,,
prod-00363,ret-0056,Black Beans,365,Bakery,2 lb,4.19,true,,
prod-00364,ret-0140,Greek Yogurt,Aurora Organics,Dairy,dozen,8.66,true,,
prod-00365,ret-0184,Dried Guajillo Chiles,Aurora Organics,Bakery,1 lb,9.71,true,,
prod-00366,ret-0008,Limes,365,Pantry,1 gal,3.44,true,,
prod-00367,ret-0171,Mexican Chocolate,La Costena,Dairy,dozen,4.77,true,,
prod-00368,ret-0012,Black Beans,Aurora Organics,Pantry,16 oz,11.77,false,,
prod-00369,ret-0074,Piloncillo,Maseca,Meat,dozen,7.82,false,,
prod-00370,ret-0107,Black Beans,365,Dairy,1 gal,5.29,true,4.50,
prod-00371,ret-0009,Tomatillos,Aurora Organics,Produce,2 lb,11.98,false,,
prod-00372,ret-0019,Avocados,Maseca,Meat,12 oz,3.57,true,,
prod-00373,ret-0105,Cilantro,La Costena,Meat,12 oz,5.36,true,,
