comment_id,videoId,channelId,parentId,authorDisplayName,authorChannelId,textDisplay,likeCount,publishedAt,updatedAt,moderationStatus
201859,videoid-00169,channelid-00169,parentid-00169,authordisplayname-00169,authorchannelid-00169,textdisplay-00169,1409,publishedat-00169,updatedat-00169,moderationstatus-00169
201870,videoid-00170,channelid-00170,parentid-00170,authordisplayname-00170,authorchannelid-00170,textdisplay-00170,3025,publishedat-00170,updatedat-00170,moderationstatus-00170
201881,videoid-00171,channelid-00171,parentid-00171,authordisplayname-00171,authorchannelid-00171,textdisplay-00171,4115,publishedat-00171,updatedat-00171,moderationstatus-00171
201892,videoid-00172,channelid-00172,parentid-00172,authordisplayname-00172,authorchannelid-00172,textdisplay-00172,2978,publishedat-00172,updatedat-00172,moderationstatus-00172
201903,videoid-00173,channelid-00173,parentid-00173,authordisplayname-00173,authorchannelid-00173,textdisplay-00173,3175,publishedat-00173,updatedat-00173,moderationstatus-00173
201914,videoid-00174,channelid-00174,parentid-00174,authordisplayname-00174,authorchannelid-00174,textdisplay-00174,1391,publishedat-00174,updatedat-00174,moderationstatus-00174
201925,videoid-00175,channelid-00175,parentid-00175,authordisplayname-00175,authorchannelid-00175,textdisplay-00175,1792,publishedat-00175,updatedat-00175,moderationstatus-00175
201936,videoid-00176,channelid-00176,parentid-00176,authordisplayname-00176,authorchannelid-00176,textdisplay-00176,1083,publishedat-00176,updatedat-00176,moderationstatus-00176
201947,videoid-00177,channelid-00177,parentid-00177,authordisplayname-00177,authorchannelid-00177,textdisplay-00177,4878,publishedat-00177,updatedat-00177,moderationstatus-00177
201958,videoid-00178,channelid-00178,parentid-00178,authordisplayname-00178,authorchannelid-00178,textdisplay-00178,3388,publishedat-00178,updatedat-00178,moderationstatus-00178
201969,videoid-00179,channelid-00179,parentid-00179,authordisplayname-00179,authorchannelid-00179,textdisplay-00179,4232,publishedat-00179,updatedat-00179,moderationstatus-00179
201980,videoid-00180,channelid-00180,parentid-00180,authordisplayname-00180,authorchannelid-00180,textdisplay-00180,4000,publishedat-00180,updatedat-00180,moderationstatus-00180
201991,videoid-00181,channelid-00181,parentid-00181,authordisplayname-00181,authorchannelid-00181,textdisplay-00181,4766,publishedat-00181,updatedat-00181,moderationstatus-00181
202002,videoid-00182,channelid-00182,parentid-00182,authordisplayname-00182,authorchannelid-00182,textdisplay-00182,381,publishedat-00182,updatedat-00182,moderationstatus-00182
202013,videoid-00183,channelid-00183,parentid-00183,authordisplayname-00183,authorchannelid-00183,textdisplay-00183,1388,publishedat-00183,updatedat-00183,moderationstatus-00183
202024,videoid-00184,channelid-00184,parentid-00184,authordisplayname-00184,authorchannelid-00184,textdisplay-00184,2986,publishedat-00184,updatedat-00184,moderationstatus-00184
202035,videoid-00185,channelid-00185,parentid-00185,authordisplayname-00185,authorchannelid-00185,textdisplay-00185,710,publishedat-00185,updatedat-00185,moderationstatus-00185
202046,videoid-00186,channelid-00186,parentid-00186,authordisplayname-00186,authorchannelid-00186,textdisplay-00186,2160,publishedat-00186,updatedat-00186,moderationstatus-00186
202057,videoid-00187,channelid-00187,parentid-00187,authordisplayname-00187,authorchannelid-00187,textdisplay-00187,4678,publishedat-00187,updatedat-00187,moderationstatus-00187
202068,videoid-00188,channelid-00188,parentid-00188,authordisplayname-00188,authorchannelid-00188,textdisplay-00188,3388,publishedat-00188,updatedat-00188,moderationstatus-00188
202079,videoid-00189,channelid-00189,parentid-00189,authordisplayname-00189,authorchannelid-00189,textdisplay-00189,4547,publishedat-00189,updatedat-00189,moderationstatus-00189
202090,videoid-00190,channelid-00190,parentid-00190,authordisplayname-00190,authorchannelid-00190,textdisplay-00190,3311,publishedat-00190,updatedat-00190,moderationstatus-00190
202101,videoid-00191,channelid-00191,parentid-00191,authordisplayname-00191,authorchannelid-00191,textdisplay-00191,150,publishedat-00191,updatedat-00191,moderationstatus-00191
202112,videoid-00192,channelid-00192,parentid-00192,authordisplayname-00192,authorchannelid-00192,textdisplay-00192,4923,publishedat-00192,updatedat-00192,moderationstatus-00192
202123,videoid-00193,channelid-00193,parentid-00193,authordisplayname-00193,authorchannelid-00193,textdisplay-00193,2203,publishedat-00193,updatedat-00193,moderationstatus-00193
202134,videoid-00194,channelid-00194,parentid-00194,authordisplayname-00194,authorchannelid-00194,textdisplay-00194,2476,publishedat-00194,updatedat-00194,moderationstatus-00194
202145,videoid-00195,channelid-00195,parentid-00195,authordisplayname-00195,authorchannelid-00195,textdisplay-00195,2442,publishedat-00195,updatedat-00195,moderationstatus-00195
202156,videoid-00196,channelid-00196,parentid-00196,authordisplayname-00196,authorchannelid-00196,textdisplay-00196,4668,publishedat-00196,updatedat-00196,moderationstatus-00196
202167,videoid-00197,channelid-00197,parentid-00197,authordisplayname-00197,authorchannelid-00197,textdisplay-00197,1093,publishedat-00197,updatedat-00197,moderationstatus-00197
202178,videoid-00198,channelid-00198,parentid-00198,authordisplayname-00198,authorchannelid-00198,textdisplay-00198,756,publishedat-00198,updatedat-00198,moderationstatus-00198
202189,videoid-00199,channelid-00199,parentid-00199,authordisplayname-00199,authorchannelid-00199,textdisplay-00199,2292,publishedat-00199,updatedat-00199,moderationstatus-00199
202200,videoid-00200,channelid-00200,parentid-00200,authordisplayname-00200,authorchannelid-00200,textdisplay-00200,580,publishedat-00200,updatedat-00200,moderationstatus-00200
202211,videoid-00201,channelid-00201,parentid-00201,authordisplayname-00201,authorchannelid-00201,textdisplay-00201,254,publishedat-00201,updatedat-00201,moderationstatus-00201
202222,videoid-00202,channelid-00202,parentid-00202,authordisplayname-00202,authorchannelid-00202,textdisplay-00202,4177,publishedat-00202,updatedat-00202,moderationstatus-00202
202233,videoid-00203,channelid-00203,parentid-00203,authordisplayname-00203,authorchannelid-00203,textdisplay-00203,906,publishedat-00203,updatedat-00203,moderationstatus-00203
202244,videoid-00204,channelid-00204,parentid-00204,authordisplayname-00204,authorchannelid-00204,textdisplay-00204,2724,publishedat-00204,updatedat-00204,moderationstatus-00204
202255,videoid-00205,channelid-00205,parentid-00205,authordisplayname-00205,authorchannelid-00205,textdisplay-00205,611,publishedat-00205,updatedat-00205,moderationstatus-00205
202266,videoid-00206,channelid-00206,parentid-00206,authordisplayname-00206,authorchannelid-00206,textdisplay-00206,1650,publishedat-00206,updatedat-00206,moderationstatus-00206
202277,videoid-00207,channelid-00207,parentid-00207,authordisplayname-00207,authorchannelid-00207,textdisplay-00207,3949,publishedat-00207,updatedat-00207,moderationstatus-00207
202288,videoid-00208,channelid-00208,parentid-00208,authordisplayname-00208,authorchannelid-00208,textdisplay-00208,1291,publishedat-00208,updatedat-00208,moderationstatus-00208
202299,videoid-00209,channelid-00209,parentid-00209,authordisplayname-00209,authorchannelid-00209,textdisplay-00209,3339,publishedat-00209,updatedat-00209,moderationstatus-00209
202310,videoid-00210,channelid-00210,parentid-00210,authordisplayname-00210,authorchannelid-00210,textdisplay-00210,656,publishedat-00210,updatedat-00210,moderationstatus-00210
202321,videoid-00211,channelid-00211,parentid-00211,authordisplayname-00211,authorchannelid-00211,textdisplay-00211,641,publishedat-00211,updatedat-00211,moderationstatus-00211
202332,videoid-00212,channelid-00212,parentid-00212,authordisplayname-00212,authorchannelid-00212,textdisplay-00212,1925,publishedat-00212,updatedat-00212,moderationstatus-00212
202343,videoid-00213,channelid-00213,parentid-00213,authordisplayname-00213,authorchannelid-00213,textdisplay-00213,351,publishedat-00213,updatedat-00213,moderationstatus-00213
202354,videoid-00214,channelid-00214,parentid-00214,authordisplayname-00214,authorchannelid-00214,textdisplay-00214,459,publishedat-00214,updatedat-00214,moderationstatus-00214
202365,videoid-00215,channelid-00215,parentid-00215,authordisplayname-00215,authorchannelid-00215,textdisplay-00215,1446,publishedat-00215,updatedat-00215,moderationstatus-00215
202376,videoid-00216,channelid-00216,parentid-00216,authordisplayname-00216,authorchannelid-00216,textdisplay-00216,2373,publishedat-00216,updatedat-00216,moderationstatus-00216
202387,videoid-00217,channelid-00217,parentid-00217,authordisplayname-00217,authorchannelid-00217,textdisplay-00217,3175,publishedat-00217,updatedat-00217,moderationstatus-00217
202398,videoid-00218,channelid-00218,parentid-00218,authordisplayname-00218,authorchannelid-00218,textdisplay-00218,1923,publishedat-00218,updatedat-00218,moderationstatus-00218
202409,videoid-00219,channelid-00219,parentid-00219,authordisplayname-00219,authorchannelid-00219,textdisplay-00219,211,publishedat-00219,updatedat-00219,moderationstatus-00219
202420,videoid-00220,channelid-00220,parentid-00220,authordisplayname-00220,authorchannelid-00220,textdisplay-00220,3037,publishedat-00220,updatedat-00220,moderationstatus-00220
202431,videoid-00221,channelid-00221,parentid-00221,authordisplayname-00221,authorchannelid-00221,textdisplay-00221,378,publishedat-00221,updatedat-00221,moderationstatus-00221
202442,videoid-00222,channelid-00222,parentid-00222,authordisplayname-00222,authorchannelid-00222,textdisplay-00222,4941,publishedat-00222,updatedat-00222,moderationstatus-00222
202453,videoid-00223,channelid-00223,parentid-00223,authordisplayname-00223,authorchannelid-00223,textdisplay-00223,4561,publishedat-00223,updatedat-00223,moderationstatus-00223
202464,videoid-00224,channelid-00224,parentid-00224,authordisplayname-00224,authorchannelid-00224,textdisplay-00224,4000,publishedat-00224,updatedat-00224,moderationstatus-00224
202475,videoid-00225,channelid-00225,parentid-00225,authordisplayname-00225,authorchannelid-00225,textdisplay-00225,1808,publishedat-00225,updatedat-00225,moderationstatus-00225
202486,videoid-00226,channelid-00226,parentid-00226,authordisplayname-00226,authorchannelid-00226,textdisplay-00226,728,publishedat-00226,updatedat-00226,moderationstatus-00226
202497,videoid-00227,channelid-00227,parentid-00227,authordisplayname-00227,authorchannelid-00227,textdisplay-00227,2248,publishedat-00227,updatedat-00227,moderationstatus-00227
202508,videoid-00228,channelid-00228,parentid-00228,authordisplayname-00228,authorchannelid-00228,textdisplay-00228,368,publishedat-00228,updatedat-00228,moderationstatus-00228
202519,videoid-00229,channelid-00229,parentid-00229,authordisplayname-00229,authorchannelid-00229,textdisplay-00229,418,publishedat-00229,updatedat-00229,moderationstatus-00229
202530,videoid-00230,channelid-00230,parentid-00230,authordisplayname-00230,authorchannelid-00230,textdisplay-00230,326,publishedat-00230,updatedat-00230,moderationstatus-00230
202541,videoid-00231,channelid-00231,parentid-00231,authordisplayname-00231,authorchannelid-00231,textdisplay-00231,918,publishedat-00231,updatedat-00231,moderationstatus-00231
202552,videoid-00232,channelid-00232,parentid-00232,authordisplayname-00232,authorchannelid-00232,textdisplay-00232,1252,publishedat-00232,updatedat-00232,moderationstatus-00232
202563,videoid-00233,channelid-00233,parentid-00233,authordisplayname-00233,authorchannelid-00233,textdisplay-00233,2629,publishedat-00233,updatedat-00233,moderationstatus-00233
202574,videoid-00234,channelid-00234,parentid-00234,authordisplayname-00234,authorchannelid-00234,textdisplay-00234,2910,publishedat-00234,updatedat-00234,moderationstatus-00234
202585,videoid-00235,channelid-00235,parentid-00235,authordisplayname-00235,authorchannelid-00235,textdisplay-00235,4572,publishedat-00235,updatedat-00235,moderationstatus-00235
202596,videoid-00236,channelid-00236,parentid-00236,authordisplayname-00236,authorchannelid-00236,textdisplay-00236,444,publishedat-00236,updatedat-00236,moderationstatus-00236
202607,videoid-00237,channelid-00237,parentid-00237,authordisplayname-00237,authorchannelid-00237,textdisplay-00237,4145,publishedat-00237,updatedat-00237,moderationstatus-00237
202618,videoid-00238,channelid-00238,parentid-00238,authordisplayname-00238,authorchannelid-00238,textdisplay-00238,495,publishedat-00238,updatedat-00238,moderationstatus-00238
202629,videoid-00239,channelid-00239,parentid-00239,authordisplayname-00239,authorchannelid-00239,textdisplay-00239,1842,publishedat-00239,updatedat-00239,moderationstatus-00239
202640,videoid-00240,channelid-00240,parentid-00240,authordisplayname-00240,authorchannelid-00240,textdisplay-00240,1373,publishedat-00240,updatedat-00240,moderationstatus-00240
202651,videoid-00241,channelid-00241,parentid-00241,authordisplayname-00241,authorchannelid-00241,textdisplay-00241,4285,publishedat-00241,updatedat-00241,moderationstatus-00241
202662,videoid-00242,channelid-00242,parentid-00242,authordisplayname-00242,authorchannelid-00242,textdisplay-00242,2738,publishedat-00242,updatedat-00242,moderationstatus-00242
202673,videoid-00243,channelid-00243,parentid-00243,authordisplayname-00243,authorchannelid-00243,textdisplay-00243,880,publishedat-00243,updatedat-00243,moderationstatus-00243
202684,videoid-00244,channelid-00244,parentid-00244,authordisplayname-00244,authorchannelid-00244,textdisplay-00244,4237,publishedat-00244,updatedat-00244,moderationstatus-00244
202695,videoid-00245,channelid-00245,parentid-00245,authordisplayname-00245,authorchannelid-00245,textdisplay-00245,2350,publishedat-00245,updatedat-00245,moderationstatus-00245
202706,videoid-00246,channelid-00246,parentid-00246,authordisplayname-00246,authorchannelid-00246,textdisplay-00246,689,publishedat-00246,updatedat-00246,moderationstatus-00246
202717,videoid-00247,channelid-00247,parentid-00247,authordisplayname-00247,authorchannelid-00247,textdisplay-00247,3637,publishedat-00247,updatedat-00247,moderationstatus-00247
202728,videoid-00248,channelid-00248,parentid-00248,authordisplayname-00248,authorchannelid-00248,textdisplay-00248,405,publishedat-00248,updatedat-00248,moderationstatus-00248
202739,videoid-00249,channelid-00249,parentid-00249,authordisplayname-00249,authorchannelid-00249,textdisplay-00249,2053,publishedat-00249,updatedat-00249,moderationstatus-00249
202750,videoid-00250,channelid-00250,parentid-00250,authordisplayname-00250,authorchannelid-00250,textdisplay-00250,2924,publishedat-00250,updatedat-00250,moderationstatus-00250
202761,videoid-00251,channelid-00251,parentid-00251,authordisplayname-00251,authorchannelid-00251,textdisplay-00251,676,publishedat-00251,updatedat-00251,moderationstatus-00251
202772,videoid-00252,channelid-00252,parentid-00252,authordisplayname-00252,authorchannelid-00252,textdisplay-00252,3327,publishedat-00252,updatedat-00252,moderationstatus-00252
202783,videoid-00253,channelid-00253,parentid-00253,authordisplayname-00253,authorchannelid-00253,textdisplay-00253,2316,publishedat-00253,updatedat-00253,moderationstatus-00253
202794,videoid-00254,channelid-00254,parentid-00254,authordisplayname-00254,authorchannelid-00254,textdisplay-00254,967,publishedat-00254,updatedat-00254,moderationstatus-00254
202805,videoid-00255,channelid-00255,parentid-00255,authordisplayname-00255,authorchannelid-00255,textdisplay-00255,4612,publishedat-00255,updatedat-00255,moderationstatus-00255
202816,videoid-00256,channelid-00256,parentid-00256,authordisplayname-00256,authorchannelid-00256,textdisplay-00256,452,publishedat-00256,updatedat-00256,moderationstatus-00256
202827,videoid-00257,channelid-00257,parentid-00257,authordisplayname-00257,authorchannelid-00257,textdisplay-00257,4452,publishedat-00257,updatedat-00257,moderationstatus-00257
202838,videoid-00258,channelid-00258,parentid-00258,authordisplayname-00258,authorchannelid-00258,textdisplay-00258,4488,publishedat-00258,updatedat-00258,moderationstatus-00258
202849,videoid-00259,channelid-00259,parentid-00259,authordisplayname-00259,authorchannelid-00259,textdisplay-00259,903,publishedat-00259,updatedat-00259,moderationstatus-00259
202860,videoid-00260,channelid-00260,parentid-00260,authordisplayname-00260,authorchannelid-00260,textdisplay-00260,4658,publishedat-00260,updatedat-00260,moderationstatus-00260
202871,videoid-00261,channelid-00261,parentid-00261,authordisplayname-00261,authorchannelid-00261,textdisplay-00261,504,publishedat-00261,updatedat-00261,moderationstatus-00261
202882,videoid-00262,channelid-00262,parentid-00262,authordisplayname-00262,authorchannelid-00262,textdisplay-00262,2694,publishedat-00262,updatedat-00262,moderationstatus-00262
202893,videoid-00263,channelid-00263,parentid-00263,authordisplayname-00263,authorchannelid-00263,textdisplay-00263,2262,publishedat-00263,updatedat-00263,moderationstatus-00263
202904,videoid-00264,channelid-00264,parentid-00264,authordisplayname-00264,authorchannelid-00264,textdisplay-00264,4380,publishedat-00264,updatedat-00264,moderationstatus-00264
202915,videoid-00265,channelid-00265,parentid-00265,authordisplayname-00265,authorchannelid-00265,textdisplay-00265,1137,publishedat-00265,updatedat-00265,moderationstatus-00265
202926,videoid-00266,channelid-00266,parentid-00266,authordisplayname-00266,authorchannelid-00266,textdisplay-00266,2659,publishedat-00266,updatedat-00266,moderationstatus-00266
202937,videoid-00267,channelid-00267,parentid-00267,authordisplayname-00267,authorchannelid-00267,textdisplay-00267,1208,publishedat-00267,updatedat-00267,moderationstatus-00267
202948,videoid-00268,channelid-00268,parentid-00268,authordisplayname-00268,authorchannelid-00268,textdisplay-00268,343,publishedat-00268,updatedat-00268,moderationstatus-00268
202959,videoid-00269,channelid-00269,parentid-00269,authordisplayname-00269,authorchannelid-00269,textdisplay-00269,4882,publishedat-00269,updatedat-00269,moderationstatus-00269
202970,videoid-00270,channelid-00270,parentid-00270,authordisplayname-00270,authorchannelid-00270,textdisplay-00270,2249,publishedat-00270,updatedat-00270,moderationstatus-00270
202981,videoid-00271,channelid-00271,parentid-00271,authordisplayname-00271,authorchannelid-00271,textdisplay-00271,1993,publishedat-00271,updatedat-00271,moderationstatus-00271
202992,videoid-00272,channelid-00272,parentid-00272,authordisplayname-00272,authorchannelid-00272,textdisplay-00272,170,publishedat-00272,updatedat-00272,moderationstatus-00272
203003,videoid-00273,channelid-00273,parentid-00273,authordisplayname-00273,authorchannelid-00273,textdisplay-00273,746,publishedat-00273,updatedat-00273,moderationstatus-00273
203014,videoid-00274,channelid-00274,parentid-00274,authordisplayname-00274,authorchannelid-00274,textdisplay-00274,1477,publishedat-00274,updatedat-00274,moderationstatus-00274
203025,videoid-00275,channelid-00275,parentid-00275,authordisplayname-00275,authorchannelid-00275,textdisplay-00275,1900,publishedat-00275,updatedat-00275,moderationstatus-00275
203036,videoid-00276,channelid-00276,parentid-00276,authordisplayname-00276,authorchannelid-00276,textdisplay-00276,1762,publishedat-00276,updatedat-00276,moderationstatus-00276
203047,videoid-00277,channelid-00277,parentid-00277,authordisplayname-00277,authorchannelid-00277,textdisplay-00277,3818,publishedat-00277,updatedat-00277,moderationstatus-00277
203058,videoid-00278,channelid-00278,parentid-00278,authordisplayname-00278,authorchannelid-00278,textdisplay-00278,526,publishedat-00278,updatedat-00278,moderationstatus-00278
203069,videoid-00279,channelid-00279,parentid-00279,authordisplayname-00279,authorchannelid-00279,textdisplay-00279,45,publishedat-00279,updatedat-00279,moderationstatus-00279
203080,videoid-00280,channelid-00280,parentid-00280,authordisplayname-00280,authorchannelid-00280,textdisplay-00280,3165,publishedat-00280,updatedat-00280,moderationstatus-00280
203091,videoid-00281,channelid-00281,parentid-00281,authordisplayname-00281,authorchannelid-00281,textdisplay-00281,2801,publishedat-00281,updatedat-00281,moderationstatus-00281
203102,videoid-00282,channelid-00282,parentid-00282,authordisplayname-00282,authorchannelid-00282,textdisplay-00282,4162,publishedat-00282,updatedat-00282,moderationstatus-00282
203113,videoid-00283,channelid-00283,parentid-00283,authordisplayname-00283,authorchannelid-00283,textdisplay-00283,3191,publishedat-00283,updatedat-00283,moderationstatus-00283
203124,videoid-00284,channelid-00284,parentid-00284,authordisplayname-00284,authorchannelid-00284,textdisplay-00284,3935,publishedat-00284,updatedat-00284,moderationstatus-00284
203135,videoid-00285,channelid-00285,parentid-00285,authordisplayname-00285,authorchannelid-00285,textdisplay-00285,4648,publishedat-00285,updatedat-00285,moderationstatus-00285
203146,videoid-00286,channelid-00286,parentid-00286,authordisplayname-00286,authorchannelid-00286,textdisplay-00286,2205,publishedat-00286,updatedat-00286,moderationstatus-00286
203157,videoid-00287,channelid-00287,parentid-00287,authordisplayname-00287,authorchannelid-00287,textdisplay-00287,363,publishedat-00287,updatedat-00287,moderationstatus-00287
203168,videoid-00288,channelid-00288,parentid-00288,authordisplayname-00288,authorchannelid-00288,textdisplay-00288,805,publishedat-00288,updatedat-00288,moderationstatus-00288
203179,videoid-00289,channelid-00289,parentid-00289,authordisplayname-00289,authorchannelid-00289,textdisplay-00289,1808,publishedat-00289,updatedat-00289,moderationstatus-00289
203190,videoid-00290,channelid-00290,parentid-00290,authordisplayname-00290,authorchannelid-00290,textdisplay-00290,2094,publishedat-00290,updatedat-00290,moderationstatus-00290
203201,videoid-00291,channelid-00291,parentid-00291,authordisplayname-00291,authorchannelid-00291,textdisplay-00291,2691,publishedat-00291,updatedat-00291,moderationstatus-00291
203212,videoid-00292,channelid-00292,parentid-00292,authordisplayname-00292,authorchannelid-00292,textdisplay-00292,1387,publishedat-00292,updatedat-00292,moderationstatus-00292
203223,videoid-00293,channelid-00293,parentid-00293,authordisplayname-00293,authorchannelid-00293,textdisplay-00293,3839,publishedat-00293,updatedat-00293,moderationstatus-00293
203234,videoid-00294,channelid-00294,parentid-00294,authordisplayname-00294,authorchannelid-00294,textdisplay-00294,3592,publishedat-00294,updatedat-00294,moderationstatus-00294
203245,videoid-00295,channelid-00295,parentid-00295,authordisplayname-00295,authorchannelid-00295,textdisplay-00295,139,publishedat-00295,updatedat-00295,moderationstatus-00295
203256,videoid-00296,channelid-00296,parentid-00296,authordisplayname-00296,authorchannelid-00296,textdisplay-00296,4252,publishedat-00296,updatedat-00296,moderationstatus-00296
203267,videoid-00297,channelid-00297,parentid-00297,authordisplayname-00297,authorchannelid-00297,textdisplay-00297,114,publishedat-00297,updatedat-00297,moderationstatus-00297
203278,videoid-00298,channelid-00298,parentid-00298,authordisplayname-00298,authorchannelid-00298,textdisplay-00298,1220,publishedat-00298,updatedat-00298,moderationstatus-00298
203289,videoid-00299,channelid-00299,parentid-00299,authordisplayname-00299,authorchannelid-00299,textdisplay-00299,3671,publishedat-00299,updatedat-00299,moderationstatus-00299
203300,videoid-00300,channelid-00300,parentid-00300,authordisplayname-00300,authorchannelid-00300,textdisplay-00300,1426,publishedat-00300,updatedat-00300,moderationstatus-00300
203311,videoid-00301,channelid-00301,parentid-00301,authordisplayname-00301,authorchannelid-00301,textdisplay-00301,3733,publishedat-00301,updatedat-00301,moderationstatus-00301
203322,videoid-00302,channelid-00302,parentid-00302,authordisplayname-00302,authorchannelid-00302,textdisplay-00302,4800,publishedat-00302,updatedat-00302,moderationstatus-00302
203333,videoid-00303,channelid-00303,parentid-00303,authordisplayname-00303,authorchannelid-00303,textdisplay-00303,4849,publishedat-00303,updatedat-00303,moderationstatus-00303
203344,videoid-00304,channelid-00304,parentid-00304,authordisplayname-00304,authorchannelid-00304,textdisplay-00304,2100,publishedat-00304,updatedat-00304,moderationstatus-00304
203355,videoid-00305,channelid-00305,parentid-00305,authordisplayname-00305,authorchannelid-00305,textdisplay-00305,2096,publishedat-00305,updatedat-00305,moderationstatus-00305
203366,videoid-00306,channelid-00306,parentid-00306,authordisplayname-00306,authorchannelid-00306,textdisplay-00306,2791,publishedat-00306,updatedat-00306,moderationstatus-00306
203377,videoid-00307,channelid-00307,parentid-00307,authordisplayname-00307,authorchannelid-00307,textdisplay-00307,4122,publishedat-00307,updatedat-00307,moderationstatus-00307
203388,videoid-00308,channelid-00308,parentid-00308,authordisplayname-00308,authorchannelid-00308,textdisplay-00308,2505,publishedat-00308,updatedat-00308,moderationstatus-00308
203399,videoid-00309,channelid-00309,parentid-00309,authordisplayname-00309,authorchannelid-00309,textdisplay-00309,1299,publishedat-00309,updatedat-00309,moderationstatus-00309
203410,videoid-00310,channelid-00310,parentid-00310,authordisplayname-00310,authorchannelid-00310,textdisplay-00310,1974,publishedat-00310,updatedat-00310,moderationstatus-00310
203421,videoid-00311,channelid-00311,parentid-00311,authordisplayname-00311,authorchannelid-00311,textdisplay-00311,4356,publishedat-00311,updatedat-00311,moderationstatus-00311
203432,videoid-00312,channelid-00312,parentid-00312,authordisplayname-00312,authorchannelid-00312,textdisplay-00312,3187,publishedat-00312,updatedat-00312,moderationstatus-00312
