vpn_session_id,session_start_cet,session_end_cet,user_id,gateway,client_ip,bytes_transferred
VPN-000550,2025-02-21T16:36:00+01:00,2025-02-21T16:37:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.75,261120
VPN-000551,2025-02-21T18:27:00+01:00,2025-02-21T18:28:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.54,719872
VPN-000552,2025-02-21T18:50:00+01:00,2025-02-21T18:51:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.82,664576
VPN-000553,2025-02-21T16:58:00+01:00,2025-02-21T17:00:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.40,311296
VPN-000554,2025-02-21T16:01:00+01:00,2025-02-21T16:02:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.38,803840
VPN-000555,2025-02-21T16:08:00+01:00,2025-02-21T16:09:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.61,245760
VPN-000556,2025-02-21T16:38:00+01:00,2025-02-21T16:39:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.54,273408
VPN-000557,2025-02-24T17:33:00+01:00,2025-02-24T17:34:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.83,50176
VPN-000558,2025-02-24T18:16:00+01:00,2025-02-24T18:17:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.80,118784
VPN-000559,2025-02-24T16:02:00+01:00,2025-02-24T16:03:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.76,429056
VPN-000560,2025-02-24T18:04:00+01:00,2025-02-24T18:05:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.34,500736
VPN-000561,2025-02-24T17:18:00+01:00,2025-02-24T17:19:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.21,371712
VPN-000562,2025-02-24T18:28:00+01:00,2025-02-24T18:29:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.12,516096
VPN-000563,2025-02-25T16:51:00+01:00,2025-02-25T16:52:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.84,254976
VPN-000564,2025-02-25T17:03:00+01:00,2025-02-25T17:04:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.78,565248
VPN-000565,2025-02-25T18:14:00+01:00,2025-02-25T18:15:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.90,505856
VPN-000566,2025-02-25T17:32:00+01:00,2025-02-25T17:33:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.49,128000
VPN-000567,2025-02-25T18:48:00+01:00,2025-02-25T18:49:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.55,240640
VPN-000568,2025-02-25T17:49:00+01:00,2025-02-25T17:50:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.30,325632
VPN-000569,2025-02-25T16:49:00+01:00,2025-02-25T16:50:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.2,242688
VPN-000570,2025-02-25T16:06:00+01:00,2025-02-25T16:07:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.87,493568
VPN-000571,2025-02-26T17:34:00+01:00,2025-02-26T17:35:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.76,672768
VPN-000572,2025-02-26T16:36:00+01:00,2025-02-26T16:37:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.65,494592
VPN-000573,2025-02-26T18:51:00+01:00,2025-02-26T18:52:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.69,718848
VPN-000574,2025-02-26T16:47:00+01:00,2025-02-26T16:48:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.94,329728
VPN-000575,2025-02-26T18:46:00+01:00,2025-02-26T18:47:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.63,828416
VPN-000576,2025-02-27T18:06:00+01:00,2025-02-27T18:07:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.83,375808
VPN-000577,2025-02-27T16:30:00+01:00,2025-02-27T16:31:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.71,67584
VPN-000578,2025-02-27T18:53:00+01:00,2025-02-27T18:54:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.43,76800
VPN-000579,2025-02-27T16:05:00+01:00,2025-02-27T16:06:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.64,789504
VPN-000580,2025-02-27T16:34:00+01:00,2025-02-27T16:35:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.25,836608
VPN-000581,2025-02-27T16:42:00+01:00,2025-02-27T16:43:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.24,560128
VPN-000582,2025-02-27T17:03:00+01:00,2025-02-27T17:04:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.11,529408
VPN-000583,2025-02-27T16:26:00+01:00,2025-02-27T16:27:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.83,330752
VPN-000584,2025-02-28T18:37:00+01:00,2025-02-28T18:38:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.99,67584
VPN-000585,2025-02-28T16:24:00+01:00,2025-02-28T16:25:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.4,759808
VPN-000586,2025-02-28T16:36:00+01:00,2025-02-28T16:37:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.7,425984
VPN-000587,2025-02-28T18:37:00+01:00,2025-02-28T18:38:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.67,882688
VPN-000588,2025-02-28T18:05:00+01:00,2025-02-28T18:06:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.52,485376
VPN-000589,2025-02-28T16:53:00+01:00,2025-02-28T16:54:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.20,382976
VPN-000590,2025-02-28T18:06:00+01:00,2025-02-28T18:07:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.95,584704
VPN-000591,2025-03-03T17:00:00+01:00,2025-03-03T17:01:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.84,565248
VPN-000592,2025-03-03T16:59:00+01:00,2025-03-03T17:00:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.53,890880
VPN-000593,2025-03-03T17:59:00+01:00,2025-03-03T18:00:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.78,58368
VPN-000594,2025-03-03T17:04:00+01:00,2025-03-03T17:05:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.41,741376
VPN-000595,2025-03-03T16:11:00+01:00,2025-03-03T16:12:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.50,24576
VPN-000596,2025-03-03T18:11:00+01:00,2025-03-03T18:12:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.12,835584
VPN-000597,2025-03-04T16:03:00+01:00,2025-03-04T16:04:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.32,56320
VPN-000598,2025-03-04T17:40:00+01:00,2025-03-04T17:41:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.35,883712
VPN-000599,2025-03-04T16:40:00+01:00,2025-03-04T16:41:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.66,564224
VPN-000600,2025-03-04T16:04:00+01:00,2025-03-04T16:05:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.97,718848
VPN-000601,2025-03-04T18:49:00+01:00,2025-03-04T18:50:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.63,217088
VPN-000602,2025-03-04T18:18:00+01:00,2025-03-04T18:19:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.34,152576
VPN-000603,2025-03-04T18:38:00+01:00,2025-03-04T18:39:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.33,471040
VPN-000604,2025-03-05T16:57:00+01:00,2025-03-05T16:58:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.23,294912
VPN-000605,2025-03-05T18:41:00+01:00,2025-03-05T18:42:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.77,829440
VPN-000606,2025-03-05T16:01:00+01:00,2025-03-05T16:02:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.72,727040
VPN-000607,2025-03-05T17:40:00+01:00,2025-03-05T17:41:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.42,96256
VPN-000608,2025-03-05T18:09:00+01:00,2025-03-05T18:10:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.74,851968
VPN-000609,2025-03-05T17:59:00+01:00,2025-03-05T18:00:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.83,645120
VPN-000610,2025-03-05T18:41:00+01:00,2025-03-05T18:42:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.94,77824
VPN-000611,2025-03-05T18:03:00+01:00,2025-03-05T18:04:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.75,385024
VPN-000612,2025-03-06T16:22:00+01:00,2025-03-06T16:23:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.69,728064
VPN-000613,2025-03-06T16:34:00+01:00,2025-03-06T16:35:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.14,468992
VPN-000614,2025-03-06T17:54:00+01:00,2025-03-06T17:55:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.4,238592
VPN-000615,2025-03-06T16:29:00+01:00,2025-03-06T16:30:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.24,471040
VPN-000616,2025-03-06T18:30:00+01:00,2025-03-06T18:31:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.89,471040
VPN-000617,2025-03-06T17:42:00+01:00,2025-03-06T17:43:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.46,744448
VPN-000618,2025-03-07T17:31:00+01:00,2025-03-07T17:32:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.6,788480
VPN-000619,2025-03-07T18:34:00+01:00,2025-03-07T18:35:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.55,636928
VPN-000620,2025-03-07T16:05:00+01:00,2025-03-07T16:06:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.40,586752
VPN-000621,2025-03-07T16:05:00+01:00,2025-03-07T16:06:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.28,500736
VPN-000622,2025-03-07T16:14:00+01:00,2025-03-07T16:15:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.7,66560
VPN-000623,2025-03-07T17:17:00+01:00,2025-03-07T17:18:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.57,624640
VPN-000624,2025-03-07T17:55:00+01:00,2025-03-07T17:56:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.27,718848
VPN-000625,2025-03-07T18:59:00+01:00,2025-03-07T19:00:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.89,382976
VPN-000626,2025-03-10T18:12:00+01:00,2025-03-10T18:13:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.83,791552
VPN-000627,2025-03-10T17:38:00+01:00,2025-03-10T17:39:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.27,886784
VPN-000628,2025-03-10T17:12:00+01:00,2025-03-10T17:13:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.5,494592
VPN-000629,2025-03-10T16:31:00+01:00,2025-03-10T16:32:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.73,143360
VPN-000630,2025-03-10T16:14:00+01:00,2025-03-10T16:15:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.79,225280
VPN-000631,2025-03-10T17:27:00+01:00,2025-03-10T17:28:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.43,717824
VPN-000632,2025-03-10T16:08:00+01:00,2025-03-10T16:09:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.77,782336
VPN-000633,2025-03-10T17:15:00+01:00,2025-03-10T17:16:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.37,76800
VPN-000634,2025-03-11T17:30:00+01:00,2025-03-11T17:31:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.68,811008
VPN-000635,2025-03-11T16:11:00+01:00,2025-03-11T16:12:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.90,384000
VPN-000636,2025-03-11T18:08:00+01:00,2025-03-11T18:09:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.60,630784
VPN-000637,2025-03-11T16:01:00+01:00,2025-03-11T16:02:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.15,131072
VPN-000638,2025-03-11T17:21:00+01:00,2025-03-11T17:22:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.6,883712
VPN-000639,2025-03-11T16:14:00+01:00,2025-03-11T16:15:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.91,215040
VPN-000640,2025-03-11T18:00:00+01:00,2025-03-11T18:01:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.12,717824
VPN-000641,2025-03-11T18:27:00+01:00,2025-03-11T18:28:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.72,817152
VPN-000642,2025-03-12T18:11:00+01:00,2025-03-12T18:12:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.83,560128
VPN-000643,2025-03-12T17:32:00+01:00,2025-03-12T17:33:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.52,743424
VPN-000644,2025-03-12T17:58:00+01:00,2025-03-12T18:00:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.22,392192
VPN-000645,2025-03-12T18:00:00+01:00,2025-03-12T18:01:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.62,43008
VPN-000646,2025-03-12T18:09:00+01:00,2025-03-12T18:10:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.71,869376
VPN-000647,2025-03-12T16:49:00+01:00,2025-03-12T16:50:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.90,501760
VPN-000648,2025-03-12T16:07:00+01:00,2025-03-12T16:08:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.55,856064
VPN-000649,2025-03-13T16:34:00+01:00,2025-03-13T16:35:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.46,911360
VPN-000650,2025-03-13T16:22:00+01:00,2025-03-13T16:23:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.16,119808
VPN-000651,2025-03-13T16:55:00+01:00,2025-03-13T16:56:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.26,739328
VPN-000652,2025-03-13T18:00:00+01:00,2025-03-13T18:01:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.11,138240
VPN-000653,2025-03-13T18:36:00+01:00,2025-03-13T18:37:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.99,614400
VPN-000654,2025-03-13T16:36:00+01:00,2025-03-13T16:37:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.82,559104
VPN-000655,2025-03-13T18:28:00+01:00,2025-03-13T18:29:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.7,31744
VPN-000656,2025-03-13T17:58:00+01:00,2025-03-13T18:00:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.31,786432
VPN-000657,2025-03-14T18:01:00+01:00,2025-03-14T18:02:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.21,485376
VPN-000658,2025-03-14T18:14:00+01:00,2025-03-14T18:15:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.38,431104
VPN-000659,2025-03-14T16:18:00+01:00,2025-03-14T16:19:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.62,567296
VPN-000660,2025-03-14T16:36:00+01:00,2025-03-14T16:37:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.52,271360
VPN-000661,2025-03-14T16:17:00+01:00,2025-03-14T16:18:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.13,202752
VPN-000662,2025-03-14T16:14:00+01:00,2025-03-14T16:15:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.87,531456
VPN-000663,2025-03-14T16:51:00+01:00,2025-03-14T16:52:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.38,49152
VPN-000664,2025-03-17T18:44:00+01:00,2025-03-17T18:45:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.52,32768
VPN-000665,2025-03-17T17:38:00+01:00,2025-03-17T17:39:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.6,308224
VPN-000666,2025-03-17T18:37:00+01:00,2025-03-17T18:38:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.40,912384
VPN-000667,2025-03-17T18:41:00+01:00,2025-03-17T18:42:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.89,30720
VPN-000668,2025-03-17T16:04:00+01:00,2025-03-17T16:05:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.91,349184
VPN-000669,2025-03-17T16:43:00+01:00,2025-03-17T16:44:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.82,130048
VPN-000670,2025-03-17T17:24:00+01:00,2025-03-17T17:25:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.46,390144
VPN-000671,2025-03-18T17:26:00+01:00,2025-03-18T17:27:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.23,65536
VPN-000672,2025-03-18T16:13:00+01:00,2025-03-18T16:14:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.89,414720
VPN-000673,2025-03-18T18:14:00+01:00,2025-03-18T18:15:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.24,523264
VPN-000674,2025-03-18T16:05:00+01:00,2025-03-18T16:06:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.31,732160
VPN-000675,2025-03-18T18:43:00+01:00,2025-03-18T18:44:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.2,692224
VPN-000676,2025-03-18T18:29:00+01:00,2025-03-18T18:30:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.66,23552
VPN-000677,2025-03-18T18:08:00+01:00,2025-03-18T18:09:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.80,380928
VPN-000678,2025-03-18T18:18:00+01:00,2025-03-18T18:19:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.49,705536
VPN-000679,2025-03-19T16:47:00+01:00,2025-03-19T16:48:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.73,894976
VPN-000680,2025-03-19T17:00:00+01:00,2025-03-19T17:01:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.39,371712
VPN-000681,2025-03-19T18:04:00+01:00,2025-03-19T18:05:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.40,701440
VPN-000682,2025-03-19T18:32:00+01:00,2025-03-19T18:33:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.85,615424
VPN-000683,2025-03-19T16:52:00+01:00,2025-03-19T16:53:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.44,516096
VPN-000684,2025-03-20T18:14:00+01:00,2025-03-20T18:15:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.70,586752
VPN-000685,2025-03-20T16:29:00+01:00,2025-03-20T16:30:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.24,614400
VPN-000686,2025-03-20T16:41:00+01:00,2025-03-20T16:42:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.37,332800
VPN-000687,2025-03-20T18:20:00+01:00,2025-03-20T18:21:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.30,437248
VPN-000688,2025-03-20T17:26:00+01:00,2025-03-20T17:27:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.31,579584
VPN-000689,2025-03-20T17:17:00+01:00,2025-03-20T17:18:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.62,422912
VPN-000690,2025-03-20T16:33:00+01:00,2025-03-20T16:34:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.88,828416
VPN-000691,2025-03-20T16:49:00+01:00,2025-03-20T16:50:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.19,700416
VPN-000692,2025-03-21T16:35:00+01:00,2025-03-21T16:36:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.55,470016
VPN-000693,2025-03-21T16:36:00+01:00,2025-03-21T16:37:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.76,365568
VPN-000694,2025-03-21T17:58:00+01:00,2025-03-21T18:00:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.21,777216
VPN-000695,2025-03-21T16:36:00+01:00,2025-03-21T16:37:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.45,112640
VPN-000696,2025-03-21T18:53:00+01:00,2025-03-21T18:54:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.61,845824
VPN-000697,2025-03-21T16:33:00+01:00,2025-03-21T16:34:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.83,43008
VPN-000698,2025-03-21T18:40:00+01:00,2025-03-21T18:41:00+01:00,P.NILSSON,gw-sthlm-01,10.24.12.77,463872
VPN-000699,2025-03-24T17:54:00+01:00,2025-03-24T17:55:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.95,536576
VPN-000700,2025-03-24T17:44:00+01:00,2025-03-24T17:45:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.19,49152
VPN-000701,2025-03-24T16:38:00+01:00,2025-03-24T16:39:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.84,123904
VPN-000702,2025-03-24T17:51:00+01:00,2025-03-24T17:52:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.98,260096
VPN-000703,2025-03-24T17:19:00+01:00,2025-03-24T17:20:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.43,668672
VPN-000704,2025-03-24T18:54:00+01:00,2025-03-24T18:55:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.31,248832
VPN-000705,2025-03-24T17:52:00+01:00,2025-03-24T17:53:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.75,101376
VPN-000706,2025-03-25T16:24:00+01:00,2025-03-25T16:25:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.79,45056
VPN-000707,2025-03-25T17:13:00+01:00,2025-03-25T17:14:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.33,581632
VPN-000708,2025-03-25T18:29:00+01:00,2025-03-25T18:30:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.62,304128
VPN-000709,2025-03-25T17:44:00+01:00,2025-03-25T17:45:00+01:00,K.HANSEN,gw-sthlm-01,10.24.11.43,677888
VPN-000710,2025-03-25T18:34:00+01:00,2025-03-25T18:35:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.6,453632
VPN-000711,2025-03-25T18:56:00+01:00,2025-03-25T18:57:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.94,104448
VPN-000712,2025-03-25T17:10:00+01:00,2025-03-25T17:11:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.76,587776
VPN-000713,2025-03-26T16:40:00+01:00,2025-03-26T16:41:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.60,76800
VPN-000714,2025-03-26T17:34:00+01:00,2025-03-26T17:35:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.10,399360
VPN-000715,2025-03-26T16:17:00+01:00,2025-03-26T16:18:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.12.40,292864
VPN-000716,2025-03-26T17:52:00+01:00,2025-03-26T17:53:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.75,798720
VPN-000717,2025-03-26T17:58:00+01:00,2025-03-26T18:00:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.69,390144
VPN-000718,2025-03-27T17:12:00+01:00,2025-03-27T17:13:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.73,376832
VPN-000719,2025-03-27T18:26:00+01:00,2025-03-27T18:27:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.61,779264
VPN-000720,2025-03-27T17:02:00+01:00,2025-03-27T17:03:00+01:00,H.MOLIN,gw-sthlm-01,10.24.11.6,81920
VPN-000721,2025-03-27T18:40:00+01:00,2025-03-27T18:41:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.36,343040
VPN-000722,2025-03-27T18:20:00+01:00,2025-03-27T18:21:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.97,345088
VPN-000723,2025-03-27T18:33:00+01:00,2025-03-27T18:34:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.40,484352
VPN-000724,2025-03-27T18:13:00+01:00,2025-03-27T18:14:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.87,78848
VPN-000725,2025-03-28T18:44:00+01:00,2025-03-28T18:45:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.12.29,911360
VPN-000726,2025-03-28T16:03:00+01:00,2025-03-28T16:04:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.97,258048
VPN-000727,2025-03-28T18:19:00+01:00,2025-03-28T18:20:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.30,612352
VPN-000728,2025-03-28T18:15:00+01:00,2025-03-28T18:16:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.22,671744
VPN-000729,2025-03-28T17:03:00+01:00,2025-03-28T17:04:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.11.61,532480
VPN-000730,2025-03-28T18:06:00+01:00,2025-03-28T18:07:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.18,328704
VPN-000731,2025-03-28T16:32:00+01:00,2025-03-28T16:33:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.73,747520
VPN-000732,2025-03-31T18:03:00+01:00,2025-03-31T18:04:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.39,734208
VPN-000733,2025-03-31T16:51:00+01:00,2025-03-31T16:52:00+01:00,F.WALLIN,gw-sthlm-01,10.24.11.82,419840
VPN-000734,2025-03-31T17:28:00+01:00,2025-03-31T17:29:00+01:00,H.MOLIN,gw-sthlm-01,10.24.12.10,24576
VPN-000735,2025-03-31T16:36:00+01:00,2025-03-31T16:37:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.70,755712
VPN-000736,2025-03-31T16:45:00+01:00,2025-03-31T16:46:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.87,748544
VPN-000737,2025-03-31T17:38:00+01:00,2025-03-31T17:39:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.36,309248
VPN-000738,2025-03-31T18:28:00+01:00,2025-03-31T18:29:00+01:00,M.OHLIN,gw-sthlm-01,10.24.11.60,73728
VPN-000739,2025-03-31T17:29:00+01:00,2025-03-31T17:30:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.94,433152
VPN-000740,2025-04-01T17:52:00+01:00,2025-04-01T17:53:00+01:00,F.WALLIN,gw-sthlm-01,10.24.12.9,800768
VPN-000741,2025-04-01T18:13:00+01:00,2025-04-01T18:14:00+01:00,K.HANSEN,gw-sthlm-01,10.24.12.85,770048
VPN-000742,2025-04-01T17:58:00+01:00,2025-04-01T18:00:00+01:00,K.LINDQVIST,gw-sthlm-01,10.24.11.93,690176
VPN-000743,2025-04-01T16:20:00+01:00,2025-04-01T16:21:00+01:00,L.SANDBERG,gw-sthlm-01,10.24.12.62,607232
VPN-000744,2025-04-01T17:57:00+01:00,2025-04-01T17:58:00+01:00,M.OHLIN,gw-sthlm-01,10.24.12.78,322560
VPN-000745,2025-04-01T18:57:00+01:00,2025-04-01T18:58:00+01:00,P.NILSSON,gw-sthlm-01,10.24.11.12,878592
VPN-000746,2025-04-02T16:43:00+01:00,2025-04-02T16:44:00+01:00,A.PALMBERG,gw-sthlm-01,10.24.11.24,208896
