invoice_id,vendor_rank,vendor_name,entity_code,invoice_date,period,amount_sek,cadence,msa_id,status,bank_movement_id,diversion_ref
INV-001328,29,Skanska AB,VG-SE9,2025-12-01,2025-12,769224.67,monthly,MSA-0029,ok,BNK-001328,
INV-001329,30,NCC AB,VG-SE10,2022-01-01,2022-01,744069.67,monthly,MSA-0030,ok,BNK-001329,
INV-001330,30,NCC AB,VG-SE10,2022-02-01,2022-02,744171.67,monthly,MSA-0030,ok,BNK-001330,
INV-001331,30,NCC AB,VG-SE10,2022-03-01,2022-03,742134.67,monthly,MSA-0030,ok,BNK-001331,
INV-001332,30,NCC AB,VG-SE10,2022-04-01,2022-04,743908.67,monthly,MSA-0030,ok,BNK-001332,
INV-001333,30,NCC AB,VG-SE10,2022-05-01,2022-05,739415.67,monthly,MSA-0030,ok,BNK-001333,
INV-001334,30,NCC AB,VG-SE10,2022-06-01,2022-06,737870.67,monthly,MSA-0030,ok,BNK-001334,
INV-001335,30,NCC AB,VG-SE10,2022-07-01,2022-07,744287.67,monthly,MSA-0030,ok,BNK-001335,
INV-001336,30,NCC AB,VG-SE10,2022-08-01,2022-08,742709.67,monthly,MSA-0030,ok,BNK-001336,
INV-001337,30,NCC AB,VG-SE10,2022-09-01,2022-09,745528.67,monthly,MSA-0030,ok,BNK-001337,
INV-001338,30,NCC AB,VG-SE10,2022-10-01,2022-10,740231.67,monthly,MSA-0030,ok,BNK-001338,
INV-001339,30,NCC AB,VG-SE10,2022-11-01,2022-11,741577.67,monthly,MSA-0030,ok,BNK-001339,
INV-001340,30,NCC AB,VG-SE10,2022-12-01,2022-12,741489.67,monthly,MSA-0030,ok,BNK-001340,
INV-001341,30,NCC AB,VG-SE10,2023-01-01,2023-01,741143.67,monthly,MSA-0030,ok,BNK-001341,
INV-001342,30,NCC AB,VG-SE10,2023-02-01,2023-02,738464.67,monthly,MSA-0030,ok,BNK-001342,
INV-001343,30,NCC AB,VG-SE10,2023-03-01,2023-03,740349.67,monthly,MSA-0030,ok,BNK-001343,
INV-001344,30,NCC AB,VG-SE10,2023-04-01,2023-04,740505.67,monthly,MSA-0030,ok,BNK-001344,
INV-001345,30,NCC AB,VG-SE10,2023-05-01,2023-05,738218.67,monthly,MSA-0030,ok,BNK-001345,
INV-001346,30,NCC AB,VG-SE10,2023-06-01,2023-06,738852.67,monthly,MSA-0030,ok,BNK-001346,
INV-001347,30,NCC AB,VG-SE10,2023-07-01,2023-07,738322.67,monthly,MSA-0030,ok,BNK-001347,
INV-001348,30,NCC AB,VG-SE10,2023-08-01,2023-08,739675.67,monthly,MSA-0030,ok,BNK-001348,
INV-001349,30,NCC AB,VG-SE10,2023-09-01,2023-09,744474.67,monthly,MSA-0030,ok,BNK-001349,
INV-001350,30,NCC AB,VG-SE10,2023-10-01,2023-10,742545.67,monthly,MSA-0030,ok,BNK-001350,
INV-001351,30,NCC AB,VG-SE10,2023-11-01,2023-11,738033.67,monthly,MSA-0030,ok,BNK-001351,
INV-001352,30,NCC AB,VG-SE10,2023-12-01,2023-12,744425.67,monthly,MSA-0030,ok,BNK-001352,
INV-001353,30,NCC AB,VG-SE10,2024-01-01,2024-01,744199.67,monthly,MSA-0030,ok,BNK-001353,
INV-001354,30,NCC AB,VG-SE10,2024-02-01,2024-02,743490.67,monthly,MSA-0030,ok,BNK-001354,
INV-001355,30,NCC AB,VG-SE10,2024-03-01,2024-03,742961.67,monthly,MSA-0030,ok,BNK-001355,
INV-001356,30,NCC AB,VG-SE10,2024-04-01,2024-04,745052.67,monthly,MSA-0030,ok,BNK-001356,
INV-001357,30,NCC AB,VG-SE10,2024-05-01,2024-05,745092.67,monthly,MSA-0030,ok,BNK-001357,
INV-001358,30,NCC AB,VG-SE10,2024-06-01,2024-06,745217.67,monthly,MSA-0030,ok,BNK-001358,
INV-001359,30,NCC AB,VG-SE10,2024-07-01,2024-07,743901.67,monthly,MSA-0030,ok,BNK-001359,
INV-001360,30,NCC AB,VG-SE10,2024-08-01,2024-08,739068.67,monthly,MSA-0030,ok,BNK-001360,
INV-001361,30,NCC AB,VG-SE10,2024-09-01,2024-09,741849.67,monthly,MSA-0030,ok,BNK-001361,
INV-001362,30,NCC AB,VG-SE10,2024-10-01,2024-10,740750.67,monthly,MSA-0030,ok,BNK-001362,
INV-001363,30,NCC AB,VG-SE10,2024-11-01,2024-11,737753.67,monthly,MSA-0030,ok,BNK-001363,
INV-001364,30,NCC AB,VG-SE10,2024-12-01,2024-12,740391.67,monthly,MSA-0030,ok,BNK-001364,
INV-001365,30,NCC AB,VG-SE10,2025-01-01,2025-01,742556.67,monthly,MSA-0030,ok,BNK-001365,
INV-001366,30,NCC AB,VG-SE10,2025-02-01,2025-02,739109.67,monthly,MSA-0030,ok,BNK-001366,
INV-001367,30,NCC AB,VG-SE10,2025-03-01,2025-03,744475.67,monthly,MSA-0030,ok,BNK-001367,
INV-001368,30,NCC AB,VG-SE10,2025-04-01,2025-04,740197.67,monthly,MSA-0030,ok,BNK-001368,
INV-001369,30,NCC AB,VG-SE10,2025-05-01,2025-05,740341.67,monthly,MSA-0030,ok,BNK-001369,
INV-001370,30,NCC AB,VG-SE10,2025-06-01,2025-06,745279.67,monthly,MSA-0030,ok,BNK-001370,
INV-001371,30,NCC AB,VG-SE10,2025-07-01,2025-07,742786.67,monthly,MSA-0030,ok,BNK-001371,
INV-001372,30,NCC AB,VG-SE10,2025-08-01,2025-08,744203.67,monthly,MSA-0030,ok,BNK-001372,
INV-001373,30,NCC AB,VG-SE10,2025-09-01,2025-09,738396.67,monthly,MSA-0030,ok,BNK-001373,
INV-001374,30,NCC AB,VG-SE10,2025-10-01,2025-10,743165.67,monthly,MSA-0030,ok,BNK-001374,
INV-001375,30,NCC AB,VG-SE10,2025-11-01,2025-11,738679.67,monthly,MSA-0030,ok,BNK-001375,
INV-001376,30,NCC AB,VG-SE10,2025-12-01,2025-12,742918.67,monthly,MSA-0030,ok,BNK-001376,
INV-001377,31,Peab AB,VG-SE11,2022-01-01,2022-01,715192.67,monthly,MSA-0031,ok,BNK-001377,
INV-001378,31,Peab AB,VG-SE11,2022-02-01,2022-02,713226.67,monthly,MSA-0031,ok,BNK-001378,
INV-001379,31,Peab AB,VG-SE11,2022-03-01,2022-03,714059.67,monthly,MSA-0031,ok,BNK-001379,
INV-001380,31,Peab AB,VG-SE11,2022-04-01,2022-04,716154.67,monthly,MSA-0031,ok,BNK-001380,
INV-001381,31,Peab AB,VG-SE11,2022-05-01,2022-05,713746.67,monthly,MSA-0031,ok,BNK-001381,
INV-001382,31,Peab AB,VG-SE11,2022-06-01,2022-06,718266.67,monthly,MSA-0031,ok,BNK-001382,
INV-001383,31,Peab AB,VG-SE11,2022-07-01,2022-07,720282.67,monthly,MSA-0031,ok,BNK-001383,
INV-001384,31,Peab AB,VG-SE11,2022-08-01,2022-08,715613.67,monthly,MSA-0031,ok,BNK-001384,
INV-001385,31,Peab AB,VG-SE11,2022-09-01,2022-09,715930.67,monthly,MSA-0031,ok,BNK-001385,
INV-001386,31,Peab AB,VG-SE11,2022-10-01,2022-10,718685.67,monthly,MSA-0031,ok,BNK-001386,
INV-001387,31,Peab AB,VG-SE11,2022-11-01,2022-11,717293.67,monthly,MSA-0031,ok,BNK-001387,
INV-001388,31,Peab AB,VG-SE11,2022-12-01,2022-12,719753.67,monthly,MSA-0031,ok,BNK-001388,
INV-001389,31,Peab AB,VG-SE11,2023-01-01,2023-01,712877.67,monthly,MSA-0031,ok,BNK-001389,
INV-001390,31,Peab AB,VG-SE11,2023-02-01,2023-02,717359.67,monthly,MSA-0031,ok,BNK-001390,
INV-001391,31,Peab AB,VG-SE11,2023-03-01,2023-03,715487.67,monthly,MSA-0031,ok,BNK-001391,
INV-001392,31,Peab AB,VG-SE11,2023-04-01,2023-04,720056.67,monthly,MSA-0031,ok,BNK-001392,
INV-001393,31,Peab AB,VG-SE11,2023-05-01,2023-05,718632.67,monthly,MSA-0031,ok,BNK-001393,
INV-001394,31,Peab AB,VG-SE11,2023-06-01,2023-06,718625.67,monthly,MSA-0031,ok,BNK-001394,
INV-001395,31,Peab AB,VG-SE11,2023-07-01,2023-07,718941.67,monthly,MSA-0031,ok,BNK-001395,
INV-001396,31,Peab AB,VG-SE11,2023-08-01,2023-08,713307.67,monthly,MSA-0031,ok,BNK-001396,
INV-001397,31,Peab AB,VG-SE11,2023-09-01,2023-09,715615.67,monthly,MSA-0031,ok,BNK-001397,
INV-001398,31,Peab AB,VG-SE11,2023-10-01,2023-10,719875.67,monthly,MSA-0031,ok,BNK-001398,
INV-001399,31,Peab AB,VG-SE11,2023-11-01,2023-11,719762.67,monthly,MSA-0031,ok,BNK-001399,
INV-001400,31,Peab AB,VG-SE11,2023-12-01,2023-12,715349.67,monthly,MSA-0031,ok,BNK-001400,
INV-001401,31,Peab AB,VG-SE11,2024-01-01,2024-01,720490.67,monthly,MSA-0031,ok,BNK-001401,
INV-001402,31,Peab AB,VG-SE11,2024-02-01,2024-02,713661.67,monthly,MSA-0031,ok,BNK-001402,
INV-001403,31,Peab AB,VG-SE11,2024-03-01,2024-03,717475.67,monthly,MSA-0031,ok,BNK-001403,
INV-001404,31,Peab AB,VG-SE11,2024-04-01,2024-04,716642.67,monthly,MSA-0031,ok,BNK-001404,
INV-001405,31,Peab AB,VG-SE11,2024-05-01,2024-05,715832.67,monthly,MSA-0031,ok,BNK-001405,
INV-001406,31,Peab AB,VG-SE11,2024-06-01,2024-06,719426.67,monthly,MSA-0031,ok,BNK-001406,
INV-001407,31,Peab AB,VG-SE11,2024-07-01,2024-07,717528.67,monthly,MSA-0031,ok,BNK-001407,
INV-001408,31,Peab AB,VG-SE11,2024-08-01,2024-08,720485.67,monthly,MSA-0031,ok,BNK-001408,
INV-001409,31,Peab AB,VG-SE11,2024-09-01,2024-09,720413.67,monthly,MSA-0031,ok,BNK-001409,
INV-001410,31,Peab AB,VG-SE11,2024-10-01,2024-10,713589.67,monthly,MSA-0031,ok,BNK-001410,
INV-001411,31,Peab AB,VG-SE11,2024-11-01,2024-11,714449.67,monthly,MSA-0031,ok,BNK-001411,
INV-001412,31,Peab AB,VG-SE11,2024-12-01,2024-12,717133.67,monthly,MSA-0031,ok,BNK-001412,
INV-001413,31,Peab AB,VG-SE11,2025-01-01,2025-01,716118.67,monthly,MSA-0031,ok,BNK-001413,
INV-001414,31,Peab AB,VG-SE11,2025-02-01,2025-02,715933.67,monthly,MSA-0031,ok,BNK-001414,
INV-001415,31,Peab AB,VG-SE11,2025-03-01,2025-03,715355.67,monthly,MSA-0031,ok,BNK-001415,
INV-001416,31,Peab AB,VG-SE11,2025-04-01,2025-04,712687.67,monthly,MSA-0031,ok,BNK-001416,
INV-001417,31,Peab AB,VG-SE11,2025-05-01,2025-05,718598.67,monthly,MSA-0031,ok,BNK-001417,
INV-001418,31,Peab AB,VG-SE11,2025-06-01,2025-06,717788.67,monthly,MSA-0031,ok,BNK-001418,
INV-001419,31,Peab AB,VG-SE11,2025-07-01,2025-07,718755.67,monthly,MSA-0031,ok,BNK-001419,
INV-001420,31,Peab AB,VG-SE11,2025-08-01,2025-08,713892.67,monthly,MSA-0031,ok,BNK-001420,
INV-001421,31,Peab AB,VG-SE11,2025-09-01,2025-09,719549.67,monthly,MSA-0031,ok,BNK-001421,
INV-001422,31,Peab AB,VG-SE11,2025-10-01,2025-10,717653.67,monthly,MSA-0031,ok,BNK-001422,
INV-001423,31,Peab AB,VG-SE11,2025-11-01,2025-11,718835.67,monthly,MSA-0031,ok,BNK-001423,
INV-001424,31,Peab AB,VG-SE11,2025-12-01,2025-12,714960.67,monthly,MSA-0031,ok,BNK-001424,
INV-001425,32,JM AB,VG-SE12,2022-01-01,2022-01,693274.67,monthly,MSA-0032,ok,BNK-001425,
INV-001426,32,JM AB,VG-SE12,2022-02-01,2022-02,691300.67,monthly,MSA-0032,ok,BNK-001426,
INV-001427,32,JM AB,VG-SE12,2022-03-01,2022-03,692967.67,monthly,MSA-0032,ok,BNK-001427,
INV-001428,32,JM AB,VG-SE12,2022-04-01,2022-04,691968.67,monthly,MSA-0032,ok,BNK-001428,
INV-001429,32,JM AB,VG-SE12,2022-05-01,2022-05,694700.67,monthly,MSA-0032,ok,BNK-001429,
INV-001430,32,JM AB,VG-SE12,2022-06-01,2022-06,690778.67,monthly,MSA-0032,ok,BNK-001430,
INV-001431,32,JM AB,VG-SE12,2022-07-01,2022-07,691176.67,monthly,MSA-0032,ok,BNK-001431,
INV-001432,32,JM AB,VG-SE12,2022-08-01,2022-08,690540.67,monthly,MSA-0032,ok,BNK-001432,
INV-001433,32,JM AB,VG-SE12,2022-09-01,2022-09,694469.67,monthly,MSA-0032,ok,BNK-001433,
INV-001434,32,JM AB,VG-SE12,2022-10-01,2022-10,692615.67,monthly,MSA-0032,ok,BNK-001434,
INV-001435,32,JM AB,VG-SE12,2022-11-01,2022-11,693299.67,monthly,MSA-0032,ok,BNK-001435,
INV-001436,32,JM AB,VG-SE12,2022-12-01,2022-12,689174.67,monthly,MSA-0032,ok,BNK-001436,
INV-001437,32,JM AB,VG-SE12,2023-01-01,2023-01,694015.67,monthly,MSA-0032,ok,BNK-001437,
INV-001438,32,JM AB,VG-SE12,2023-02-01,2023-02,687990.67,monthly,MSA-0032,ok,BNK-001438,
INV-001439,32,JM AB,VG-SE12,2023-03-01,2023-03,694992.67,monthly,MSA-0032,ok,BNK-001439,
INV-001440,32,JM AB,VG-SE12,2023-04-01,2023-04,690242.67,monthly,MSA-0032,ok,BNK-001440,
INV-001441,32,JM AB,VG-SE12,2023-05-01,2023-05,693723.67,monthly,MSA-0032,ok,BNK-001441,
INV-001442,32,JM AB,VG-SE12,2023-06-01,2023-06,691387.67,monthly,MSA-0032,ok,BNK-001442,
INV-001443,32,JM AB,VG-SE12,2023-07-01,2023-07,690826.67,monthly,MSA-0032,ok,BNK-001443,
INV-001444,32,JM AB,VG-SE12,2023-08-01,2023-08,692873.67,monthly,MSA-0032,ok,BNK-001444,
INV-001445,32,JM AB,VG-SE12,2023-09-01,2023-09,688838.67,monthly,MSA-0032,ok,BNK-001445,
INV-001446,32,JM AB,VG-SE12,2023-10-01,2023-10,693190.67,monthly,MSA-0032,ok,BNK-001446,
INV-001447,32,JM AB,VG-SE12,2023-11-01,2023-11,690526.67,monthly,MSA-0032,ok,BNK-001447,
INV-001448,32,JM AB,VG-SE12,2023-12-01,2023-12,695347.67,monthly,MSA-0032,ok,BNK-001448,
INV-001449,32,JM AB,VG-SE12,2024-01-01,2024-01,692671.67,monthly,MSA-0032,ok,BNK-001449,
INV-001450,32,JM AB,VG-SE12,2024-02-01,2024-02,688655.67,monthly,MSA-0032,ok,BNK-001450,
INV-001451,32,JM AB,VG-SE12,2024-03-01,2024-03,691301.67,monthly,MSA-0032,ok,BNK-001451,
INV-001452,32,JM AB,VG-SE12,2024-04-01,2024-04,689019.67,monthly,MSA-0032,ok,BNK-001452,
INV-001453,32,JM AB,VG-SE12,2024-05-01,2024-05,688235.67,monthly,MSA-0032,ok,BNK-001453,
INV-001454,32,JM AB,VG-SE12,2024-06-01,2024-06,690686.67,monthly,MSA-0032,ok,BNK-001454,
INV-001455,32,JM AB,VG-SE12,2024-07-01,2024-07,693701.67,monthly,MSA-0032,ok,BNK-001455,
INV-001456,32,JM AB,VG-SE12,2024-08-01,2024-08,694324.67,monthly,MSA-0032,ok,BNK-001456,
INV-001457,32,JM AB,VG-SE12,2024-09-01,2024-09,695628.67,monthly,MSA-0032,ok,BNK-001457,
INV-001458,32,JM AB,VG-SE12,2024-10-01,2024-10,695466.67,monthly,MSA-0032,ok,BNK-001458,
INV-001459,32,JM AB,VG-SE12,2024-11-01,2024-11,693457.67,monthly,MSA-0032,ok,BNK-001459,
INV-001460,32,JM AB,VG-SE12,2024-12-01,2024-12,694478.67,monthly,MSA-0032,ok,BNK-001460,
INV-001461,32,JM AB,VG-SE12,2025-01-01,2025-01,691090.67,monthly,MSA-0032,ok,BNK-001461,
INV-001462,32,JM AB,VG-SE12,2025-02-01,2025-02,692119.67,monthly,MSA-0032,ok,BNK-001462,
INV-001463,32,JM AB,VG-SE12,2025-03-01,2025-03,695052.67,monthly,MSA-0032,ok,BNK-001463,
INV-001464,32,JM AB,VG-SE12,2025-04-01,2025-04,693407.67,monthly,MSA-0032,ok,BNK-001464,
INV-001465,32,JM AB,VG-SE12,2025-05-01,2025-05,694621.67,monthly,MSA-0032,ok,BNK-001465,
INV-001466,32,JM AB,VG-SE12,2025-06-01,2025-06,691503.67,monthly,MSA-0032,ok,BNK-001466,
INV-001467,32,JM AB,VG-SE12,2025-07-01,2025-07,687835.67,monthly,MSA-0032,ok,BNK-001467,
INV-001468,32,JM AB,VG-SE12,2025-08-01,2025-08,694292.67,monthly,MSA-0032,ok,BNK-001468,
INV-001469,32,JM AB,VG-SE12,2025-09-01,2025-09,688404.67,monthly,MSA-0032,ok,BNK-001469,
INV-001470,32,JM AB,VG-SE12,2025-10-01,2025-10,690025.67,monthly,MSA-0032,ok,BNK-001470,
INV-001471,32,JM AB,VG-SE12,2025-11-01,2025-11,689705.67,monthly,MSA-0032,ok,BNK-001471,
INV-001472,32,JM AB,VG-SE12,2025-12-01,2025-12,689267.67,monthly,MSA-0032,ok,BNK-001472,
INV-001473,33,SKF AB,VG-SE13,2022-01-01,2022-01,669441.67,monthly,MSA-0033,ok,BNK-001473,
INV-001474,33,SKF AB,VG-SE13,2022-02-01,2022-02,665265.67,monthly,MSA-0033,ok,BNK-001474,
INV-001475,33,SKF AB,VG-SE13,2022-03-01,2022-03,669647.67,monthly,MSA-0033,ok,BNK-001475,
INV-001476,33,SKF AB,VG-SE13,2022-04-01,2022-04,663999.67,monthly,MSA-0033,ok,BNK-001476,
INV-001477,33,SKF AB,VG-SE13,2022-05-01,2022-05,664830.67,monthly,MSA-0033,ok,BNK-001477,
INV-001478,33,SKF AB,VG-SE13,2022-06-01,2022-06,669103.67,monthly,MSA-0033,ok,BNK-001478,
INV-001479,33,SKF AB,VG-SE13,2022-07-01,2022-07,663559.67,monthly,MSA-0033,ok,BNK-001479,
INV-001480,33,SKF AB,VG-SE13,2022-08-01,2022-08,666968.67,monthly,MSA-0033,ok,BNK-001480,
INV-001481,33,SKF AB,VG-SE13,2022-09-01,2022-09,663834.67,monthly,MSA-0033,ok,BNK-001481,
INV-001482,33,SKF AB,VG-SE13,2022-10-01,2022-10,664656.67,monthly,MSA-0033,ok,BNK-001482,
INV-001483,33,SKF AB,VG-SE13,2022-11-01,2022-11,665420.67,monthly,MSA-0033,ok,BNK-001483,
INV-001484,33,SKF AB,VG-SE13,2022-12-01,2022-12,666686.67,monthly,MSA-0033,ok,BNK-001484,
INV-001485,33,SKF AB,VG-SE13,2023-01-01,2023-01,665424.67,monthly,MSA-0033,ok,BNK-001485,
INV-001486,33,SKF AB,VG-SE13,2023-02-01,2023-02,663968.67,monthly,MSA-0033,ok,BNK-001486,
INV-001487,33,SKF AB,VG-SE13,2023-03-01,2023-03,662934.67,monthly,MSA-0033,ok,BNK-001487,
INV-001488,33,SKF AB,VG-SE13,2023-04-01,2023-04,667470.67,monthly,MSA-0033,ok,BNK-001488,
INV-001489,33,SKF AB,VG-SE13,2023-05-01,2023-05,669993.67,monthly,MSA-0033,ok,BNK-001489,
INV-001490,33,SKF AB,VG-SE13,2023-06-01,2023-06,667350.67,monthly,MSA-0033,ok,BNK-001490,
INV-001491,33,SKF AB,VG-SE13,2023-07-01,2023-07,668511.67,monthly,MSA-0033,ok,BNK-001491,
INV-001492,33,SKF AB,VG-SE13,2023-08-01,2023-08,662700.67,monthly,MSA-0033,ok,BNK-001492,
INV-001493,33,SKF AB,VG-SE13,2023-09-01,2023-09,667312.67,monthly,MSA-0033,ok,BNK-001493,
INV-001494,33,SKF AB,VG-SE13,2023-10-01,2023-10,668717.67,monthly,MSA-0033,ok,BNK-001494,
INV-001495,33,SKF AB,VG-SE13,2023-11-01,2023-11,668437.67,monthly,MSA-0033,ok,BNK-001495,
INV-001496,33,SKF AB,VG-SE13,2023-12-01,2023-12,667241.67,monthly,MSA-0033,ok,BNK-001496,
INV-001497,33,SKF AB,VG-SE13,2024-01-01,2024-01,665785.67,monthly,MSA-0033,ok,BNK-001497,
INV-001498,33,SKF AB,VG-SE13,2024-02-01,2024-02,670220.67,monthly,MSA-0033,ok,BNK-001498,
INV-001499,33,SKF AB,VG-SE13,2024-03-01,2024-03,669199.67,monthly,MSA-0033,ok,BNK-001499,
INV-001500,33,SKF AB,VG-SE13,2024-04-01,2024-04,663019.67,monthly,MSA-0033,ok,BNK-001500,
INV-001501,33,SKF AB,VG-SE13,2024-05-01,2024-05,663171.67,monthly,MSA-0033,ok,BNK-001501,
INV-001502,33,SKF AB,VG-SE13,2024-06-01,2024-06,670115.67,monthly,MSA-0033,ok,BNK-001502,
INV-001503,33,SKF AB,VG-SE13,2024-07-01,2024-07,670527.67,monthly,MSA-0033,ok,BNK-001503,
INV-001504,33,SKF AB,VG-SE13,2024-08-01,2024-08,668169.67,monthly,MSA-0033,ok,BNK-001504,
INV-001505,33,SKF AB,VG-SE13,2024-09-01,2024-09,664595.67,monthly,MSA-0033,ok,BNK-001505,
INV-001506,33,SKF AB,VG-SE13,2024-10-01,2024-10,666182.67,monthly,MSA-0033,ok,BNK-001506,
INV-001507,33,SKF AB,VG-SE13,2024-11-01,2024-11,666505.67,monthly,MSA-0033,ok,BNK-001507,
INV-001508,33,SKF AB,VG-SE13,2024-12-01,2024-12,666099.67,monthly,MSA-0033,ok,BNK-001508,
INV-001509,33,SKF AB,VG-SE13,2025-01-01,2025-01,670338.67,monthly,MSA-0033,ok,BNK-001509,
INV-001510,33,SKF AB,VG-SE13,2025-02-01,2025-02,670296.67,monthly,MSA-0033,ok,BNK-001510,
INV-001511,33,SKF AB,VG-SE13,2025-03-01,2025-03,664942.67,monthly,MSA-0033,ok,BNK-001511,
INV-001512,33,SKF AB,VG-SE13,2025-04-01,2025-04,664139.67,monthly,MSA-0033,ok,BNK-001512,
INV-001513,33,SKF AB,VG-SE13,2025-05-01,2025-05,668067.67,monthly,MSA-0033,ok,BNK-001513,
INV-001514,33,SKF AB,VG-SE13,2025-06-01,2025-06,668130.67,monthly,MSA-0033,ok,BNK-001514,
INV-001515,33,SKF AB,VG-SE13,2025-07-01,2025-07,668524.67,monthly,MSA-0033,ok,BNK-001515,
INV-001516,33,SKF AB,VG-SE13,2025-08-01,2025-08,667361.67,monthly,MSA-0033,ok,BNK-001516,
INV-001517,33,SKF AB,VG-SE13,2025-09-01,2025-09,669587.67,monthly,MSA-0033,ok,BNK-001517,
INV-001518,33,SKF AB,VG-SE13,2025-10-01,2025-10,667963.67,monthly,MSA-0033,ok,BNK-001518,
INV-001519,33,SKF AB,VG-SE13,2025-11-01,2025-11,669713.67,monthly,MSA-0033,ok,BNK-001519,
INV-001520,33,SKF AB,VG-SE13,2025-12-01,2025-12,662822.67,monthly,MSA-0033,ok,BNK-001520,
INV-001521,34,Autoliv Sverige AB,VG-SE14,2022-01-01,2022-01,652702.0,monthly,MSA-0034,ok,BNK-001521,
INV-001522,34,Autoliv Sverige AB,VG-SE14,2022-02-01,2022-02,648269.0,monthly,MSA-0034,ok,BNK-001522,
INV-001523,34,Autoliv Sverige AB,VG-SE14,2022-03-01,2022-03,651075.0,monthly,MSA-0034,ok,BNK-001523,
INV-001524,34,Autoliv Sverige AB,VG-SE14,2022-04-01,2022-04,650137.0,monthly,MSA-0034,ok,BNK-001524,
INV-001525,34,Autoliv Sverige AB,VG-SE14,2022-05-01,2022-05,647568.0,monthly,MSA-0034,ok,BNK-001525,
INV-001526,34,Autoliv Sverige AB,VG-SE14,2022-06-01,2022-06,652774.0,monthly,MSA-0034,ok,BNK-001526,
INV-001527,34,Autoliv Sverige AB,VG-SE14,2022-07-01,2022-07,652912.0,monthly,MSA-0034,ok,BNK-001527,
INV-001528,34,Autoliv Sverige AB,VG-SE14,2022-08-01,2022-08,652651.0,monthly,MSA-0034,ok,BNK-001528,
INV-001529,34,Autoliv Sverige AB,VG-SE14,2022-09-01,2022-09,650511.0,monthly,MSA-0034,ok,BNK-001529,
INV-001530,34,Autoliv Sverige AB,VG-SE14,2022-10-01,2022-10,646194.0,monthly,MSA-0034,ok,BNK-001530,
INV-001531,34,Autoliv Sverige AB,VG-SE14,2022-11-01,2022-11,650172.0,monthly,MSA-0034,ok,BNK-001531,
INV-001532,34,Autoliv Sverige AB,VG-SE14,2022-12-01,2022-12,652797.0,monthly,MSA-0034,ok,BNK-001532,
INV-001533,34,Autoliv Sverige AB,VG-SE14,2023-01-01,2023-01,650105.0,monthly,MSA-0034,ok,BNK-001533,
INV-001534,34,Autoliv Sverige AB,VG-SE14,2023-02-01,2023-02,648625.0,monthly,MSA-0034,ok,BNK-001534,
INV-001535,34,Autoliv Sverige AB,VG-SE14,2023-03-01,2023-03,650680.0,monthly,MSA-0034,ok,BNK-001535,
INV-001536,34,Autoliv Sverige AB,VG-SE14,2023-04-01,2023-04,646622.0,monthly,MSA-0034,ok,BNK-001536,
INV-001537,34,Autoliv Sverige AB,VG-SE14,2023-05-01,2023-05,652949.0,monthly,MSA-0034,ok,BNK-001537,
INV-001538,34,Autoliv Sverige AB,VG-SE14,2023-06-01,2023-06,651805.0,monthly,MSA-0034,ok,BNK-001538,
INV-001539,34,Autoliv Sverige AB,VG-SE14,2023-07-01,2023-07,646553.0,monthly,MSA-0034,ok,BNK-001539,
INV-001540,34,Autoliv Sverige AB,VG-SE14,2023-08-01,2023-08,652877.0,monthly,MSA-0034,ok,BNK-001540,
INV-001541,34,Autoliv Sverige AB,VG-SE14,2023-09-01,2023-09,652737.0,monthly,MSA-0034,ok,BNK-001541,
INV-001542,34,Autoliv Sverige AB,VG-SE14,2023-10-01,2023-10,651623.0,monthly,MSA-0034,ok,BNK-001542,
INV-001543,34,Autoliv Sverige AB,VG-SE14,2023-11-01,2023-11,649752.0,monthly,MSA-0034,ok,BNK-001543,
INV-001544,34,Autoliv Sverige AB,VG-SE14,2023-12-01,2023-12,649560.0,monthly,MSA-0034,ok,BNK-001544,
INV-001545,34,Autoliv Sverige AB,VG-SE14,2024-01-01,2024-01,648117.0,monthly,MSA-0034,ok,BNK-001545,
INV-001546,34,Autoliv Sverige AB,VG-SE14,2024-02-01,2024-02,653183.0,monthly,MSA-0034,ok,BNK-001546,
INV-001547,34,Autoliv Sverige AB,VG-SE14,2024-03-01,2024-03,649785.0,monthly,MSA-0034,ok,BNK-001547,
INV-001548,34,Autoliv Sverige AB,VG-SE14,2024-04-01,2024-04,648425.0,monthly,MSA-0034,ok,BNK-001548,
INV-001549,34,Autoliv Sverige AB,VG-SE14,2024-05-01,2024-05,651825.0,monthly,MSA-0034,ok,BNK-001549,
INV-001550,34,Autoliv Sverige AB,VG-SE14,2024-06-01,2024-06,652525.0,monthly,MSA-0034,ok,BNK-001550,
INV-001551,34,Autoliv Sverige AB,VG-SE14,2024-07-01,2024-07,651700.0,monthly,MSA-0034,ok,BNK-001551,
INV-001552,34,Autoliv Sverige AB,VG-SE14,2024-08-01,2024-08,651542.0,monthly,MSA-0034,ok,BNK-001552,
INV-001553,34,Autoliv Sverige AB,VG-SE14,2024-09-01,2024-09,646482.0,monthly,MSA-0034,ok,BNK-001553,
INV-001554,34,Autoliv Sverige AB,VG-SE14,2024-10-01,2024-10,652862.0,monthly,MSA-0034,ok,BNK-001554,
INV-001555,34,Autoliv Sverige AB,VG-SE14,2024-11-01,2024-11,651226.0,monthly,MSA-0034,ok,BNK-001555,
INV-001556,34,Autoliv Sverige AB,VG-SE14,2024-12-01,2024-12,650484.0,monthly,MSA-0034,ok,BNK-001556,
