je_id,posting_date,entity_code,account_code,account_name,debit_sek,credit_sek,memo,source_ref
JE-001521,2024-01-01,VG-SE13,6550,Consulting & services,1194488.67,0,AP H and M Hennes and Mauritz AB,INV-000761
JE-001522,2024-01-01,VG-SE13,1930,Bank,0,1194488.67,Payment H and M Hennes and Mauritz AB,BNK-000761
JE-001523,2024-02-01,VG-SE13,6550,Consulting & services,1191665.67,0,AP H and M Hennes and Mauritz AB,INV-000762
JE-001524,2024-02-01,VG-SE13,1930,Bank,0,1191665.67,Payment H and M Hennes and Mauritz AB,BNK-000762
JE-001525,2024-03-01,VG-SE13,6550,Consulting & services,1192371.67,0,AP H and M Hennes and Mauritz AB,INV-000763
JE-001526,2024-03-01,VG-SE13,1930,Bank,0,1192371.67,Payment H and M Hennes and Mauritz AB,BNK-000763
JE-001527,2024-04-01,VG-SE13,6550,Consulting & services,1191613.67,0,AP H and M Hennes and Mauritz AB,INV-000764
JE-001528,2024-04-01,VG-SE13,1930,Bank,0,1191613.67,Payment H and M Hennes and Mauritz AB,BNK-000764
JE-001529,2024-05-01,VG-SE13,6550,Consulting & services,1190164.67,0,AP H and M Hennes and Mauritz AB,INV-000765
JE-001530,2024-05-01,VG-SE13,1930,Bank,0,1190164.67,Payment H and M Hennes and Mauritz AB,BNK-000765
JE-001531,2024-06-01,VG-SE13,6550,Consulting & services,1193425.67,0,AP H and M Hennes and Mauritz AB,INV-000766
JE-001532,2024-06-01,VG-SE13,1930,Bank,0,1193425.67,Payment H and M Hennes and Mauritz AB,BNK-000766
JE-001533,2024-07-01,VG-SE13,6550,Consulting & services,1190478.67,0,AP H and M Hennes and Mauritz AB,INV-000767
JE-001534,2024-07-01,VG-SE13,1930,Bank,0,1190478.67,Payment H and M Hennes and Mauritz AB,BNK-000767
JE-001535,2024-08-01,VG-SE13,6550,Consulting & services,1194521.67,0,AP H and M Hennes and Mauritz AB,INV-000768
JE-001536,2024-08-01,VG-SE13,1930,Bank,0,1194521.67,Payment H and M Hennes and Mauritz AB,BNK-000768
JE-001537,2024-09-01,VG-SE13,6550,Consulting & services,1191236.67,0,AP H and M Hennes and Mauritz AB,INV-000769
JE-001538,2024-09-01,VG-SE13,1930,Bank,0,1191236.67,Payment H and M Hennes and Mauritz AB,BNK-000769
JE-001539,2024-10-01,VG-SE13,6550,Consulting & services,1194791.67,0,AP H and M Hennes and Mauritz AB,INV-000770
JE-001540,2024-10-01,VG-SE13,1930,Bank,0,1194791.67,Payment H and M Hennes and Mauritz AB,BNK-000770
JE-001541,2024-11-01,VG-SE13,6550,Consulting & services,1192567.67,0,AP H and M Hennes and Mauritz AB,INV-000771
JE-001542,2024-11-01,VG-SE13,1930,Bank,0,1192567.67,Payment H and M Hennes and Mauritz AB,BNK-000771
JE-001543,2024-12-01,VG-SE13,6550,Consulting & services,1195658.67,0,AP H and M Hennes and Mauritz AB,INV-000772
JE-001544,2024-12-01,VG-SE13,1930,Bank,0,1195658.67,Payment H and M Hennes and Mauritz AB,BNK-000772
JE-001545,2025-01-01,VG-SE13,6550,Consulting & services,1189593.67,0,AP H and M Hennes and Mauritz AB,INV-000773
JE-001546,2025-01-01,VG-SE13,1930,Bank,0,1189593.67,Payment H and M Hennes and Mauritz AB,BNK-000773
JE-001547,2025-02-01,VG-SE13,6550,Consulting & services,1192302.67,0,AP H and M Hennes and Mauritz AB,INV-000774
JE-001548,2025-02-01,VG-SE13,1930,Bank,0,1192302.67,Payment H and M Hennes and Mauritz AB,BNK-000774
JE-001549,2025-03-01,VG-SE13,6550,Consulting & services,1194758.67,0,AP H and M Hennes and Mauritz AB,INV-000775
JE-001550,2025-03-01,VG-SE13,1930,Bank,0,1194758.67,Payment H and M Hennes and Mauritz AB,BNK-000775
JE-001551,2025-04-01,VG-SE13,6550,Consulting & services,1188850.67,0,AP H and M Hennes and Mauritz AB,INV-000776
JE-001552,2025-04-01,VG-SE13,1930,Bank,0,1188850.67,Payment H and M Hennes and Mauritz AB,BNK-000776
JE-001553,2025-05-01,VG-SE13,6550,Consulting & services,1188319.67,0,AP H and M Hennes and Mauritz AB,INV-000777
JE-001554,2025-05-01,VG-SE13,1930,Bank,0,1188319.67,Payment H and M Hennes and Mauritz AB,BNK-000777
JE-001555,2025-06-01,VG-SE13,6550,Consulting & services,1187737.67,0,AP H and M Hennes and Mauritz AB,INV-000778
JE-001556,2025-06-01,VG-SE13,1930,Bank,0,1187737.67,Payment H and M Hennes and Mauritz AB,BNK-000778
JE-001557,2025-07-01,VG-SE13,6550,Consulting & services,1189941.67,0,AP H and M Hennes and Mauritz AB,INV-000779
JE-001558,2025-07-01,VG-SE13,1930,Bank,0,1189941.67,Payment H and M Hennes and Mauritz AB,BNK-000779
JE-001559,2025-08-01,VG-SE13,6550,Consulting & services,1191036.67,0,AP H and M Hennes and Mauritz AB,INV-000780
JE-001560,2025-08-01,VG-SE13,1930,Bank,0,1191036.67,Payment H and M Hennes and Mauritz AB,BNK-000780
JE-001561,2025-09-01,VG-SE13,6550,Consulting & services,1193874.67,0,AP H and M Hennes and Mauritz AB,INV-000781
JE-001562,2025-09-01,VG-SE13,1930,Bank,0,1193874.67,Payment H and M Hennes and Mauritz AB,BNK-000781
JE-001563,2025-10-01,VG-SE13,6550,Consulting & services,1194766.67,0,AP H and M Hennes and Mauritz AB,INV-000782
JE-001564,2025-10-01,VG-SE13,1930,Bank,0,1194766.67,Payment H and M Hennes and Mauritz AB,BNK-000782
JE-001565,2025-11-01,VG-SE13,6550,Consulting & services,1188633.67,0,AP H and M Hennes and Mauritz AB,INV-000783
JE-001566,2025-11-01,VG-SE13,1930,Bank,0,1188633.67,Payment H and M Hennes and Mauritz AB,BNK-000783
JE-001567,2025-12-01,VG-SE13,6550,Consulting & services,1188335.67,0,AP H and M Hennes and Mauritz AB,INV-000784
JE-001568,2025-12-01,VG-SE13,1930,Bank,0,1188335.67,Payment H and M Hennes and Mauritz AB,BNK-000784
JE-001569,2022-01-01,VG-SE14,6550,Consulting & services,1149095.0,0,AP Hexagon AB,INV-000785
JE-001570,2022-01-01,VG-SE14,1930,Bank,0,1149095.0,Payment Hexagon AB,BNK-000785
JE-001571,2022-02-01,VG-SE14,6550,Consulting & services,1146922.0,0,AP Hexagon AB,INV-000786
JE-001572,2022-02-01,VG-SE14,1930,Bank,0,1146922.0,Payment Hexagon AB,BNK-000786
JE-001573,2022-03-01,VG-SE14,6550,Consulting & services,1150099.0,0,AP Hexagon AB,INV-000787
JE-001574,2022-03-01,VG-SE14,1930,Bank,0,1150099.0,Payment Hexagon AB,BNK-000787
JE-001575,2022-04-01,VG-SE14,6550,Consulting & services,1152981.0,0,AP Hexagon AB,INV-000788
JE-001576,2022-04-01,VG-SE14,1930,Bank,0,1152981.0,Payment Hexagon AB,BNK-000788
JE-001577,2022-05-01,VG-SE14,6550,Consulting & services,1152261.0,0,AP Hexagon AB,INV-000789
JE-001578,2022-05-01,VG-SE14,1930,Bank,0,1152261.0,Payment Hexagon AB,BNK-000789
JE-001579,2022-06-01,VG-SE14,6550,Consulting & services,1151835.0,0,AP Hexagon AB,INV-000790
JE-001580,2022-06-01,VG-SE14,1930,Bank,0,1151835.0,Payment Hexagon AB,BNK-000790
JE-001581,2022-07-01,VG-SE14,6550,Consulting & services,1150273.0,0,AP Hexagon AB,INV-000791
JE-001582,2022-07-01,VG-SE14,1930,Bank,0,1150273.0,Payment Hexagon AB,BNK-000791
JE-001583,2022-08-01,VG-SE14,6550,Consulting & services,1149026.0,0,AP Hexagon AB,INV-000792
JE-001584,2022-08-01,VG-SE14,1930,Bank,0,1149026.0,Payment Hexagon AB,BNK-000792
JE-001585,2022-09-01,VG-SE14,6550,Consulting & services,1151575.0,0,AP Hexagon AB,INV-000793
JE-001586,2022-09-01,VG-SE14,1930,Bank,0,1151575.0,Payment Hexagon AB,BNK-000793
JE-001587,2022-10-01,VG-SE14,6550,Consulting & services,1153847.0,0,AP Hexagon AB,INV-000794
JE-001588,2022-10-01,VG-SE14,1930,Bank,0,1153847.0,Payment Hexagon AB,BNK-000794
JE-001589,2022-11-01,VG-SE14,6550,Consulting & services,1148950.0,0,AP Hexagon AB,INV-000795
JE-001590,2022-11-01,VG-SE14,1930,Bank,0,1148950.0,Payment Hexagon AB,BNK-000795
JE-001591,2022-12-01,VG-SE14,6550,Consulting & services,1148131.0,0,AP Hexagon AB,INV-000796
JE-001592,2022-12-01,VG-SE14,1930,Bank,0,1148131.0,Payment Hexagon AB,BNK-000796
JE-001593,2023-01-01,VG-SE14,6550,Consulting & services,1151328.0,0,AP Hexagon AB,INV-000797
JE-001594,2023-01-01,VG-SE14,1930,Bank,0,1151328.0,Payment Hexagon AB,BNK-000797
JE-001595,2023-02-01,VG-SE14,6550,Consulting & services,1152842.0,0,AP Hexagon AB,INV-000798
JE-001596,2023-02-01,VG-SE14,1930,Bank,0,1152842.0,Payment Hexagon AB,BNK-000798
JE-001597,2023-03-01,VG-SE14,6550,Consulting & services,1150962.0,0,AP Hexagon AB,INV-000799
JE-001598,2023-03-01,VG-SE14,1930,Bank,0,1150962.0,Payment Hexagon AB,BNK-000799
JE-001599,2023-04-01,VG-SE14,6550,Consulting & services,1151077.0,0,AP Hexagon AB,INV-000800
JE-001600,2023-04-01,VG-SE14,1930,Bank,0,1151077.0,Payment Hexagon AB,BNK-000800
JE-001601,2023-05-01,VG-SE14,6550,Consulting & services,1149887.0,0,AP Hexagon AB,INV-000801
JE-001602,2023-05-01,VG-SE14,1930,Bank,0,1149887.0,Payment Hexagon AB,BNK-000801
JE-001603,2023-06-01,VG-SE14,6550,Consulting & services,1150944.0,0,AP Hexagon AB,INV-000802
JE-001604,2023-06-01,VG-SE14,1930,Bank,0,1150944.0,Payment Hexagon AB,BNK-000802
JE-001605,2023-07-01,VG-SE14,6550,Consulting & services,1147934.0,0,AP Hexagon AB,INV-000803
JE-001606,2023-07-01,VG-SE14,1930,Bank,0,1147934.0,Payment Hexagon AB,BNK-000803
JE-001607,2023-08-01,VG-SE14,6550,Consulting & services,1147477.0,0,AP Hexagon AB,INV-000804
JE-001608,2023-08-01,VG-SE14,1930,Bank,0,1147477.0,Payment Hexagon AB,BNK-000804
JE-001609,2023-09-01,VG-SE14,6550,Consulting & services,1152129.0,0,AP Hexagon AB,INV-000805
JE-001610,2023-09-01,VG-SE14,1930,Bank,0,1152129.0,Payment Hexagon AB,BNK-000805
JE-001611,2023-10-01,VG-SE14,6550,Consulting & services,1151185.0,0,AP Hexagon AB,INV-000806
JE-001612,2023-10-01,VG-SE14,1930,Bank,0,1151185.0,Payment Hexagon AB,BNK-000806
JE-001613,2023-11-01,VG-SE14,6550,Consulting & services,1153728.0,0,AP Hexagon AB,INV-000807
JE-001614,2023-11-01,VG-SE14,1930,Bank,0,1153728.0,Payment Hexagon AB,BNK-000807
JE-001615,2023-12-01,VG-SE14,6550,Consulting & services,1152941.0,0,AP Hexagon AB,INV-000808
JE-001616,2023-12-01,VG-SE14,1930,Bank,0,1152941.0,Payment Hexagon AB,BNK-000808
JE-001617,2024-01-01,VG-SE14,6550,Consulting & services,1149732.0,0,AP Hexagon AB,INV-000809
JE-001618,2024-01-01,VG-SE14,1930,Bank,0,1149732.0,Payment Hexagon AB,BNK-000809
JE-001619,2024-02-01,VG-SE14,6550,Consulting & services,1147907.0,0,AP Hexagon AB,INV-000810
JE-001620,2024-02-01,VG-SE14,1930,Bank,0,1147907.0,Payment Hexagon AB,BNK-000810
JE-001621,2024-03-01,VG-SE14,6550,Consulting & services,1149337.0,0,AP Hexagon AB,INV-000811
JE-001622,2024-03-01,VG-SE14,1930,Bank,0,1149337.0,Payment Hexagon AB,BNK-000811
JE-001623,2024-04-01,VG-SE14,6550,Consulting & services,1148203.0,0,AP Hexagon AB,INV-000812
JE-001624,2024-04-01,VG-SE14,1930,Bank,0,1148203.0,Payment Hexagon AB,BNK-000812
JE-001625,2024-05-01,VG-SE14,6550,Consulting & services,1151630.0,0,AP Hexagon AB,INV-000813
JE-001626,2024-05-01,VG-SE14,1930,Bank,0,1151630.0,Payment Hexagon AB,BNK-000813
JE-001627,2024-06-01,VG-SE14,6550,Consulting & services,1150145.0,0,AP Hexagon AB,INV-000814
JE-001628,2024-06-01,VG-SE14,1930,Bank,0,1150145.0,Payment Hexagon AB,BNK-000814
JE-001629,2024-07-01,VG-SE14,6550,Consulting & services,1150149.0,0,AP Hexagon AB,INV-000815
JE-001630,2024-07-01,VG-SE14,1930,Bank,0,1150149.0,Payment Hexagon AB,BNK-000815
JE-001631,2024-08-01,VG-SE14,6550,Consulting & services,1151154.0,0,AP Hexagon AB,INV-000816
JE-001632,2024-08-01,VG-SE14,1930,Bank,0,1151154.0,Payment Hexagon AB,BNK-000816
JE-001633,2024-09-01,VG-SE14,6550,Consulting & services,1151030.0,0,AP Hexagon AB,INV-000817
JE-001634,2024-09-01,VG-SE14,1930,Bank,0,1151030.0,Payment Hexagon AB,BNK-000817
JE-001635,2024-10-01,VG-SE14,6550,Consulting & services,1147424.0,0,AP Hexagon AB,INV-000818
JE-001636,2024-10-01,VG-SE14,1930,Bank,0,1147424.0,Payment Hexagon AB,BNK-000818
JE-001637,2024-11-01,VG-SE14,6550,Consulting & services,1151430.0,0,AP Hexagon AB,INV-000819
JE-001638,2024-11-01,VG-SE14,1930,Bank,0,1151430.0,Payment Hexagon AB,BNK-000819
JE-001639,2024-12-01,VG-SE14,6550,Consulting & services,1149703.0,0,AP Hexagon AB,INV-000820
JE-001640,2024-12-01,VG-SE14,1930,Bank,0,1149703.0,Payment Hexagon AB,BNK-000820
JE-001641,2025-01-01,VG-SE14,6550,Consulting & services,1146624.0,0,AP Hexagon AB,INV-000821
JE-001642,2025-01-01,VG-SE14,1930,Bank,0,1146624.0,Payment Hexagon AB,BNK-000821
JE-001643,2025-02-01,VG-SE14,6550,Consulting & services,1146194.0,0,AP Hexagon AB,INV-000822
JE-001644,2025-02-01,VG-SE14,1930,Bank,0,1146194.0,Payment Hexagon AB,BNK-000822
JE-001645,2025-03-01,VG-SE14,6550,Consulting & services,1150187.0,0,AP Hexagon AB,INV-000823
JE-001646,2025-03-01,VG-SE14,1930,Bank,0,1150187.0,Payment Hexagon AB,BNK-000823
JE-001647,2025-04-01,VG-SE14,6550,Consulting & services,1149544.0,0,AP Hexagon AB,INV-000824
JE-001648,2025-04-01,VG-SE14,1930,Bank,0,1149544.0,Payment Hexagon AB,BNK-000824
JE-001649,2025-05-01,VG-SE14,6550,Consulting & services,1149179.0,0,AP Hexagon AB,INV-000825
JE-001650,2025-05-01,VG-SE14,1930,Bank,0,1149179.0,Payment Hexagon AB,BNK-000825
JE-001651,2025-06-01,VG-SE14,6550,Consulting & services,1153540.0,0,AP Hexagon AB,INV-000826
JE-001652,2025-06-01,VG-SE14,1930,Bank,0,1153540.0,Payment Hexagon AB,BNK-000826
JE-001653,2025-07-01,VG-SE14,6550,Consulting & services,1148548.0,0,AP Hexagon AB,INV-000827
JE-001654,2025-07-01,VG-SE14,1930,Bank,0,1148548.0,Payment Hexagon AB,BNK-000827
JE-001655,2025-08-01,VG-SE14,6550,Consulting & services,1153985.0,0,AP Hexagon AB,INV-000828
JE-001656,2025-08-01,VG-SE14,1930,Bank,0,1153985.0,Payment Hexagon AB,BNK-000828
JE-001657,2025-09-01,VG-SE14,6550,Consulting & services,1146752.0,0,AP Hexagon AB,INV-000829
JE-001658,2025-09-01,VG-SE14,1930,Bank,0,1146752.0,Payment Hexagon AB,BNK-000829
JE-001659,2025-10-01,VG-SE14,6550,Consulting & services,1149011.0,0,AP Hexagon AB,INV-000830
JE-001660,2025-10-01,VG-SE14,1930,Bank,0,1149011.0,Payment Hexagon AB,BNK-000830
JE-001661,2025-11-01,VG-SE14,6550,Consulting & services,1147996.0,0,AP Hexagon AB,INV-000831
JE-001662,2025-11-01,VG-SE14,1930,Bank,0,1147996.0,Payment Hexagon AB,BNK-000831
JE-001663,2025-12-01,VG-SE14,6550,Consulting & services,1151287.0,0,AP Hexagon AB,INV-000832
JE-001664,2025-12-01,VG-SE14,1930,Bank,0,1151287.0,Payment Hexagon AB,BNK-000832
JE-001665,2022-01-01,VG-SE1,6550,Consulting & services,1103378.0,0,AP Assa Abloy AB,INV-000833
JE-001666,2022-01-01,VG-SE1,1930,Bank,0,1103378.0,Payment Assa Abloy AB,BNK-000833
JE-001667,2022-02-01,VG-SE1,6550,Consulting & services,1097237.0,0,AP Assa Abloy AB,INV-000834
JE-001668,2022-02-01,VG-SE1,1930,Bank,0,1097237.0,Payment Assa Abloy AB,BNK-000834
JE-001669,2022-03-01,VG-SE1,6550,Consulting & services,1100248.0,0,AP Assa Abloy AB,INV-000835
JE-001670,2022-03-01,VG-SE1,1930,Bank,0,1100248.0,Payment Assa Abloy AB,BNK-000835
JE-001671,2022-04-01,VG-SE1,6550,Consulting & services,1102204.0,0,AP Assa Abloy AB,INV-000836
JE-001672,2022-04-01,VG-SE1,1930,Bank,0,1102204.0,Payment Assa Abloy AB,BNK-000836
JE-001673,2022-05-01,VG-SE1,6550,Consulting & services,1100874.0,0,AP Assa Abloy AB,INV-000837
JE-001674,2022-05-01,VG-SE1,1930,Bank,0,1100874.0,Payment Assa Abloy AB,BNK-000837
JE-001675,2022-06-01,VG-SE1,6550,Consulting & services,1103207.0,0,AP Assa Abloy AB,INV-000838
JE-001676,2022-06-01,VG-SE1,1930,Bank,0,1103207.0,Payment Assa Abloy AB,BNK-000838
JE-001677,2022-07-01,VG-SE1,6550,Consulting & services,1096529.0,0,AP Assa Abloy AB,INV-000839
JE-001678,2022-07-01,VG-SE1,1930,Bank,0,1096529.0,Payment Assa Abloy AB,BNK-000839
JE-001679,2022-08-01,VG-SE1,6550,Consulting & services,1102150.0,0,AP Assa Abloy AB,INV-000840
JE-001680,2022-08-01,VG-SE1,1930,Bank,0,1102150.0,Payment Assa Abloy AB,BNK-000840
JE-001681,2022-09-01,VG-SE1,6550,Consulting & services,1099517.0,0,AP Assa Abloy AB,INV-000841
JE-001682,2022-09-01,VG-SE1,1930,Bank,0,1099517.0,Payment Assa Abloy AB,BNK-000841
JE-001683,2022-10-01,VG-SE1,6550,Consulting & services,1102624.0,0,AP Assa Abloy AB,INV-000842
JE-001684,2022-10-01,VG-SE1,1930,Bank,0,1102624.0,Payment Assa Abloy AB,BNK-000842
JE-001685,2022-11-01,VG-SE1,6550,Consulting & services,1102247.0,0,AP Assa Abloy AB,INV-000843
JE-001686,2022-11-01,VG-SE1,1930,Bank,0,1102247.0,Payment Assa Abloy AB,BNK-000843
JE-001687,2022-12-01,VG-SE1,6550,Consulting & services,1098270.0,0,AP Assa Abloy AB,INV-000844
JE-001688,2022-12-01,VG-SE1,1930,Bank,0,1098270.0,Payment Assa Abloy AB,BNK-000844
JE-001689,2023-01-01,VG-SE1,6550,Consulting & services,1098948.0,0,AP Assa Abloy AB,INV-000845
JE-001690,2023-01-01,VG-SE1,1930,Bank,0,1098948.0,Payment Assa Abloy AB,BNK-000845
JE-001691,2023-02-01,VG-SE1,6550,Consulting & services,1098855.0,0,AP Assa Abloy AB,INV-000846
JE-001692,2023-02-01,VG-SE1,1930,Bank,0,1098855.0,Payment Assa Abloy AB,BNK-000846
JE-001693,2023-03-01,VG-SE1,6550,Consulting & services,1100161.0,0,AP Assa Abloy AB,INV-000847
JE-001694,2023-03-01,VG-SE1,1930,Bank,0,1100161.0,Payment Assa Abloy AB,BNK-000847
JE-001695,2023-04-01,VG-SE1,6550,Consulting & services,1103120.0,0,AP Assa Abloy AB,INV-000848
JE-001696,2023-04-01,VG-SE1,1930,Bank,0,1103120.0,Payment Assa Abloy AB,BNK-000848
JE-001697,2023-05-01,VG-SE1,6550,Consulting & services,1102465.0,0,AP Assa Abloy AB,INV-000849
JE-001698,2023-05-01,VG-SE1,1930,Bank,0,1102465.0,Payment Assa Abloy AB,BNK-000849
JE-001699,2023-06-01,VG-SE1,6550,Consulting & services,1103081.0,0,AP Assa Abloy AB,INV-000850
JE-001700,2023-06-01,VG-SE1,1930,Bank,0,1103081.0,Payment Assa Abloy AB,BNK-000850
JE-001701,2023-07-01,VG-SE1,6550,Consulting & services,1103471.0,0,AP Assa Abloy AB,INV-000851
JE-001702,2023-07-01,VG-SE1,1930,Bank,0,1103471.0,Payment Assa Abloy AB,BNK-000851
JE-001703,2023-08-01,VG-SE1,6550,Consulting & services,1103226.0,0,AP Assa Abloy AB,INV-000852
JE-001704,2023-08-01,VG-SE1,1930,Bank,0,1103226.0,Payment Assa Abloy AB,BNK-000852
JE-001705,2023-09-01,VG-SE1,6550,Consulting & services,1102269.0,0,AP Assa Abloy AB,INV-000853
JE-001706,2023-09-01,VG-SE1,1930,Bank,0,1102269.0,Payment Assa Abloy AB,BNK-000853
JE-001707,2023-10-01,VG-SE1,6550,Consulting & services,1099832.0,0,AP Assa Abloy AB,INV-000854
JE-001708,2023-10-01,VG-SE1,1930,Bank,0,1099832.0,Payment Assa Abloy AB,BNK-000854
JE-001709,2023-11-01,VG-SE1,6550,Consulting & services,1096297.0,0,AP Assa Abloy AB,INV-000855
JE-001710,2023-11-01,VG-SE1,1930,Bank,0,1096297.0,Payment Assa Abloy AB,BNK-000855
JE-001711,2023-12-01,VG-SE1,6550,Consulting & services,1100691.0,0,AP Assa Abloy AB,INV-000856
JE-001712,2023-12-01,VG-SE1,1930,Bank,0,1100691.0,Payment Assa Abloy AB,BNK-000856
JE-001713,2024-01-01,VG-SE1,6550,Consulting & services,1097730.0,0,AP Assa Abloy AB,INV-000857
JE-001714,2024-01-01,VG-SE1,1930,Bank,0,1097730.0,Payment Assa Abloy AB,BNK-000857
JE-001715,2024-02-01,VG-SE1,6550,Consulting & services,1100075.0,0,AP Assa Abloy AB,INV-000858
JE-001716,2024-02-01,VG-SE1,1930,Bank,0,1100075.0,Payment Assa Abloy AB,BNK-000858
JE-001717,2024-03-01,VG-SE1,6550,Consulting & services,1096763.0,0,AP Assa Abloy AB,INV-000859
JE-001718,2024-03-01,VG-SE1,1930,Bank,0,1096763.0,Payment Assa Abloy AB,BNK-000859
JE-001719,2024-04-01,VG-SE1,6550,Consulting & services,1097784.0,0,AP Assa Abloy AB,INV-000860
JE-001720,2024-04-01,VG-SE1,1930,Bank,0,1097784.0,Payment Assa Abloy AB,BNK-000860
JE-001721,2024-05-01,VG-SE1,6550,Consulting & services,1098230.0,0,AP Assa Abloy AB,INV-000861
JE-001722,2024-05-01,VG-SE1,1930,Bank,0,1098230.0,Payment Assa Abloy AB,BNK-000861
JE-001723,2024-06-01,VG-SE1,6550,Consulting & services,1102637.0,0,AP Assa Abloy AB,INV-000862
JE-001724,2024-06-01,VG-SE1,1930,Bank,0,1102637.0,Payment Assa Abloy AB,BNK-000862
JE-001725,2024-07-01,VG-SE1,6550,Consulting & services,1103303.0,0,AP Assa Abloy AB,INV-000863
JE-001726,2024-07-01,VG-SE1,1930,Bank,0,1103303.0,Payment Assa Abloy AB,BNK-000863
JE-001727,2024-08-01,VG-SE1,6550,Consulting & services,1100053.0,0,AP Assa Abloy AB,INV-000864
JE-001728,2024-08-01,VG-SE1,1930,Bank,0,1100053.0,Payment Assa Abloy AB,BNK-000864
JE-001729,2024-09-01,VG-SE1,6550,Consulting & services,1096599.0,0,AP Assa Abloy AB,INV-000865
JE-001730,2024-09-01,VG-SE1,1930,Bank,0,1096599.0,Payment Assa Abloy AB,BNK-000865
JE-001731,2024-10-01,VG-SE1,6550,Consulting & services,1097024.0,0,AP Assa Abloy AB,INV-000866
JE-001732,2024-10-01,VG-SE1,1930,Bank,0,1097024.0,Payment Assa Abloy AB,BNK-000866
JE-001733,2024-11-01,VG-SE1,6550,Consulting & services,1102084.0,0,AP Assa Abloy AB,INV-000867
JE-001734,2024-11-01,VG-SE1,1930,Bank,0,1102084.0,Payment Assa Abloy AB,BNK-000867
JE-001735,2024-12-01,VG-SE1,6550,Consulting & services,1098138.0,0,AP Assa Abloy AB,INV-000868
JE-001736,2024-12-01,VG-SE1,1930,Bank,0,1098138.0,Payment Assa Abloy AB,BNK-000868
JE-001737,2025-01-01,VG-SE1,6550,Consulting & services,1101534.0,0,AP Assa Abloy AB,INV-000869
JE-001738,2025-01-01,VG-SE1,1930,Bank,0,1101534.0,Payment Assa Abloy AB,BNK-000869
JE-001739,2025-02-01,VG-SE1,6550,Consulting & services,1100702.0,0,AP Assa Abloy AB,INV-000870
JE-001740,2025-02-01,VG-SE1,1930,Bank,0,1100702.0,Payment Assa Abloy AB,BNK-000870
JE-001741,2025-03-01,VG-SE1,6550,Consulting & services,1098597.0,0,AP Assa Abloy AB,INV-000871
JE-001742,2025-03-01,VG-SE1,1930,Bank,0,1098597.0,Payment Assa Abloy AB,BNK-000871
JE-001743,2025-04-01,VG-SE1,6550,Consulting & services,1098304.0,0,AP Assa Abloy AB,INV-000872
JE-001744,2025-04-01,VG-SE1,1930,Bank,0,1098304.0,Payment Assa Abloy AB,BNK-000872
JE-001745,2025-05-01,VG-SE1,6550,Consulting & services,1100403.0,0,AP Assa Abloy AB,INV-000873
JE-001746,2025-05-01,VG-SE1,1930,Bank,0,1100403.0,Payment Assa Abloy AB,BNK-000873
JE-001747,2025-06-01,VG-SE1,6550,Consulting & services,1101266.0,0,AP Assa Abloy AB,INV-000874
JE-001748,2025-06-01,VG-SE1,1930,Bank,0,1101266.0,Payment Assa Abloy AB,BNK-000874
JE-001749,2025-07-01,VG-SE1,6550,Consulting & services,1100863.0,0,AP Assa Abloy AB,INV-000875
JE-001750,2025-07-01,VG-SE1,1930,Bank,0,1100863.0,Payment Assa Abloy AB,BNK-000875
JE-001751,2025-08-01,VG-SE1,6550,Consulting & services,1102034.0,0,AP Assa Abloy AB,INV-000876
JE-001752,2025-08-01,VG-SE1,1930,Bank,0,1102034.0,Payment Assa Abloy AB,BNK-000876
JE-001753,2025-09-01,VG-SE1,6550,Consulting & services,1100470.0,0,AP Assa Abloy AB,INV-000877
JE-001754,2025-09-01,VG-SE1,1930,Bank,0,1100470.0,Payment Assa Abloy AB,BNK-000877
JE-001755,2025-10-01,VG-SE1,6550,Consulting & services,1097962.0,0,AP Assa Abloy AB,INV-000878
JE-001756,2025-10-01,VG-SE1,1930,Bank,0,1097962.0,Payment Assa Abloy AB,BNK-000878
JE-001757,2025-11-01,VG-SE1,6550,Consulting & services,1101538.0,0,AP Assa Abloy AB,INV-000879
JE-001758,2025-11-01,VG-SE1,1930,Bank,0,1101538.0,Payment Assa Abloy AB,BNK-000879
JE-001759,2025-12-01,VG-SE1,6550,Consulting & services,1101474.0,0,AP Assa Abloy AB,INV-000880
JE-001760,2025-12-01,VG-SE1,1930,Bank,0,1101474.0,Payment Assa Abloy AB,BNK-000880
JE-001761,2022-01-01,VG-SE2,6550,Consulting & services,3176713.0,0,AP Investor AB,INV-000881
JE-001762,2022-01-01,VG-SE2,1930,Bank,0,3176713.0,Payment Investor AB,BNK-000881
JE-001763,2022-04-01,VG-SE2,6550,Consulting & services,3176570.0,0,AP Investor AB,INV-000882
JE-001764,2022-04-01,VG-SE2,1930,Bank,0,3176570.0,Payment Investor AB,BNK-000882
JE-001765,2022-07-01,VG-SE2,6550,Consulting & services,3178806.0,0,AP Investor AB,INV-000883
JE-001766,2022-07-01,VG-SE2,1930,Bank,0,3178806.0,Payment Investor AB,BNK-000883
JE-001767,2022-10-01,VG-SE2,6550,Consulting & services,3177008.0,0,AP Investor AB,INV-000884
JE-001768,2022-10-01,VG-SE2,1930,Bank,0,3177008.0,Payment Investor AB,BNK-000884
JE-001769,2023-01-01,VG-SE2,6550,Consulting & services,3177344.0,0,AP Investor AB,INV-000885
JE-001770,2023-01-01,VG-SE2,1930,Bank,0,3177344.0,Payment Investor AB,BNK-000885
