id,createdTime,record_id,Sponsor,Tier,Status,2026 closed won,2026 settled,Renewal target,Contact email,Notes
rec19e85d2612534c,2026-10-01T12:00:00.000Z,recc155b891-9eb5-,Gonzales-Lane,small,renewal_target,0,0,0,tvaldez@example.com,
rec01e89dd7f2484c,2026-10-01T12:00:00.000Z,rec4c8cd70e-11bd-,Young Ltd,small,prospect,0,0,0,phillipsnicholas@example.org,
rec9ef62348c9fd47,2026-10-01T12:00:00.000Z,rec7badca86-f7c1-,"Johnson, Thomas and Jackson",mid,prospect,0,0,0,josephdavis@example.com,
rec74df31668cee4b,2026-10-01T12:00:00.000Z,recde0c361a-774a-,Schneider-Lewis,mid,prospect,0,0,0,kelli30@example.org,
recd1b3ca74b2eb4e,2026-10-01T12:00:00.000Z,recc8845ac3-f272-,Rubio Ltd,small,renewal_target,0,0,0,vbrowning@example.com,
rec0aa28a2990894a,2026-10-01T12:00:00.000Z,rec5a940d74-79d0-,Smith-Banks,small,prospect,0,0,0,paul03@example.org,
recb0545900e37445,2026-10-01T12:00:00.000Z,rec58cca7a5-5cf0-,Thomas Group,small,cold,0,0,0,dominiquestephens@example.net,
rec7444c1b0b42042,2026-10-01T12:00:00.000Z,recdfc34b6d-61a1-,Barnes LLC,small,prospect,0,0,0,ujimenez@example.org,
recd6f95c87660242,2026-10-01T12:00:00.000Z,recc5d87b83-4c9a-,Lane-Larsen,small,renewal_target,0,0,0,dianacastillo@example.com,
recc175b10708984a,2026-10-01T12:00:00.000Z,rec516a3e55-b914-,"Shah, Brooks and Bell",small,prospect,0,0,0,ashleyrobert@example.net,
recf4c7e53c751146,2026-10-01T12:00:00.000Z,rec9d3c6fed-dacb-,"Kennedy, Cooper and Juarez",mid,renewal_target,0,0,0,angelicamcgee@example.net,
rec53c3834fb60644,2026-10-01T12:00:00.000Z,rec88393593-42ad-,Ellison-Vasquez,mid,declined,0,0,0,campbelljillian@example.org,
rec262f1c27b6a446,2026-10-01T12:00:00.000Z,rec1ecbdff6-c447-,Patel Group,small,cold,0,0,0,josemorales@example.org,
recbba4ea0529d340,2026-10-01T12:00:00.000Z,recbda1982c-e53e-,Nelson Ltd,small,declined,0,0,0,latoyahenry@example.net,
rec4e6bcb44c5364e,2026-10-01T12:00:00.000Z,rec180fa299-e770-,Porter-Williams,mid,renewal_target,0,0,0,smithjohn@example.com,
recab858454032144,2026-10-01T12:00:00.000Z,rec946e2ca7-f71e-,Bailey Inc,small,cold,0,0,0,larrydavis@example.com,
rec17980fb70ee24a,2026-10-01T12:00:00.000Z,rec2e60d07d-5d1d-,"Wood, Brown and Moreno",mid,declined,0,0,0,lwhitaker@example.com,
recfdb466fcfc2041,2026-10-01T12:00:00.000Z,rec681844f0-3730-,Jacobs Group,small,declined,0,0,0,kpalmer@example.net,
recd2d7e720291b46,2026-10-01T12:00:00.000Z,rec4c4b976e-0b82-,"Cooper, Bolton and Thomas",small,renewal_target,0,0,0,mbird@example.org,
rec60fd9a5a319549,2026-10-01T12:00:00.000Z,recb1f7f6ff-27c1-,"Johnson, Kidd and Horton",small,renewal_target,0,0,0,rstewart@example.org,
rece941fa4aae7d4e,2026-10-01T12:00:00.000Z,rec97bb8ca4-093d-,Mcintosh-Mathews,small,renewal_target,0,0,0,kelsey14@example.org,
