row_id,date,category_letter,category,supervised,minutes,note,audit_action,reason
AT-2024-06-17-G1,2024-06-17,G,amputation,Y,80,pre-prosthetic,reclassify_to_supervised,modality run under supervision per Box memo 2026-09-24
AT-2024-06-17-I1,2024-06-17,I,modality_supervision_only,Y,60,paraffin only,keep,
AT-2024-06-18-B1,2024-06-18,B,tendon,N,50,differential glide,keep,
AT-2024-06-18-C1,2024-06-18,C,fracture,N,45,PIP joint work,keep,
AT-2024-06-18-F1,2024-06-18,F,splinting_orthotics,Y,50,wrist cock-up fab,keep,
AT-2024-06-19-A1,2024-06-19,A,peripheral_nerve,Y,90,sensory re-ed,keep,
AT-2024-06-19-B1,2024-06-19,B,tendon,N,45,extensor rehab,keep,
AT-2024-06-19-B2,2024-06-19,B,tendon,N,45,strengthening prog,keep,
AT-2024-06-19-F1,2024-06-19,F,splinting_orthotics,Y,50,dynamic outrigger,keep,
AT-2024-06-21-A1,2024-06-21,A,peripheral_nerve,Y,45,desensitization,keep,
AT-2024-06-21-B1,2024-06-21,B,tendon,Y,50,strengthening prog,keep,
AT-2024-06-21-C1,2024-06-21,C,fracture,N,90,metacarpal ROM,keep,
AT-2024-06-21-E1,2024-06-21,E,wound,Y,60,scar management,keep,
AT-2024-06-21-F1,2024-06-21,F,splinting_orthotics,N,65,dynamic outrigger,keep,
AT-2024-06-24-A1,2024-06-24,A,peripheral_nerve,N,45,nerve mobilization,keep,
AT-2024-06-24-I1,2024-06-24,I,modality_supervision_only,N,90,FES obs,keep,
AT-2024-06-25-A1,2024-06-25,A,peripheral_nerve,N,75,nerve mobilization,keep,
AT-2024-06-25-A2,2024-06-25,A,peripheral_nerve,N,65,graded exposure,keep,
AT-2024-06-25-B1,2024-06-25,B,tendon,N,60,protective ROM,keep,
AT-2024-06-25-D1,2024-06-25,D,arthritis,Y,45,RA hand pack,keep,
AT-2024-06-25-F1,2024-06-25,F,splinting_orthotics,N,30,dynamic outrigger,keep,
AT-2024-06-26-A1,2024-06-26,A,peripheral_nerve,N,60,desensitization,keep,
AT-2024-06-26-D1,2024-06-26,D,arthritis,Y,90,joint protection,keep,
AT-2024-06-26-F1,2024-06-26,F,splinting_orthotics,N,60,custom thermoplastic,keep,
AT-2024-06-26-H1,2024-06-26,H,pediatric,Y,65,peds bilateral,keep,
AT-2024-06-27-C1,2024-06-27,C,fracture,N,60,distal radius rehab,keep,
AT-2024-06-27-C2,2024-06-27,C,fracture,Y,45,ORIF f/u,keep,
AT-2024-06-27-E1,2024-06-27,E,wound,Y,65,scar management,keep,
AT-2024-06-27-F1,2024-06-27,F,splinting_orthotics,N,60,PIP capener,keep,
AT-2024-06-27-I1,2024-06-27,I,modality_supervision_only,Y,30,paraffin only,keep,
AT-2024-06-28-A1,2024-06-28,A,peripheral_nerve,Y,65,sensory re-ed,keep,
AT-2024-06-28-B1,2024-06-28,B,tendon,N,65,protective ROM,keep,
AT-2024-06-28-G1,2024-06-28,G,amputation,Y,60,pre-prosthetic,keep,
AT-2024-06-28-H1,2024-06-28,H,pediatric,N,45,sensory reg,keep,
AT-2024-06-28-J1,2024-06-28,J,other_eligible,N,50,FCE partial,keep,
AT-2024-07-01-H1,2024-07-01,H,pediatric,N,75,peds bilateral,keep,
AT-2024-07-02-E1,2024-07-02,E,wound,N,60,scar management,keep,
AT-2024-07-02-F1,2024-07-02,F,splinting_orthotics,N,45,custom thermoplastic,keep,
AT-2024-07-02-I1,2024-07-02,I,modality_supervision_only,N,30,paraffin only,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2024-07-03-C1,2024-07-03,C,fracture,Y,45,distal radius rehab,keep,
AT-2024-07-04-B1,2024-07-04,B,tendon,Y,45,flexor post-op ROM,keep,
AT-2024-07-04-C1,2024-07-04,C,fracture,N,45,metacarpal ROM,keep,
AT-2024-07-05-A1,2024-07-05,A,peripheral_nerve,N,90,sensory re-ed,keep,
AT-2024-07-05-E1,2024-07-05,E,wound,Y,65,scar management,keep,
AT-2024-07-05-F1,2024-07-05,F,splinting_orthotics,N,60,dynamic outrigger,keep,
AT-2024-07-05-F2,2024-07-05,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2024-07-05-I1,2024-07-05,I,modality_supervision_only,N,75,paraffin only,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2024-07-08-G1,2024-07-08,G,amputation,Y,50,pre-prosthetic,keep,
AT-2024-07-09-B1,2024-07-09,B,tendon,N,60,extensor rehab,keep,
AT-2024-07-09-B2,2024-07-09,B,tendon,Y,60,protective ROM,keep,
AT-2024-07-09-C1,2024-07-09,C,fracture,Y,95,ORIF f/u,keep,
AT-2024-07-09-F1,2024-07-09,F,splinting_orthotics,N,65,buddy strap adj,keep,
AT-2024-07-10-A1,2024-07-10,A,peripheral_nerve,N,60,graded exposure,keep,
AT-2024-07-10-A2,2024-07-10,A,peripheral_nerve,N,75,nerve glide ROM,duplicate,"duplicate of adjacent session, deduped"
AT-2024-07-10-F1,2024-07-10,F,splinting_orthotics,Y,45,buddy strap adj,keep,
AT-2024-07-11-A1,2024-07-11,A,peripheral_nerve,Y,65,nerve glide ROM,keep,
AT-2024-07-11-B1,2024-07-11,B,tendon,Y,45,differential glide,keep,
AT-2024-07-11-C1,2024-07-11,C,fracture,Y,60,scaphoid protection,keep,
AT-2024-07-11-C2,2024-07-11,C,fracture,Y,65,PIP joint work,keep,
AT-2024-07-12-A1,2024-07-12,A,peripheral_nerve,N,45,nerve mobilization,keep,
AT-2024-07-12-A2,2024-07-12,A,peripheral_nerve,N,60,nerve mobilization,keep,
AT-2024-07-12-B1,2024-07-12,B,tendon,N,45,extensor rehab,keep,
AT-2024-07-12-B2,2024-07-12,B,tendon,N,90,extensor rehab,keep,
AT-2024-07-12-B3,2024-07-12,B,tendon,Y,60,differential glide,keep,
AT-2024-07-12-E1,2024-07-12,E,wound,Y,90,edema control,keep,
AT-2024-07-12-F1,2024-07-12,F,splinting_orthotics,N,60,custom thermoplastic,keep,
AT-2024-07-15-B1,2024-07-15,B,tendon,Y,90,flexor post-op ROM,keep,
AT-2024-07-15-C1,2024-07-15,C,fracture,N,35,metacarpal ROM,keep,
AT-2024-07-15-F1,2024-07-15,F,splinting_orthotics,N,75,buddy strap adj,keep,
AT-2024-07-15-F2,2024-07-15,F,splinting_orthotics,Y,45,dynamic outrigger,keep,
AT-2024-07-16-A1,2024-07-16,A,peripheral_nerve,N,75,graded exposure,keep,
AT-2024-07-16-F1,2024-07-16,F,splinting_orthotics,Y,45,custom thermoplastic,keep,
AT-2024-07-16-H1,2024-07-16,H,pediatric,Y,60,developmental play,keep,
AT-2024-07-17-A1,2024-07-17,A,peripheral_nerve,N,75,graded exposure,keep,
AT-2024-07-18-A1,2024-07-18,A,peripheral_nerve,Y,60,sensory re-ed,keep,
AT-2024-07-18-B1,2024-07-18,B,tendon,Y,30,protective ROM,keep,
AT-2024-07-18-G1,2024-07-18,G,amputation,N,95,prosthetic training,keep,
AT-2024-07-18-I1,2024-07-18,I,modality_supervision_only,Y,45,paraffin only,keep,
AT-2024-07-19-A1,2024-07-19,A,peripheral_nerve,N,65,graded exposure,keep,
AT-2024-07-19-C1,2024-07-19,C,fracture,N,75,ORIF f/u,keep,
AT-2024-07-19-D1,2024-07-19,D,arthritis,N,60,thermoplastic thumb,keep,
AT-2024-07-19-D2,2024-07-19,D,arthritis,Y,45,CMC support,keep,
AT-2024-07-22-B1,2024-07-22,B,tendon,N,50,strengthening prog,keep,
AT-2024-07-22-D1,2024-07-22,D,arthritis,Y,60,joint protection,duplicate,"duplicate of adjacent session, deduped"
AT-2024-07-22-E1,2024-07-22,E,wound,N,60,MEM technique,keep,
AT-2024-07-23-C1,2024-07-23,C,fracture,Y,75,PIP joint work,keep,
AT-2024-07-24-I1,2024-07-24,I,modality_supervision_only,Y,45,paraffin only,keep,
AT-2024-07-25-B1,2024-07-25,B,tendon,N,80,strengthening prog,keep,
AT-2024-07-25-C1,2024-07-25,C,fracture,N,60,scaphoid protection,keep,
AT-2024-07-25-F1,2024-07-25,F,splinting_orthotics,N,60,dynamic outrigger,keep,
AT-2024-07-25-F2,2024-07-25,F,splinting_orthotics,Y,50,wrist cock-up fab,keep,
AT-2024-07-25-I1,2024-07-25,I,modality_supervision_only,N,60,FES obs,keep,
AT-2024-07-26-A1,2024-07-26,A,peripheral_nerve,Y,75,graded exposure,keep,
AT-2024-07-26-B1,2024-07-26,B,tendon,N,30,extensor rehab,keep,
AT-2024-07-26-C1,2024-07-26,C,fracture,Y,60,distal radius rehab,keep,
AT-2024-07-26-C2,2024-07-26,C,fracture,N,90,distal radius rehab,keep,
AT-2024-07-26-D1,2024-07-26,D,arthritis,Y,45,CMC support,keep,
AT-2024-07-26-E1,2024-07-26,E,wound,Y,60,edema control,keep,
AT-2024-07-26-F1,2024-07-26,F,splinting_orthotics,N,80,custom thermoplastic,keep,
AT-2024-07-26-F2,2024-07-26,F,splinting_orthotics,N,90,PIP capener,keep,
AT-2024-07-26-F3,2024-07-26,F,splinting_orthotics,Y,60,wrist cock-up fab,keep,
AT-2024-07-29-A1,2024-07-29,A,peripheral_nerve,Y,45,graded exposure,keep,
AT-2024-07-29-E1,2024-07-29,E,wound,N,95,edema control,keep,
AT-2024-07-29-F1,2024-07-29,F,splinting_orthotics,N,60,custom thermoplastic,keep,
AT-2024-07-29-J1,2024-07-29,J,other_eligible,N,50,assessment,keep,
AT-2024-07-29-J2,2024-07-29,J,other_eligible,N,60,FCE partial,keep,
AT-2024-07-30-A1,2024-07-30,A,peripheral_nerve,N,45,desensitization,keep,
AT-2024-07-30-C1,2024-07-30,C,fracture,Y,60,PIP joint work,duplicate,"duplicate of adjacent session, deduped"
AT-2024-07-30-D1,2024-07-30,D,arthritis,Y,30,RA hand pack,keep,
AT-2024-07-30-E1,2024-07-30,E,wound,Y,45,scar management,keep,
AT-2024-07-31-A1,2024-07-31,A,peripheral_nerve,N,65,nerve glide ROM,keep,
AT-2024-07-31-D1,2024-07-31,D,arthritis,N,65,energy conservation,keep,
AT-2024-08-02-D1,2024-08-02,D,arthritis,N,65,energy conservation,keep,
AT-2024-08-02-D2,2024-08-02,D,arthritis,Y,60,energy conservation,keep,
AT-2024-08-02-D3,2024-08-02,D,arthritis,Y,75,CMC support,keep,
AT-2024-08-05-F1,2024-08-05,F,splinting_orthotics,N,35,wrist cock-up fab,keep,
AT-2024-08-05-F2,2024-08-05,F,splinting_orthotics,N,45,wrist cock-up fab,keep,
AT-2024-08-06-E1,2024-08-06,E,wound,Y,45,scar management,keep,
AT-2024-08-06-F1,2024-08-06,F,splinting_orthotics,N,30,buddy strap adj,keep,
AT-2024-08-07-B1,2024-08-07,B,tendon,Y,65,flexor post-op ROM,keep,
AT-2024-08-07-C1,2024-08-07,C,fracture,N,60,ORIF f/u,keep,
AT-2024-08-07-C2,2024-08-07,C,fracture,N,60,scaphoid protection,keep,
AT-2024-08-07-F1,2024-08-07,F,splinting_orthotics,N,90,custom thermoplastic,keep,
AT-2024-08-08-A1,2024-08-08,A,peripheral_nerve,N,75,graded exposure,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2024-08-08-E1,2024-08-08,E,wound,N,65,silicone gel,keep,
AT-2024-08-09-C1,2024-08-09,C,fracture,Y,65,PIP joint work,keep,
AT-2024-08-09-F1,2024-08-09,F,splinting_orthotics,N,60,PIP capener,keep,
AT-2024-08-09-F2,2024-08-09,F,splinting_orthotics,N,60,PIP capener,keep,
AT-2024-08-12-A1,2024-08-12,A,peripheral_nerve,Y,60,nerve glide ROM,keep,
AT-2024-08-12-E1,2024-08-12,E,wound,N,65,MEM technique,keep,
AT-2024-08-12-I1,2024-08-12,I,modality_supervision_only,Y,60,iontophoresis obs,keep,
AT-2024-08-12-J1,2024-08-12,J,other_eligible,N,90,documentation cluster,keep,
AT-2024-08-13-B1,2024-08-13,B,tendon,Y,30,protective ROM,keep,
AT-2024-08-13-F1,2024-08-13,F,splinting_orthotics,Y,65,custom thermoplastic,keep,
AT-2024-08-14-B1,2024-08-14,B,tendon,N,95,extensor rehab,keep,
AT-2024-08-15-C1,2024-08-15,C,fracture,Y,45,metacarpal ROM,keep,
AT-2024-08-15-D1,2024-08-15,D,arthritis,Y,80,CMC support,keep,
AT-2024-08-15-F1,2024-08-15,F,splinting_orthotics,Y,45,custom thermoplastic,keep,
AT-2024-08-15-F2,2024-08-15,F,splinting_orthotics,N,90,dynamic outrigger,keep,
AT-2024-08-16-A1,2024-08-16,A,peripheral_nerve,N,60,desensitization,keep,
AT-2024-08-16-B1,2024-08-16,B,tendon,N,50,strengthening prog,keep,
AT-2024-08-16-F1,2024-08-16,F,splinting_orthotics,N,30,custom thermoplastic,keep,
AT-2024-08-16-G1,2024-08-16,G,amputation,N,95,shrinker fitting,keep,
AT-2024-08-16-G2,2024-08-16,G,amputation,N,50,shrinker fitting,keep,
AT-2024-08-19-H1,2024-08-19,H,pediatric,N,65,peds bilateral,keep,
AT-2024-08-20-B1,2024-08-20,B,tendon,N,90,strengthening prog,keep,
AT-2024-08-20-B2,2024-08-20,B,tendon,N,60,flexor post-op ROM,keep,
AT-2024-08-20-E1,2024-08-20,E,wound,Y,60,scar management,keep,
AT-2024-08-20-E2,2024-08-20,E,wound,Y,30,MEM technique,keep,
AT-2024-08-21-C1,2024-08-21,C,fracture,N,60,distal radius rehab,duplicate,"duplicate of adjacent session, deduped"
AT-2024-08-22-A1,2024-08-22,A,peripheral_nerve,N,65,nerve mobilization,keep,
AT-2024-08-22-B1,2024-08-22,B,tendon,N,45,extensor rehab,keep,
AT-2024-08-22-E1,2024-08-22,E,wound,N,60,wound care f/u,keep,
AT-2024-08-23-A1,2024-08-23,A,peripheral_nerve,N,30,nerve glide ROM,keep,
AT-2024-08-23-A2,2024-08-23,A,peripheral_nerve,N,45,sensory re-ed,keep,
AT-2024-08-23-C1,2024-08-23,C,fracture,N,45,ORIF f/u,keep,
AT-2024-08-23-E1,2024-08-23,E,wound,N,65,MEM technique,keep,
AT-2024-08-23-F1,2024-08-23,F,splinting_orthotics,N,65,custom thermoplastic,keep,
AT-2024-08-23-F2,2024-08-23,F,splinting_orthotics,N,45,wrist cock-up fab,keep,
AT-2024-08-23-F3,2024-08-23,F,splinting_orthotics,N,50,wrist cock-up fab,keep,
AT-2024-08-28-E1,2024-08-28,E,wound,N,60,MEM technique,keep,
AT-2024-08-28-F1,2024-08-28,F,splinting_orthotics,N,45,wrist cock-up fab,keep,
AT-2024-08-28-J1,2024-08-28,J,other_eligible,N,60,HEP review,keep,
AT-2024-08-28-J2,2024-08-28,J,other_eligible,N,75,IDT participation,keep,
AT-2024-08-28-J3,2024-08-28,J,other_eligible,Y,45,documentation cluster,keep,
AT-2024-08-29-D1,2024-08-29,D,arthritis,Y,60,joint protection,keep,
AT-2024-08-29-J1,2024-08-29,J,other_eligible,Y,90,assessment,keep,
AT-2024-08-30-A1,2024-08-30,A,peripheral_nerve,N,60,graded exposure,keep,
AT-2024-08-30-A2,2024-08-30,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2024-08-30-D1,2024-08-30,D,arthritis,N,50,joint protection,keep,
AT-2024-08-30-D2,2024-08-30,D,arthritis,N,65,thermoplastic thumb,keep,
AT-2024-08-30-D3,2024-08-30,D,arthritis,N,30,CMC support,keep,
AT-2024-08-30-E1,2024-08-30,E,wound,N,75,wound care f/u,keep,
AT-2024-08-30-F1,2024-08-30,F,splinting_orthotics,N,95,buddy strap adj,keep,
AT-2024-08-30-I1,2024-08-30,I,modality_supervision_only,N,30,iontophoresis obs,keep,
AT-2024-09-02-A1,2024-09-02,A,peripheral_nerve,N,60,desensitization,keep,
AT-2024-09-02-B1,2024-09-02,B,tendon,N,45,flexor post-op ROM,keep,
AT-2024-09-02-F1,2024-09-02,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2024-09-02-H1,2024-09-02,H,pediatric,N,35,developmental play,keep,
AT-2024-09-03-A1,2024-09-03,A,peripheral_nerve,N,95,graded exposure,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2024-09-03-A2,2024-09-03,A,peripheral_nerve,N,60,nerve glide ROM,keep,
AT-2024-09-03-D1,2024-09-03,D,arthritis,Y,60,CMC support,keep,
AT-2024-09-04-C1,2024-09-04,C,fracture,Y,45,distal radius rehab,keep,
AT-2024-09-04-E1,2024-09-04,E,wound,Y,60,silicone gel,keep,
AT-2024-09-04-E2,2024-09-04,E,wound,Y,80,scar management,keep,
AT-2024-09-04-E3,2024-09-04,E,wound,N,75,MEM technique,keep,
AT-2024-09-04-F1,2024-09-04,F,splinting_orthotics,Y,30,wrist cock-up fab,keep,
AT-2024-09-05-C1,2024-09-05,C,fracture,Y,65,PIP joint work,keep,
AT-2024-09-05-C2,2024-09-05,C,fracture,N,75,distal radius rehab,keep,
AT-2024-09-05-H1,2024-09-05,H,pediatric,N,60,peds bilateral,keep,
AT-2024-09-06-A1,2024-09-06,A,peripheral_nerve,Y,65,desensitization,keep,
AT-2024-09-06-B1,2024-09-06,B,tendon,N,60,flexor post-op ROM,keep,
AT-2024-09-06-B2,2024-09-06,B,tendon,N,90,protective ROM,keep,
AT-2024-09-06-C1,2024-09-06,C,fracture,N,60,scaphoid protection,keep,
AT-2024-09-06-E1,2024-09-06,E,wound,Y,65,edema control,keep,
AT-2024-09-06-F1,2024-09-06,F,splinting_orthotics,N,45,custom thermoplastic,keep,
AT-2024-09-06-F2,2024-09-06,F,splinting_orthotics,Y,75,dynamic outrigger,keep,
AT-2024-09-06-F3,2024-09-06,F,splinting_orthotics,N,50,dynamic outrigger,keep,
AT-2024-09-06-F4,2024-09-06,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2024-09-09-A1,2024-09-09,A,peripheral_nerve,N,60,graded exposure,keep,
AT-2024-09-09-H1,2024-09-09,H,pediatric,Y,60,peds bilateral,keep,
AT-2024-09-09-I1,2024-09-09,I,modality_supervision_only,N,65,ultrasound obs,keep,
AT-2024-09-09-I2,2024-09-09,I,modality_supervision_only,N,45,ultrasound obs,keep,
AT-2024-09-10-B1,2024-09-10,B,tendon,N,45,flexor post-op ROM,keep,
AT-2024-09-11-F1,2024-09-11,F,splinting_orthotics,N,60,buddy strap adj,keep,
AT-2024-09-11-H1,2024-09-11,H,pediatric,N,45,developmental play,keep,
AT-2024-09-11-I1,2024-09-11,I,modality_supervision_only,N,60,ultrasound obs,keep,
AT-2024-09-11-J1,2024-09-11,J,other_eligible,N,60,assessment,keep,
AT-2024-09-12-C1,2024-09-12,C,fracture,N,45,PIP joint work,keep,
AT-2024-09-12-C2,2024-09-12,C,fracture,N,45,PIP joint work,keep,
AT-2024-09-12-F1,2024-09-12,F,splinting_orthotics,N,60,custom thermoplastic,keep,
AT-2024-09-13-B1,2024-09-13,B,tendon,Y,60,extensor rehab,keep,
AT-2024-09-13-C1,2024-09-13,C,fracture,N,30,ORIF f/u,keep,
AT-2024-09-13-F1,2024-09-13,F,splinting_orthotics,Y,35,dynamic outrigger,keep,
AT-2024-09-13-G1,2024-09-13,G,amputation,N,60,pre-prosthetic,keep,
AT-2024-09-13-I1,2024-09-13,I,modality_supervision_only,Y,50,iontophoresis obs,keep,
AT-2024-09-16-D1,2024-09-16,D,arthritis,Y,60,energy conservation,keep,
AT-2024-09-16-F1,2024-09-16,F,splinting_orthotics,N,60,PIP capener,keep,
AT-2024-09-16-F2,2024-09-16,F,splinting_orthotics,N,65,buddy strap adj,keep,
AT-2024-09-17-B1,2024-09-17,B,tendon,Y,50,extensor rehab,keep,
AT-2024-09-17-C1,2024-09-17,C,fracture,N,45,PIP joint work,keep,
AT-2024-09-17-E1,2024-09-17,E,wound,N,45,edema control,keep,
AT-2024-09-18-B1,2024-09-18,B,tendon,N,60,flexor post-op ROM,keep,
AT-2024-09-18-I1,2024-09-18,I,modality_supervision_only,Y,60,aide-run modality,keep,
AT-2024-09-19-C1,2024-09-19,C,fracture,Y,45,scaphoid protection,keep,
AT-2024-09-20-A1,2024-09-20,A,peripheral_nerve,N,45,nerve mobilization,keep,
AT-2024-09-20-C1,2024-09-20,C,fracture,Y,75,distal radius rehab,keep,
AT-2024-09-20-F1,2024-09-20,F,splinting_orthotics,Y,95,PIP capener,keep,
AT-2024-09-20-G1,2024-09-20,G,amputation,N,90,prosthetic training,keep,
AT-2024-09-20-I1,2024-09-20,I,modality_supervision_only,Y,50,paraffin only,keep,
AT-2024-09-20-I2,2024-09-20,I,modality_supervision_only,N,60,FES obs,keep,
AT-2024-09-20-I3,2024-09-20,I,modality_supervision_only,N,50,ultrasound obs,keep,
AT-2024-09-20-I4,2024-09-20,I,modality_supervision_only,N,60,FES obs,keep,
AT-2024-09-20-J1,2024-09-20,J,other_eligible,N,45,FCE partial,keep,
AT-2024-09-23-B1,2024-09-23,B,tendon,N,60,differential glide,keep,
AT-2024-09-23-C1,2024-09-23,C,fracture,N,45,distal radius rehab,keep,
AT-2024-09-23-E1,2024-09-23,E,wound,N,75,MEM technique,keep,
AT-2024-09-24-B1,2024-09-24,B,tendon,Y,60,extensor rehab,keep,
AT-2024-09-24-C1,2024-09-24,C,fracture,N,65,scaphoid protection,keep,
AT-2024-09-25-A1,2024-09-25,A,peripheral_nerve,N,65,desensitization,keep,
AT-2024-09-25-C1,2024-09-25,C,fracture,N,90,PIP joint work,keep,
AT-2024-09-25-F1,2024-09-25,F,splinting_orthotics,N,45,PIP capener,keep,
AT-2024-09-26-B1,2024-09-26,B,tendon,N,30,differential glide,keep,
AT-2024-09-26-C1,2024-09-26,C,fracture,N,60,PIP joint work,keep,
AT-2024-09-27-A1,2024-09-27,A,peripheral_nerve,N,30,nerve glide ROM,keep,
AT-2024-09-27-C1,2024-09-27,C,fracture,N,75,scaphoid protection,keep,
AT-2024-09-27-E1,2024-09-27,E,wound,Y,75,MEM technique,duplicate,"duplicate of adjacent session, deduped"
AT-2024-09-27-F1,2024-09-27,F,splinting_orthotics,N,30,dynamic outrigger,keep,
AT-2024-09-27-I1,2024-09-27,I,modality_supervision_only,N,30,aide-run modality,keep,
AT-2024-09-27-J1,2024-09-27,J,other_eligible,N,75,assessment,keep,
AT-2024-09-30-B1,2024-09-30,B,tendon,N,60,flexor post-op ROM,keep,
AT-2024-09-30-D1,2024-09-30,D,arthritis,N,45,RA hand pack,keep,
AT-2024-10-01-I1,2024-10-01,I,modality_supervision_only,N,50,FES obs,keep,
AT-2024-10-02-A1,2024-10-02,A,peripheral_nerve,N,90,nerve mobilization,keep,
AT-2024-10-02-C1,2024-10-02,C,fracture,Y,60,PIP joint work,keep,
AT-2024-10-03-D1,2024-10-03,D,arthritis,N,90,joint protection,keep,
AT-2024-10-03-E1,2024-10-03,E,wound,N,95,wound care f/u,keep,
AT-2024-10-04-B1,2024-10-04,B,tendon,N,60,protective ROM,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2024-10-04-B2,2024-10-04,B,tendon,N,45,protective ROM,keep,
AT-2024-10-04-D1,2024-10-04,D,arthritis,N,50,joint protection,reclassify_to_solo,supervised-in-building-not-in-room per Box memo 2026-09-24
AT-2024-10-04-E1,2024-10-04,E,wound,Y,75,wound care f/u,duplicate,"duplicate of adjacent session, deduped"
AT-2024-10-04-H1,2024-10-04,H,pediatric,N,60,peds splinting,keep,
AT-2024-10-04-I1,2024-10-04,I,modality_supervision_only,Y,50,iontophoresis obs,keep,
AT-2024-10-07-A1,2024-10-07,A,peripheral_nerve,N,75,desensitization,duplicate,"duplicate of adjacent session, deduped"
AT-2024-10-07-F1,2024-10-07,F,splinting_orthotics,Y,65,dynamic outrigger,keep,
AT-2024-10-07-G1,2024-10-07,G,amputation,Y,45,residual limb prep,keep,
AT-2024-10-08-C1,2024-10-08,C,fracture,N,45,PIP joint work,keep,
AT-2024-10-08-C2,2024-10-08,C,fracture,N,65,ORIF f/u,keep,
AT-2024-10-09-D1,2024-10-09,D,arthritis,N,60,thermoplastic thumb,keep,
AT-2024-10-10-B1,2024-10-10,B,tendon,N,60,protective ROM,keep,
AT-2024-10-10-D1,2024-10-10,D,arthritis,Y,80,thermoplastic thumb,keep,
AT-2024-10-10-D2,2024-10-10,D,arthritis,N,75,CMC support,keep,
AT-2024-10-11-A1,2024-10-11,A,peripheral_nerve,Y,65,sensory re-ed,keep,
AT-2024-10-11-A2,2024-10-11,A,peripheral_nerve,N,90,graded exposure,keep,
AT-2024-10-11-B1,2024-10-11,B,tendon,N,50,extensor rehab,keep,
AT-2024-10-11-B2,2024-10-11,B,tendon,Y,60,strengthening prog,keep,
AT-2024-10-11-E1,2024-10-11,E,wound,Y,80,silicone gel,keep,
AT-2024-10-11-F1,2024-10-11,F,splinting_orthotics,Y,75,PIP capener,keep,
AT-2024-10-11-F2,2024-10-11,F,splinting_orthotics,Y,60,custom thermoplastic,keep,
AT-2024-10-11-G1,2024-10-11,G,amputation,N,45,pre-prosthetic,keep,
AT-2024-10-11-J1,2024-10-11,J,other_eligible,N,75,FCE partial,duplicate,"duplicate of adjacent session, deduped"
AT-2024-10-14-A1,2024-10-14,A,peripheral_nerve,N,45,desensitization,keep,
AT-2024-10-14-C1,2024-10-14,C,fracture,N,65,distal radius rehab,keep,
AT-2024-10-14-D1,2024-10-14,D,arthritis,N,65,energy conservation,keep,
AT-2024-10-14-E1,2024-10-14,E,wound,Y,75,MEM technique,keep,
AT-2024-10-14-G1,2024-10-14,G,amputation,N,80,shrinker fitting,keep,
AT-2024-10-16-A1,2024-10-16,A,peripheral_nerve,N,75,graded exposure,keep,
AT-2024-10-16-A2,2024-10-16,A,peripheral_nerve,Y,30,nerve glide ROM,keep,
AT-2024-10-16-B1,2024-10-16,B,tendon,N,45,protective ROM,keep,
AT-2024-10-16-D1,2024-10-16,D,arthritis,N,45,RA hand pack,keep,
AT-2024-10-18-A1,2024-10-18,A,peripheral_nerve,Y,45,nerve mobilization,keep,
AT-2024-10-18-A2,2024-10-18,A,peripheral_nerve,N,95,sensory re-ed,keep,
AT-2024-10-18-B1,2024-10-18,B,tendon,Y,65,strengthening prog,keep,
AT-2024-10-18-D1,2024-10-18,D,arthritis,N,60,joint protection,keep,
AT-2024-10-18-F1,2024-10-18,F,splinting_orthotics,Y,45,custom thermoplastic,keep,
AT-2024-10-21-C1,2024-10-21,C,fracture,Y,60,metacarpal ROM,keep,
AT-2024-10-21-I1,2024-10-21,I,modality_supervision_only,Y,75,aide-run modality,drop_eligibility,fails eligibility per Box memo 2026-09-24 - modality-supervision-only
AT-2024-10-22-C1,2024-10-22,C,fracture,N,90,ORIF f/u,keep,
AT-2024-10-22-E1,2024-10-22,E,wound,Y,65,scar management,keep,
AT-2024-10-23-A1,2024-10-23,A,peripheral_nerve,N,65,desensitization,keep,
AT-2024-10-25-B1,2024-10-25,B,tendon,N,45,extensor rehab,keep,
AT-2024-10-25-B2,2024-10-25,B,tendon,N,65,flexor post-op ROM,keep,
AT-2024-10-25-C1,2024-10-25,C,fracture,Y,45,scaphoid protection,keep,
AT-2024-10-25-D1,2024-10-25,D,arthritis,Y,80,CMC support,keep,
AT-2024-10-25-D2,2024-10-25,D,arthritis,N,65,joint protection,keep,
AT-2024-10-28-E1,2024-10-28,E,wound,Y,75,scar management,keep,
AT-2024-10-28-F1,2024-10-28,F,splinting_orthotics,N,65,dynamic outrigger,keep,
AT-2024-10-29-A1,2024-10-29,A,peripheral_nerve,N,60,graded exposure,keep,
AT-2024-10-29-B1,2024-10-29,B,tendon,N,50,protective ROM,keep,
AT-2024-10-29-J1,2024-10-29,J,other_eligible,Y,45,IDT participation,keep,
AT-2024-10-30-I1,2024-10-30,I,modality_supervision_only,N,60,paraffin only,keep,
