zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
zpid_80000154,549 Flower Ave,Rockville,MD,20852,38.9942,-77.0395,2,3,1028,7744,1960,Multi-Family,415130,406712,2075,SOLD,81,agt_068fc6debf
zpid_80000155,1028 Sligo Ave,Hyattsville,MD,20782,38.9562,-77.0456,2,3,1427,2257,1999,Townhouse,424433,420970,2122,FOR_SALE,13,agt_6c1bac9b20
zpid_80000156,5069 Grubb Rd,Bethesda,MD,20814,38.9937,-77.0586,4,2,1497,8066,1949,Townhouse,428260,427465,2141,FOR_SALE,6,agt_068fc6debf
zpid_80000157,9147 Ellsworth Dr,Kensington,MD,20895,38.9475,-77.0400,3,3,928,4373,1991,SingleFamily,419048,408954,2095,FOR_SALE,14,agt_fb0530ccb6
zpid_80000158,7562 Georgia Ave,Wheaton,MD,20902,38.9958,-76.9741,2,1,939,2014,1969,Condo,429751,431461,2148,FOR_SALE,76,agt_1c3e6a39e9
zpid_80000159,349 Wayne Ave,Silver Spring,MD,20910,38.9527,-77.0129,3,3,1139,5211,1962,SingleFamily,412634,422516,2063,PENDING,11,agt_8b8eb8611e
zpid_80000160,6082 Maple Ave,Hyattsville,MD,20782,39.0064,-77.0020,2,2,976,3867,2015,Townhouse,399170,391786,1995,FOR_SALE,64,agt_6b9358c137
zpid_80000161,9311 Sligo Ave,Kensington,MD,20895,39.0306,-77.0188,3,1,1396,7996,1971,Multi-Family,451496,445878,2257,FOR_SALE,63,agt_0c89a56451
zpid_80000162,6335 Flower Ave,Silver Spring,MD,20902,38.9573,-76.9779,2,2,966,4609,1998,Townhouse,411327,429826,2056,PENDING,79,agt_fdf0b55dad
zpid_80000163,3531 Blair Mill Rd,Wheaton,MD,20902,39.0240,-76.9918,4,1,1195,3448,1952,SingleFamily,412162,427262,2060,FOR_SALE,82,agt_76d962b647
zpid_80000164,9241 Ripley St,Silver Spring,MD,20901,38.9813,-77.0692,2,2,1200,6193,1988,Condo,395619,395147,1978,SOLD,26,agt_e24d1a72ef
zpid_80000165,8253 Grubb Rd,Bethesda,MD,20814,38.9827,-76.9762,3,2,1280,3451,1978,Condo,459436,466754,2297,PENDING,35,agt_e6b21b4a28
zpid_80000166,7431 Ellsworth Dr,Bethesda,MD,20814,38.9900,-77.0166,2,2,1431,5783,2013,Multi-Family,399770,394702,1998,FOR_SALE,38,agt_bed9b2587a
zpid_80000167,8508 Georgia Ave,Rockville,MD,20852,38.9639,-76.9995,3,2,1179,4113,1995,Townhouse,424193,443809,2120,SOLD,86,agt_1087cc2c94
zpid_80000168,2975 Bonifant St,Takoma Park,MD,20912,38.9884,-76.9854,3,2,1379,3563,1976,SingleFamily,401278,396672,2006,FOR_SALE,35,agt_e15d53c621
zpid_80000169,6277 Bonifant St,Bethesda,MD,20814,38.9789,-76.9824,2,2,1248,2694,1998,Townhouse,422274,441978,2111,FOR_SALE,38,agt_4c1c4b47ed
zpid_80000170,7522 Colesville Rd,Hyattsville,MD,20782,39.0033,-77.0467,3,2,1016,4666,2003,Townhouse,404172,401475,2020,FOR_SALE,33,agt_94c0455c4b
zpid_80000171,6784 Ellsworth Dr,Hyattsville,MD,20782,39.0304,-76.9723,3,3,1230,8445,1980,Condo,400825,418110,2004,PENDING,31,agt_bf6b1c6043
zpid_80000172,5405 Fenton St,Bethesda,MD,20814,39.0256,-77.0672,2,3,1006,4004,1957,Condo,457286,468656,2286,FOR_SALE,87,agt_f39c38e644
zpid_80000173,8056 Bonifant St,Kensington,MD,20895,38.9407,-76.9701,3,3,1193,6057,1985,SingleFamily,419275,436139,2096,SOLD,29,agt_3dd727a144
zpid_80000174,434 Wayne Ave,Wheaton,MD,20902,38.9970,-76.9858,3,3,1135,7402,2011,SingleFamily,393025,388473,1965,PENDING,57,agt_ea6126fc5c
zpid_80000175,7813 Georgia Ave,Takoma Park,MD,20912,38.9445,-77.0548,3,2,978,5673,1971,Townhouse,392242,377460,1961,PENDING,89,agt_b81c2eacc4
zpid_80000176,1304 Blair Mill Rd,Kensington,MD,20895,38.9555,-76.9809,3,2,1442,7487,1956,Multi-Family,434551,438075,2172,PENDING,66,agt_c40310b430
zpid_80000177,2283 Grubb Rd,Wheaton,MD,20902,38.9748,-76.9994,2,1,1417,8473,2010,Multi-Family,386015,390550,1930,FOR_SALE,2,agt_e8beced66d
zpid_80000178,1395 Colesville Rd,Bethesda,MD,20814,39.0068,-77.0324,4,2,1163,6117,1975,Multi-Family,395593,397233,1977,FOR_SALE,60,agt_4fb634bed2
zpid_80000179,6726 Maple Ave,Silver Spring,MD,20901,38.9725,-76.9885,2,1,1034,7824,1990,SingleFamily,449245,446684,2246,FOR_SALE,29,agt_76d962b647
zpid_80000180,5042 Bonifant St,Silver Spring,MD,20902,39.0128,-77.0568,2,2,1231,6514,1974,SingleFamily,609333,601729,3046,FOR_SALE,88,agt_1e01d91003
zpid_80000181,8789 Maple Ave,Kensington,MD,20895,39.0146,-76.9900,2,2,1114,3909,1997,SingleFamily,615637,632057,3078,FOR_SALE,10,agt_3b094d4c65
zpid_80000182,5029 Grubb Rd,Silver Spring,MD,20901,39.0112,-77.0397,4,3,1156,2599,1984,Multi-Family,515460,519010,2577,FOR_SALE,78,agt_c23849b0d4
zpid_80000183,2481 Grubb Rd,Bethesda,MD,20814,39.0170,-77.0535,3,1,922,5331,1965,Multi-Family,566057,561324,2830,PENDING,89,agt_57c2cae48f
zpid_80000184,8732 Flower Ave,Takoma Park,MD,20912,39.0264,-77.0648,4,2,1094,6849,1955,Multi-Family,513963,521729,2569,PENDING,10,agt_8a1044a09a
zpid_80000185,5894 Maple Ave,Bethesda,MD,20814,39.0103,-77.0467,3,2,1344,8423,2010,Townhouse,533366,522762,2666,SOLD,40,agt_94c0455c4b
zpid_80000186,1877 Ellsworth Dr,Takoma Park,MD,20912,39.0218,-76.9931,2,1,1489,3033,1996,Multi-Family,596306,584100,2981,FOR_SALE,30,agt_f39c38e644
zpid_80000187,3928 Grubb Rd,Silver Spring,MD,20910,38.9866,-77.0607,3,2,1042,3600,1951,Multi-Family,486308,477095,2431,FOR_SALE,79,agt_476c253eaa
zpid_80000188,6691 Blair Mill Rd,Kensington,MD,20895,39.0328,-77.0626,3,2,1496,3286,1978,Multi-Family,588905,595812,2944,FOR_SALE,63,agt_e639405449
zpid_80000189,4836 Ellsworth Dr,Silver Spring,MD,20902,38.9454,-77.0278,3,1,1375,2417,1962,Condo,595081,602058,2975,FOR_SALE,47,agt_681de915d2
zpid_80000190,3521 Sligo Ave,Silver Spring,MD,20902,39.0051,-77.0492,2,1,1247,7798,1953,Condo,611724,612284,3058,FOR_SALE,88,agt_d14ef2fdb5
zpid_80000191,8982 Grubb Rd,Silver Spring,MD,20910,38.9526,-77.0397,3,1,979,2801,1972,SingleFamily,521333,527734,2606,SOLD,80,agt_3ecf84446f
zpid_80000192,8887 Sligo Ave,Silver Spring,MD,20910,38.9456,-77.0354,3,2,1341,4446,1984,SingleFamily,530671,529513,2653,SOLD,58,agt_f7ecb0674c
zpid_80000193,1768 Ripley St,Rockville,MD,20852,39.0054,-77.0403,2,1,1471,7874,1999,Townhouse,603618,591174,3018,PENDING,19,agt_de0c4f9322
zpid_80000194,4092 Blair Mill Rd,Wheaton,MD,20902,39.0158,-77.0116,3,2,1314,7196,1966,SingleFamily,538708,532505,2693,FOR_SALE,32,agt_50774e1b6e
zpid_80000195,5530 Ripley St,Silver Spring,MD,20901,38.9559,-76.9960,4,3,1164,3913,1975,Townhouse,549837,555236,2749,FOR_SALE,29,agt_b8a0ef2ed2
zpid_80000196,8979 Blair Mill Rd,Bethesda,MD,20814,38.9651,-77.0585,3,2,978,5327,1991,SingleFamily,615700,620560,3078,FOR_SALE,11,agt_eea375000b
zpid_80000197,3304 Grier Rd,Takoma Park,MD,20912,39.0208,-76.9728,3,2,934,2187,1950,Townhouse,518160,526368,2590,FOR_SALE,90,agt_4a2eb394fd
zpid_80000198,196 Bonifant St,Hyattsville,MD,20782,39.0392,-76.9886,3,2,1200,4038,1963,Townhouse,569250,580279,2846,PENDING,69,agt_fdf0b55dad
zpid_80000199,8905 Sligo Ave,Silver Spring,MD,20901,38.9492,-77.0234,4,2,1264,3338,1971,Condo,513684,524759,2568,FOR_SALE,61,agt_3013444086
zpid_80000200,6322 Grubb Rd,Silver Spring,MD,20901,38.9426,-77.0174,3,3,1388,4867,1964,Condo,520859,522877,2604,SOLD,15,agt_656510d37e
zpid_80000201,6659 Ripley St,Takoma Park,MD,20912,38.9910,-77.0518,3,1,1087,2363,1972,Condo,605595,599645,3027,PENDING,83,agt_38d29f2e66
zpid_80000202,3771 Maple Ave,Rockville,MD,20852,39.0082,-76.9898,2,3,1500,2911,2013,Multi-Family,579407,596680,2897,FOR_SALE,50,agt_76d962b647
zpid_80000203,3158 Ripley St,Kensington,MD,20895,39.0304,-76.9872,2,2,1391,2544,1995,SingleFamily,510322,520484,2551,FOR_SALE,44,agt_cff981f202
zpid_80000204,151 Fenton St,Hyattsville,MD,20782,38.9532,-77.0639,2,2,1369,6674,2009,Multi-Family,529376,522928,2646,FOR_SALE,86,agt_491158d4f6
