entity	code	year	sea_temperature_anomaly_annual	sea_temperature_anomaly_low_annual	sea_temperature_anomaly_high_annual
World	OWID_WRL	1855	0.030018061	-0.018916521	0.07487173
World	OWID_WRL	1856	-0.034341525	-0.08128619	0.008836393
World	OWID_WRL	1857	-0.15712668	-0.20092776	-0.11675261
World	OWID_WRL	1858	-0.13299903	-0.17339902	-0.091159016
World	OWID_WRL	1859	-0.008985271	-0.04832644	0.031228144
World	OWID_WRL	1860	0.03241239	-0.0036017715	0.07078673
World	OWID_WRL	1861	-0.0949176	-0.1298586	-0.05609219
World	OWID_WRL	1862	-0.1286636	-0.16082136	-0.09099569
World	OWID_WRL	1863	-0.059616275	-0.092002936	-0.02195894
World	OWID_WRL	1864	-0.09998127	-0.13051544	-0.062574275
World	OWID_WRL	1865	0.055493478	0.025755977	0.09136039
World	OWID_WRL	1866	0.06147165	0.030293059	0.09907606
World	OWID_WRL	1867	0.062968224	0.035180394	0.09811156
World	OWID_WRL	1868	0.052522726	0.02460656	0.08686381
World	OWID_WRL	1869	-0.015809523	-0.04574619	0.018681642
World	OWID_WRL	1870	0.042889807	0.014459976	0.077701725
World	OWID_WRL	1871	0.037309393	0.009685644	0.06857756
World	OWID_WRL	1872	0.024075055	-0.0028992712	0.057347313
World	OWID_WRL	1873	-0.026541939	-0.053864688	0.0036513954
World	OWID_WRL	1874	-0.12432144	-0.15101644	-0.09360843
World	OWID_WRL	1875	0.027401308	-0.0033146061	0.062833056
World	OWID_WRL	1876	-0.07782061	-0.10858719	-0.043400526
World	OWID_WRL	1877	0.24225381	0.2100979	0.2758589
World	OWID_WRL	1878	0.2623479	0.23200747	0.29934675
World	OWID_WRL	1879	0.06966973	0.035802394	0.10553173
World	OWID_WRL	1880	0.063482314	0.026341727	0.09847856
World	OWID_WRL	1881	0.116112895	0.078940645	0.15420856
World	OWID_WRL	1882	0.052516975	0.009542478	0.09089148
World	OWID_WRL	1883	0.019836396	-0.019213023	0.055425808
World	OWID_WRL	1884	-0.087170355	-0.12800261	-0.050815772
World	OWID_WRL	1885	-0.07227527	-0.113575935	-0.03355819
World	OWID_WRL	1886	-0.08599918	-0.1299382	-0.04595311
World	OWID_WRL	1887	-0.15522027	-0.20458853	-0.11506927
World	OWID_WRL	1888	0.014890478	-0.033866853	0.052946314
World	OWID_WRL	1889	0.09873823	0.04992464	0.14083272
World	OWID_WRL	1890	-0.16974986	-0.22255027	-0.12589319
World	OWID_WRL	1891	-0.010759774	-0.06420794	0.033055477
World	OWID_WRL	1892	-0.1518112	-0.20712844	-0.10734811
World	OWID_WRL	1893	-0.14678927	-0.20652944	-0.10030277
World	OWID_WRL	1894	-0.17074011	-0.23112276	-0.12781844
World	OWID_WRL	1895	-0.08163844	-0.14578544	-0.029735606
World	OWID_WRL	1896	0.11197981	0.04712906	0.1653863
World	OWID_WRL	1897	0.067001894	0.0012089773	0.117518395
World	OWID_WRL	1898	-0.16750276	-0.2377311	-0.11260319
World	OWID_WRL	1899	-0.044646025	-0.116211936	0.010692309
World	OWID_WRL	1900	0.035138976	-0.037073433	0.09122973
World	OWID_WRL	1901	-0.09213285	-0.1670241	-0.034715105
World	OWID_WRL	1902	-0.18034269	-0.25963128	-0.11921644
World	OWID_WRL	1903	-0.301279	-0.38362044	-0.23915353
World	OWID_WRL	1904	-0.33115587	-0.41380385	-0.26499128
World	OWID_WRL	1905	-0.1639482	-0.24831168	-0.10340344
World	OWID_WRL	1906	-0.11196136	-0.20151302	-0.042427022
World	OWID_WRL	1907	-0.20241235	-0.2667325	-0.1310431
World	OWID_WRL	1908	-0.30778143	-0.35510594	-0.23433286
World	OWID_WRL	1909	-0.3286427	-0.36421084	-0.25731584
World	OWID_WRL	1910	-0.32702228	-0.3678771	-0.26696903
World	OWID_WRL	1911	-0.32813078	-0.3730487	-0.26723927
World	OWID_WRL	1912	-0.1917277	-0.23962411	-0.12809119
World	OWID_WRL	1913	-0.22624277	-0.27556437	-0.16592053
World	OWID_WRL	1914	-0.08110877	-0.12909427	-0.0071541923
World	OWID_WRL	1915	0.03123014	-0.01958444	0.10928081
World	OWID_WRL	1916	-0.15750377	-0.20991802	-0.08116435
World	OWID_WRL	1917	-0.20325635	-0.2547185	-0.12553394
World	OWID_WRL	1918	-0.15690902	-0.21144727	-0.07302853
World	OWID_WRL	1919	-0.11306702	-0.16787036	-0.021814104
World	OWID_WRL	1920	-0.031665277	-0.08661135	0.054934226
World	OWID_WRL	1921	-0.0062057716	-0.059388272	0.09168465
World	OWID_WRL	1922	-0.08816227	-0.14036418	0.005401975
World	OWID_WRL	1923	-0.06341002	-0.118170686	0.032956146
World	OWID_WRL	1924	-0.05768411	-0.11138711	0.04393898
World	OWID_WRL	1925	-0.013629774	-0.0682031	0.078039564
World	OWID_WRL	1926	0.11141306	0.054923892	0.2070269
World	OWID_WRL	1927	0.037489895	-0.01846144	0.14004947
World	OWID_WRL	1928	0.005276143	-0.05168719	0.11002639
World	OWID_WRL	1929	-0.063780025	-0.12242077	0.03771506
World	OWID_WRL	1930	0.08920706	0.030858727	0.19815773
World	OWID_WRL	1931	0.14429948	0.08269965	0.24611622
World	OWID_WRL	1932	0.062069897	0.0021733101	0.17160915
World	OWID_WRL	1933	0.08348956	0.02765448	0.18418907
World	OWID_WRL	1934	0.13566056	0.07938473	0.22978199
World	OWID_WRL	1935	0.12526372	0.071024396	0.23189764
World	OWID_WRL	1936	0.16096023	0.10514464	0.25089747
World	OWID_WRL	1937	0.30750147	0.25035772	0.40378097
World	OWID_WRL	1938	0.21793415	0.16252731	0.31380856
World	OWID_WRL	1939	0.270887	0.21336432	0.36121088
World	OWID_WRL	1940	0.39988723	0.3335708	0.48636356
World	OWID_WRL	1941	0.2749584	0.13929299	0.43110973
World	OWID_WRL	1942	0.24096264	0.09252606	0.39021373
World	OWID_WRL	1943	0.22558331	0.07322139	0.3729533
World	OWID_WRL	1944	0.3742868	0.21747148	0.5190886
World	OWID_WRL	1945	0.3677769	0.21586332	0.51632506
World	OWID_WRL	1946	0.15278131	0.024348726	0.26995805
World	OWID_WRL	1947	0.08884573	-0.04786836	0.21275447
World	OWID_WRL	1948	0.097610146	-0.033735022	0.23278198
World	OWID_WRL	1949	0.110753395	0.001230146	0.21976198
World	OWID_WRL	1950	0.09475765	0.0001536415	0.20182481
World	OWID_WRL	1951	0.19907323	0.11954681	0.3107508
World	OWID_WRL	1952	0.29459572	0.22089356	0.40999597
World	OWID_WRL	1953	0.31025648	0.23451065	0.4125103
World	OWID_WRL	1954	0.11920289	0.042937145	0.21296248
World	OWID_WRL	1955	0.04073831	-0.037143186	0.12618856
World	OWID_WRL	1956	0.02525106	-0.05157694	0.10578056
World	OWID_WRL	1957	0.2293183	0.15461023	0.29979038
World	OWID_WRL	1958	0.25441307	0.18089831	0.3290179
World	OWID_WRL	1959	0.19854414	0.13631873	0.2753869
World	OWID_WRL	1960	0.15800557	0.09791181	0.2215544
World	OWID_WRL	1961	0.21473764	0.16849798	0.28348556
World	OWID_WRL	1962	0.15918523	0.118831396	0.21466823
World	OWID_WRL	1963	0.2151109	0.17003115	0.2781594
World	OWID_WRL	1964	0.0076045613	-0.039514527	0.068627894
World	OWID_WRL	1965	0.047280062	-0.0028547726	0.10894981
World	OWID_WRL	1966	0.16171873	0.11141281	0.21215422
World	OWID_WRL	1967	0.09586706	0.053656396	0.13872114
World	OWID_WRL	1968	0.101989225	0.069179974	0.13347964
World	OWID_WRL	1969	0.26740798	0.2377944	0.29633382
World	OWID_WRL	1970	0.15472889	0.13238631	0.18077698
World	OWID_WRL	1971	-0.00020652577	-0.023965854	0.02547298
World	OWID_WRL	1972	0.23782656	0.21313706	0.26052788
World	OWID_WRL	1973	0.27061763	0.24717173	0.29407507
World	OWID_WRL	1974	0.116295815	0.08905289	0.13792314
World	OWID_WRL	1975	0.11066715	0.08429781	0.13190506
World	OWID_WRL	1976	0.13199264	0.10765573	0.15346165
World	OWID_WRL	1977	0.34342015	0.32165897	0.36412206
World	OWID_WRL	1978	0.2856673	0.26172674	0.30771315
World	OWID_WRL	1979	0.4037594	0.38048464	0.4251252
World	OWID_WRL	1980	0.39988565	0.37376064	0.42122006
World	OWID_WRL	1981	0.37407306	0.34558165	0.39422756
World	OWID_WRL	1982	0.35663155	0.32852197	0.37626207
World	OWID_WRL	1983	0.4530404	0.42684472	0.47308365
World	OWID_WRL	1984	0.3207764	0.2961405	0.34150907
World	OWID_WRL	1985	0.30555114	0.2814099	0.3271884
World	OWID_WRL	1986	0.33513856	0.30992073	0.35740215
World	OWID_WRL	1987	0.49262682	0.4676765	0.51479846
World	OWID_WRL	1988	0.46825713	0.44378722	0.49048665
World	OWID_WRL	1989	0.42667523	0.40159097	0.44914347
World	OWID_WRL	1990	0.55368614	0.52768695	0.57587034
World	OWID_WRL	1991	0.5349323	0.50665516	0.5562027
World	OWID_WRL	1992	0.4378564	0.40978113	0.45877907
World	OWID_WRL	1993	0.4678978	0.44102255	0.4891718
World	OWID_WRL	1994	0.5073671	0.48012188	0.52994704
World	OWID_WRL	1995	0.5634167	0.5344264	0.5859149
World	OWID_WRL	1996	0.502109	0.47362882	0.52409524
World	OWID_WRL	1997	0.6834867	0.65533423	0.70707804
World	OWID_WRL	1998	0.7715068	0.74275404	0.7950534
World	OWID_WRL	1999	0.53618914	0.5081539	0.5599186
World	OWID_WRL	2000	0.54097074	0.51367325	0.5651397
World	OWID_WRL	2001	0.6516699	0.62413526	0.67635715
World	OWID_WRL	2002	0.6935008	0.66498405	0.7173471
World	OWID_WRL	2003	0.7194825	0.69217175	0.7429279
World	OWID_WRL	2004	0.69877833	0.6705571	0.7211517
World	OWID_WRL	2005	0.71021473	0.682502	0.7317155
World	OWID_WRL	2006	0.68741	0.6595418	0.7079932
World	OWID_WRL	2007	0.62213904	0.59346104	0.6429481
World	OWID_WRL	2008	0.5957514	0.567782	0.61725414
World	OWID_WRL	2009	0.7456925	0.7173875	0.76730424
World	OWID_WRL	2010	0.7499481	0.72222996	0.77177256
World	OWID_WRL	2011	0.6433064	0.61463976	0.6654649
World	OWID_WRL	2012	0.7140454	0.6857023	0.7365186
World	OWID_WRL	2013	0.739308	0.71110904	0.7618053
World	OWID_WRL	2014	0.84114045	0.81343013	0.863449
World	OWID_WRL	2015	0.96706295	0.9392702	0.9885512
World	OWID_WRL	2016	0.98573804	0.95810306	1.0065739
World	OWID_WRL	2017	0.9094461	0.8807078	0.9300242
World	OWID_WRL	2018	0.8726005	0.8441393	0.89268416
World	OWID_WRL	2019	0.9642939	0.9362047	0.98514116
World	OWID_WRL	2020	0.9592916	0.93070745	0.9800424
World	OWID_WRL	2021	0.8835391	0.8551429	0.9043734
World	OWID_WRL	2022	0.9357759	0.9070771	0.95673406
World	OWID_WRL	2023	1.1839015	1.1551229	1.2056022
World	OWID_WRL	2024	1.207033	1.1779693	1.2292281
World	OWID_WRL	2025	1.0960599	1.0670278	1.1166388
