album_id,name,artist_id,album_type,release_date,total_tracks,label
al_0455,Album 455,ar_0044,compilation,2026-08-11,7,Label
al_0456,Album 456,ar_0071,album,2020-11-13,16,Label
al_0457,Album 457,ar_0003,album,2021-05-05,7,Label
al_0458,Album 458,ar_0061,single,2023-05-14,17,Label
al_0459,Album 459,ar_0076,album,2024-06-27,20,Label
al_0460,Album 460,ar_0093,album,2026-07-13,16,Label
al_0461,Album 461,ar_0068,compilation,2024-06-02,6,Label
al_0462,Album 462,ar_0006,single,2020-09-06,2,Label
al_0463,Album 463,ar_0080,single,2021-10-24,3,Label
al_0464,Album 464,ar_0015,album,2023-03-21,14,Label
al_0465,Album 465,ar_0023,album,2024-07-17,10,Label
al_0466,Album 466,ar_0068,compilation,2020-06-14,1,Label
al_0467,Album 467,ar_0024,compilation,2024-12-08,16,Label
al_0468,Album 468,ar_0082,compilation,2023-03-24,10,Label
al_0469,Album 469,ar_0018,single,2026-03-21,12,Label
al_0470,Album 470,ar_0045,album,2021-11-15,1,Label
al_0471,Album 471,ar_0060,single,2020-11-02,2,Label
al_0472,Album 472,ar_0092,single,2022-08-04,9,Label
al_0473,Album 473,ar_0052,compilation,2025-03-05,14,Label
al_0474,Album 474,ar_0100,album,2023-05-06,16,Label
al_0475,Album 475,ar_0043,compilation,2021-07-27,20,Label
al_0476,Album 476,ar_0013,album,2025-11-23,1,Label
al_0477,Album 477,ar_0058,single,2025-03-02,15,Label
al_0478,Album 478,ar_0014,compilation,2026-08-25,8,Label
al_0479,Album 479,ar_0024,compilation,2021-04-01,14,Label
al_0480,Album 480,ar_0044,compilation,2024-08-27,14,Label
al_0481,Album 481,ar_0014,single,2022-08-24,2,Label
al_0482,Album 482,ar_0041,album,2020-06-24,14,Label
al_0483,Album 483,ar_0090,compilation,2020-01-08,7,Label
al_0484,Album 484,ar_0040,album,2022-11-13,3,Label
al_0485,Album 485,ar_0053,album,2025-03-19,5,Label
al_0486,Album 486,ar_0020,single,2026-05-02,6,Label
al_0487,Album 487,ar_0048,album,2022-02-27,20,Label
al_0488,Album 488,ar_0090,compilation,2020-10-03,16,Label
al_0489,Album 489,ar_0095,compilation,2022-12-26,15,Label
al_0490,Album 490,ar_0063,single,2025-12-03,4,Label
al_0491,Album 491,ar_0086,album,2021-03-24,18,Label
al_0492,Album 492,ar_0056,album,2024-12-23,1,Label
al_0493,Album 493,ar_0024,album,2025-12-02,10,Label
al_0494,Album 494,ar_0087,album,2021-08-14,16,Label
al_0495,Album 495,ar_0079,compilation,2023-10-18,20,Label
al_0496,Album 496,ar_0063,compilation,2026-08-13,1,Label
al_0497,Album 497,ar_0059,album,2020-06-01,5,Label
al_0498,Album 498,ar_0052,single,2025-09-11,2,Label
al_0499,Album 499,ar_0083,album,2021-11-12,20,Label
al_0500,Album 500,ar_0056,single,2023-08-07,10,Label
al_0501,Album 501,ar_0025,album,2020-10-14,16,Label
al_0502,Album 502,ar_0061,compilation,2021-03-07,2,Label
al_0503,Album 503,ar_0036,single,2021-11-25,12,Label
al_0504,Album 504,ar_0007,album,2023-08-10,9,Label
al_0505,Album 505,ar_0075,album,2026-02-02,1,Label
al_0506,Album 506,ar_0088,album,2026-02-21,9,Label
al_0507,Album 507,ar_0038,single,2023-03-09,15,Label
al_0508,Album 508,ar_0012,single,2021-11-27,11,Label
al_0509,Album 509,ar_0051,single,2023-10-01,14,Label
al_0510,Album 510,ar_0039,single,2024-01-04,9,Label
al_0511,Album 511,ar_0048,compilation,2026-05-03,6,Label
al_0512,Album 512,ar_0058,single,2026-01-13,3,Label
al_0513,Album 513,ar_0065,album,2024-10-10,2,Label
al_0514,Album 514,ar_0084,compilation,2026-07-18,3,Label
al_0515,Album 515,ar_0060,single,2025-04-08,7,Label
al_0516,Album 516,ar_0089,compilation,2022-02-26,16,Label
al_0517,Album 517,ar_0075,album,2020-08-13,8,Label
al_0518,Album 518,ar_0070,album,2024-01-15,15,Label
al_0519,Album 519,ar_0038,compilation,2023-02-18,8,Label
al_0520,Album 520,ar_0094,album,2022-06-09,5,Label
al_0521,Album 521,ar_0031,compilation,2023-10-26,14,Label
al_0522,Album 522,ar_0047,compilation,2020-11-11,6,Label
al_0523,Album 523,ar_0092,compilation,2024-08-06,3,Label
al_0524,Album 524,ar_0094,album,2021-03-20,5,Label
