Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,AcctNum,Vendor1099
3089,Cerda Print & Signage,Cerda Print & Signage,"{""Address"": ""orders@cerda-089.example.com""}","{""FreeFormNumber"": ""+15755558089""}","{""Line1"": ""289 Industrial Blvd"", ""City"": ""Alamogordo"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88310""}",2921,true,V00090,false
3090,Cerda Tannery,Cerda Tannery,"{""Address"": ""orders@cerda-090.example.com""}","{""FreeFormNumber"": ""+15755558090""}","{""Line1"": ""290 Industrial Blvd"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88030""}",3010,true,V00091,true
3091,Cerda Leather Supply,Cerda Leather Supply,"{""Address"": ""orders@cerda-091.example.com""}","{""FreeFormNumber"": ""+15755558091""}","{""Line1"": ""291 Industrial Blvd"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",3099,true,V00092,false
3092,Cerda Hardware,Cerda Hardware,"{""Address"": ""orders@cerda-092.example.com""}","{""FreeFormNumber"": ""+15755558092""}","{""Line1"": ""292 Industrial Blvd"", ""City"": ""El Paso"", ""CountrySubDivisionCode"": ""TX"", ""PostalCode"": ""79912""}",3188,true,V00093,false
3093,Cerda Buckle Co,Cerda Buckle Co,"{""Address"": ""orders@cerda-093.example.com""}","{""FreeFormNumber"": ""+15755558093""}","{""Line1"": ""293 Industrial Blvd"", ""City"": ""Albuquerque"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""87102""}",3277,true,V00094,false
3094,Cerda Dyes & Finishes,Cerda Dyes & Finishes,"{""Address"": ""orders@cerda-094.example.com""}","{""FreeFormNumber"": ""+15755558094""}","{""Line1"": ""294 Industrial Blvd"", ""City"": ""Santa Fe"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""87501""}",3366,true,V00095,false
3095,Cerda Sewing Supplies,Cerda Sewing Supplies,"{""Address"": ""orders@cerda-095.example.com""}","{""FreeFormNumber"": ""+15755558095""}","{""Line1"": ""295 Industrial Blvd"", ""City"": ""Roswell"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88203""}",3455,true,V00096,true
3096,Cerda Craft Wholesale,Cerda Craft Wholesale,"{""Address"": ""orders@cerda-096.example.com""}","{""FreeFormNumber"": ""+15755558096""}","{""Line1"": ""296 Industrial Blvd"", ""City"": ""Alamogordo"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88310""}",3544,true,V00097,false
3097,Cerda Ranch Supply,Cerda Ranch Supply,"{""Address"": ""orders@cerda-097.example.com""}","{""FreeFormNumber"": ""+15755558097""}","{""Line1"": ""297 Industrial Blvd"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88030""}",3633,true,V00098,false
3098,Cerda Freight & Shipping,Cerda Freight & Shipping,"{""Address"": ""orders@cerda-098.example.com""}","{""FreeFormNumber"": ""+15755558098""}","{""Line1"": ""298 Industrial Blvd"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",3722,true,V00099,false
3099,Cerda Print & Signage,Cerda Print & Signage,"{""Address"": ""orders@cerda-099.example.com""}","{""FreeFormNumber"": ""+15755558099""}","{""Line1"": ""299 Industrial Blvd"", ""City"": ""El Paso"", ""CountrySubDivisionCode"": ""TX"", ""PostalCode"": ""79912""}",3811,true,V00100,false
3100,Escobar Tannery,Escobar Tannery,"{""Address"": ""orders@escobar-100.example.com""}","{""FreeFormNumber"": ""+157555580100""}","{""Line1"": ""300 Industrial Blvd"", ""City"": ""Albuquerque"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""87102""}",3900,true,V00101,true
3101,Escobar Leather Supply,Escobar Leather Supply,"{""Address"": ""orders@escobar-101.example.com""}","{""FreeFormNumber"": ""+157555580101""}","{""Line1"": ""301 Industrial Blvd"", ""City"": ""Santa Fe"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""87501""}",3989,true,V00102,false
3102,Escobar Hardware,Escobar Hardware,"{""Address"": ""orders@escobar-102.example.com""}","{""FreeFormNumber"": ""+157555580102""}","{""Line1"": ""302 Industrial Blvd"", ""City"": ""Roswell"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88203""}",4078,true,V00103,false
3103,Escobar Buckle Co,Escobar Buckle Co,"{""Address"": ""orders@escobar-103.example.com""}","{""FreeFormNumber"": ""+157555580103""}","{""Line1"": ""303 Industrial Blvd"", ""City"": ""Alamogordo"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88310""}",4167,true,V00104,false
3104,Escobar Dyes & Finishes,Escobar Dyes & Finishes,"{""Address"": ""orders@escobar-104.example.com""}","{""FreeFormNumber"": ""+157555580104""}","{""Line1"": ""304 Industrial Blvd"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88030""}",4256,true,V00105,false
