Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
006GEN276,Grant Opportunity 276,001ACC089,Prospecting,3261.00,50,2026-11-01,Partnership
006GEN277,Grant Opportunity 277,001ACC123,Closed Won,4689.00,10,2026-11-01,Donation
006GEN278,Grant Opportunity 278,001ACC048,Closed Lost,1570.00,10,2026-11-01,Grant
006GEN279,Grant Opportunity 279,001ACC021,Prospecting,2177.00,100,2026-11-01,Donation
006GEN280,Grant Opportunity 280,001ACC111,Closed Lost,2209.00,50,2026-11-01,Partnership
006GEN281,Grant Opportunity 281,001ACC079,Prospecting,1063.00,100,2026-11-01,Grant
006GEN282,Grant Opportunity 282,001ACC083,Closed Lost,2958.00,50,2026-11-01,Partnership
006GEN283,Grant Opportunity 283,001ACC164,Closed Won,4047.00,100,2026-11-01,Donation
006GEN284,Grant Opportunity 284,001ACC072,Closed Lost,668.00,10,2026-11-01,Donation
006GEN285,Grant Opportunity 285,001ACC103,Closed Lost,4719.00,10,2026-11-01,Donation
006GEN286,Grant Opportunity 286,001ACC065,Prospecting,4558.00,50,2026-11-01,Partnership
006GEN287,Grant Opportunity 287,001ACC133,Closed Lost,4445.00,50,2026-11-01,Donation
006GEN288,Grant Opportunity 288,001ACC155,Closed Lost,4467.00,10,2026-11-01,Partnership
006GEN289,Grant Opportunity 289,001ACC182,Closed Won,3385.00,50,2026-11-01,Grant
006GEN290,Grant Opportunity 290,001ACC146,Prospecting,3755.00,100,2026-11-01,Partnership
006GEN291,Grant Opportunity 291,001ACC144,Closed Won,4379.00,50,2026-11-01,Grant
006GEN292,Grant Opportunity 292,001OUTREACH,Prospecting,2720.00,100,2026-11-01,Grant
006GEN293,Grant Opportunity 293,001ACC012,Prospecting,181.00,10,2026-11-01,Partnership
006GEN294,Grant Opportunity 294,001ACC186,Closed Lost,1281.00,100,2026-11-01,Grant
006GEN295,Grant Opportunity 295,001ACC182,Closed Lost,1664.00,50,2026-11-01,Partnership
006GEN296,Grant Opportunity 296,001ACC057,Prospecting,1583.00,100,2026-11-01,Donation
006GEN297,Grant Opportunity 297,001ACC038,Prospecting,3316.00,100,2026-11-01,Grant
006GEN298,Grant Opportunity 298,001ACC042,Closed Won,1274.00,50,2026-11-01,Donation
006GEN299,Grant Opportunity 299,001ACC029,Prospecting,2414.00,100,2026-11-01,Partnership
006GEN300,Grant Opportunity 300,001ACC194,Closed Won,2827.00,10,2026-11-01,Partnership
006GEN301,Grant Opportunity 301,001ACC110,Closed Won,272.00,100,2026-11-01,Donation
006GEN302,Grant Opportunity 302,001ACC037,Closed Won,3580.00,10,2026-11-01,Donation
006GEN303,Grant Opportunity 303,001ACC174,Closed Won,1690.00,100,2026-11-01,Partnership
006GEN304,Grant Opportunity 304,001ACC183,Closed Lost,339.00,100,2026-11-01,Donation
006GEN305,Grant Opportunity 305,001ACC178,Prospecting,1096.00,10,2026-11-01,Grant
006GEN306,Grant Opportunity 306,001ACC108,Closed Won,3910.00,10,2026-11-01,Partnership
006GEN307,Grant Opportunity 307,001ACC118,Closed Won,713.00,100,2026-11-01,Grant
006GEN308,Grant Opportunity 308,001ACC107,Closed Lost,1313.00,10,2026-11-01,Donation
006GEN309,Grant Opportunity 309,001ACC133,Closed Lost,3491.00,100,2026-11-01,Donation
006GEN310,Grant Opportunity 310,001ACC149,Closed Won,4314.00,100,2026-11-01,Partnership
006GEN311,Grant Opportunity 311,001ACC139,Closed Won,2453.00,10,2026-11-01,Donation
006GEN312,Grant Opportunity 312,001ACC001,Closed Lost,2017.00,10,2026-11-01,Partnership
006GEN313,Grant Opportunity 313,001ACC098,Closed Won,1294.00,50,2026-11-01,Donation
006GEN314,Grant Opportunity 314,001ACC073,Closed Lost,639.00,50,2026-11-01,Donation
006GEN315,Grant Opportunity 315,001ACC195,Closed Lost,4825.00,10,2026-11-01,Partnership
006GEN316,Grant Opportunity 316,001ACC004,Prospecting,2499.00,100,2026-11-01,Partnership
006GEN317,Grant Opportunity 317,001ACC175,Closed Lost,4916.00,50,2026-11-01,Partnership
006GEN318,Grant Opportunity 318,001ACC048,Prospecting,4623.00,50,2026-11-01,Grant
006GEN319,Grant Opportunity 319,001ACC025,Closed Lost,3964.00,10,2026-11-01,Partnership
006GEN320,Grant Opportunity 320,001ACC034,Closed Lost,1358.00,50,2026-11-01,Partnership
006GEN321,Grant Opportunity 321,001ACC070,Closed Lost,2672.00,10,2026-11-01,Grant
006GEN322,Grant Opportunity 322,001ACC082,Closed Won,4483.00,100,2026-11-01,Donation
006GEN323,Grant Opportunity 323,001ACC009,Closed Lost,1695.00,50,2026-11-01,Grant
006GEN324,Grant Opportunity 324,001ACC022,Closed Won,2684.00,50,2026-11-01,Partnership
006GEN325,Grant Opportunity 325,001ACC073,Closed Lost,2413.00,10,2026-11-01,Grant
006GEN326,Grant Opportunity 326,001ACC108,Closed Won,3100.00,50,2026-11-01,Partnership
006GEN327,Grant Opportunity 327,001ACC124,Closed Lost,1954.00,50,2026-11-01,Partnership
006GEN328,Grant Opportunity 328,001ACC051,Closed Lost,3999.00,50,2026-11-01,Partnership
006GEN329,Grant Opportunity 329,001ACC123,Prospecting,4509.00,50,2026-11-01,Grant
006GEN330,Grant Opportunity 330,001ACC041,Closed Lost,2081.00,100,2026-11-01,Donation
006GEN331,Grant Opportunity 331,001ACC148,Prospecting,539.00,50,2026-11-01,Donation
006GEN332,Grant Opportunity 332,001ACC078,Closed Lost,3007.00,10,2026-11-01,Grant
006GEN333,Grant Opportunity 333,001ACC184,Closed Won,4118.00,10,2026-11-01,Donation
006GEN334,Grant Opportunity 334,001ACC150,Closed Lost,4604.00,100,2026-11-01,Partnership
006GEN335,Grant Opportunity 335,001ACC160,Closed Won,3603.00,10,2026-11-01,Grant
006GEN336,Grant Opportunity 336,001ACC041,Closed Lost,377.00,10,2026-11-01,Partnership
006GEN337,Grant Opportunity 337,001ACC051,Closed Lost,2941.00,10,2026-11-01,Grant
006GEN338,Grant Opportunity 338,001ACC109,Closed Won,3600.00,10,2026-11-01,Donation
006GEN339,Grant Opportunity 339,001ACC135,Closed Lost,4859.00,10,2026-11-01,Partnership
006GEN340,Grant Opportunity 340,001ACC171,Closed Lost,3270.00,100,2026-11-01,Partnership
006GEN341,Grant Opportunity 341,001ACC117,Closed Won,4901.00,10,2026-11-01,Donation
006GEN342,Grant Opportunity 342,001ACC023,Prospecting,1773.00,50,2026-11-01,Donation
006GEN343,Grant Opportunity 343,001ACC192,Prospecting,640.00,100,2026-11-01,Partnership
006GEN344,Grant Opportunity 344,001ACC035,Prospecting,194.00,10,2026-11-01,Donation
006GEN345,Grant Opportunity 345,001ACC126,Prospecting,630.00,50,2026-11-01,Partnership
006GEN346,Grant Opportunity 346,001ACC173,Closed Won,1219.00,10,2026-11-01,Donation
006GEN347,Grant Opportunity 347,001ACC034,Prospecting,3310.00,10,2026-11-01,Donation
006GEN348,Grant Opportunity 348,001ACC152,Prospecting,2575.00,10,2026-11-01,Partnership
006GEN349,Grant Opportunity 349,001ACC176,Closed Lost,4018.00,10,2026-11-01,Grant
006GEN350,Grant Opportunity 350,001ACC072,Closed Won,4358.00,10,2026-11-01,Donation
006GEN351,Grant Opportunity 351,001ACC117,Prospecting,1271.00,10,2026-11-01,Partnership
006GEN352,Grant Opportunity 352,001ACC090,Prospecting,2104.00,10,2026-11-01,Partnership
006GEN353,Grant Opportunity 353,001ACC063,Closed Lost,3389.00,50,2026-11-01,Partnership
006GEN354,Grant Opportunity 354,001ACC018,Closed Lost,2001.00,100,2026-11-01,Grant
006GEN355,Grant Opportunity 355,001ACC193,Closed Won,2165.00,50,2026-11-01,Grant
006GEN356,Grant Opportunity 356,001ACC028,Prospecting,2998.00,50,2026-11-01,Donation
006GEN357,Grant Opportunity 357,001ACC118,Closed Won,2444.00,10,2026-11-01,Grant
006GEN358,Grant Opportunity 358,001ACC090,Prospecting,3372.00,50,2026-11-01,Grant
006GEN359,Grant Opportunity 359,001ACC158,Prospecting,657.00,50,2026-11-01,Grant
006GEN360,Grant Opportunity 360,001ACC166,Closed Won,572.00,50,2026-11-01,Partnership
006GEN361,Grant Opportunity 361,001ACC177,Closed Lost,4896.00,10,2026-11-01,Donation
006GEN362,Grant Opportunity 362,001ACC002,Closed Lost,4278.00,50,2026-11-01,Donation
006GEN363,Grant Opportunity 363,001ACC130,Closed Lost,563.00,10,2026-11-01,Grant
006GEN364,Grant Opportunity 364,001ACC105,Prospecting,910.00,50,2026-11-01,Donation
006GEN365,Grant Opportunity 365,001ACC134,Closed Won,714.00,10,2026-11-01,Donation
006GEN366,Grant Opportunity 366,001ACC060,Closed Lost,3145.00,10,2026-11-01,Donation
006GEN367,Grant Opportunity 367,001ACC138,Closed Won,3262.00,10,2026-11-01,Donation
006GEN368,Grant Opportunity 368,001ACC025,Closed Won,227.00,10,2026-11-01,Partnership
006GEN369,Grant Opportunity 369,001ACC093,Closed Won,901.00,10,2026-11-01,Grant
006GEN370,Grant Opportunity 370,001ACC001,Closed Lost,1442.00,50,2026-11-01,Grant
006GEN371,Grant Opportunity 371,001ACC028,Closed Lost,4843.00,50,2026-11-01,Grant
006GEN372,Grant Opportunity 372,001ACC082,Closed Won,439.00,50,2026-11-01,Partnership
006GEN373,Grant Opportunity 373,001ACC112,Closed Lost,1478.00,50,2026-11-01,Grant
006GEN374,Grant Opportunity 374,001ACC022,Closed Won,1485.00,100,2026-11-01,Grant
006GEN375,Grant Opportunity 375,001ACC005,Closed Won,501.00,50,2026-11-01,Partnership
006GEN376,Grant Opportunity 376,001ACC058,Prospecting,2140.00,10,2026-11-01,Donation
006GEN377,Grant Opportunity 377,001ACC069,Prospecting,4192.00,10,2026-11-01,Donation
006GEN378,Grant Opportunity 378,001ACC154,Closed Lost,811.00,100,2026-11-01,Donation
006GEN379,Grant Opportunity 379,001ACC104,Closed Lost,2595.00,100,2026-11-01,Partnership
006GEN380,Grant Opportunity 380,001ACC110,Closed Lost,1229.00,50,2026-11-01,Donation
006GEN381,Grant Opportunity 381,001ACC044,Closed Lost,2557.00,100,2026-11-01,Donation
006GEN382,Grant Opportunity 382,001ACC105,Closed Lost,2307.00,100,2026-11-01,Partnership
006GEN383,Grant Opportunity 383,001ACC067,Closed Won,891.00,100,2026-11-01,Partnership
006GEN384,Grant Opportunity 384,001ACC028,Prospecting,2732.00,10,2026-11-01,Donation
006GEN385,Grant Opportunity 385,001ACC097,Prospecting,4693.00,100,2026-11-01,Grant
006GEN386,Grant Opportunity 386,001ACC182,Closed Lost,2521.00,50,2026-11-01,Grant
006GEN387,Grant Opportunity 387,001ACC197,Prospecting,4796.00,10,2026-11-01,Partnership
006GEN388,Grant Opportunity 388,001ACC010,Closed Lost,3097.00,50,2026-11-01,Partnership
006GEN389,Grant Opportunity 389,001ACC025,Closed Lost,2204.00,50,2026-11-01,Grant
006GEN390,Grant Opportunity 390,001ACC102,Closed Won,2046.00,10,2026-11-01,Partnership
006GEN391,Grant Opportunity 391,001ACC105,Prospecting,3566.00,50,2026-11-01,Donation
006GEN392,Grant Opportunity 392,001ACC151,Closed Won,603.00,100,2026-11-01,Donation
006GEN393,Grant Opportunity 393,001ACC154,Closed Won,2709.00,10,2026-11-01,Grant
006GEN394,Grant Opportunity 394,001ACC024,Closed Lost,2026.00,100,2026-11-01,Grant
006GEN395,Grant Opportunity 395,001ACC048,Closed Won,1923.00,100,2026-11-01,Partnership
006GEN396,Grant Opportunity 396,001ACC171,Closed Lost,2001.00,50,2026-11-01,Grant
006GEN397,Grant Opportunity 397,001ACC106,Closed Lost,3731.00,100,2026-11-01,Grant
006GEN398,Grant Opportunity 398,001ACC107,Closed Won,3803.00,50,2026-11-01,Grant
006GEN399,Grant Opportunity 399,001ACC083,Prospecting,2279.00,100,2026-11-01,Donation
006GEN400,Grant Opportunity 400,001ACC172,Prospecting,3208.00,10,2026-11-01,Partnership
006GEN401,Grant Opportunity 401,001ACC047,Prospecting,1171.00,10,2026-11-01,Grant
006GEN402,Grant Opportunity 402,001ACC148,Closed Lost,3572.00,100,2026-11-01,Partnership
006GEN403,Grant Opportunity 403,001ACC102,Closed Lost,3242.00,100,2026-11-01,Partnership
006GEN404,Grant Opportunity 404,001ACC080,Closed Lost,3780.00,50,2026-11-01,Partnership
006GEN405,Grant Opportunity 405,001ACC098,Closed Lost,4413.00,50,2026-11-01,Donation
006GEN406,Grant Opportunity 406,001ACC131,Closed Won,3285.00,50,2026-11-01,Donation
006GEN407,Grant Opportunity 407,001ACC151,Prospecting,1339.00,100,2026-11-01,Partnership
006GEN408,Grant Opportunity 408,001ACC034,Closed Won,758.00,50,2026-11-01,Grant
006GEN409,Grant Opportunity 409,001ACC123,Closed Lost,3515.00,10,2026-11-01,Grant
006GEN410,Grant Opportunity 410,001ACC118,Prospecting,1737.00,50,2026-11-01,Donation
006GEN411,Grant Opportunity 411,001ACC133,Prospecting,1903.00,100,2026-11-01,Grant
006GEN412,Grant Opportunity 412,001ACC113,Prospecting,1984.00,10,2026-11-01,Grant
006GEN413,Grant Opportunity 413,001ACC169,Prospecting,1799.00,10,2026-11-01,Partnership
006GEN414,Grant Opportunity 414,001ACC064,Prospecting,2221.00,100,2026-11-01,Partnership
006GEN415,Grant Opportunity 415,001ACC103,Prospecting,2726.00,50,2026-11-01,Donation
006GEN416,Grant Opportunity 416,001ACC146,Prospecting,4309.00,10,2026-11-01,Grant
006GEN417,Grant Opportunity 417,001ACC089,Closed Lost,2470.00,100,2026-11-01,Grant
006GEN418,Grant Opportunity 418,001ACC112,Prospecting,4480.00,50,2026-11-01,Donation
006GEN419,Grant Opportunity 419,001ACC006,Closed Lost,1713.00,50,2026-11-01,Donation
006GEN420,Grant Opportunity 420,001ACC032,Closed Lost,4739.00,50,2026-11-01,Donation
006GEN421,Grant Opportunity 421,001ACC029,Prospecting,4113.00,10,2026-11-01,Donation
006GEN422,Grant Opportunity 422,001ACC137,Closed Lost,116.00,100,2026-11-01,Partnership
006GEN423,Grant Opportunity 423,001ACC025,Closed Won,4602.00,50,2026-11-01,Partnership
006GEN424,Grant Opportunity 424,001ACC172,Closed Won,2684.00,10,2026-11-01,Grant
006GEN425,Grant Opportunity 425,001ACC013,Closed Won,1474.00,50,2026-11-01,Donation
006GEN426,Grant Opportunity 426,001ACC048,Prospecting,1062.00,50,2026-11-01,Partnership
006GEN427,Grant Opportunity 427,001ACC048,Closed Lost,2015.00,100,2026-11-01,Donation
006GEN428,Grant Opportunity 428,001ACC128,Closed Won,4386.00,10,2026-11-01,Grant
006GEN429,Grant Opportunity 429,001ACC177,Prospecting,1729.00,100,2026-11-01,Grant
006GEN430,Grant Opportunity 430,001ACC173,Closed Won,792.00,50,2026-11-01,Donation
006GEN431,Grant Opportunity 431,001ACC038,Closed Won,1001.00,50,2026-11-01,Grant
006GEN432,Grant Opportunity 432,001ACC117,Prospecting,4306.00,100,2026-11-01,Donation
006GEN433,Grant Opportunity 433,001ACC166,Prospecting,721.00,10,2026-11-01,Grant
006GEN434,Grant Opportunity 434,001ACC116,Prospecting,4184.00,50,2026-11-01,Grant
006GEN435,Grant Opportunity 435,001ACC185,Prospecting,3134.00,100,2026-11-01,Grant
006GEN436,Grant Opportunity 436,001ACC180,Prospecting,704.00,100,2026-11-01,Grant
006GEN437,Grant Opportunity 437,001ACC075,Prospecting,2684.00,10,2026-11-01,Partnership
006GEN438,Grant Opportunity 438,001ACC033,Prospecting,4032.00,50,2026-11-01,Partnership
006GEN439,Grant Opportunity 439,001ACC141,Closed Won,3427.00,10,2026-11-01,Donation
006GEN440,Grant Opportunity 440,001ACC157,Closed Won,726.00,100,2026-11-01,Partnership
006GEN441,Grant Opportunity 441,001ACC010,Prospecting,596.00,50,2026-11-01,Grant
006GEN442,Grant Opportunity 442,001ACC114,Prospecting,4568.00,100,2026-11-01,Grant
006GEN443,Grant Opportunity 443,001ACC078,Closed Lost,2075.00,100,2026-11-01,Partnership
006GEN444,Grant Opportunity 444,001ACC046,Prospecting,2952.00,100,2026-11-01,Donation
006GEN445,Grant Opportunity 445,001ACC188,Prospecting,3984.00,100,2026-11-01,Donation
006GEN446,Grant Opportunity 446,001ACC083,Closed Lost,4310.00,50,2026-11-01,Partnership
006GEN447,Grant Opportunity 447,001ACC072,Closed Lost,4135.00,10,2026-11-01,Donation
006GEN448,Grant Opportunity 448,001ACC081,Prospecting,2970.00,50,2026-11-01,Grant
006GEN449,Grant Opportunity 449,001ACC115,Closed Lost,1664.00,100,2026-11-01,Partnership
006GEN450,Grant Opportunity 450,001ACC115,Closed Lost,860.00,50,2026-11-01,Grant
006GEN451,Grant Opportunity 451,001ACC131,Prospecting,4258.00,10,2026-11-01,Grant
006GEN452,Grant Opportunity 452,001ACC048,Prospecting,214.00,100,2026-11-01,Partnership
006GEN453,Grant Opportunity 453,001ACC028,Prospecting,3918.00,50,2026-11-01,Donation
006GEN454,Grant Opportunity 454,001ACC001,Closed Won,1543.00,10,2026-11-01,Grant
006GEN455,Grant Opportunity 455,001ACC093,Closed Won,4419.00,50,2026-11-01,Partnership
006GEN456,Grant Opportunity 456,001ACC078,Prospecting,3425.00,10,2026-11-01,Partnership
006GEN457,Grant Opportunity 457,001ACC195,Prospecting,4627.00,10,2026-11-01,Partnership
006GEN458,Grant Opportunity 458,001ACC041,Closed Lost,1723.00,50,2026-11-01,Partnership
006GEN459,Grant Opportunity 459,001ACC061,Prospecting,4144.00,10,2026-11-01,Partnership
006GEN460,Grant Opportunity 460,001ACC136,Prospecting,1018.00,100,2026-11-01,Partnership
006GEN461,Grant Opportunity 461,001ACC073,Prospecting,2520.00,100,2026-11-01,Partnership
006GEN462,Grant Opportunity 462,001ACC197,Closed Won,136.00,50,2026-11-01,Donation
006GEN463,Grant Opportunity 463,001ACC050,Prospecting,1202.00,50,2026-11-01,Grant
006GEN464,Grant Opportunity 464,001ACC157,Prospecting,420.00,50,2026-11-01,Partnership
006GEN465,Grant Opportunity 465,001ACC043,Closed Won,4291.00,50,2026-11-01,Donation
006GEN466,Grant Opportunity 466,001ACC184,Closed Lost,195.00,100,2026-11-01,Partnership
006GEN467,Grant Opportunity 467,001ACC178,Prospecting,1646.00,100,2026-11-01,Donation
006GEN468,Grant Opportunity 468,001ACC032,Closed Won,3791.00,100,2026-11-01,Donation
006GEN469,Grant Opportunity 469,001ACC182,Closed Lost,195.00,100,2026-11-01,Partnership
006GEN470,Grant Opportunity 470,001ACC118,Closed Won,1047.00,100,2026-11-01,Partnership
006GEN471,Grant Opportunity 471,001ACC129,Closed Lost,749.00,50,2026-11-01,Donation
006GEN472,Grant Opportunity 472,001ACC100,Closed Won,1863.00,100,2026-11-01,Donation
006GEN473,Grant Opportunity 473,001ACC197,Closed Lost,4415.00,50,2026-11-01,Partnership
006GEN474,Grant Opportunity 474,001ACC000,Prospecting,804.00,100,2026-11-01,Grant
006GEN475,Grant Opportunity 475,001ACC102,Prospecting,1768.00,50,2026-11-01,Donation
006GEN476,Grant Opportunity 476,001ACC168,Closed Lost,1633.00,50,2026-11-01,Donation
006GEN477,Grant Opportunity 477,001ACC070,Prospecting,2684.00,100,2026-11-01,Grant
006GEN478,Grant Opportunity 478,001ACC026,Prospecting,2624.00,50,2026-11-01,Donation
006GEN479,Grant Opportunity 479,001ACC183,Closed Won,826.00,50,2026-11-01,Partnership
006GEN480,Grant Opportunity 480,001ACC056,Prospecting,4895.00,10,2026-11-01,Donation
006GEN481,Grant Opportunity 481,001ACC101,Closed Won,3701.00,10,2026-11-01,Partnership
006GEN482,Grant Opportunity 482,001ACC076,Prospecting,1710.00,100,2026-11-01,Donation
006GEN483,Grant Opportunity 483,001ACC133,Closed Lost,4325.00,10,2026-11-01,Partnership
006GEN484,Grant Opportunity 484,001ACC103,Closed Won,4685.00,100,2026-11-01,Donation
006GEN485,Grant Opportunity 485,001ACC180,Prospecting,3029.00,100,2026-11-01,Partnership
006GEN486,Grant Opportunity 486,001ACC027,Closed Lost,690.00,10,2026-11-01,Partnership
006GEN487,Grant Opportunity 487,001ACC151,Prospecting,258.00,100,2026-11-01,Donation
006GEN488,Grant Opportunity 488,001ACC063,Closed Won,3478.00,100,2026-11-01,Grant
006GEN489,Grant Opportunity 489,001ACC039,Prospecting,1156.00,100,2026-11-01,Grant
006GEN490,Grant Opportunity 490,001ACC056,Closed Lost,4498.00,100,2026-11-01,Partnership
006GEN491,Grant Opportunity 491,001ACC174,Closed Won,3274.00,100,2026-11-01,Grant
006GEN492,Grant Opportunity 492,001ACC069,Closed Lost,975.00,50,2026-11-01,Donation
006GEN493,Grant Opportunity 493,001ACC161,Closed Won,1683.00,10,2026-11-01,Donation
006GEN494,Grant Opportunity 494,001ACC078,Closed Lost,2867.00,50,2026-11-01,Donation
006GEN495,Grant Opportunity 495,001ACC012,Closed Lost,3854.00,100,2026-11-01,Donation
006GEN496,Grant Opportunity 496,001ACC112,Prospecting,3357.00,50,2026-11-01,Donation
006GEN497,Grant Opportunity 497,001ACC126,Closed Lost,2779.00,50,2026-11-01,Donation
006GEN498,Grant Opportunity 498,001ACC080,Closed Won,1676.00,100,2026-11-01,Partnership
006GEN499,Grant Opportunity 499,001ACC027,Closed Lost,2570.00,100,2026-11-01,Donation
006GEN500,Grant Opportunity 500,001ACC057,Closed Won,2025.00,10,2026-11-01,Donation
006GEN501,Grant Opportunity 501,001ACC091,Closed Won,4575.00,100,2026-11-01,Donation
006GEN502,Grant Opportunity 502,001ACC033,Closed Won,3438.00,50,2026-11-01,Partnership
006GEN503,Grant Opportunity 503,001ACC165,Prospecting,2070.00,50,2026-11-01,Partnership
006GEN504,Grant Opportunity 504,001ACC053,Closed Lost,2569.00,50,2026-11-01,Grant
006GEN505,Grant Opportunity 505,001ACC021,Prospecting,1996.00,100,2026-11-01,Grant
006GEN506,Grant Opportunity 506,001ACC028,Closed Lost,731.00,50,2026-11-01,Partnership
006GEN507,Grant Opportunity 507,001ACC150,Closed Won,988.00,50,2026-11-01,Grant
006GEN508,Grant Opportunity 508,001ACC072,Closed Lost,4989.00,10,2026-11-01,Donation
006GEN509,Grant Opportunity 509,001ACC083,Closed Won,3281.00,10,2026-11-01,Grant
006GEN510,Grant Opportunity 510,001ACC083,Closed Lost,3200.00,100,2026-11-01,Donation
006GEN511,Grant Opportunity 511,001ACC036,Closed Lost,720.00,10,2026-11-01,Partnership
006GEN512,Grant Opportunity 512,001ACC130,Prospecting,4781.00,100,2026-11-01,Partnership
006GEN513,Grant Opportunity 513,001ACC014,Closed Lost,192.00,50,2026-11-01,Partnership
006GEN514,Grant Opportunity 514,001ACC059,Prospecting,2494.00,10,2026-11-01,Grant
006GEN515,Grant Opportunity 515,001ACC101,Closed Won,1018.00,10,2026-11-01,Grant
006GEN516,Grant Opportunity 516,001ACC043,Closed Lost,1151.00,50,2026-11-01,Donation
006GEN517,Grant Opportunity 517,001ACC077,Prospecting,3550.00,100,2026-11-01,Donation
006GEN518,Grant Opportunity 518,001ACC108,Closed Won,3877.00,10,2026-11-01,Grant
006GEN519,Grant Opportunity 519,001ACC109,Prospecting,3210.00,50,2026-11-01,Partnership
006GEN520,Grant Opportunity 520,001ACC169,Closed Won,4363.00,100,2026-11-01,Donation
006GEN521,Grant Opportunity 521,001ACC018,Prospecting,4098.00,100,2026-11-01,Grant
006GEN522,Grant Opportunity 522,001ACC121,Closed Won,1456.00,10,2026-11-01,Donation
006GEN523,Grant Opportunity 523,001ACC047,Closed Lost,3517.00,100,2026-11-01,Donation
006GEN524,Grant Opportunity 524,001ACC087,Prospecting,1042.00,100,2026-11-01,Partnership
006GEN525,Grant Opportunity 525,001ACC082,Closed Won,4168.00,10,2026-11-01,Grant
006GEN526,Grant Opportunity 526,001ACC010,Closed Lost,2524.00,100,2026-11-01,Grant
006GEN527,Grant Opportunity 527,001ACC170,Prospecting,1292.00,10,2026-11-01,Donation
006GEN528,Grant Opportunity 528,001ACC167,Closed Won,3014.00,50,2026-11-01,Grant
006GEN529,Grant Opportunity 529,001ACC133,Closed Won,160.00,10,2026-11-01,Grant
006GEN530,Grant Opportunity 530,001ACC064,Prospecting,575.00,10,2026-11-01,Donation
006GEN531,Grant Opportunity 531,001ACC080,Closed Lost,1454.00,100,2026-11-01,Grant
006GEN532,Grant Opportunity 532,001ACC011,Prospecting,1916.00,50,2026-11-01,Grant
006GEN533,Grant Opportunity 533,001ACC169,Closed Won,2519.00,10,2026-11-01,Donation
006GEN534,Grant Opportunity 534,001ACC016,Closed Lost,1115.00,10,2026-11-01,Donation
006GEN535,Grant Opportunity 535,001ACC022,Closed Lost,673.00,50,2026-11-01,Partnership
006GEN536,Grant Opportunity 536,001ACC047,Closed Won,2484.00,50,2026-11-01,Grant
006GEN537,Grant Opportunity 537,001ACC179,Closed Lost,1340.00,50,2026-11-01,Partnership
006GEN538,Grant Opportunity 538,001ACC086,Closed Lost,4425.00,50,2026-11-01,Partnership
006GEN539,Grant Opportunity 539,001ACC121,Closed Lost,1942.00,100,2026-11-01,Donation
006GEN540,Grant Opportunity 540,001ACC104,Prospecting,1602.00,10,2026-11-01,Donation
006GEN541,Grant Opportunity 541,001ACC063,Closed Won,3063.00,100,2026-11-01,Grant
006GEN542,Grant Opportunity 542,001ACC009,Closed Lost,2736.00,10,2026-11-01,Donation
006GEN543,Grant Opportunity 543,001ACC059,Closed Won,1686.00,50,2026-11-01,Donation
006GEN544,Grant Opportunity 544,001ACC163,Prospecting,660.00,50,2026-11-01,Donation
006GEN545,Grant Opportunity 545,001ACC042,Closed Lost,282.00,100,2026-11-01,Donation
006GEN546,Grant Opportunity 546,001ACC087,Closed Won,2850.00,10,2026-11-01,Donation
006GEN547,Grant Opportunity 547,001ACC196,Closed Won,3875.00,50,2026-11-01,Donation
006GEN548,Grant Opportunity 548,001ACC113,Closed Won,2212.00,100,2026-11-01,Partnership
006GEN549,Grant Opportunity 549,001ACC007,Prospecting,2701.00,10,2026-11-01,Grant
006GEN550,Grant Opportunity 550,001ACC168,Closed Lost,2159.00,100,2026-11-01,Partnership
006GEN551,Grant Opportunity 551,001ACC060,Prospecting,4395.00,50,2026-11-01,Partnership
006GEN552,Grant Opportunity 552,001ACC156,Closed Lost,4155.00,50,2026-11-01,Grant
006GEN553,Grant Opportunity 553,001ACC064,Prospecting,1331.00,10,2026-11-01,Grant
006GEN554,Grant Opportunity 554,001ACC002,Closed Won,637.00,10,2026-11-01,Partnership
006GEN555,Grant Opportunity 555,001ACC063,Closed Lost,687.00,100,2026-11-01,Grant
006GEN556,Grant Opportunity 556,001ACC099,Closed Lost,458.00,10,2026-11-01,Grant
006GEN557,Grant Opportunity 557,001ACC108,Closed Lost,1508.00,50,2026-11-01,Partnership
006GEN558,Grant Opportunity 558,001ACC157,Prospecting,3999.00,100,2026-11-01,Partnership
006GEN559,Grant Opportunity 559,001ACC055,Prospecting,3826.00,10,2026-11-01,Partnership
006GEN560,Grant Opportunity 560,001ACC047,Closed Won,2535.00,50,2026-11-01,Donation
006GEN561,Grant Opportunity 561,001ACC187,Closed Lost,3704.00,10,2026-11-01,Grant
006GEN562,Grant Opportunity 562,001ACC075,Prospecting,1896.00,50,2026-11-01,Partnership
006GEN563,Grant Opportunity 563,001ACC147,Closed Lost,555.00,50,2026-11-01,Donation
006GEN564,Grant Opportunity 564,001ACC117,Closed Lost,1674.00,50,2026-11-01,Grant
006GEN565,Grant Opportunity 565,001ACC197,Closed Lost,4690.00,10,2026-11-01,Grant
006GEN566,Grant Opportunity 566,001ACC030,Closed Lost,1371.00,100,2026-11-01,Donation
006GEN567,Grant Opportunity 567,001ACC069,Prospecting,3093.00,50,2026-11-01,Donation
006GEN568,Grant Opportunity 568,001ACC065,Closed Lost,4601.00,100,2026-11-01,Partnership
