id,name,classification_id,venue_id,attraction_id,start_datetime,status,price_min,price_max,currency
evt-d297,Rosalia San Antonio-x191,cls-music-latin,ven-d01,att-d02,2026-12-26T11:43:07Z,offsale,120.00,400.00,USD
evt-d298,Denver Symphony Holiday-x192,cls-music-classical,ven-d03,att-d05,2027-05-11T12:08:01Z,onsale,35.00,95.00,USD
evt-d299,Denver Symphony Holiday-x193,cls-music-classical,ven-d03,att-d05,2027-02-18T21:10:27Z,onsale,35.00,95.00,USD
evt-d300,Rosalia Motomami Tour-x194,cls-music-latin,ven-d02,att-d03,2027-04-01T09:18:03Z,onsale,89.00,240.00,USD
evt-d301,Mariachi Vargas de Tecalitlan-x195,cls-music-classical,ven-d03,att-d05,2027-03-05T10:22:37Z,onsale,35.00,95.00,USD
evt-d302,Rosalia San Antonio-x196,cls-music-latin,ven-d02,att-d03,2027-05-16T21:16:38Z,onsale,89.00,240.00,USD
evt-d303,Mariachi Vargas de Tecalitlan-x197,cls-music-latin,ven-d02,att-d03,2026-12-18T23:37:57Z,onsale,89.00,240.00,USD
evt-d304,Rosalia San Antonio-x198,cls-music-latin,ven-d01,att-d01,2027-04-04T16:17:44Z,onsale,65.00,150.00,USD
evt-d305,Mariachi Vargas de Tecalitlan-x199,cls-music-latin,ven-d02,att-d03,2026-12-24T20:04:46Z,onsale,89.00,240.00,USD
evt-d306,Denver Symphony Holiday-x200,cls-music-latin,ven-s01,att-d04,2026-12-02T16:55:10Z,onsale,45.00,120.00,USD
evt-d307,Natalia Lafourcade Live-x201,cls-music-latin,ven-d01,att-d02,2027-04-23T16:16:52Z,offsale,120.00,400.00,USD
evt-d308,Bad Bunny Denver-x202,cls-music-latin,ven-s02,att-d03,2027-04-06T14:52:11Z,onsale,89.00,240.00,USD
evt-d309,Rosalia San Antonio-x203,cls-music-latin,ven-d01,att-d02,2027-01-30T23:04:36Z,offsale,120.00,400.00,USD
evt-d310,Bad Bunny Denver-x204,cls-music-latin,ven-d01,att-d01,2027-03-24T04:44:32Z,onsale,65.00,150.00,USD
evt-d311,Rosalia Motomami Tour-x205,cls-music-latin,ven-s01,att-d04,2027-04-07T22:29:17Z,onsale,45.00,120.00,USD
evt-d312,Natalia Lafourcade Live-x206,cls-music-latin,ven-d01,att-d01,2027-02-03T05:40:48Z,onsale,65.00,150.00,USD
evt-d313,Mariachi Vargas de Tecalitlan-x207,cls-music-latin,ven-d02,att-d03,2027-04-20T06:03:02Z,onsale,89.00,240.00,USD
evt-d314,Mariachi Vargas de Tecalitlan-x208,cls-music-latin,ven-d01,att-d02,2027-02-11T14:58:07Z,offsale,120.00,400.00,USD
