delivery_id,sent_date,channel,provider,recipient_language,recipient_ward,message_type,status,bounce_reason,retry_count
SMS-0501429,2026-05-19,sms,twilio,es,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502003,2026-05-20,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502156,2026-05-20,email,mailgun,fr,Jeanne-Mance,follow_up,delivered,,0
EML-0502349,2026-05-20,email,mailgun,ur,Mile End,translated_summary,delivered,,0
EML-0502405,2026-05-20,email,sendgrid,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502478,2026-05-20,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502686,2026-05-20,email,sendgrid,en,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0500101,2026-05-20,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500161,2026-05-20,sms,twilio,en,Mile End,consultation_reminder,delivered,,0
SMS-0500614,2026-05-20,sms,twilio,vi,Milton-Parc,translated_summary,delivered,,0
SMS-0500943,2026-05-20,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501072,2026-05-20,sms,twilio,fr,Milton-Parc,follow_up,delivered,,0
SMS-0501199,2026-05-20,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501408,2026-05-20,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501970,2026-05-21,email,mailgun,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502146,2026-05-21,email,mailgun,fr,Plateau-Mont-Royal,meeting_invite,bounced,invalid_recipient,1
EML-0502381,2026-05-21,email,sendgrid,en,Mile End,translated_summary,delivered,,0
EML-0502417,2026-05-21,email,sendgrid,ur,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502488,2026-05-21,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502510,2026-05-21,email,sendgrid,en,Mile End,meeting_invite,delivered,,0
EML-0502692,2026-05-21,email,sendgrid,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500389,2026-05-21,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500423,2026-05-21,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500554,2026-05-21,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0501046,2026-05-21,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501107,2026-05-21,sms,twilio,fr,Mile End,meeting_invite,delivered,,0
SMS-0501191,2026-05-21,sms,twilio,fr,Mile End,follow_up,delivered,,0
SMS-0501205,2026-05-21,sms,twilio,ur,Mile End,follow_up,delivered,,0
SMS-0501298,2026-05-21,sms,twilio,ar,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501308,2026-05-21,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501344,2026-05-21,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501503,2026-05-21,sms,twilio,en,Milton-Parc,follow_up,delivered,,0
EML-0501824,2026-05-22,email,mailgun,ur,Milton-Parc,consultation_reminder,delivered,,0
EML-0501833,2026-05-22,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501921,2026-05-22,email,mailgun,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502197,2026-05-22,email,mailgun,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502611,2026-05-22,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502693,2026-05-22,email,sendgrid,vi,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0500054,2026-05-22,sms,twilio,ar,Milton-Parc,meeting_invite,delivered,,0
SMS-0500313,2026-05-22,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500393,2026-05-22,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500436,2026-05-22,sms,twilio,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500466,2026-05-22,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500473,2026-05-22,sms,twilio,en,Milton-Parc,survey_link,delivered,,0
SMS-0500590,2026-05-22,sms,twilio,ur,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500783,2026-05-22,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500800,2026-05-22,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500872,2026-05-22,sms,twilio,ar,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0500940,2026-05-22,sms,twilio,fr,Milton-Parc,meeting_invite,delivered,,0
SMS-0501017,2026-05-22,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502011,2026-05-23,email,mailgun,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502175,2026-05-23,email,mailgun,en,Mile End,translated_summary,delivered,,0
EML-0502333,2026-05-23,email,mailgun,ar,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502498,2026-05-23,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502589,2026-05-23,email,sendgrid,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500002,2026-05-23,sms,twilio,ar,Milton-Parc,survey_link,delivered,,0
SMS-0500025,2026-05-23,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500083,2026-05-23,sms,twilio,ar,Mile End,survey_link,delivered,,0
SMS-0500378,2026-05-23,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500472,2026-05-23,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500534,2026-05-23,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500637,2026-05-23,sms,twilio,bn,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500644,2026-05-23,sms,twilio,en,Milton-Parc,follow_up,delivered,,0
SMS-0500989,2026-05-23,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500999,2026-05-23,sms,twilio,en,Mile End,follow_up,delivered,,0
SMS-0501129,2026-05-23,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,failed,carrier_unreachable,1
SMS-0501176,2026-05-23,sms,twilio,bn,Milton-Parc,survey_link,delivered,,0
SMS-0501236,2026-05-23,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501435,2026-05-23,sms,twilio,ar,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501437,2026-05-23,sms,twilio,bn,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501458,2026-05-23,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501843,2026-05-24,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0501891,2026-05-24,email,mailgun,bn,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501892,2026-05-24,email,mailgun,fr,Milton-Parc,translated_summary,delivered,,0
EML-0502029,2026-05-24,email,mailgun,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502162,2026-05-24,email,mailgun,fr,Mile End,translated_summary,delivered,,0
EML-0502244,2026-05-24,email,mailgun,en,Milton-Parc,translated_summary,delivered,,0
EML-0502741,2026-05-24,email,sendgrid,es,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500347,2026-05-24,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500512,2026-05-24,sms,twilio,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500869,2026-05-24,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0501165,2026-05-24,sms,twilio,fr,Milton-Parc,consultation_reminder,delivered,,0
SMS-0501508,2026-05-24,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501903,2026-05-25,email,mailgun,fr,Milton-Parc,survey_link,delivered,,0
EML-0501985,2026-05-25,email,mailgun,en,Jeanne-Mance,follow_up,delivered,,0
EML-0502078,2026-05-25,email,mailgun,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502313,2026-05-25,email,mailgun,en,Mile End,consultation_reminder,delivered,,0
EML-0502422,2026-05-25,email,sendgrid,fr,Mile End,survey_link,delivered,,0
EML-0502484,2026-05-25,email,sendgrid,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500013,2026-05-25,sms,twilio,fr,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0500173,2026-05-25,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500247,2026-05-25,sms,twilio,vi,Mile End,meeting_invite,delivered,,0
SMS-0500265,2026-05-25,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500338,2026-05-25,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500884,2026-05-25,sms,twilio,fr,Mile End,meeting_invite,delivered,,0
SMS-0500978,2026-05-25,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501268,2026-05-25,sms,twilio,en,Mile End,consultation_reminder,delivered,,0
SMS-0501485,2026-05-25,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501489,2026-05-25,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501821,2026-05-26,email,mailgun,fr,Mile End,translated_summary,delivered,,0
EML-0502081,2026-05-26,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502304,2026-05-26,email,mailgun,en,Milton-Parc,consultation_reminder,delivered,,0
EML-0502342,2026-05-26,email,mailgun,bn,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502453,2026-05-26,email,sendgrid,en,Milton-Parc,survey_link,delivered,,0
EML-0502472,2026-05-26,email,sendgrid,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502716,2026-05-26,email,sendgrid,fr,Milton-Parc,follow_up,delivered,,0
SMS-0500008,2026-05-26,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0500200,2026-05-26,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500407,2026-05-26,sms,twilio,vi,Mile End,translated_summary,delivered,,0
SMS-0500878,2026-05-26,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0500919,2026-05-26,sms,twilio,en,Jeanne-Mance,consultation_reminder,delivered,,0
SMS-0501213,2026-05-26,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501367,2026-05-26,sms,twilio,fr,Jeanne-Mance,translated_summary,delivered,,0
EML-0502058,2026-05-27,email,mailgun,en,Mile End,translated_summary,delivered,,0
EML-0502335,2026-05-27,email,mailgun,en,Mile End,follow_up,delivered,,0
EML-0502459,2026-05-27,email,sendgrid,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502469,2026-05-27,email,sendgrid,vi,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502552,2026-05-27,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502554,2026-05-27,email,sendgrid,en,Mile End,follow_up,delivered,,0
EML-0502597,2026-05-27,email,sendgrid,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500143,2026-05-27,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500260,2026-05-27,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500286,2026-05-27,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500642,2026-05-27,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500667,2026-05-27,sms,twilio,fr,Mile End,meeting_invite,delivered,,0
SMS-0500894,2026-05-27,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501329,2026-05-27,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501349,2026-05-27,sms,twilio,vi,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501393,2026-05-27,sms,twilio,en,Mile End,meeting_invite,delivered,,0
EML-0501940,2026-05-28,email,mailgun,fr,Mile End,survey_link,delivered,,0
EML-0502082,2026-05-28,email,mailgun,bn,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502152,2026-05-28,email,mailgun,en,Jeanne-Mance,translated_summary,delivered,,0
EML-0502222,2026-05-28,email,mailgun,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502511,2026-05-28,email,sendgrid,fr,Jeanne-Mance,follow_up,delivered,,0
SMS-0500199,2026-05-28,sms,twilio,fr,Milton-Parc,consultation_reminder,delivered,,0
SMS-0500994,2026-05-28,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501381,2026-05-28,sms,twilio,fr,Jeanne-Mance,survey_link,delivered,,0
SMS-0501395,2026-05-28,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0501446,2026-05-28,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500305,2026-05-29,sms,twilio,bn,Mile End,follow_up,delivered,,0
SMS-0500408,2026-05-29,sms,twilio,en,Mile End,survey_link,delivered,,0
SMS-0500613,2026-05-29,sms,twilio,bn,Milton-Parc,follow_up,delivered,,0
SMS-0501030,2026-05-29,sms,twilio,es,Mile End,consultation_reminder,delivered,,0
SMS-0501080,2026-05-29,sms,twilio,fr,Mile End,follow_up,delivered,,0
SMS-0501167,2026-05-29,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501311,2026-05-29,sms,twilio,en,Mile End,survey_link,delivered,,0
EML-0502414,2026-05-30,email,sendgrid,vi,Milton-Parc,translated_summary,delivered,,0
EML-0502545,2026-05-30,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500306,2026-05-30,sms,twilio,en,Mile End,translated_summary,delivered,,0
SMS-0500363,2026-05-30,sms,twilio,bn,Mile End,consultation_reminder,delivered,,0
SMS-0500447,2026-05-30,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500513,2026-05-30,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501071,2026-05-30,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501172,2026-05-30,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501188,2026-05-30,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501227,2026-05-30,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0501966,2026-05-31,email,mailgun,bn,Milton-Parc,consultation_reminder,delivered,,0
EML-0502064,2026-05-31,email,mailgun,vi,Mile End,consultation_reminder,delivered,,0
EML-0502299,2026-05-31,email,mailgun,fr,Milton-Parc,meeting_invite,delivered,,0
SMS-0500082,2026-05-31,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500152,2026-05-31,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500275,2026-05-31,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500399,2026-05-31,sms,twilio,es,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500549,2026-05-31,sms,twilio,fr,Milton-Parc,translated_summary,undelivered,carrier_reject,2
SMS-0500749,2026-05-31,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500844,2026-05-31,sms,twilio,ar,Mile End,survey_link,delivered,,0
SMS-0500942,2026-05-31,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500947,2026-05-31,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501101,2026-05-31,sms,twilio,fr,Mile End,translated_summary,delivered,,0
SMS-0501161,2026-05-31,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0501266,2026-05-31,sms,twilio,fr,Mile End,translated_summary,delivered,,0
EML-0502096,2026-06-01,email,mailgun,vi,Mile End,translated_summary,delivered,,0
EML-0502101,2026-06-01,email,mailgun,fr,Jeanne-Mance,follow_up,delivered,,0
EML-0502108,2026-06-01,email,mailgun,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502198,2026-06-01,email,mailgun,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500028,2026-06-01,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500116,2026-06-01,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500183,2026-06-01,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0500625,2026-06-01,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501036,2026-06-01,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501112,2026-06-01,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0501175,2026-06-01,sms,twilio,bn,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501297,2026-06-01,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502006,2026-06-02,email,mailgun,ar,Mile End,follow_up,delivered,,0
EML-0502054,2026-06-02,email,mailgun,fr,Mile End,translated_summary,delivered,,0
EML-0502324,2026-06-02,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502446,2026-06-02,email,sendgrid,fr,Milton-Parc,consultation_reminder,delivered,,0
EML-0502607,2026-06-02,email,sendgrid,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502619,2026-06-02,email,sendgrid,fr,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0500003,2026-06-02,sms,twilio,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500075,2026-06-02,sms,twilio,ar,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500442,2026-06-02,sms,twilio,en,Mile End,translated_summary,delivered,,0
SMS-0500696,2026-06-02,sms,twilio,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500734,2026-06-02,sms,twilio,en,Mile End,translated_summary,delivered,,0
SMS-0500760,2026-06-02,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0500822,2026-06-02,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501269,2026-06-02,sms,twilio,en,Mile End,survey_link,delivered,,0
SMS-0501285,2026-06-02,sms,twilio,fr,Milton-Parc,meeting_invite,delivered,,0
EML-0502074,2026-06-03,email,mailgun,en,Milton-Parc,follow_up,delivered,,0
EML-0502185,2026-06-03,email,mailgun,en,Mile End,translated_summary,delivered,,0
EML-0502326,2026-06-03,email,mailgun,fr,Mile End,follow_up,delivered,,0
EML-0502329,2026-06-03,email,mailgun,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502403,2026-06-03,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502507,2026-06-03,email,sendgrid,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502599,2026-06-03,email,sendgrid,fr,Mile End,meeting_invite,delivered,,0
SMS-0500037,2026-06-03,sms,twilio,es,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500076,2026-06-03,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500325,2026-06-03,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500825,2026-06-03,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500896,2026-06-03,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500971,2026-06-03,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501035,2026-06-03,sms,twilio,ar,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501039,2026-06-03,sms,twilio,fr,Milton-Parc,meeting_invite,delivered,,0
EML-0501927,2026-06-04,email,mailgun,fr,Jeanne-Mance,survey_link,delivered,,0
EML-0502277,2026-06-04,email,mailgun,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0502517,2026-06-04,email,sendgrid,ar,Mile End,survey_link,delivered,,0
EML-0502533,2026-06-04,email,sendgrid,fr,Mile End,survey_link,delivered,,0
EML-0502574,2026-06-04,email,sendgrid,fr,Jeanne-Mance,meeting_invite,delivered,,0
EML-0502641,2026-06-04,email,sendgrid,bn,Mile End,survey_link,delivered,,0
SMS-0500237,2026-06-04,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500322,2026-06-04,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500409,2026-06-04,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500588,2026-06-04,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500708,2026-06-04,sms,twilio,en,Mile End,meeting_invite,delivered,,0
SMS-0500792,2026-06-04,sms,twilio,es,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500857,2026-06-04,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501317,2026-06-04,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0501910,2026-06-05,email,mailgun,bn,Mile End,consultation_reminder,delivered,,0
EML-0502067,2026-06-05,email,mailgun,fr,Jeanne-Mance,survey_link,delivered,,0
EML-0502125,2026-06-05,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502583,2026-06-05,email,sendgrid,fr,Mile End,survey_link,delivered,,0
SMS-0500167,2026-06-05,sms,twilio,fr,Milton-Parc,translated_summary,delivered,,0
SMS-0500283,2026-06-05,sms,twilio,bn,Mile End,follow_up,delivered,,0
SMS-0500298,2026-06-05,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500309,2026-06-05,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500602,2026-06-05,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500653,2026-06-05,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500660,2026-06-05,sms,twilio,fr,Mile End,survey_link,delivered,,0
SMS-0501146,2026-06-05,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501280,2026-06-05,sms,twilio,fr,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501466,2026-06-05,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501890,2026-06-06,email,mailgun,en,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0501906,2026-06-06,email,mailgun,en,Milton-Parc,survey_link,delivered,,0
EML-0502052,2026-06-06,email,mailgun,ar,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502141,2026-06-06,email,mailgun,ur,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502402,2026-06-06,email,sendgrid,fr,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0502559,2026-06-06,email,sendgrid,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502572,2026-06-06,email,sendgrid,ar,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502680,2026-06-06,email,sendgrid,fr,Plateau-Mont-Royal,follow_up,bounced,spam_block,0
SMS-0500120,2026-06-06,sms,twilio,bn,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500277,2026-06-06,sms,twilio,ar,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500317,2026-06-06,sms,twilio,fr,Mile End,meeting_invite,delivered,,0
SMS-0500444,2026-06-06,sms,twilio,fr,Milton-Parc,survey_link,delivered,,0
SMS-0500475,2026-06-06,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0500819,2026-06-06,sms,twilio,fr,Jeanne-Mance,meeting_invite,delivered,,0
SMS-0500851,2026-06-06,sms,twilio,ur,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500891,2026-06-06,sms,twilio,ar,Milton-Parc,meeting_invite,delivered,,0
SMS-0501082,2026-06-06,sms,twilio,fr,Jeanne-Mance,survey_link,delivered,,0
SMS-0501351,2026-06-06,sms,twilio,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0501357,2026-06-06,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
EML-0501948,2026-06-07,email,mailgun,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0501983,2026-06-07,email,mailgun,fr,Plateau-Mont-Royal,follow_up,delivered,,0
EML-0502173,2026-06-07,email,mailgun,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502640,2026-06-07,email,sendgrid,es,Milton-Parc,survey_link,delivered,,0
SMS-0500034,2026-06-07,sms,twilio,bn,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500048,2026-06-07,sms,twilio,en,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0500073,2026-06-07,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500086,2026-06-07,sms,twilio,vi,Plateau-Mont-Royal,translated_summary,delivered,,0
SMS-0500437,2026-06-07,sms,twilio,fr,Jeanne-Mance,survey_link,delivered,,0
SMS-0500468,2026-06-07,sms,twilio,ur,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500497,2026-06-07,sms,twilio,fr,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500499,2026-06-07,sms,twilio,bn,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0500514,2026-06-07,sms,twilio,fr,Mile End,consultation_reminder,delivered,,0
SMS-0500850,2026-06-07,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500924,2026-06-07,sms,twilio,vi,Jeanne-Mance,survey_link,delivered,,0
SMS-0501018,2026-06-07,sms,twilio,en,Plateau-Mont-Royal,follow_up,delivered,,0
SMS-0501037,2026-06-07,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
SMS-0501102,2026-06-07,sms,twilio,fr,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0501383,2026-06-07,sms,twilio,fr,Plateau-Mont-Royal,meeting_invite,delivered,,0
SMS-0501384,2026-06-07,sms,twilio,en,Plateau-Mont-Royal,survey_link,delivered,,0
EML-0501973,2026-06-08,email,mailgun,en,Jeanne-Mance,follow_up,delivered,,0
EML-0501991,2026-06-08,email,mailgun,fr,Plateau-Mont-Royal,translated_summary,delivered,,0
EML-0502091,2026-06-08,email,mailgun,bn,Plateau-Mont-Royal,meeting_invite,delivered,,0
EML-0502213,2026-06-08,email,mailgun,en,Jeanne-Mance,consultation_reminder,delivered,,0
EML-0502532,2026-06-08,email,sendgrid,en,Jeanne-Mance,meeting_invite,delivered,,0
EML-0502646,2026-06-08,email,sendgrid,ar,Mile End,meeting_invite,delivered,,0
SMS-0500351,2026-06-08,sms,twilio,ar,Mile End,follow_up,delivered,,0
SMS-0500519,2026-06-08,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500600,2026-06-08,sms,twilio,en,Plateau-Mont-Royal,consultation_reminder,delivered,,0
SMS-0500750,2026-06-08,sms,twilio,en,Plateau-Mont-Royal,translated_summary,delivered,,0
