video_id,title,description,publishedAt,channelId,categoryId,tags,duration,dimension,definition,privacyStatus,publishAt,embeddable,viewCount,likeCount,dislikeCount,commentCount,thumbnailUrl,liveBroadcastContent,defaultLanguage,defaultAudioLanguage
vid-0087,Sicilian Defense: Najdorf Variation Explained,Detailed opening theory for Sicilian Defense Najdorf variation.,2026-03-08T09:00:00Z,yt-jhc,vc-27,"cardiology,education",PT3M,2d,hd,private,2026-03-08T09:00:00Z,True,39620,4652,0,109,https://youtube.com/thumb/vid-0087.jpg,none,en,en
vid-0088,Sicilian Defense: Sveshnikov Complete Guide,Complete tactical guide for the Sicilian Sveshnikov.,2026-02-13T09:00:00Z,yt-jhc,vc-28,"cardiology,education",PT24M,2d,hd,public,2026-10-29T14:00:00Z,True,27349,2609,0,268,https://youtube.com/thumb/vid-0088.jpg,none,en,en
vid-0089,Chess.com Rapid Highlights - Under 1800 Rating,Chess.com rapid game highlights showing tactical themes for players 1500-1800 rating.,2026-06-09T09:00:00Z,yt-jhc,vc-29,"cardiology,education",PT17M,2d,hd,public,2026-06-09T09:00:00Z,True,44696,3659,0,111,https://youtube.com/thumb/vid-0089.jpg,none,en,en
vid-0090,Interventional Cardiology Grand Rounds - Duke University,Grand Rounds presentation from Duke Cardiology on multi-vessel PCI.,2026-09-07T09:00:00Z,yt-jhc,vc-00,"cardiology,education",PT6M,2d,hd,private,2026-09-07T09:00:00Z,True,17343,1628,0,281,https://youtube.com/thumb/vid-0090.jpg,none,en,en
vid-0091,Heart Team Approach for TAVR Patient Selection,Multidisciplinary Heart Team approach for TAVR candidate evaluation.,2026-08-04T09:00:00Z,yt-jhc,vc-01,"cardiology,education",PT58M,2d,hd,unlisted,2026-08-04T09:00:00Z,True,35731,3048,0,27,https://youtube.com/thumb/vid-0091.jpg,none,en,en
vid-0092,Transradial Access Techniques for Complex PCI,Transradial access techniques and complications for complex PCI cases.,2026-02-02T09:00:00Z,yt-jhc,vc-02,"cardiology,education",PT3M,2d,hd,public,2026-10-03T14:00:00Z,True,37430,1293,0,162,https://youtube.com/thumb/vid-0092.jpg,none,en,en
vid-0093,IVUS-Guided PCI: Best Practices,Best practices for IVUS-guided PCI in real-world cases.,2026-01-09T09:00:00Z,yt-jhc,vc-03,"cardiology,education",PT18M,2d,hd,unlisted,2026-01-09T09:00:00Z,True,35960,739,0,348,https://youtube.com/thumb/vid-0093.jpg,none,en,en
vid-0094,FFR in Multi-Vessel Disease - Recent Trials,Recent trial data on FFR in multi-vessel coronary artery disease.,2026-07-02T09:00:00Z,yt-jhc,vc-04,"cardiology,education",PT45M,2d,hd,unlisted,2026-07-02T09:00:00Z,True,26441,2508,0,119,https://youtube.com/thumb/vid-0094.jpg,none,en,en
vid-0095,Complications of TAVR: Prevention and Management,Review of TAVR complications and their prevention strategies.,2026-02-05T09:00:00Z,yt-jhc,vc-05,"cardiology,education",PT33M,2d,hd,public,2026-02-05T09:00:00Z,True,48970,384,0,271,https://youtube.com/thumb/vid-0095.jpg,none,en,en
vid-0096,Structural Interventions Journal Club - November 2025,Monthly journal club discussion on structural interventions.,2026-04-23T09:00:00Z,yt-jhc,vc-06,"cardiology,education",PT18M,2d,hd,unlisted,2026-10-07T14:00:00Z,True,12207,716,0,281,https://youtube.com/thumb/vid-0096.jpg,none,en,en
vid-0097,Case Report: Aortic Valve Regurgitation,Case report of severe aortic valve regurgitation with hemodynamic assessment.,2026-05-18T09:00:00Z,yt-jhc,vc-07,"cardiology,education",PT38M,2d,hd,private,2026-05-18T09:00:00Z,True,22775,166,0,218,https://youtube.com/thumb/vid-0097.jpg,none,en,en
vid-0098,Live Case: Bifurcation Stenting Technique,Live bifurcation stenting case with modern technique.,2026-05-24T09:00:00Z,yt-jhc,vc-08,"cardiology,education",PT1M,2d,hd,private,2026-05-24T09:00:00Z,True,28442,1717,0,223,https://youtube.com/thumb/vid-0098.jpg,none,en,en
vid-0099,Fellowship Program Highlights - Coastal Cardiology,Highlights from the Coastal Cardiology fellowship program.,2026-01-20T09:00:00Z,yt-jhc,vc-09,"cardiology,education",PT53M,2d,hd,public,2026-01-20T09:00:00Z,True,16092,4071,0,307,https://youtube.com/thumb/vid-0099.jpg,none,en,en
vid-0100,TAVR Procedure Live Demonstration - ACC 2026,A step-by-step live demonstration of TAVR procedure at ACC 2026 from the Coastal Cardiology team.,2026-05-04T09:00:00Z,yt-jhc,vc-10,"cardiology,education",PT34M,2d,hd,unlisted,2026-10-11T14:00:00Z,True,9866,4200,0,156,https://youtube.com/thumb/vid-0100.jpg,none,en,en
vid-0101,Complex PCI: Chronic Total Occlusion Case Study,Complex PCI case featuring chronic total occlusion (CTO) revascularization strategy.,2026-08-21T09:00:00Z,yt-jhc,vc-11,"cardiology,education",PT51M,2d,hd,unlisted,2026-08-21T09:00:00Z,True,1845,720,0,216,https://youtube.com/thumb/vid-0101.jpg,none,en,en
vid-0102,Structural Heart Interventions - State of the Art,State-of-the-art review of structural heart interventions from the Journal of Interventional Practice.,2026-05-26T09:00:00Z,yt-jhc,vc-12,"cardiology,education",PT40M,2d,hd,private,2026-05-26T09:00:00Z,True,28588,2767,0,362,https://youtube.com/thumb/vid-0102.jpg,none,en,en
vid-0103,Chopin Nocturne Op. 9 No. 2 - Full Piano Performance,"Full piano performance of Chopin Nocturne Op. 9 No. 2, recorded live on Yamaha CLP-785.",2026-09-27T09:00:00Z,yt-jhc,vc-13,"cardiology,education",PT60M,2d,hd,private,2026-09-27T09:00:00Z,True,42370,4123,0,317,https://youtube.com/thumb/vid-0103.jpg,none,en,en
vid-0104,Debussy Clair de Lune - Complete Version,Complete Debussy Clair de Lune with expressive dynamics.,2026-02-14T09:00:00Z,yt-jhc,vc-14,"cardiology,education",PT5M,2d,hd,public,2026-10-15T14:00:00Z,True,18433,50,0,442,https://youtube.com/thumb/vid-0104.jpg,none,en,en
vid-0105,Bruce Springsteen 'Born to Run' - Live 1978,Iconic Bruce Springsteen live performance of Born to Run from 1978.,2026-01-23T09:00:00Z,yt-jhc,vc-15,"cardiology,education",PT59M,2d,hd,unlisted,2026-01-23T09:00:00Z,True,8294,4040,0,151,https://youtube.com/thumb/vid-0105.jpg,none,en,en
vid-0106,John Mellencamp 'Small Town' - Farm Aid Performance,John Mellencamp singing Small Town at Farm Aid.,2026-09-01T09:00:00Z,yt-jhc,vc-16,"cardiology,education",PT2M,2d,hd,private,2026-09-01T09:00:00Z,True,46363,1650,0,411,https://youtube.com/thumb/vid-0106.jpg,none,en,en
vid-0107,Sicilian Defense: Najdorf Variation Explained,Detailed opening theory for Sicilian Defense Najdorf variation.,2026-01-09T09:00:00Z,yt-jhc,vc-17,"cardiology,education",PT45M,2d,hd,unlisted,2026-01-09T09:00:00Z,True,45188,4263,0,198,https://youtube.com/thumb/vid-0107.jpg,none,en,en
vid-0108,Sicilian Defense: Sveshnikov Complete Guide,Complete tactical guide for the Sicilian Sveshnikov.,2026-08-10T09:00:00Z,yt-jhc,vc-18,"cardiology,education",PT57M,2d,hd,public,2026-10-19T14:00:00Z,True,23841,1368,0,153,https://youtube.com/thumb/vid-0108.jpg,none,en,en
vid-0109,Chess.com Rapid Highlights - Under 1800 Rating,Chess.com rapid game highlights showing tactical themes for players 1500-1800 rating.,2026-08-20T09:00:00Z,yt-jhc,vc-19,"cardiology,education",PT20M,2d,hd,public,2026-08-20T09:00:00Z,True,43073,3047,0,281,https://youtube.com/thumb/vid-0109.jpg,none,en,en
