broadcaster_id,broadcaster_login,broadcaster_name,game_id,game_name,title,broadcaster_language,tags,follower_count
40233,tacticalturtle,PixelPaladin,30004,Elden Ring,Red Sox win in extras,PawSox throwback,Speedrun;Competitive,305027
40234,Fenway opening day,CasualCartographer,30002,PawSox throwback,Orbit CLI 2.0 launch stream and live Q&A,PawSox throwback,Coding;Rust;Gamedev,565852
40235,nightowlcodes,Patriots game thread,30004,Strategy,Red Sox win in extras,PawSox throwback,CityBuilder;Chill,15833
40236,sprintqueen,OrbitDev,30006,Strategy,WR attempts all morning,PawSox throwback,CityBuilder;Chill,423547
40237,orbit_dev,NightOwlCodes,30005,Patriots game thread,WR attempts all morning,en,CityBuilder;Chill,330777
40238,Fenway opening day,TacticalTurtle,30007,PawSox throwback,Map making sunday,PawSox throwback,RPG;Blind;English,445222
40239,orbit_dev,CasualCartographer,30006,PawSox throwback,Building a roguelike in Rust - day 14,en,Coding;DevTools,209755
40240,nightowlcodes,SprintQueen,30004,Patriots game thread,WR attempts all morning,en,RPG;Blind;English,547252
40241,tacticalturtle,CasualCartographer,30002,Elden Ring,Blind Elden Ring run - no spoilers please,PawSox throwback,Speedrun;Competitive,191269
40242,orbit_dev,SprintQueen,30007,Patriots game thread,Blind Elden Ring run - no spoilers please,en,RPG;Blind;English,374258
40243,sprintqueen,OrbitDev,30006,Elden Ring,Blind Elden Ring run - no spoilers please,en,Speedrun;Competitive,635879
40244,pixelpaladin,Patriots game thread,30005,Software and Game Development,trade deadline chatter,en,Speedrun;Competitive,485346
40245,nightowlcodes,Patriots game thread,30007,Strategy,Blind Elden Ring run - no spoilers please,en,Speedrun;Competitive,256513
40246,Fenway opening day,OrbitDev,30002,PawSox throwback,Building the perfect transit network,PawSox throwback,Coding;Rust;Gamedev,803908
40247,sprintqueen,SprintQueen,30003,PawSox throwback,Orbit CLI 2.0 launch stream and live Q&A,en,Speedrun;Competitive,374042
40248,nightowlcodes,OrbitDev,30005,Elden Ring,Map making sunday,en,CityBuilder;Chill,793630
40249,casualcartographer,CasualCartographer,30002,Cities: Skylines II,Map making sunday,en,CityBuilder;Chill,505988
