query,formatted_address,lat,lng,place_id,location_type
Location 258,"1346 Main St, Kettering, OH 45420",39.6579,-84.1955,ChIJ_0258,ROOFTOP
Location 259,"6944 Main St, Kettering, OH 45420",39.6066,-84.2961,ChIJ_0259,ROOFTOP
Location 260,"3271 Main St, Kettering, OH 45420",39.6030,-84.1301,ChIJ_0260,ROOFTOP
Location 261,"135 Main St, Kettering, OH 45420",39.6558,-84.1557,ChIJ_0261,ROOFTOP
Location 262,"2950 Main St, Kettering, OH 45420",39.6990,-84.1391,ChIJ_0262,ROOFTOP
Location 263,"1164 Main St, Kettering, OH 45420",39.6050,-84.1900,ChIJ_0263,ROOFTOP
Location 264,"5125 Main St, Kettering, OH 45420",39.6266,-84.2650,ChIJ_0264,ROOFTOP
Location 265,"3094 Main St, Kettering, OH 45420",39.6441,-84.2223,ChIJ_0265,ROOFTOP
Location 266,"4100 Main St, Kettering, OH 45420",39.6733,-84.1099,ChIJ_0266,ROOFTOP
Location 267,"4440 Main St, Kettering, OH 45420",39.6273,-84.1278,ChIJ_0267,ROOFTOP
Location 268,"9498 Main St, Kettering, OH 45420",39.6898,-84.2089,ChIJ_0268,ROOFTOP
Location 269,"1204 Main St, Kettering, OH 45420",39.6851,-84.1781,ChIJ_0269,ROOFTOP
Location 270,"7725 Main St, Kettering, OH 45420",39.6502,-84.2084,ChIJ_0270,ROOFTOP
Location 271,"3411 Main St, Kettering, OH 45420",39.6447,-84.2870,ChIJ_0271,ROOFTOP
Location 272,"7463 Main St, Kettering, OH 45420",39.6868,-84.2321,ChIJ_0272,ROOFTOP
Location 273,"5710 Main St, Kettering, OH 45420",39.6968,-84.1003,ChIJ_0273,ROOFTOP
Location 274,"2701 Main St, Kettering, OH 45420",39.6035,-84.1271,ChIJ_0274,ROOFTOP
Location 275,"1430 Main St, Kettering, OH 45420",39.6822,-84.2521,ChIJ_0275,ROOFTOP
Location 276,"9787 Main St, Kettering, OH 45420",39.6426,-84.2111,ChIJ_0276,ROOFTOP
Location 277,"5895 Main St, Kettering, OH 45420",39.6808,-84.1246,ChIJ_0277,ROOFTOP
Location 278,"2471 Main St, Kettering, OH 45420",39.6181,-84.1447,ChIJ_0278,ROOFTOP
Location 279,"6663 Main St, Kettering, OH 45420",39.6274,-84.2931,ChIJ_0279,ROOFTOP
Location 280,"9975 Main St, Kettering, OH 45420",39.6521,-84.1356,ChIJ_0280,ROOFTOP
Location 281,"9542 Main St, Kettering, OH 45420",39.6332,-84.2256,ChIJ_0281,ROOFTOP
Location 282,"4512 Main St, Kettering, OH 45420",39.6699,-84.2607,ChIJ_0282,ROOFTOP
Location 283,"8615 Main St, Kettering, OH 45420",39.6112,-84.1655,ChIJ_0283,ROOFTOP
Location 284,"4082 Main St, Kettering, OH 45420",39.6877,-84.2853,ChIJ_0284,ROOFTOP
Location 285,"1953 Main St, Kettering, OH 45420",39.6596,-84.2559,ChIJ_0285,ROOFTOP
Location 286,"6205 Main St, Kettering, OH 45420",39.6072,-84.2352,ChIJ_0286,ROOFTOP
Location 287,"2104 Main St, Kettering, OH 45420",39.6568,-84.1478,ChIJ_0287,ROOFTOP
Location 288,"4342 Main St, Kettering, OH 45420",39.6206,-84.1783,ChIJ_0288,ROOFTOP
Location 289,"6282 Main St, Kettering, OH 45420",39.6343,-84.1649,ChIJ_0289,ROOFTOP
Location 290,"9800 Main St, Kettering, OH 45420",39.6625,-84.1197,ChIJ_0290,ROOFTOP
Location 291,"4887 Main St, Kettering, OH 45420",39.6206,-84.2481,ChIJ_0291,ROOFTOP
Location 292,"5891 Main St, Kettering, OH 45420",39.6439,-84.2595,ChIJ_0292,ROOFTOP
Location 293,"1554 Main St, Kettering, OH 45420",39.6716,-84.1784,ChIJ_0293,ROOFTOP
Location 294,"7553 Main St, Kettering, OH 45420",39.6955,-84.2406,ChIJ_0294,ROOFTOP
Location 295,"5823 Main St, Kettering, OH 45420",39.6501,-84.2031,ChIJ_0295,ROOFTOP
Location 296,"7790 Main St, Kettering, OH 45420",39.6378,-84.2599,ChIJ_0296,ROOFTOP
Location 297,"8361 Main St, Kettering, OH 45420",39.6539,-84.2172,ChIJ_0297,ROOFTOP
Location 298,"3946 Main St, Kettering, OH 45420",39.6265,-84.2411,ChIJ_0298,ROOFTOP
Location 299,"3099 Main St, Kettering, OH 45420",39.6406,-84.1634,ChIJ_0299,ROOFTOP
Location 300,"5968 Main St, Kettering, OH 45420",39.6020,-84.2006,ChIJ_0300,ROOFTOP
Location 301,"1341 Main St, Kettering, OH 45420",39.6056,-84.2951,ChIJ_0301,ROOFTOP
Location 302,"8832 Main St, Kettering, OH 45420",39.6572,-84.2824,ChIJ_0302,ROOFTOP
Location 303,"7513 Main St, Kettering, OH 45420",39.6202,-84.2070,ChIJ_0303,ROOFTOP
Location 304,"9677 Main St, Kettering, OH 45420",39.6782,-84.1672,ChIJ_0304,ROOFTOP
Location 305,"6918 Main St, Kettering, OH 45420",39.6210,-84.1639,ChIJ_0305,ROOFTOP
Location 306,"6367 Main St, Kettering, OH 45420",39.6636,-84.2114,ChIJ_0306,ROOFTOP
Location 307,"5487 Main St, Kettering, OH 45420",39.6043,-84.1622,ChIJ_0307,ROOFTOP
Location 308,"214 Main St, Kettering, OH 45420",39.6468,-84.2728,ChIJ_0308,ROOFTOP
Location 309,"9219 Main St, Kettering, OH 45420",39.6885,-84.1344,ChIJ_0309,ROOFTOP
Location 310,"6944 Main St, Kettering, OH 45420",39.6775,-84.1795,ChIJ_0310,ROOFTOP
Location 311,"6491 Main St, Kettering, OH 45420",39.6933,-84.2241,ChIJ_0311,ROOFTOP
Location 312,"5628 Main St, Kettering, OH 45420",39.6944,-84.2527,ChIJ_0312,ROOFTOP
Location 313,"7971 Main St, Kettering, OH 45420",39.6935,-84.1967,ChIJ_0313,ROOFTOP
Location 314,"9681 Main St, Kettering, OH 45420",39.6718,-84.2319,ChIJ_0314,ROOFTOP
Location 315,"4611 Main St, Kettering, OH 45420",39.6601,-84.2343,ChIJ_0315,ROOFTOP
Location 316,"6072 Main St, Kettering, OH 45420",39.6318,-84.2778,ChIJ_0316,ROOFTOP
Location 317,"4252 Main St, Kettering, OH 45420",39.6024,-84.2429,ChIJ_0317,ROOFTOP
Location 318,"4266 Main St, Kettering, OH 45420",39.6050,-84.1785,ChIJ_0318,ROOFTOP
Location 319,"224 Main St, Kettering, OH 45420",39.6045,-84.2096,ChIJ_0319,ROOFTOP
Location 320,"1390 Main St, Kettering, OH 45420",39.6789,-84.2107,ChIJ_0320,ROOFTOP
Location 321,"7799 Main St, Kettering, OH 45420",39.6499,-84.2948,ChIJ_0321,ROOFTOP
Location 322,"1331 Main St, Kettering, OH 45420",39.6763,-84.1032,ChIJ_0322,ROOFTOP
Location 323,"8580 Main St, Kettering, OH 45420",39.6402,-84.1399,ChIJ_0323,ROOFTOP
Location 324,"4634 Main St, Kettering, OH 45420",39.6288,-84.1160,ChIJ_0324,ROOFTOP
Location 325,"361 Main St, Kettering, OH 45420",39.6772,-84.2825,ChIJ_0325,ROOFTOP
Location 326,"5609 Main St, Kettering, OH 45420",39.6931,-84.2347,ChIJ_0326,ROOFTOP
Location 327,"9441 Main St, Kettering, OH 45420",39.6560,-84.2849,ChIJ_0327,ROOFTOP
Location 328,"2390 Main St, Kettering, OH 45420",39.6271,-84.2728,ChIJ_0328,ROOFTOP
Location 329,"436 Main St, Kettering, OH 45420",39.6423,-84.2262,ChIJ_0329,ROOFTOP
Location 330,"2048 Main St, Kettering, OH 45420",39.6771,-84.2265,ChIJ_0330,ROOFTOP
Location 331,"154 Main St, Kettering, OH 45420",39.6033,-84.2317,ChIJ_0331,ROOFTOP
Location 332,"4473 Main St, Kettering, OH 45420",39.6998,-84.2832,ChIJ_0332,ROOFTOP
Location 333,"3710 Main St, Kettering, OH 45420",39.6101,-84.2299,ChIJ_0333,ROOFTOP
Location 334,"9059 Main St, Kettering, OH 45420",39.6906,-84.1256,ChIJ_0334,ROOFTOP
Location 335,"3903 Main St, Kettering, OH 45420",39.6567,-84.2121,ChIJ_0335,ROOFTOP
Location 336,"6245 Main St, Kettering, OH 45420",39.6520,-84.2071,ChIJ_0336,ROOFTOP
Location 337,"6034 Main St, Kettering, OH 45420",39.6231,-84.2931,ChIJ_0337,ROOFTOP
Location 338,"1825 Main St, Kettering, OH 45420",39.6537,-84.1247,ChIJ_0338,ROOFTOP
Location 339,"1326 Main St, Kettering, OH 45420",39.6601,-84.1456,ChIJ_0339,ROOFTOP
Location 340,"8869 Main St, Kettering, OH 45420",39.6799,-84.1624,ChIJ_0340,ROOFTOP
Location 341,"3227 Main St, Kettering, OH 45420",39.6114,-84.1351,ChIJ_0341,ROOFTOP
Location 342,"6830 Main St, Kettering, OH 45420",39.6941,-84.2074,ChIJ_0342,ROOFTOP
Location 343,"1293 Main St, Kettering, OH 45420",39.6213,-84.2681,ChIJ_0343,ROOFTOP
Location 344,"3248 Main St, Kettering, OH 45420",39.6566,-84.1269,ChIJ_0344,ROOFTOP
Location 345,"5970 Main St, Kettering, OH 45420",39.6600,-84.1409,ChIJ_0345,ROOFTOP
Location 346,"7984 Main St, Kettering, OH 45420",39.6855,-84.1408,ChIJ_0346,ROOFTOP
Location 347,"7579 Main St, Kettering, OH 45420",39.6638,-84.2702,ChIJ_0347,ROOFTOP
Location 348,"4563 Main St, Kettering, OH 45420",39.6705,-84.2301,ChIJ_0348,ROOFTOP
Location 349,"7821 Main St, Kettering, OH 45420",39.6432,-84.1507,ChIJ_0349,ROOFTOP
Location 350,"3848 Main St, Kettering, OH 45420",39.6551,-84.1210,ChIJ_0350,ROOFTOP
Location 351,"881 Main St, Kettering, OH 45420",39.6240,-84.1356,ChIJ_0351,ROOFTOP
Location 352,"4779 Main St, Kettering, OH 45420",39.6623,-84.1774,ChIJ_0352,ROOFTOP
Location 353,"2639 Main St, Kettering, OH 45420",39.6608,-84.1801,ChIJ_0353,ROOFTOP
Location 354,"6146 Main St, Kettering, OH 45420",39.6665,-84.2509,ChIJ_0354,ROOFTOP
Location 355,"5311 Main St, Kettering, OH 45420",39.6532,-84.1455,ChIJ_0355,ROOFTOP
Location 356,"9233 Main St, Kettering, OH 45420",39.6683,-84.2675,ChIJ_0356,ROOFTOP
Location 357,"5175 Main St, Kettering, OH 45420",39.6445,-84.1355,ChIJ_0357,ROOFTOP
Location 358,"6391 Main St, Kettering, OH 45420",39.6721,-84.2396,ChIJ_0358,ROOFTOP
Location 359,"7267 Main St, Kettering, OH 45420",39.6569,-84.2821,ChIJ_0359,ROOFTOP
Location 360,"9225 Main St, Kettering, OH 45420",39.6237,-84.2434,ChIJ_0360,ROOFTOP
Location 361,"5779 Main St, Kettering, OH 45420",39.6339,-84.1254,ChIJ_0361,ROOFTOP
Location 362,"5479 Main St, Kettering, OH 45420",39.6716,-84.2007,ChIJ_0362,ROOFTOP
Location 363,"9981 Main St, Kettering, OH 45420",39.6340,-84.1092,ChIJ_0363,ROOFTOP
Location 364,"9241 Main St, Kettering, OH 45420",39.6879,-84.2295,ChIJ_0364,ROOFTOP
Location 365,"8617 Main St, Kettering, OH 45420",39.6071,-84.2417,ChIJ_0365,ROOFTOP
Location 366,"116 Main St, Kettering, OH 45420",39.6248,-84.1815,ChIJ_0366,ROOFTOP
Location 367,"9935 Main St, Kettering, OH 45420",39.6447,-84.1773,ChIJ_0367,ROOFTOP
Location 368,"3316 Main St, Kettering, OH 45420",39.6196,-84.2364,ChIJ_0368,ROOFTOP
Location 369,"5449 Main St, Kettering, OH 45420",39.6856,-84.1213,ChIJ_0369,ROOFTOP
Location 370,"3434 Main St, Kettering, OH 45420",39.6950,-84.1396,ChIJ_0370,ROOFTOP
Location 371,"5149 Main St, Kettering, OH 45420",39.6801,-84.2163,ChIJ_0371,ROOFTOP
Location 372,"5670 Main St, Kettering, OH 45420",39.6140,-84.1190,ChIJ_0372,ROOFTOP
Location 373,"7356 Main St, Kettering, OH 45420",39.6952,-84.1630,ChIJ_0373,ROOFTOP
Location 374,"7822 Main St, Kettering, OH 45420",39.6404,-84.1363,ChIJ_0374,ROOFTOP
Location 375,"4202 Main St, Kettering, OH 45420",39.6474,-84.1828,ChIJ_0375,ROOFTOP
Location 376,"8878 Main St, Kettering, OH 45420",39.6263,-84.1358,ChIJ_0376,ROOFTOP
Location 377,"6029 Main St, Kettering, OH 45420",39.6242,-84.1034,ChIJ_0377,ROOFTOP
Location 378,"6628 Main St, Kettering, OH 45420",39.6238,-84.1928,ChIJ_0378,ROOFTOP
Location 379,"8384 Main St, Kettering, OH 45420",39.6793,-84.2638,ChIJ_0379,ROOFTOP
Location 380,"2839 Main St, Kettering, OH 45420",39.6523,-84.2443,ChIJ_0380,ROOFTOP
Location 381,"2471 Main St, Kettering, OH 45420",39.6099,-84.2048,ChIJ_0381,ROOFTOP
Location 382,"9862 Main St, Kettering, OH 45420",39.6571,-84.2778,ChIJ_0382,ROOFTOP
Location 383,"5838 Main St, Kettering, OH 45420",39.6989,-84.1137,ChIJ_0383,ROOFTOP
Location 384,"1197 Main St, Kettering, OH 45420",39.6333,-84.1139,ChIJ_0384,ROOFTOP
Location 385,"5107 Main St, Kettering, OH 45420",39.6113,-84.1656,ChIJ_0385,ROOFTOP
Location 386,"176 Main St, Kettering, OH 45420",39.6106,-84.1866,ChIJ_0386,ROOFTOP
Location 387,"6817 Main St, Kettering, OH 45420",39.6818,-84.2841,ChIJ_0387,ROOFTOP
Location 388,"8403 Main St, Kettering, OH 45420",39.6332,-84.1694,ChIJ_0388,ROOFTOP
Location 389,"8633 Main St, Kettering, OH 45420",39.6024,-84.2941,ChIJ_0389,ROOFTOP
Location 390,"7217 Main St, Kettering, OH 45420",39.6395,-84.1163,ChIJ_0390,ROOFTOP
Location 391,"1848 Main St, Kettering, OH 45420",39.6880,-84.2636,ChIJ_0391,ROOFTOP
Location 392,"466 Main St, Kettering, OH 45420",39.6739,-84.2766,ChIJ_0392,ROOFTOP
Location 393,"3071 Main St, Kettering, OH 45420",39.6610,-84.2281,ChIJ_0393,ROOFTOP
Location 394,"1949 Main St, Kettering, OH 45420",39.6270,-84.2242,ChIJ_0394,ROOFTOP
Location 395,"5544 Main St, Kettering, OH 45420",39.6468,-84.1750,ChIJ_0395,ROOFTOP
Location 396,"4602 Main St, Kettering, OH 45420",39.6941,-84.1448,ChIJ_0396,ROOFTOP
Location 397,"2661 Main St, Kettering, OH 45420",39.6929,-84.2595,ChIJ_0397,ROOFTOP
Location 398,"7766 Main St, Kettering, OH 45420",39.6069,-84.1730,ChIJ_0398,ROOFTOP
Location 399,"1809 Main St, Kettering, OH 45420",39.6318,-84.2569,ChIJ_0399,ROOFTOP
Location 400,"6411 Main St, Kettering, OH 45420",39.6618,-84.2469,ChIJ_0400,ROOFTOP
Location 401,"7199 Main St, Kettering, OH 45420",39.6235,-84.2881,ChIJ_0401,ROOFTOP
Location 402,"6202 Main St, Kettering, OH 45420",39.6898,-84.1151,ChIJ_0402,ROOFTOP
Location 403,"2630 Main St, Kettering, OH 45420",39.6708,-84.2056,ChIJ_0403,ROOFTOP
Location 404,"6089 Main St, Kettering, OH 45420",39.6917,-84.2604,ChIJ_0404,ROOFTOP
Location 405,"7881 Main St, Kettering, OH 45420",39.6081,-84.2811,ChIJ_0405,ROOFTOP
Location 406,"1000 Main St, Kettering, OH 45420",39.6977,-84.2320,ChIJ_0406,ROOFTOP
Location 407,"7434 Main St, Kettering, OH 45420",39.6050,-84.2815,ChIJ_0407,ROOFTOP
Location 408,"183 Main St, Kettering, OH 45420",39.6925,-84.1602,ChIJ_0408,ROOFTOP
Location 409,"9392 Main St, Kettering, OH 45420",39.6940,-84.1479,ChIJ_0409,ROOFTOP
Location 410,"9059 Main St, Kettering, OH 45420",39.6316,-84.2550,ChIJ_0410,ROOFTOP
Location 411,"5768 Main St, Kettering, OH 45420",39.6576,-84.2551,ChIJ_0411,ROOFTOP
Location 412,"5272 Main St, Kettering, OH 45420",39.6833,-84.1888,ChIJ_0412,ROOFTOP
Location 413,"3528 Main St, Kettering, OH 45420",39.6266,-84.2412,ChIJ_0413,ROOFTOP
Location 414,"1728 Main St, Kettering, OH 45420",39.6377,-84.2990,ChIJ_0414,ROOFTOP
Location 415,"826 Main St, Kettering, OH 45420",39.6947,-84.1742,ChIJ_0415,ROOFTOP
Location 416,"3491 Main St, Kettering, OH 45420",39.6395,-84.2974,ChIJ_0416,ROOFTOP
Location 417,"4373 Main St, Kettering, OH 45420",39.6141,-84.2620,ChIJ_0417,ROOFTOP
Location 418,"1779 Main St, Kettering, OH 45420",39.6557,-84.1573,ChIJ_0418,ROOFTOP
Location 419,"2317 Main St, Kettering, OH 45420",39.6132,-84.1244,ChIJ_0419,ROOFTOP
Location 420,"2469 Main St, Kettering, OH 45420",39.6164,-84.2166,ChIJ_0420,ROOFTOP
Location 421,"7562 Main St, Kettering, OH 45420",39.6180,-84.2938,ChIJ_0421,ROOFTOP
Location 422,"1443 Main St, Kettering, OH 45420",39.6093,-84.1672,ChIJ_0422,ROOFTOP
Location 423,"7688 Main St, Kettering, OH 45420",39.6798,-84.2226,ChIJ_0423,ROOFTOP
Location 424,"5211 Main St, Kettering, OH 45420",39.6158,-84.2241,ChIJ_0424,ROOFTOP
Location 425,"3071 Main St, Kettering, OH 45420",39.6559,-84.1593,ChIJ_0425,ROOFTOP
Location 426,"952 Main St, Kettering, OH 45420",39.6981,-84.2868,ChIJ_0426,ROOFTOP
Location 427,"1166 Main St, Kettering, OH 45420",39.6281,-84.1067,ChIJ_0427,ROOFTOP
Location 428,"2732 Main St, Kettering, OH 45420",39.6698,-84.1929,ChIJ_0428,ROOFTOP
Location 429,"1514 Main St, Kettering, OH 45420",39.6208,-84.2806,ChIJ_0429,ROOFTOP
Location 430,"5472 Main St, Kettering, OH 45420",39.6127,-84.1340,ChIJ_0430,ROOFTOP
Location 431,"3720 Main St, Kettering, OH 45420",39.6794,-84.1870,ChIJ_0431,ROOFTOP
Location 432,"933 Main St, Kettering, OH 45420",39.6907,-84.2689,ChIJ_0432,ROOFTOP
Location 433,"1680 Main St, Kettering, OH 45420",39.6006,-84.1490,ChIJ_0433,ROOFTOP
Location 434,"962 Main St, Kettering, OH 45420",39.6380,-84.2156,ChIJ_0434,ROOFTOP
Location 435,"917 Main St, Kettering, OH 45420",39.6441,-84.1814,ChIJ_0435,ROOFTOP
Location 436,"3509 Main St, Kettering, OH 45420",39.6940,-84.2247,ChIJ_0436,ROOFTOP
Location 437,"2878 Main St, Kettering, OH 45420",39.6436,-84.1828,ChIJ_0437,ROOFTOP
Location 438,"9106 Main St, Kettering, OH 45420",39.6925,-84.2716,ChIJ_0438,ROOFTOP
Location 439,"7115 Main St, Kettering, OH 45420",39.6062,-84.1229,ChIJ_0439,ROOFTOP
Location 440,"1016 Main St, Kettering, OH 45420",39.6166,-84.2682,ChIJ_0440,ROOFTOP
Location 441,"1009 Main St, Kettering, OH 45420",39.6429,-84.1292,ChIJ_0441,ROOFTOP
Location 442,"7845 Main St, Kettering, OH 45420",39.6646,-84.1101,ChIJ_0442,ROOFTOP
Location 443,"2094 Main St, Kettering, OH 45420",39.6404,-84.1740,ChIJ_0443,ROOFTOP
Location 444,"9690 Main St, Kettering, OH 45420",39.6033,-84.1955,ChIJ_0444,ROOFTOP
Location 445,"9204 Main St, Kettering, OH 45420",39.6768,-84.1835,ChIJ_0445,ROOFTOP
Location 446,"9858 Main St, Kettering, OH 45420",39.6302,-84.2447,ChIJ_0446,ROOFTOP
Location 447,"1323 Main St, Kettering, OH 45420",39.6446,-84.1812,ChIJ_0447,ROOFTOP
Location 448,"7757 Main St, Kettering, OH 45420",39.6041,-84.1772,ChIJ_0448,ROOFTOP
Location 449,"6950 Main St, Kettering, OH 45420",39.6048,-84.2576,ChIJ_0449,ROOFTOP
Location 450,"8247 Main St, Kettering, OH 45420",39.6459,-84.1291,ChIJ_0450,ROOFTOP
Location 451,"404 Main St, Kettering, OH 45420",39.6016,-84.2225,ChIJ_0451,ROOFTOP
Location 452,"8773 Main St, Kettering, OH 45420",39.6962,-84.1980,ChIJ_0452,ROOFTOP
Location 453,"8879 Main St, Kettering, OH 45420",39.6967,-84.1413,ChIJ_0453,ROOFTOP
Location 454,"730 Main St, Kettering, OH 45420",39.6121,-84.2117,ChIJ_0454,ROOFTOP
Location 455,"533 Main St, Kettering, OH 45420",39.6130,-84.2311,ChIJ_0455,ROOFTOP
Location 456,"7386 Main St, Kettering, OH 45420",39.6584,-84.2909,ChIJ_0456,ROOFTOP
Location 457,"6722 Main St, Kettering, OH 45420",39.6964,-84.1035,ChIJ_0457,ROOFTOP
Location 458,"2416 Main St, Kettering, OH 45420",39.6825,-84.2226,ChIJ_0458,ROOFTOP
Location 459,"9029 Main St, Kettering, OH 45420",39.6663,-84.2401,ChIJ_0459,ROOFTOP
Location 460,"304 Main St, Kettering, OH 45420",39.6922,-84.2587,ChIJ_0460,ROOFTOP
Location 461,"4174 Main St, Kettering, OH 45420",39.6500,-84.1545,ChIJ_0461,ROOFTOP
Location 462,"6009 Main St, Kettering, OH 45420",39.6495,-84.1827,ChIJ_0462,ROOFTOP
Location 463,"6611 Main St, Kettering, OH 45420",39.6158,-84.1905,ChIJ_0463,ROOFTOP
Location 464,"3926 Main St, Kettering, OH 45420",39.6516,-84.1873,ChIJ_0464,ROOFTOP
Location 465,"232 Main St, Kettering, OH 45420",39.6614,-84.1510,ChIJ_0465,ROOFTOP
Location 466,"6307 Main St, Kettering, OH 45420",39.6977,-84.1941,ChIJ_0466,ROOFTOP
Location 467,"4733 Main St, Kettering, OH 45420",39.6379,-84.1773,ChIJ_0467,ROOFTOP
Location 468,"7366 Main St, Kettering, OH 45420",39.6995,-84.1330,ChIJ_0468,ROOFTOP
Location 469,"2396 Main St, Kettering, OH 45420",39.6963,-84.1273,ChIJ_0469,ROOFTOP
Location 470,"4092 Main St, Kettering, OH 45420",39.6521,-84.1980,ChIJ_0470,ROOFTOP
Location 471,"729 Main St, Kettering, OH 45420",39.6802,-84.1689,ChIJ_0471,ROOFTOP
Location 472,"9274 Main St, Kettering, OH 45420",39.6908,-84.1988,ChIJ_0472,ROOFTOP
Location 473,"9659 Main St, Kettering, OH 45420",39.6232,-84.2282,ChIJ_0473,ROOFTOP
Location 474,"9292 Main St, Kettering, OH 45420",39.6240,-84.2633,ChIJ_0474,ROOFTOP
Location 475,"5457 Main St, Kettering, OH 45420",39.6404,-84.1625,ChIJ_0475,ROOFTOP
Location 476,"9780 Main St, Kettering, OH 45420",39.6359,-84.1825,ChIJ_0476,ROOFTOP
Location 477,"9976 Main St, Kettering, OH 45420",39.6570,-84.2936,ChIJ_0477,ROOFTOP
Location 478,"8254 Main St, Kettering, OH 45420",39.6864,-84.2366,ChIJ_0478,ROOFTOP
Location 479,"9200 Main St, Kettering, OH 45420",39.6739,-84.2952,ChIJ_0479,ROOFTOP
Location 480,"1866 Main St, Kettering, OH 45420",39.6012,-84.2663,ChIJ_0480,ROOFTOP
Location 481,"7270 Main St, Kettering, OH 45420",39.6470,-84.2246,ChIJ_0481,ROOFTOP
Location 482,"9633 Main St, Kettering, OH 45420",39.6271,-84.2265,ChIJ_0482,ROOFTOP
Location 483,"6986 Main St, Kettering, OH 45420",39.6651,-84.1896,ChIJ_0483,ROOFTOP
Location 484,"7552 Main St, Kettering, OH 45420",39.6262,-84.2439,ChIJ_0484,ROOFTOP
Location 485,"2418 Main St, Kettering, OH 45420",39.6536,-84.2558,ChIJ_0485,ROOFTOP
Location 486,"7697 Main St, Kettering, OH 45420",39.6211,-84.1644,ChIJ_0486,ROOFTOP
Location 487,"9976 Main St, Kettering, OH 45420",39.6023,-84.2622,ChIJ_0487,ROOFTOP
Location 488,"8314 Main St, Kettering, OH 45420",39.6020,-84.1141,ChIJ_0488,ROOFTOP
Location 489,"9157 Main St, Kettering, OH 45420",39.6322,-84.2688,ChIJ_0489,ROOFTOP
Location 490,"4398 Main St, Kettering, OH 45420",39.6227,-84.1620,ChIJ_0490,ROOFTOP
Location 491,"564 Main St, Kettering, OH 45420",39.6605,-84.1448,ChIJ_0491,ROOFTOP
Location 492,"4878 Main St, Kettering, OH 45420",39.6884,-84.1248,ChIJ_0492,ROOFTOP
Location 493,"5764 Main St, Kettering, OH 45420",39.6030,-84.1435,ChIJ_0493,ROOFTOP
Location 494,"2236 Main St, Kettering, OH 45420",39.6662,-84.1486,ChIJ_0494,ROOFTOP
Location 495,"8197 Main St, Kettering, OH 45420",39.6695,-84.2142,ChIJ_0495,ROOFTOP
Location 496,"4508 Main St, Kettering, OH 45420",39.6464,-84.2545,ChIJ_0496,ROOFTOP
Location 497,"2928 Main St, Kettering, OH 45420",39.6043,-84.1242,ChIJ_0497,ROOFTOP
Location 498,"1287 Main St, Kettering, OH 45420",39.6569,-84.1896,ChIJ_0498,ROOFTOP
Location 499,"3751 Main St, Kettering, OH 45420",39.6325,-84.1589,ChIJ_0499,ROOFTOP
Location 500,"522 Main St, Kettering, OH 45420",39.6290,-84.1736,ChIJ_0500,ROOFTOP
Location 501,"5341 Main St, Kettering, OH 45420",39.6081,-84.2493,ChIJ_0501,ROOFTOP
Location 502,"2474 Main St, Kettering, OH 45420",39.6757,-84.1175,ChIJ_0502,ROOFTOP
Location 503,"2645 Main St, Kettering, OH 45420",39.6624,-84.2521,ChIJ_0503,ROOFTOP
Location 504,"9652 Main St, Kettering, OH 45420",39.6953,-84.1413,ChIJ_0504,ROOFTOP
Location 505,"2066 Main St, Kettering, OH 45420",39.6472,-84.1579,ChIJ_0505,ROOFTOP
Location 506,"283 Main St, Kettering, OH 45420",39.6789,-84.2551,ChIJ_0506,ROOFTOP
Location 507,"1808 Main St, Kettering, OH 45420",39.6402,-84.2963,ChIJ_0507,ROOFTOP
Location 508,"873 Main St, Kettering, OH 45420",39.6933,-84.1014,ChIJ_0508,ROOFTOP
Location 509,"5461 Main St, Kettering, OH 45420",39.6858,-84.1986,ChIJ_0509,ROOFTOP
Location 510,"7136 Main St, Kettering, OH 45420",39.6242,-84.1161,ChIJ_0510,ROOFTOP
Location 511,"9386 Main St, Kettering, OH 45420",39.6465,-84.1016,ChIJ_0511,ROOFTOP
Location 512,"5864 Main St, Kettering, OH 45420",39.6212,-84.1098,ChIJ_0512,ROOFTOP
Location 513,"2556 Main St, Kettering, OH 45420",39.6232,-84.2149,ChIJ_0513,ROOFTOP
Location 514,"9595 Main St, Kettering, OH 45420",39.6108,-84.2237,ChIJ_0514,ROOFTOP
Location 515,"7865 Main St, Kettering, OH 45420",39.6552,-84.2742,ChIJ_0515,ROOFTOP
Location 516,"9256 Main St, Kettering, OH 45420",39.6538,-84.2958,ChIJ_0516,ROOFTOP
Location 517,"8123 Main St, Kettering, OH 45420",39.6963,-84.1952,ChIJ_0517,ROOFTOP
Location 518,"7636 Main St, Kettering, OH 45420",39.6905,-84.2615,ChIJ_0518,ROOFTOP
Location 519,"5475 Main St, Kettering, OH 45420",39.6484,-84.1632,ChIJ_0519,ROOFTOP
Location 520,"1311 Main St, Kettering, OH 45420",39.6729,-84.2414,ChIJ_0520,ROOFTOP
Location 521,"4009 Main St, Kettering, OH 45420",39.6793,-84.2169,ChIJ_0521,ROOFTOP
Location 522,"1636 Main St, Kettering, OH 45420",39.6383,-84.2458,ChIJ_0522,ROOFTOP
Location 523,"1280 Main St, Kettering, OH 45420",39.6614,-84.2002,ChIJ_0523,ROOFTOP
Location 524,"4261 Main St, Kettering, OH 45420",39.6890,-84.2720,ChIJ_0524,ROOFTOP
