id,event_id,name,quantity_total,quantity_sold,cost,fee,free,sales_start,sales_end
tc_auto_0191,evt_auto_0115,Senior 4D Entry,80,54,8000,310,False,2025-11-25T19:00:00.000Z,2026-01-20T07:00:00.000Z
tc_auto_0192,evt_auto_0133,Senior 4D Entry,70,30,8000,310,False,2025-08-20T19:00:00.000Z,2025-10-08T07:00:00.000Z
tc_auto_0193,evt_auto_0034,Youth Entry,70,48,6500,280,False,2025-10-15T19:00:00.000Z,2025-12-30T07:00:00.000Z
tc_auto_0194,evt_auto_0109,Vendor Booth,90,57,12000,500,False,2026-03-19T19:00:00.000Z,2026-05-14T07:00:00.000Z
tc_auto_0195,evt_auto_0151,Spectator,80,67,1500,120,False,2026-04-30T19:00:00.000Z,2026-07-06T07:00:00.000Z
tc_auto_0196,evt_auto_0071,Youth Entry,80,47,6500,280,False,2026-01-11T19:00:00.000Z,2026-03-25T07:00:00.000Z
tc_auto_0197,evt_auto_0152,Pee Wee Entry,80,45,4500,200,False,2025-05-12T19:00:00.000Z,2025-07-15T07:00:00.000Z
tc_auto_0198,evt_auto_0157,Youth Entry,60,24,6500,280,False,2026-02-27T19:00:00.000Z,2026-05-26T07:00:00.000Z
tc_auto_0199,evt_auto_0105,Open 4D Entry,100,71,8500,320,False,2025-07-01T19:00:00.000Z,2025-08-16T07:00:00.000Z
tc_auto_0200,evt_auto_0139,Youth Entry,90,88,6500,280,False,2026-05-02T19:00:00.000Z,2026-07-19T07:00:00.000Z
tc_auto_0201,evt_auto_0013,Vendor Booth,90,58,12000,500,False,2025-09-19T19:00:00.000Z,2025-11-15T07:00:00.000Z
tc_auto_0202,evt_auto_0049,Youth Entry,70,62,6500,280,False,2025-12-27T19:00:00.000Z,2026-03-20T07:00:00.000Z
tc_auto_0203,evt_auto_0011,Open 4D Entry,90,71,8500,320,False,2026-01-12T19:00:00.000Z,2026-04-05T07:00:00.000Z
tc_auto_0204,evt_auto_0091,Youth Entry,70,59,6500,280,False,2025-06-12T19:00:00.000Z,2025-08-09T07:00:00.000Z
tc_auto_0205,evt_auto_0182,Pee Wee Entry,80,58,4500,200,False,2026-01-01T19:00:00.000Z,2026-02-16T07:00:00.000Z
tc_auto_0206,evt_auto_0059,Pee Wee Entry,90,72,4500,200,False,2025-12-20T19:00:00.000Z,2026-03-10T07:00:00.000Z
tc_auto_0207,evt_auto_0064,Senior 4D Entry,60,28,8000,310,False,2026-04-24T19:00:00.000Z,2026-06-23T07:00:00.000Z
tc_auto_0208,evt_auto_0064,Youth Entry,100,66,6500,280,False,2026-05-08T19:00:00.000Z,2026-07-30T07:00:00.000Z
tc_auto_0209,evt_auto_0005,Open 4D Entry,60,60,8500,320,False,2025-06-02T19:00:00.000Z,2025-08-12T07:00:00.000Z
tc_auto_0210,evt_auto_0061,Pee Wee Entry,80,74,4500,200,False,2025-06-16T19:00:00.000Z,2025-08-15T07:00:00.000Z
tc_auto_0211,evt_auto_0075,Youth Entry,100,61,6500,280,False,2026-05-01T19:00:00.000Z,2026-06-16T07:00:00.000Z
tc_auto_0212,evt_auto_0173,Senior 4D Entry,70,29,8000,310,False,2025-06-13T19:00:00.000Z,2025-09-04T07:00:00.000Z
tc_auto_0213,evt_auto_0085,Vendor Booth,60,41,12000,500,False,2025-07-31T19:00:00.000Z,2025-10-27T07:00:00.000Z
tc_auto_0214,evt_auto_0092,Spectator,90,71,1500,120,False,2025-11-07T19:00:00.000Z,2026-01-01T07:00:00.000Z
tc_auto_0215,evt_auto_0123,Youth Entry,70,52,6500,280,False,2025-05-15T19:00:00.000Z,2025-06-30T07:00:00.000Z
tc_auto_0216,evt_auto_0091,Vendor Booth,90,57,12000,500,False,2026-06-13T19:00:00.000Z,2026-09-01T07:00:00.000Z
tc_auto_0217,evt_auto_0198,Vendor Booth,100,56,12000,500,False,2025-11-18T19:00:00.000Z,2026-02-16T07:00:00.000Z
tc_auto_0218,evt_auto_0113,Open 4D Entry,90,38,8500,320,False,2026-07-21T19:00:00.000Z,2026-10-16T07:00:00.000Z
tc_auto_0219,evt_auto_0093,Vendor Booth,70,56,12000,500,False,2025-11-22T19:00:00.000Z,2026-01-25T07:00:00.000Z
tc_auto_0220,evt_auto_0160,Senior 4D Entry,60,59,8000,310,False,2026-05-17T19:00:00.000Z,2026-08-02T07:00:00.000Z
tc_auto_0221,evt_auto_0166,Senior 4D Entry,90,57,8000,310,False,2025-07-10T19:00:00.000Z,2025-08-26T07:00:00.000Z
tc_auto_0222,evt_auto_0012,Pee Wee Entry,100,68,4500,200,False,2025-11-11T19:00:00.000Z,2025-12-21T07:00:00.000Z
tc_auto_0223,evt_auto_0125,Vendor Booth,90,57,12000,500,False,2026-01-05T19:00:00.000Z,2026-03-23T07:00:00.000Z
tc_auto_0224,evt_auto_0074,Youth Entry,60,46,6500,280,False,2025-08-07T19:00:00.000Z,2025-11-03T07:00:00.000Z
tc_auto_0225,evt_auto_0148,Open 4D Entry,100,100,8500,320,False,2025-08-18T19:00:00.000Z,2025-10-31T07:00:00.000Z
tc_auto_0226,evt_auto_0034,Senior 4D Entry,60,45,8000,310,False,2025-05-18T19:00:00.000Z,2025-07-02T07:00:00.000Z
