id,identifier,number,title,description,priority,estimate,stateId,assigneeId,teamId,projectId,cycleId,labelIds,dueDate,sortOrder,branchName,createdAt,updatedAt,startedAt,completedAt,canceledAt
lin_114,GRE-114,114,Review error log week 5,Redo missed quant problems,1,2,state_done,user_midori,team_gre,,,,2026-08-09,11400,midori/gre-114-review-error,2026-07-01T08:00:00.000Z,2026-07-06T08:00:00.000Z,2026-07-02T09:00:00.000Z,2026-07-06T07:30:00.000Z,
lin_115,HOME-115,115,Worm Sage and Hikari,Rotate dewormer class this cycle,1,3,state_done,user_midori,team_home,,,,2025-10-18,11500,midori/home-115-worm-sage,2025-10-04T08:00:00.000Z,2026-05-27T08:00:00.000Z,2025-10-05T09:00:00.000Z,2026-05-27T07:30:00.000Z,
lin_116,HOME-116,116,Winterize trailer,"Drain water, check tires, grease bearings",1,4,state_todo,user_midori,team_home,,,,2026-03-21,11600,midori/home-116-winterize-trailer,2026-02-11T08:00:00.000Z,2026-04-05T08:00:00.000Z,,,
lin_117,HOME-117,117,Winterize trailer,"Drain water, check tires, grease bearings",1,3,state_done,user_midori,team_home,,,,2026-06-25,11700,midori/home-117-winterize-trailer,2026-06-19T08:00:00.000Z,2026-07-16T08:00:00.000Z,2026-06-20T09:00:00.000Z,2026-07-16T07:30:00.000Z,
lin_118,GRE-118,118,Review error log week 5,Redo missed quant problems,4,2,state_done,user_midori,team_gre,,,,,11800,midori/gre-118-review-error,2026-07-23T08:00:00.000Z,2026-08-20T08:00:00.000Z,2026-07-24T09:00:00.000Z,2026-08-20T07:30:00.000Z,
lin_119,GRE-119,119,Review error log week 5,Redo missed quant problems,2,2,state_backlog,user_midori,team_gre,,,,2025-10-07,11900,midori/gre-119-review-error,2025-09-11T08:00:00.000Z,2026-10-05T08:00:00.000Z,,,
lin_120,HOME-120,120,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,2,4,state_in_progress,user_midori,team_home,,,,2025-11-17,12000,midori/home-120-schedule-shed,2025-10-18T08:00:00.000Z,2025-11-02T08:00:00.000Z,2025-10-19T09:00:00.000Z,,
lin_121,HOME-121,121,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,3,5,state_done,user_midori,team_home,,,,2026-08-18,12100,midori/home-121-service-plow,2026-08-02T08:00:00.000Z,2026-10-12T08:00:00.000Z,2026-08-03T09:00:00.000Z,2026-10-12T07:30:00.000Z,
lin_122,HOME-122,122,Reseal round pen footing,Drag and add sand before spring,2,3,state_backlog,user_midori,team_home,,,,2026-07-24,12200,midori/home-122-reseal-round,2026-07-13T08:00:00.000Z,2026-10-06T08:00:00.000Z,,,
lin_123,HOME-123,123,Reconcile green notebook,Match handwritten expenses to bank,2,5,state_backlog,user_midori,team_home,,,,2026-08-15,12300,midori/home-123-reconcile-green,2026-08-09T08:00:00.000Z,2026-09-13T08:00:00.000Z,,,
lin_124,GRE-124,124,PowerPrep 1 - timed,Sunday morning timed practice test,1,3,state_done,user_midori,team_gre,,,,2026-01-28,12400,midori/gre-124-powerprep-1,2026-01-06T08:00:00.000Z,2026-04-01T08:00:00.000Z,2026-01-07T09:00:00.000Z,2026-04-01T07:30:00.000Z,
lin_125,HOME-125,125,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,1,1,state_done,user_midori,team_home,,,,,12500,midori/home-125-get-firewood,2025-08-28T08:00:00.000Z,2026-08-02T08:00:00.000Z,2025-08-29T09:00:00.000Z,2026-08-02T07:30:00.000Z,
lin_126,GRE-126,126,Reading comp drills,3 passages timed,1,2,state_in_progress,user_midori,team_gre,,,,,12600,midori/gre-126-reading-comp,2025-10-10T08:00:00.000Z,2025-11-08T08:00:00.000Z,2025-10-11T09:00:00.000Z,,
lin_127,HOME-127,127,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,3,2,state_done,user_midori,team_home,,,,,12700,midori/home-127-get-firewood,2026-02-22T08:00:00.000Z,2026-05-12T08:00:00.000Z,2026-02-23T09:00:00.000Z,2026-05-12T07:30:00.000Z,
lin_128,HOME-128,128,Snow tires on truck,Schedule with Robberson by Nov 1,4,2,state_done,user_midori,team_home,,,,,12800,midori/home-128-snow-tires,2026-02-20T08:00:00.000Z,2026-03-16T08:00:00.000Z,2026-02-21T09:00:00.000Z,2026-03-16T07:30:00.000Z,
lin_129,HOME-129,129,Fix barn gutter,Replace bent section on east side,2,2,state_in_progress,user_midori,team_home,,,,2025-09-26,12900,midori/home-129-fix-barn,2025-09-13T08:00:00.000Z,2025-11-12T08:00:00.000Z,2025-09-14T09:00:00.000Z,,
lin_130,HOME-130,130,Winterize trailer,"Drain water, check tires, grease bearings",2,1,state_backlog,user_midori,team_home,,,,2025-11-29,13000,midori/home-130-winterize-trailer,2025-11-21T08:00:00.000Z,2025-12-28T08:00:00.000Z,,,
lin_131,GRE-131,131,Reading comp drills,3 passages timed,3,2,state_backlog,user_midori,team_gre,,,,,13100,midori/gre-131-reading-comp,2026-03-27T08:00:00.000Z,2026-06-07T08:00:00.000Z,,,
lin_132,GRE-132,132,Reading comp drills,3 passages timed,4,4,state_done,user_midori,team_gre,,,,,13200,midori/gre-132-reading-comp,2026-05-27T08:00:00.000Z,2026-06-05T08:00:00.000Z,2026-05-28T09:00:00.000Z,2026-06-05T07:30:00.000Z,
lin_133,HOME-133,133,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,2,3,state_in_progress,user_midori,team_home,,,,,13300,midori/home-133-service-plow,2025-12-23T08:00:00.000Z,2026-03-29T08:00:00.000Z,2025-12-24T09:00:00.000Z,,
lin_134,HOME-134,134,Reconcile green notebook,Match handwritten expenses to bank,2,3,state_in_progress,user_midori,team_home,,,,,13400,midori/home-134-reconcile-green,2026-09-21T08:00:00.000Z,2026-10-06T08:00:00.000Z,2026-09-22T09:00:00.000Z,,
lin_135,GRE-135,135,Request DVM prereq transcripts,Email registrar for sealed copies,3,3,state_todo,user_midori,team_gre,,,,2026-01-09,13500,midori/gre-135-request-dvm,2026-01-02T08:00:00.000Z,2026-06-16T08:00:00.000Z,,,
lin_136,GRE-136,136,Book test seat - March 28,Reserve ETS slot in Portland morning,2,4,state_done,user_midori,team_gre,,,,,13600,midori/gre-136-book-test,2026-03-07T08:00:00.000Z,2026-05-31T08:00:00.000Z,2026-03-08T09:00:00.000Z,2026-05-31T07:30:00.000Z,
lin_137,HOME-137,137,Renew vet tech license,Submit CE hours and renewal fee,2,5,state_backlog,user_midori,team_home,,,,,13700,midori/home-137-renew-vet,2025-12-05T08:00:00.000Z,2026-02-12T08:00:00.000Z,,,
lin_138,HOME-138,138,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,4,5,state_done,user_midori,team_home,,,,,13800,midori/home-138-service-plow,2026-08-16T08:00:00.000Z,2026-09-07T08:00:00.000Z,2026-08-17T09:00:00.000Z,2026-09-07T07:30:00.000Z,
lin_139,HOME-139,139,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,2,1,state_in_progress,user_midori,team_home,,,,2026-03-20,13900,midori/home-139-schedule-shed,2026-02-24T08:00:00.000Z,2026-08-20T08:00:00.000Z,2026-02-25T09:00:00.000Z,,
lin_140,HOME-140,140,Renew vet tech license,Submit CE hours and renewal fee,2,3,state_done,user_midori,team_home,,,,,14000,midori/home-140-renew-vet,2025-11-26T08:00:00.000Z,2026-08-13T08:00:00.000Z,2025-11-27T09:00:00.000Z,2026-08-13T07:30:00.000Z,
lin_141,HOME-141,141,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,2,2,state_in_progress,user_midori,team_home,,,,2025-11-20,14100,midori/home-141-get-firewood,2025-10-15T08:00:00.000Z,2026-05-01T08:00:00.000Z,2025-10-16T09:00:00.000Z,,
lin_142,HOME-142,142,Winterize trailer,"Drain water, check tires, grease bearings",4,1,state_todo,user_midori,team_home,,,,2026-08-25,14200,midori/home-142-winterize-trailer,2026-08-16T08:00:00.000Z,2026-08-21T08:00:00.000Z,,,
lin_143,HOME-143,143,Worm Sage and Hikari,Rotate dewormer class this cycle,2,1,state_todo,user_midori,team_home,,,,2026-01-20,14300,midori/home-143-worm-sage,2025-12-21T08:00:00.000Z,2026-04-17T08:00:00.000Z,,,
lin_144,GRE-144,144,Request DVM prereq transcripts,Email registrar for sealed copies,4,1,state_todo,user_midori,team_gre,,,,2026-03-17,14400,midori/gre-144-request-dvm,2026-02-25T08:00:00.000Z,2026-08-01T08:00:00.000Z,,,
lin_145,GRE-145,145,Book test seat - March 28,Reserve ETS slot in Portland morning,2,2,state_backlog,user_midori,team_gre,,,,,14500,midori/gre-145-book-test,2026-09-23T08:00:00.000Z,2026-10-06T08:00:00.000Z,,,
lin_146,GRE-146,146,Request DVM prereq transcripts,Email registrar for sealed copies,4,1,state_backlog,user_midori,team_gre,,,,2026-08-11,14600,midori/gre-146-request-dvm,2026-07-28T08:00:00.000Z,2026-10-08T08:00:00.000Z,,,
lin_147,HOME-147,147,Reconcile green notebook,Match handwritten expenses to bank,2,5,state_todo,user_midori,team_home,,,,,14700,midori/home-147-reconcile-green,2025-11-29T08:00:00.000Z,2026-03-07T08:00:00.000Z,,,
lin_148,HOME-148,148,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,2,5,state_done,user_midori,team_home,,,,,14800,midori/home-148-get-firewood,2026-03-09T08:00:00.000Z,2026-10-15T08:00:00.000Z,2026-03-10T09:00:00.000Z,2026-10-15T07:30:00.000Z,
lin_149,GRE-149,149,Request DVM prereq transcripts,Email registrar for sealed copies,4,2,state_todo,user_midori,team_gre,,,,,14900,midori/gre-149-request-dvm,2026-06-08T08:00:00.000Z,2026-07-20T08:00:00.000Z,,,
lin_150,HOME-150,150,Snow tires on truck,Schedule with Robberson by Nov 1,1,2,state_done,user_midori,team_home,,,,2026-06-02,15000,midori/home-150-snow-tires,2026-05-20T08:00:00.000Z,2026-07-27T08:00:00.000Z,2026-05-21T09:00:00.000Z,2026-07-27T07:30:00.000Z,
lin_151,GRE-151,151,Review error log week 5,Redo missed quant problems,3,2,state_done,user_midori,team_gre,,,,2026-07-09,15100,midori/gre-151-review-error,2026-06-18T08:00:00.000Z,2026-07-30T08:00:00.000Z,2026-06-19T09:00:00.000Z,2026-07-30T07:30:00.000Z,
lin_152,GRE-152,152,Reading comp drills,3 passages timed,2,3,state_done,user_midori,team_gre,,,,,15200,midori/gre-152-reading-comp,2025-12-27T08:00:00.000Z,2026-02-26T08:00:00.000Z,2025-12-28T09:00:00.000Z,2026-02-26T07:30:00.000Z,
lin_153,HOME-153,153,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,4,1,state_backlog,user_midori,team_home,,,,,15300,midori/home-153-get-firewood,2026-06-26T08:00:00.000Z,2026-10-18T08:00:00.000Z,,,
lin_154,HOME-154,154,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,1,4,state_backlog,user_midori,team_home,,,,,15400,midori/home-154-service-plow,2026-09-08T08:00:00.000Z,2026-09-20T08:00:00.000Z,,,
lin_155,GRE-155,155,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,4,4,state_done,user_midori,team_gre,,,,2025-09-12,15500,midori/gre-155-manhattan-5lb,2025-08-05T08:00:00.000Z,2025-08-12T08:00:00.000Z,2025-08-06T09:00:00.000Z,2025-08-12T07:30:00.000Z,
lin_156,HOME-156,156,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,1,2,state_in_progress,user_midori,team_home,,,,2026-06-22,15600,midori/home-156-schedule-shed,2026-05-23T08:00:00.000Z,2026-06-30T08:00:00.000Z,2026-05-24T09:00:00.000Z,,
lin_157,HOME-157,157,Winterize trailer,"Drain water, check tires, grease bearings",2,3,state_in_progress,user_midori,team_home,,,,2026-03-09,15700,midori/home-157-winterize-trailer,2026-02-10T08:00:00.000Z,2026-10-19T08:00:00.000Z,2026-02-11T09:00:00.000Z,,
lin_158,HOME-158,158,Renew vet tech license,Submit CE hours and renewal fee,4,3,state_done,user_midori,team_home,,,,,15800,midori/home-158-renew-vet,2026-06-17T08:00:00.000Z,2026-09-28T08:00:00.000Z,2026-06-18T09:00:00.000Z,2026-09-28T07:30:00.000Z,
lin_159,HOME-159,159,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,3,2,state_backlog,user_midori,team_home,,,,2026-06-24,15900,midori/home-159-schedule-shed,2026-05-24T08:00:00.000Z,2026-06-09T08:00:00.000Z,,,
lin_160,HOME-160,160,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,3,3,state_in_progress,user_midori,team_home,,,,2026-06-24,16000,midori/home-160-get-firewood,2026-06-19T08:00:00.000Z,2026-07-23T08:00:00.000Z,2026-06-20T09:00:00.000Z,,
lin_161,HOME-161,161,Fix barn gutter,Replace bent section on east side,1,5,state_done,user_midori,team_home,,,,2026-04-16,16100,midori/home-161-fix-barn,2026-03-07T08:00:00.000Z,2026-04-06T08:00:00.000Z,2026-03-08T09:00:00.000Z,2026-04-06T07:30:00.000Z,
lin_162,HOME-162,162,Reconcile green notebook,Match handwritten expenses to bank,1,4,state_todo,user_midori,team_home,,,,2026-01-08,16200,midori/home-162-reconcile-green,2025-12-17T08:00:00.000Z,2026-02-10T08:00:00.000Z,,,
lin_163,GRE-163,163,Magoosh vocab batch,200 cards in Anki,4,2,state_todo,user_midori,team_gre,,,,,16300,midori/gre-163-magoosh-vocab,2025-09-07T08:00:00.000Z,2026-09-20T08:00:00.000Z,,,
lin_164,HOME-164,164,Reconcile green notebook,Match handwritten expenses to bank,3,3,state_todo,user_midori,team_home,,,,,16400,midori/home-164-reconcile-green,2026-09-23T08:00:00.000Z,2026-10-05T08:00:00.000Z,,,
lin_165,HOME-165,165,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,1,4,state_backlog,user_midori,team_home,,,,2026-05-06,16500,midori/home-165-get-firewood,2026-04-29T08:00:00.000Z,2026-09-15T08:00:00.000Z,,,
lin_166,GRE-166,166,Reading comp drills,3 passages timed,3,1,state_done,user_midori,team_gre,,,,,16600,midori/gre-166-reading-comp,2026-01-21T08:00:00.000Z,2026-10-21T08:00:00.000Z,2026-01-22T09:00:00.000Z,2026-10-21T07:30:00.000Z,
lin_167,HOME-167,167,Fix barn gutter,Replace bent section on east side,4,3,state_in_progress,user_midori,team_home,,,,2025-12-20,16700,midori/home-167-fix-barn,2025-12-04T08:00:00.000Z,2026-03-15T08:00:00.000Z,2025-12-05T09:00:00.000Z,,
lin_168,HOME-168,168,Fix barn gutter,Replace bent section on east side,3,1,state_in_progress,user_midori,team_home,,,,,16800,midori/home-168-fix-barn,2025-08-13T08:00:00.000Z,2025-09-16T08:00:00.000Z,2025-08-14T09:00:00.000Z,,
lin_169,GRE-169,169,Reading comp drills,3 passages timed,3,5,state_todo,user_midori,team_gre,,,,,16900,midori/gre-169-reading-comp,2025-08-31T08:00:00.000Z,2025-10-05T08:00:00.000Z,,,
lin_170,HOME-170,170,Snow tires on truck,Schedule with Robberson by Nov 1,4,1,state_backlog,user_midori,team_home,,,,,17000,midori/home-170-snow-tires,2025-11-16T08:00:00.000Z,2026-04-26T08:00:00.000Z,,,
lin_171,HOME-171,171,Schedule shed paint stain,Order Sherwin-Williams superdeck cedar; book weekend,3,4,state_done,user_midori,team_home,,,,2026-08-29,17100,midori/home-171-schedule-shed,2026-07-20T08:00:00.000Z,2026-09-01T08:00:00.000Z,2026-07-21T09:00:00.000Z,2026-09-01T07:30:00.000Z,
lin_172,HOME-172,172,Snow tires on truck,Schedule with Robberson by Nov 1,1,1,state_todo,user_midori,team_home,,,,2026-08-27,17200,midori/home-172-snow-tires,2026-07-28T08:00:00.000Z,2026-08-18T08:00:00.000Z,,,
lin_173,HOME-173,173,Winterize trailer,"Drain water, check tires, grease bearings",1,5,state_todo,user_midori,team_home,,,,,17300,midori/home-173-winterize-trailer,2026-05-30T08:00:00.000Z,2026-06-03T08:00:00.000Z,,,
lin_174,HOME-174,174,Fix barn gutter,Replace bent section on east side,4,3,state_backlog,user_midori,team_home,,,,2026-10-13,17400,midori/home-174-fix-barn,2026-09-12T08:00:00.000Z,2026-09-29T08:00:00.000Z,,,
lin_175,HOME-175,175,Winterize trailer,"Drain water, check tires, grease bearings",4,3,state_in_progress,user_midori,team_home,,,,,17500,midori/home-175-winterize-trailer,2026-06-23T08:00:00.000Z,2026-09-05T08:00:00.000Z,2026-06-24T09:00:00.000Z,,
lin_176,HOME-176,176,Reseal round pen footing,Drag and add sand before spring,2,2,state_in_progress,user_midori,team_home,,,,,17600,midori/home-176-reseal-round,2025-11-03T08:00:00.000Z,2026-03-01T08:00:00.000Z,2025-11-04T09:00:00.000Z,,
lin_177,HOME-177,177,Snow tires on truck,Schedule with Robberson by Nov 1,1,3,state_backlog,user_midori,team_home,,,,,17700,midori/home-177-snow-tires,2026-04-30T08:00:00.000Z,2026-05-19T08:00:00.000Z,,,
lin_178,HOME-178,178,Reconcile green notebook,Match handwritten expenses to bank,3,2,state_backlog,user_midori,team_home,,,,,17800,midori/home-178-reconcile-green,2025-11-11T08:00:00.000Z,2025-11-28T08:00:00.000Z,,,
lin_179,HOME-179,179,Renew vet tech license,Submit CE hours and renewal fee,4,2,state_in_progress,user_midori,team_home,,,,2026-06-29,17900,midori/home-179-renew-vet,2026-05-28T08:00:00.000Z,2026-06-10T08:00:00.000Z,2026-05-29T09:00:00.000Z,,
lin_180,GRE-180,180,PowerPrep 1 - timed,Sunday morning timed practice test,4,2,state_done,user_midori,team_gre,,,,2026-08-02,18000,midori/gre-180-powerprep-1,2026-07-12T08:00:00.000Z,2026-09-02T08:00:00.000Z,2026-07-13T09:00:00.000Z,2026-09-02T07:30:00.000Z,
lin_181,GRE-181,181,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,2,2,state_backlog,user_midori,team_gre,,,,2026-01-06,18100,midori/gre-181-manhattan-5lb,2025-12-10T08:00:00.000Z,2026-05-13T08:00:00.000Z,,,
lin_182,HOME-182,182,Reconcile green notebook,Match handwritten expenses to bank,1,5,state_in_progress,user_midori,team_home,,,,,18200,midori/home-182-reconcile-green,2025-09-27T08:00:00.000Z,2026-07-20T08:00:00.000Z,2025-09-28T09:00:00.000Z,,
lin_183,GRE-183,183,Request DVM prereq transcripts,Email registrar for sealed copies,4,1,state_backlog,user_midori,team_gre,,,,,18300,midori/gre-183-request-dvm,2026-02-27T08:00:00.000Z,2026-05-08T08:00:00.000Z,,,
lin_184,HOME-184,184,Fix barn gutter,Replace bent section on east side,3,2,state_todo,user_midori,team_home,,,,,18400,midori/home-184-fix-barn,2026-06-23T08:00:00.000Z,2026-08-03T08:00:00.000Z,,,
lin_185,HOME-185,185,Renew vet tech license,Submit CE hours and renewal fee,1,5,state_in_progress,user_midori,team_home,,,,,18500,midori/home-185-renew-vet,2025-11-12T08:00:00.000Z,2026-08-25T08:00:00.000Z,2025-11-13T09:00:00.000Z,,
lin_186,HOME-186,186,Winterize trailer,"Drain water, check tires, grease bearings",3,5,state_backlog,user_midori,team_home,,,,,18600,midori/home-186-winterize-trailer,2026-05-09T08:00:00.000Z,2026-06-18T08:00:00.000Z,,,
lin_187,GRE-187,187,PowerPrep 1 - timed,Sunday morning timed practice test,3,5,state_in_progress,user_midori,team_gre,,,,2026-07-25,18700,midori/gre-187-powerprep-1,2026-06-27T08:00:00.000Z,2026-09-25T08:00:00.000Z,2026-06-28T09:00:00.000Z,,
lin_188,GRE-188,188,Book test seat - March 28,Reserve ETS slot in Portland morning,2,1,state_in_progress,user_midori,team_gre,,,,2026-03-10,18800,midori/gre-188-book-test,2026-03-05T08:00:00.000Z,2026-07-14T08:00:00.000Z,2026-03-06T09:00:00.000Z,,
lin_189,HOME-189,189,Snow tires on truck,Schedule with Robberson by Nov 1,1,4,state_todo,user_midori,team_home,,,,2025-09-14,18900,midori/home-189-snow-tires,2025-08-13T08:00:00.000Z,2025-12-18T08:00:00.000Z,,,
lin_190,HOME-190,190,Snow tires on truck,Schedule with Robberson by Nov 1,4,4,state_in_progress,user_midori,team_home,,,,2026-04-22,19000,midori/home-190-snow-tires,2026-04-03T08:00:00.000Z,2026-06-27T08:00:00.000Z,2026-04-04T09:00:00.000Z,,
lin_191,HOME-191,191,Reconcile green notebook,Match handwritten expenses to bank,4,1,state_backlog,user_midori,team_home,,,,2026-02-20,19100,midori/home-191-reconcile-green,2026-01-19T08:00:00.000Z,2026-05-05T08:00:00.000Z,,,
lin_192,HOME-192,192,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,1,5,state_in_progress,user_midori,team_home,,,,2026-01-18,19200,midori/home-192-service-plow,2026-01-12T08:00:00.000Z,2026-04-27T08:00:00.000Z,2026-01-13T09:00:00.000Z,,
lin_193,HOME-193,193,Reseal round pen footing,Drag and add sand before spring,1,5,state_in_progress,user_midori,team_home,,,,2026-08-26,19300,midori/home-193-reseal-round,2026-07-29T08:00:00.000Z,2026-07-29T08:00:00.000Z,2026-07-30T09:00:00.000Z,,
lin_194,HOME-194,194,Renew vet tech license,Submit CE hours and renewal fee,4,1,state_todo,user_midori,team_home,,,,,19400,midori/home-194-renew-vet,2026-06-13T08:00:00.000Z,2026-09-01T08:00:00.000Z,,,
lin_195,GRE-195,195,Manhattan 5lb - quant ch 12,Sections 12.1-12.4 ratios/percent,1,3,state_done,user_midori,team_gre,,,,2026-06-24,19500,midori/gre-195-manhattan-5lb,2026-06-08T08:00:00.000Z,2026-09-09T08:00:00.000Z,2026-06-09T09:00:00.000Z,2026-09-09T07:30:00.000Z,
lin_196,GRE-196,196,Magoosh vocab batch,200 cards in Anki,2,5,state_done,user_midori,team_gre,,,,,19600,midori/gre-196-magoosh-vocab,2026-08-12T08:00:00.000Z,2026-10-02T08:00:00.000Z,2026-08-13T09:00:00.000Z,2026-10-02T07:30:00.000Z,
lin_197,HOME-197,197,Fix barn gutter,Replace bent section on east side,4,5,state_backlog,user_midori,team_home,,,,2025-10-06,19700,midori/home-197-fix-barn,2025-09-02T08:00:00.000Z,2025-10-26T08:00:00.000Z,,,
lin_198,GRE-198,198,Book test seat - March 28,Reserve ETS slot in Portland morning,1,3,state_in_progress,user_midori,team_gre,,,,2026-10-11,19800,midori/gre-198-book-test,2026-09-10T08:00:00.000Z,2026-10-04T08:00:00.000Z,2026-09-11T09:00:00.000Z,,
lin_199,HOME-199,199,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,3,3,state_in_progress,user_midori,team_home,,,,,19900,midori/home-199-get-firewood,2026-04-27T08:00:00.000Z,2026-05-24T08:00:00.000Z,2026-04-28T09:00:00.000Z,,
lin_200,GRE-200,200,PowerPrep 1 - timed,Sunday morning timed practice test,3,4,state_in_progress,user_midori,team_gre,,,,,20000,midori/gre-200-powerprep-1,2026-09-03T08:00:00.000Z,2026-09-22T08:00:00.000Z,2026-09-04T09:00:00.000Z,,
lin_201,HOME-201,201,Get firewood delivered before snow,Order 2 cords from Cascade Firewood,1,5,state_backlog,user_midori,team_home,,,,2025-10-12,20100,midori/home-201-get-firewood,2025-10-05T08:00:00.000Z,2025-12-27T08:00:00.000Z,,,
lin_202,HOME-202,202,Reseal round pen footing,Drag and add sand before spring,2,4,state_done,user_midori,team_home,,,,2026-11-06,20200,midori/home-202-reseal-round,2026-09-30T08:00:00.000Z,2026-10-14T08:00:00.000Z,2026-10-01T09:00:00.000Z,2026-10-14T07:30:00.000Z,
lin_203,HOME-203,203,Reseal round pen footing,Drag and add sand before spring,3,2,state_backlog,user_midori,team_home,,,,2026-10-13,20300,midori/home-203-reseal-round,2026-10-01T08:00:00.000Z,2026-10-20T08:00:00.000Z,,,
lin_204,HOME-204,204,Reseal round pen footing,Drag and add sand before spring,2,5,state_backlog,user_midori,team_home,,,,,20400,midori/home-204-reseal-round,2025-09-19T08:00:00.000Z,2025-10-02T08:00:00.000Z,,,
lin_205,GRE-205,205,PowerPrep 1 - timed,Sunday morning timed practice test,1,2,state_backlog,user_midori,team_gre,,,,2025-10-31,20500,midori/gre-205-powerprep-1,2025-10-07T08:00:00.000Z,2026-10-01T08:00:00.000Z,,,
lin_206,HOME-206,206,Fix barn gutter,Replace bent section on east side,1,5,state_backlog,user_midori,team_home,,,,2026-06-10,20600,midori/home-206-fix-barn,2026-05-13T08:00:00.000Z,2026-07-11T08:00:00.000Z,,,
lin_207,HOME-207,207,Fix barn gutter,Replace bent section on east side,1,3,state_done,user_midori,team_home,,,,2026-08-17,20700,midori/home-207-fix-barn,2026-07-22T08:00:00.000Z,2026-09-09T08:00:00.000Z,2026-07-23T09:00:00.000Z,2026-09-09T07:30:00.000Z,
lin_208,HOME-208,208,Fix barn gutter,Replace bent section on east side,1,2,state_todo,user_midori,team_home,,,,,20800,midori/home-208-fix-barn,2025-08-31T08:00:00.000Z,2026-03-02T08:00:00.000Z,,,
lin_209,GRE-209,209,Request DVM prereq transcripts,Email registrar for sealed copies,3,3,state_backlog,user_midori,team_gre,,,,,20900,midori/gre-209-request-dvm,2026-05-21T08:00:00.000Z,2026-06-12T08:00:00.000Z,,,
lin_210,GRE-210,210,Reading comp drills,3 passages timed,4,5,state_in_progress,user_midori,team_gre,,,,,21000,midori/gre-210-reading-comp,2026-01-01T08:00:00.000Z,2026-01-18T08:00:00.000Z,2026-01-02T09:00:00.000Z,,
lin_211,GRE-211,211,PowerPrep 1 - timed,Sunday morning timed practice test,1,1,state_backlog,user_midori,team_gre,,,,,21100,midori/gre-211-powerprep-1,2025-08-24T08:00:00.000Z,2026-04-04T08:00:00.000Z,,,
lin_212,HOME-212,212,Winterize trailer,"Drain water, check tires, grease bearings",3,2,state_todo,user_midori,team_home,,,,2026-07-23,21200,midori/home-212-winterize-trailer,2026-07-09T08:00:00.000Z,2026-08-09T08:00:00.000Z,,,
lin_213,HOME-213,213,Service plow blade for F-250,Tighten hydraulics; replace cutting edge,3,3,state_done,user_midori,team_home,,,,,21300,midori/home-213-service-plow,2026-01-05T08:00:00.000Z,2026-03-06T08:00:00.000Z,2026-01-06T09:00:00.000Z,2026-03-06T07:30:00.000Z,
lin_214,GRE-214,214,Book test seat - March 28,Reserve ETS slot in Portland morning,3,1,state_in_progress,user_midori,team_gre,,,,2025-09-09,21400,midori/gre-214-book-test,2025-08-25T08:00:00.000Z,2026-03-21T08:00:00.000Z,2025-08-26T09:00:00.000Z,,
lin_215,GRE-215,215,Book test seat - March 28,Reserve ETS slot in Portland morning,3,5,state_in_progress,user_midori,team_gre,,,,2026-03-20,21500,midori/gre-215-book-test,2026-03-09T08:00:00.000Z,2026-04-23T08:00:00.000Z,2026-03-10T09:00:00.000Z,,
lin_216,GRE-216,216,Book test seat - March 28,Reserve ETS slot in Portland morning,3,2,state_done,user_midori,team_gre,,,,2025-11-19,21600,midori/gre-216-book-test,2025-11-01T08:00:00.000Z,2026-07-06T08:00:00.000Z,2025-11-02T09:00:00.000Z,2026-07-06T07:30:00.000Z,
lin_217,GRE-217,217,Review error log week 5,Redo missed quant problems,2,2,state_done,user_midori,team_gre,,,,,21700,midori/gre-217-review-error,2026-08-16T08:00:00.000Z,2026-10-12T08:00:00.000Z,2026-08-17T09:00:00.000Z,2026-10-12T07:30:00.000Z,
lin_218,HOME-218,218,Worm Sage and Hikari,Rotate dewormer class this cycle,2,3,state_todo,user_midori,team_home,,,,2026-09-13,21800,midori/home-218-worm-sage,2026-08-19T08:00:00.000Z,2026-10-16T08:00:00.000Z,,,
lin_219,HOME-219,219,Snow tires on truck,Schedule with Robberson by Nov 1,1,1,state_in_progress,user_midori,team_home,,,,2026-08-02,21900,midori/home-219-snow-tires,2026-07-21T08:00:00.000Z,2026-09-02T08:00:00.000Z,2026-07-22T09:00:00.000Z,,
