tracking_number,service_code,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,total_charge,label_url
1Z999AA10123456979,12,UPS 3 Day Select,2033-06-16,78209,80203,9.1,USD,43.16,https://ups.example/labels/1Z999AA10123456979.gif
1Z999AA10123456980,03,UPS Ground,2033-06-29,78209,80203,10.0,USD,35.04,https://ups.example/labels/1Z999AA10123456980.gif
1Z999AA10123456981,02,UPS 2nd Day Air,2033-07-15,78209,80203,11.8,USD,56.13,https://ups.example/labels/1Z999AA10123456981.gif
1Z999AA10123456982,02,UPS 2nd Day Air,2033-07-29,78209,80203,4.5,USD,21.67,https://ups.example/labels/1Z999AA10123456982.gif
1Z999AA10123456983,12,UPS 3 Day Select,2033-08-13,78209,80203,8.5,USD,38.98,https://ups.example/labels/1Z999AA10123456983.gif
1Z999AA10123456984,03,UPS Ground,2033-08-25,78209,80203,6.5,USD,25.45,https://ups.example/labels/1Z999AA10123456984.gif
1Z999AA10123456985,03,UPS Ground,2033-09-06,78209,80203,11.5,USD,35.73,https://ups.example/labels/1Z999AA10123456985.gif
1Z999AA10123456986,02,UPS 2nd Day Air,2033-09-22,78209,80203,4.7,USD,29.62,https://ups.example/labels/1Z999AA10123456986.gif
1Z999AA10123456987,03,UPS Ground,2033-10-05,78209,80203,5.3,USD,28.02,https://ups.example/labels/1Z999AA10123456987.gif
1Z999AA10123456988,12,UPS 3 Day Select,2033-10-20,78209,80203,6.4,USD,32.98,https://ups.example/labels/1Z999AA10123456988.gif
1Z999AA10123456989,03,UPS Ground,2033-11-05,78209,80203,11.7,USD,39.41,https://ups.example/labels/1Z999AA10123456989.gif
