"pin_id","board_id","board_section_id","title","description","link","media_type","created_at","updated_at","dominant_color","alt_text","is_promoted","pin_metrics_impressions","pin_metrics_saves","pin_metrics_clicks"
"pin_0113","brd_0149","","Stone Stone Bridge","echo cloud golf golf foxtrot hotel bridge stone","https://example.com/pin/113","video","2024-03-29T06:57:00Z","2024-12-13T01:00:00Z","#0492d2","valley echo delta ocean cloud mountain","false","49432","416","73"
"pin_0114","brd_0133","","Bravo Market Tower","alpha forest juliet valley market echo india delta","https://example.com/pin/114","image","2024-05-28T22:53:00Z","2024-06-04T12:16:00Z","#0ded48","mountain tower india valley bravo valley","true","26983","443","876"
"pin_0115","brd_0144","","Mountain Delta Golf","bridge foxtrot river bravo tower golf stone cloud","https://example.com/pin/115","video","2024-04-13T19:52:00Z","2024-09-10T18:16:00Z","#05ef74","juliet alpha cloud forest golf stone","false","34594","441","1754"
"pin_0116","brd_0073","sec_0148","India Delta Foxtrot","mountain delta market mountain forest mountain foxtrot mountain","https://example.com/pin/116","image","2024-04-06T01:33:00Z","2024-10-25T23:04:00Z","#03b526","delta tower river delta india tower","false","2474","54","97"
"pin_0117","brd_0039","","Charlie Cloud Cloud","river bravo river alpha india juliet forest stone","https://example.com/pin/117","image","2024-10-17T05:59:00Z","2024-09-17T06:08:00Z","#0641fc","river mountain charlie river india forest","false","2121","349","1644"
"pin_0118","brd_0046","sec_0076","Bravo India Valley","echo foxtrot juliet river juliet india stone juliet","https://example.com/pin/118","video","2024-08-13T19:13:00Z","2024-01-02T22:57:00Z","#08ea31","charlie bridge forest juliet river bravo","true","31803","309","1608"
"pin_0119","brd_0008","","Forest Cloud Bridge","hotel delta juliet echo hotel india hotel cloud","https://example.com/pin/119","video","2024-09-19T23:29:00Z","2024-04-08T03:05:00Z","#02e487","valley hotel forest delta river juliet","false","26823","406","1951"
"pin_0120","brd_0075","sec_0080","Charlie Delta Market","valley hotel hotel echo market echo echo cloud","https://example.com/pin/120","image","2024-11-14T22:02:00Z","2024-12-28T09:27:00Z","#01964b","valley tower hotel bridge india foxtrot","false","8835","147","1665"
"pin_0121","brd_0136","sec_0012","Market Stone Stone","charlie bridge bridge bridge market foxtrot bravo bridge","https://example.com/pin/121","image","2024-09-07T14:44:00Z","2024-02-24T02:22:00Z","#0d48a0","bridge juliet forest juliet forest echo","false","5527","435","1693"
"pin_0122","brd_0062","sec_0048","Golf Mountain Mountain","mountain ocean mountain delta delta market bravo mountain","https://example.com/pin/122","video","2024-10-15T19:59:00Z","2024-02-10T03:50:00Z","#02d6bd","echo juliet tower hotel ocean ocean","false","30086","459","224"
"pin_0123","brd_0149","","Ocean River Market","hotel india juliet ocean bravo ocean delta cloud","https://example.com/pin/123","video","2024-10-24T15:02:00Z","2024-01-28T14:13:00Z","#041c85","tower bridge tower charlie bravo forest","true","5683","415","725"
"pin_0124","brd_0032","sec_0114","Stone India Delta","echo ocean juliet mountain tower stone river foxtrot","https://example.com/pin/124","video","2024-09-06T16:26:00Z","2024-02-17T14:32:00Z","#0f083a","foxtrot golf market bridge cloud charlie","false","7038","64","1508"
"pin_0125","brd_0097","","Valley Juliet Charlie","foxtrot cloud tower market juliet bridge cloud market","https://example.com/pin/125","image","2024-09-09T17:51:00Z","2024-02-20T23:09:00Z","#0c8637","hotel market echo tower cloud bravo","false","47556","340","1184"
"pin_0126","brd_0055","","Bridge Foxtrot Charlie","bravo bridge charlie mountain bravo alpha forest forest","https://example.com/pin/126","image","2024-09-02T15:20:00Z","2024-07-12T21:58:00Z","#0725f6","delta river river echo juliet forest","false","15061","480","1641"
"pin_0127","brd_0041","","Tower Delta Cloud","ocean india alpha foxtrot charlie echo cloud juliet","https://example.com/pin/127","video","2024-05-02T09:02:00Z","2024-08-22T02:44:00Z","#0d64e4","valley india ocean juliet india juliet","false","34292","222","57"
"pin_0128","brd_0081","","Tower Charlie Bravo","alpha india bridge alpha delta forest juliet stone","https://example.com/pin/128","video","2024-03-01T06:46:00Z","2024-06-30T13:00:00Z","#0b244b","river bravo foxtrot market india bravo","false","41167","173","1772"
"pin_0129","brd_0094","sec_0001","Stone Mountain Cloud","charlie delta echo golf golf forest stone echo","https://example.com/pin/129","image","2024-08-02T00:10:00Z","2024-09-03T17:17:00Z","#07c048","bridge bridge foxtrot bravo bridge market","false","22110","304","1534"
"pin_0130","brd_0067","","Mountain Bravo Charlie","ocean juliet ocean alpha golf golf forest india","https://example.com/pin/130","video","2024-02-24T11:33:00Z","2024-07-16T15:39:00Z","#069e07","cloud foxtrot alpha market forest mountain","false","49634","436","1343"
"pin_0131","brd_0095","","Golf Tower Foxtrot","river stone valley river bravo river charlie hotel","https://example.com/pin/131","image","2024-05-21T22:57:00Z","2024-02-01T09:49:00Z","#04a795","india foxtrot golf river bravo bridge","false","3396","25","1311"
"pin_0132","brd_0046","sec_0036","India Tower Golf","forest juliet river delta hotel golf valley bridge","https://example.com/pin/132","image","2024-08-25T17:42:00Z","2024-02-03T09:33:00Z","#0c5cf4","forest market forest hotel tower stone","false","6872","152","834"
"pin_0133","brd_0039","sec_0030","Mountain Echo Cloud","market ocean juliet tower delta delta market india","https://example.com/pin/133","image","2024-12-13T08:17:00Z","2024-06-06T15:51:00Z","#02a995","market river cloud echo stone foxtrot","true","33359","468","835"
"pin_0134","brd_0036","sec_0134","Golf Forest Stone","charlie delta alpha echo bravo bravo delta forest","https://example.com/pin/134","image","2024-06-20T20:37:00Z","2024-06-20T07:21:00Z","#04f4ee","stone forest foxtrot delta india india","true","43160","23","871"
"pin_0135","brd_0144","","India Ocean Ocean","mountain ocean alpha delta market ocean bravo mountain","https://example.com/pin/135","image","2024-11-21T04:01:00Z","2024-02-16T11:02:00Z","#04004c","ocean valley valley golf valley foxtrot","true","30489","474","1415"
"pin_0136","brd_0115","","Bravo Bravo Bridge","charlie market juliet foxtrot india bridge alpha bridge","https://example.com/pin/136","image","2024-12-28T21:16:00Z","2024-11-15T22:20:00Z","#040686","hotel golf valley tower forest tower","false","48184","378","787"
"pin_0137","brd_0071","sec_0025","Juliet Mountain River","charlie delta bravo foxtrot market bridge india market","https://example.com/pin/137","image","2024-11-07T10:23:00Z","2024-05-17T17:21:00Z","#0d9c9c","tower river valley tower stone river","false","12172","438","843"
"pin_0138","brd_0089","sec_0126","Mountain Golf Charlie","cloud foxtrot tower valley ocean stone alpha bridge","https://example.com/pin/138","image","2024-12-27T02:27:00Z","2024-01-23T22:53:00Z","#0b0d5e","tower delta cloud river golf ocean","false","6093","99","782"
"pin_0139","brd_0024","sec_0084","Alpha Ocean Echo","foxtrot stone river charlie ocean tower stone bridge","https://example.com/pin/139","video","2024-01-19T01:44:00Z","2024-09-11T14:54:00Z","#0c7956","golf bridge hotel ocean golf charlie","true","37797","350","581"
"pin_0140","brd_0128","","Valley Mountain Forest","bravo foxtrot golf market hotel mountain valley cloud","https://example.com/pin/140","image","2024-10-23T10:07:00Z","2024-11-04T23:35:00Z","#0f0291","alpha golf stone tower hotel alpha","true","8499","199","1719"
"pin_0141","brd_0104","","Forest Bravo Bravo","valley alpha juliet alpha echo mountain delta india","https://example.com/pin/141","video","2024-08-02T21:39:00Z","2024-08-03T17:41:00Z","#0a67b6","bridge india alpha bridge bravo market","true","603","240","1343"
"pin_0142","brd_0040","","Juliet Delta Ocean","market hotel golf stone alpha echo echo foxtrot","https://example.com/pin/142","image","2024-08-12T02:42:00Z","2024-01-26T01:14:00Z","#0bf85f","stone golf juliet stone golf market","true","42548","407","630"
"pin_0143","brd_0072","","Foxtrot Hotel India","india river golf river valley cloud delta hotel","https://example.com/pin/143","image","2024-07-11T18:41:00Z","2024-12-16T07:16:00Z","#0c5035","bravo bravo hotel hotel foxtrot charlie","false","23283","480","100"
"pin_0144","brd_0111","sec_0076","Forest Mountain Alpha","foxtrot ocean india india bravo market hotel valley","https://example.com/pin/144","image","2024-08-21T04:21:00Z","2024-07-27T07:58:00Z","#0b8513","echo bravo mountain charlie cloud foxtrot","true","6087","242","970"
"pin_0145","brd_0031","","Forest India Juliet","charlie juliet foxtrot delta bravo golf charlie cloud","https://example.com/pin/145","image","2024-08-09T23:38:00Z","2024-05-01T13:00:00Z","#0ac539","river alpha delta stone hotel charlie","true","1641","408","492"
"pin_0146","brd_0146","","Ocean Market Ocean","delta river charlie echo cloud juliet hotel ocean","https://example.com/pin/146","video","2024-06-09T07:29:00Z","2024-09-07T01:38:00Z","#07da29","foxtrot delta hotel echo ocean bravo","true","13098","56","316"
"pin_0147","brd_0017","","Foxtrot Forest Market","bravo golf foxtrot echo juliet foxtrot golf india","https://example.com/pin/147","image","2024-03-20T11:23:00Z","2024-10-17T04:55:00Z","#03b56c","juliet bridge delta stone juliet foxtrot","true","19341","345","1060"
"pin_0148","brd_0099","","Market Delta Charlie","market foxtrot delta charlie delta river charlie stone","https://example.com/pin/148","video","2024-01-30T08:44:00Z","2024-01-07T22:55:00Z","#0dc8ec","mountain alpha river river echo india","false","2845","33","962"
"pin_0149","brd_0038","","Cloud Market Foxtrot","ocean bridge juliet ocean foxtrot alpha bravo foxtrot","https://example.com/pin/149","image","2024-11-24T02:42:00Z","2024-03-23T04:10:00Z","#0cedbe","mountain foxtrot tower echo india foxtrot","false","45052","324","1375"
"pin_0150","brd_0092","sec_0009","Market Valley Golf","india foxtrot stone golf forest delta mountain delta","https://example.com/pin/150","video","2024-08-31T20:18:00Z","2024-04-02T05:40:00Z","#081b03","ocean bravo foxtrot foxtrot ocean charlie","false","18879","371","1378"
