listing_id,title,city,country,room_type,price_per_night,cleaning_fee,beds,baths,max_guests,rating,review_count,host_id,instant_book
lst-0137-x21,Country Club loft,Guadalajara,Mexico,private_room,92.62,50.87,3,2.5,3,4.78,120,host-0113,true
lst-0143-x22,Capitol Hill guesthouse,San Antonio,USA,entire_home,94.36,58.92,2,2.0,6,4.86,207,host-0063,true
lst-0058-x23,Tlaquepaque studio,Guadalajara,Mexico,private_room,237.82,76.61,3,1.5,7,4.90,318,host-0043,false
lst-0053-x24,Chapalita apartment,Guadalajara,Mexico,entire_home,212.39,67.74,3,1.5,4,4.81,54,host-0097,false
lst-0178-x25,Colonia Americana loft,Guadalajara,Mexico,entire_home,119.55,85.21,1,1.5,2,4.51,276,host-0188,true
lst-0090-x26,Pearl District casita,San Francisco,USA,entire_home,199.95,61.68,2,1.0,4,4.92,50,host-0185,true
lst-0182-x27,Southtown townhouse,San Antonio,USA,entire_home,109.95,39.76,3,1.5,8,4.72,152,host-0122,false
lst-0047-x28,Downtown studio,Denver,USA,private_room,130.11,47.39,2,1.5,3,4.86,64,host-0044,false
lst-0193-x29,Southtown studio,San Francisco,USA,entire_home,157.04,70.51,4,1.0,2,4.95,228,host-0071,true
lst-0004-x30,Zapopan Centro townhouse,Guadalajara,Mexico,entire_home,186.54,74.41,1,2.0,7,4.85,105,host-0152,true
lst-0009-x31,Capitol Hill casita,San Francisco,USA,private_room,190.01,27.84,1,1.5,2,4.94,139,host-0083,false
