event_id,timestamp_cet,user_id,user_status,source_system,auth_method,workstation_id,badge_scan_present,vpn_session_present,service_actor,override_flag,ticket_ref,ip_address
EVT-1014591,2025-03-28T13:47:10+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.83
EVT-1014592,2025-03-28T18:26:32+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.70
EVT-1014593,2025-03-28T10:44:08+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.19
EVT-1014594,2025-03-31T08:05:08+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.88
EVT-1014595,2025-03-31T08:13:45+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.23
EVT-1014596,2025-03-31T15:30:55+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.91
EVT-1014597,2025-03-31T14:00:13+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.4
EVT-1014598,2025-03-31T07:46:27+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.28
EVT-1014599,2025-03-31T11:22:57+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.2
EVT-1014600,2025-04-01T10:35:44+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.55
EVT-1014601,2025-04-01T09:42:56+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.59
EVT-1014602,2025-04-01T07:22:51+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.63
EVT-1014603,2025-04-01T12:27:00+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.89
EVT-1014604,2025-04-01T14:30:45+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.62
EVT-1014605,2025-04-01T18:39:00+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.72
EVT-1014606,2025-04-02T14:53:27+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.81
EVT-1014607,2025-04-02T10:08:32+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.22
EVT-1014608,2025-04-02T10:08:36+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.8
EVT-1014609,2025-04-02T15:09:39+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.63
EVT-1014610,2025-04-02T15:12:50+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.19
EVT-1014611,2025-04-02T18:29:59+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.16
EVT-1014612,2025-04-03T08:33:38+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.81
EVT-1014613,2025-04-03T18:32:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.28
EVT-1014614,2025-04-03T10:29:10+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.19
EVT-1014615,2025-04-03T07:17:40+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.6
EVT-1014616,2025-04-03T08:55:11+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.83
EVT-1014617,2025-04-03T11:49:01+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.62
EVT-1014618,2025-04-04T14:30:54+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.43
EVT-1014619,2025-04-04T17:12:56+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.8
EVT-1014620,2025-04-04T07:57:39+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.15
EVT-1014621,2025-04-04T18:55:47+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.21
EVT-1014622,2025-04-04T10:30:22+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.9
EVT-1014623,2025-04-04T12:04:03+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.53
EVT-1014624,2025-04-07T18:08:36+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.42
EVT-1014625,2025-04-07T08:43:38+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.60
EVT-1014626,2025-04-07T07:13:31+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.20
EVT-1014627,2025-04-07T12:09:11+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.7
EVT-1014628,2025-04-07T16:33:28+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.10
EVT-1014629,2025-04-07T11:40:01+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.63
EVT-1014630,2025-04-08T14:39:27+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.43
EVT-1014631,2025-04-08T07:03:33+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.65
EVT-1014632,2025-04-08T13:53:08+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.59
EVT-1014633,2025-04-08T08:21:15+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.52
EVT-1014634,2025-04-08T17:35:35+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.54
EVT-1014635,2025-04-08T17:09:18+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.47
EVT-1014636,2025-04-09T12:42:29+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.90
EVT-1014637,2025-04-09T07:39:42+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.8
EVT-1014638,2025-04-09T12:50:06+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.20
EVT-1014639,2025-04-09T07:24:13+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.35
EVT-1014640,2025-04-09T10:03:19+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.74
EVT-1014641,2025-04-09T10:08:48+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.95
EVT-1014642,2025-04-10T14:51:13+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.44
EVT-1014643,2025-04-10T16:13:03+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.14
EVT-1014644,2025-04-10T13:39:33+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.66
EVT-1014645,2025-04-10T17:15:47+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.72
EVT-1014646,2025-04-10T10:50:42+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.65
EVT-1014647,2025-04-10T11:36:29+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.3
EVT-1014648,2025-04-11T10:56:05+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.57
EVT-1014649,2025-04-11T18:32:39+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.80
EVT-1014650,2025-04-11T16:34:45+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.79
EVT-1014651,2025-04-11T12:59:09+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.56
EVT-1014652,2025-04-11T12:43:06+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.90
EVT-1014653,2025-04-11T13:15:15+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.31
EVT-1014654,2025-04-14T17:50:36+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.40
EVT-1014655,2025-04-14T16:03:44+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.71
EVT-1014656,2025-04-14T10:13:04+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.27
EVT-1014657,2025-04-14T15:36:01+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.75
EVT-1014658,2025-04-14T08:54:32+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.76
EVT-1014659,2025-04-14T17:56:00+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.11
EVT-1014660,2025-04-15T16:09:25+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.46
EVT-1014661,2025-04-15T11:51:17+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.99
EVT-1014662,2025-04-15T09:17:43+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.12
EVT-1014663,2025-04-15T11:07:14+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.59
EVT-1014664,2025-04-15T11:36:59+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.79
EVT-1014665,2025-04-15T17:33:20+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.24
EVT-1014666,2025-04-16T11:03:18+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.46
EVT-1014667,2025-04-16T18:22:11+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.83
EVT-1014668,2025-04-16T17:13:16+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.47
EVT-1014669,2025-04-16T15:06:46+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.43
EVT-1014670,2025-04-16T10:23:42+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.98
EVT-1014671,2025-04-16T17:18:13+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.7
EVT-1014672,2025-04-17T17:43:22+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.77
EVT-1014673,2025-04-17T15:08:24+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.31
EVT-1014674,2025-04-17T11:08:12+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.28
EVT-1014675,2025-04-17T09:13:26+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.44
EVT-1014676,2025-04-17T13:20:59+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.39
EVT-1014677,2025-04-17T17:32:40+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.15
EVT-1014678,2025-04-18T16:22:43+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.7
EVT-1014679,2025-04-18T14:42:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.18
EVT-1014680,2025-04-18T17:02:59+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.28
EVT-1014681,2025-04-18T11:35:35+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.29
EVT-1014682,2025-04-18T18:00:37+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.44
EVT-1014683,2025-04-18T15:15:38+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.37
EVT-1014684,2025-04-21T07:17:46+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.15
EVT-1014685,2025-04-21T18:35:06+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.37
EVT-1014686,2025-04-21T11:59:48+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.67
EVT-1014687,2025-04-21T11:34:59+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.99
EVT-1014688,2025-04-21T12:41:12+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.86
EVT-1014689,2025-04-21T08:23:30+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.92
EVT-1014690,2025-04-22T09:53:08+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.84
EVT-1014691,2025-04-22T18:24:34+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.69
EVT-1014692,2025-04-22T11:00:50+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.21
EVT-1014693,2025-04-22T07:32:12+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.42
EVT-1014694,2025-04-22T13:13:45+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.5
EVT-1014695,2025-04-22T10:37:55+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.7
EVT-1014696,2025-04-23T15:06:32+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.78
EVT-1014697,2025-04-23T08:33:28+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.5
EVT-1014698,2025-04-23T09:11:45+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.11
EVT-1014699,2025-04-23T18:01:28+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.46
EVT-1014700,2025-04-23T10:36:22+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.63
EVT-1014701,2025-04-23T13:21:02+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.36
EVT-1014702,2025-04-24T15:06:55+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.8
EVT-1014703,2025-04-24T11:10:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.86
EVT-1014704,2025-04-24T11:35:47+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.54
EVT-1014705,2025-04-24T15:23:42+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.90
EVT-1014706,2025-04-24T07:45:56+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.57
EVT-1014707,2025-04-24T13:04:10+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.21
EVT-1014708,2025-04-25T18:17:29+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.56
EVT-1014709,2025-04-25T18:39:00+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.69
EVT-1014710,2025-04-25T09:33:23+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.79
EVT-1014711,2025-04-25T15:46:52+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.91
EVT-1014712,2025-04-25T13:42:39+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.69
EVT-1014713,2025-04-25T15:01:09+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.87
EVT-1014714,2025-04-28T12:00:28+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.14
EVT-1014715,2025-04-28T10:41:48+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.38
EVT-1014716,2025-04-28T15:27:59+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.94
EVT-1014717,2025-04-28T12:32:26+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.67
EVT-1014718,2025-04-28T14:30:35+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.75
EVT-1014719,2025-04-28T09:09:08+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.68
EVT-1014720,2025-04-29T12:34:59+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.10
EVT-1014721,2025-04-29T17:36:59+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.51
EVT-1014722,2025-04-29T10:20:29+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.8
EVT-1014723,2025-04-29T09:55:39+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.87
EVT-1014724,2025-04-29T18:54:00+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.2
EVT-1014725,2025-04-29T14:18:51+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.8
EVT-1014726,2025-04-30T10:51:34+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.86
EVT-1014727,2025-04-30T09:08:45+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.51
EVT-1014728,2025-04-30T11:10:11+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.46
EVT-1014729,2025-04-30T13:44:17+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.95
EVT-1014730,2025-04-30T16:52:00+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.85
EVT-1014731,2025-04-30T09:27:40+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.44
EVT-1014732,2025-05-01T11:59:46+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.88
EVT-1014733,2025-05-01T11:22:53+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.71
EVT-1014734,2025-05-01T11:37:04+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.35
EVT-1014735,2025-05-01T09:37:52+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.25
EVT-1014736,2025-05-01T17:08:43+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.34
EVT-1014737,2025-05-01T17:03:01+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.45
EVT-1014738,2025-05-02T11:29:53+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.47
EVT-1014739,2025-05-02T12:57:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.98
EVT-1014740,2025-05-02T10:55:53+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.32
EVT-1014741,2025-05-02T16:49:19+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.41
EVT-1014742,2025-05-02T16:41:19+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.83
EVT-1014743,2025-05-02T14:25:38+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.42
EVT-1014744,2025-05-05T14:59:40+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.17
EVT-1014745,2025-05-05T11:26:20+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.19
EVT-1014746,2025-05-05T14:11:33+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.38
EVT-1014747,2025-05-05T12:49:06+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.84
EVT-1014748,2025-05-05T17:03:53+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.83
EVT-1014749,2025-05-05T10:36:32+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.93
EVT-1014750,2025-05-06T17:42:17+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.2
EVT-1014751,2025-05-06T11:44:12+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.66
EVT-1014752,2025-05-06T07:23:28+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.54
EVT-1014753,2025-05-06T17:15:15+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.79
EVT-1014754,2025-05-06T12:48:51+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.11
EVT-1014755,2025-05-06T09:12:26+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.91
EVT-1014756,2025-05-07T12:32:19+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.22
EVT-1014757,2025-05-07T14:02:00+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.69
EVT-1014758,2025-05-07T17:05:37+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.14
EVT-1014759,2025-05-07T13:25:19+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.78
EVT-1014760,2025-05-07T15:32:13+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.49
EVT-1014761,2025-05-07T11:35:29+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.37
EVT-1014762,2025-05-08T11:12:38+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.99
EVT-1014763,2025-05-08T16:06:22+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.48
EVT-1014764,2025-05-08T11:22:51+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.58
EVT-1014765,2025-05-08T08:28:06+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.65
EVT-1014766,2025-05-08T08:51:48+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.55
EVT-1014767,2025-05-08T09:40:07+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.35
EVT-1014768,2025-05-09T12:37:49+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.41
EVT-1014769,2025-05-09T16:27:39+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.79
EVT-1014770,2025-05-09T10:04:47+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.4
EVT-1014771,2025-05-09T08:21:26+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.41
EVT-1014772,2025-05-09T07:30:31+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.49
EVT-1014773,2025-05-09T08:38:57+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.86
EVT-1014774,2025-05-12T14:46:24+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.11
EVT-1014775,2025-05-12T17:48:14+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.24
EVT-1014776,2025-05-12T11:57:01+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.45
EVT-1014777,2025-05-12T18:41:29+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.70
EVT-1014778,2025-05-12T07:26:26+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.69
EVT-1014779,2025-05-12T10:08:06+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.94
EVT-1014780,2025-05-13T18:45:15+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.53
EVT-1014781,2025-05-13T07:54:52+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.31
EVT-1014782,2025-05-13T13:49:05+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.66
EVT-1014783,2025-05-13T17:36:22+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.63
EVT-1014784,2025-05-13T11:46:03+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.33
EVT-1014785,2025-05-13T14:10:21+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.45
EVT-1014786,2025-05-14T16:20:25+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.26
EVT-1014787,2025-05-14T07:07:39+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.19
EVT-1014788,2025-05-14T08:15:38+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.44
EVT-1014789,2025-05-14T18:31:13+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.17
EVT-1014790,2025-05-14T15:29:38+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.71
EVT-1014791,2025-05-14T15:30:18+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.89
EVT-1014792,2025-05-15T09:42:58+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.67
EVT-1014793,2025-05-15T16:41:49+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.72
EVT-1014794,2025-05-15T08:05:19+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.66
EVT-1014795,2025-05-15T12:45:37+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.34
